air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-15.2,-24.3, None,-15.2, None, None,2022-01-19 13:00:00, None, None,3
-13.9,-24.3, None,-13.9, None, None,2022-01-19 14:00:00, None, None,3
-13.8,-24.3, None,-13.4, None, None,2022-01-19 15:00:00, None, None,3
-15.9,-24.3, None,-13.4, None, None,2022-01-19 16:00:00, None, None,3
-16.5,-24.3, None,-13.4, None, None,2022-01-19 17:00:00, None, None,3
-16.8,-24.3, None,-13.4, None, None,2022-01-19 18:00:00, None, None,3
-17.1,-17.1, None,-16.7, None, None,2022-01-19 19:00:00, None, None,3
-17.3,-17.4, None,-16.7, None, None,2022-01-19 20:00:00, None, None,3
-17.8,-17.8, None,-16.7, None, None,2022-01-19 21:00:00, None, None,3
-17.7,-17.9, None,-16.7, None, None,2022-01-19 22:00:00, None, None,3
-17.3,-17.9, None,-16.7, None, None,2022-01-19 23:00:00, None, None,3
-17.2,-17.9, None,-16.7, None, None,2022-01-20 00:00:00, None, None,3
-17.0,-17.9, None,-16.7, None, None,2022-01-20 01:00:00, None, None,3
-16.7,-17.9, None,-16.7, None, None,2022-01-20 02:00:00, None, None,3
-16.4,-17.9, None,-16.4, None, None,2022-01-20 03:00:00, None, None,3
-15.4,-17.9, None,-15.4, None, None,2022-01-20 04:00:00, None, None,3
-15.2,-17.9, None,-15.2, None, None,2022-01-20 05:00:00, None, None,3
-14.5,-17.9, None,-14.5, None, None,2022-01-20 06:00:00, None, None,3
-13.8,-14.5, None,-13.8, None, None,2022-01-20 07:00:00, None, None,3
-13.0,-14.5, None,-13.0, None, None,2022-01-20 08:00:00, None, None,3
-8.7,-14.5, None,-8.8, None, None,2022-01-20 09:00:00, None, None,3
-6.6,-14.5, None,-6.5, None, None,2022-01-20 10:00:00, None, None,3
-5.1,-14.5, None,-4.6, None, None,2022-01-20 11:00:00, None, None,3
-2.8,-14.5, None,-3.0, None, None,2022-01-20 12:00:00, None, None,3
-0.9,-14.5, None,-0.3, None, None,2022-01-20 13:00:00, None, None,3
-0.8,-14.5, None,-0.3, None, None,2022-01-20 14:00:00, None, None,3
0.2,-14.5, None,0.3, None, None,2022-01-20 15:00:00, None, None,3
-1.2,-14.5, None,0.3, None, None,2022-01-20 16:00:00, None, None,3
0.5,-14.5, None,0.3, None, None,2022-01-20 17:00:00, None, None,3
-0.3,-14.5, None,0.8, None, None,2022-01-20 18:00:00, None, None,3
-1.1,-1.4, None,-0.1, None, None,2022-01-20 19:00:00, None, None,3
0.0,-1.4, None,0.1, None, None,2022-01-20 20:00:00, None, None,3
0.0,-1.4, None,0.1, None, None,2022-01-20 21:00:00, None, None,3
0.3,-1.4, None,0.3, None, None,2022-01-20 22:00:00, None, None,3
-0.1,-1.4, None,0.3, None, None,2022-01-20 23:00:00, None, None,3
-0.7,-1.4, None,0.3, None, None,2022-01-21 00:00:00, None, None,3
-0.4,-1.4, None,0.3, None, None,2022-01-21 01:00:00, None, None,3
-1.4,-1.4, None,0.3, None, None,2022-01-21 02:00:00, None, None,3
-1.5,-1.6, None,0.3, None, None,2022-01-21 03:00:00, None, None,3
-1.5,-1.6, None,0.3, None, None,2022-01-21 04:00:00, None, None,3
-1.5,-1.6, None,0.3, None, None,2022-01-21 05:00:00, None, None,3
-1.3,-1.6, None,0.3, None, None,2022-01-21 06:00:00, None, None,3
-1.1,-1.3, None,-1.1, None, None,2022-01-21 07:00:00, None, None,3
-1.0,-1.3, None,-1.0, None, None,2022-01-21 08:00:00, None, None,3
-0.9,-1.3, None,-0.9, None, None,2022-01-21 09:00:00, None, None,3
-0.5,-1.3, None,-0.5, None, None,2022-01-21 10:00:00, None, None,3
-0.2,-1.3, None,-0.2, None, None,2022-01-21 11:00:00, None, None,3
0.9,-1.3, None,1.0, None, None,2022-01-21 12:00:00, None, None,3
1.6,-1.3, None,1.7, None, None,2022-01-21 13:00:00, None, None,3
1.8,-1.3, None,1.8, None, None,2022-01-21 14:00:00, None, None,3
2.5,-1.3, None,2.6, None, None,2022-01-21 15:00:00, None, None,3
2.7,-1.3, None,2.9, None, None,2022-01-21 16:00:00, None, None,3
3.2,-1.3, None,3.3, None, None,2022-01-21 17:00:00, None, None,3
3.2,-1.3, None,3.7, None, None,2022-01-21 18:00:00, None, None,3
3.4,3.1, None,3.6, None, None,2022-01-21 19:00:00, None, None,3
2.9,3.0, None,3.6, None, None,2022-01-21 20:00:00, None, None,3
3.0,2.6, None,3.6, None, None,2022-01-21 21:00:00, None, None,3
3.0,2.6, None,3.6, None, None,2022-01-21 22:00:00, None, None,3
3.2,2.6, None,3.6, None, None,2022-01-21 23:00:00, None, None,3
