air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
0.8, 0.791, 0.1, 0.0, -1.0, 0.9, 280.08,2022-01-15 00:00:00, 280.0, -53.0, 477.0,3
0.1, 0.111, 0.1, 0.0, 0.0, 0.9, 279.99,2022-01-15 01:00:00, 280.0, -53.0, 477.0,3
0.2, 0.232, 0.1, 0.0, 0.0, 0.9, 279.52,2022-01-15 02:00:00, 280.0, -53.0, 476.0,3
0.4, 0.372, 0.1, 0.0, 0.0, 0.9, 279.45,2022-01-15 03:00:00, 279.0, -53.0, 476.0,3
-0.4, -0.438, -0.4, 0.0, -2.0, 0.9, 277.86,2022-01-15 04:00:00, 278.0, -50.0, 476.0,3
-0.4, -0.401, -0.4, 0.0, 1.0, 0.9, 278.45,2022-01-15 05:00:00, 278.0, -50.0, 474.0,3
-0.1, -0.122, -0.5, 0.0, 0.0, 0.9, 278.0,2022-01-15 06:00:00, 278.0, -49.0, 473.0,3
0.2, 0.157, -0.1, 0.0, 0.0, 0.2, 278.24,2022-01-15 07:00:00, 278.0, -53.0, 472.0,3
-0.2, -0.215, -0.3, 0.0, 0.0, 0.2, 278.31,2022-01-15 08:00:00, 278.0, -49.0, 472.0,3
-0.3, -0.327, -0.6, 0.0, 1.0, 0.2, 279.22,2022-01-15 09:00:00, 279.0, -49.0, 472.0,3
0.4, 0.39, -0.6, 0.0, 0.0, 0.4, 279.15,2022-01-15 10:00:00, 279.0, -53.0, 478.0,3
1.1, 1.136, -0.6, 0.0, 0.0, 1.2, 279.08,2022-01-15 11:00:00, 279.0, -52.0, 490.0,3
1.5, 1.537, -0.6, 0.0, 0.0, 1.7, 278.7,2022-01-15 12:00:00, 279.0, -52.0, 498.0,3
1.5, 1.472, -0.6, 0.0, 0.0, 1.8, 278.66,2022-01-15 13:00:00, 279.0, -52.0, 513.0,3
0.4, 0.373, -0.6, 0.0, -1.0, 1.8, 277.75,2022-01-15 14:00:00, 278.0, -53.0, 512.0,3
0.0, -0.038, -0.6, 0.0, 1.0, 1.8, 278.24,2022-01-15 15:00:00, 278.0, -49.0, 504.0,3
-0.4, -0.438, -0.6, 0.0, -1.0, 1.8, 276.92,2022-01-15 16:00:00, 277.0, -50.0, 496.0,3
-0.5, -0.522, -0.6, 0.0, 1.0, 1.8, 277.44,2022-01-15 17:00:00, 277.0, -50.0, 486.0,3
-0.3, -0.289, -0.6, 0.0, 0.0, 1.8, 277.06,2022-01-15 18:00:00, 277.0, -49.0, 477.0,3
0.1, 0.083, -0.5, 0.0, 0.0, 0.1, 276.82,2022-01-15 19:00:00, 277.0, -53.0, 474.0,3
-0.3, -0.28, -0.5, 0.0, 1.0, 0.2, 277.98,2022-01-15 20:00:00, 278.0, -49.0, 473.0,3
-0.6, -0.569, -0.6, 0.0, -1.0, 0.2, 277.44,2022-01-15 21:00:00, 277.0, -50.0, 472.0,3
-0.8, -0.847, -0.8, 0.0, 3.0, 0.2, 280.86,2022-01-15 22:00:00, 281.0, -50.0, 471.0,3
-0.7, -0.746, -0.9, 0.0, 2.0, 0.2, 282.77,2022-01-15 23:00:00, 283.0, -50.0, 470.0,3
-0.7, -0.671, -0.9, 0.0, -2.0, 0.2, 280.93,2022-01-16 00:00:00, 281.0, -50.0, 469.0,3
-0.8, -0.765, -0.9, 0.0, 4.0, 0.2, 284.51,2022-01-16 01:00:00, 285.0, -50.0, 469.0,3
-0.7, -0.737, -0.9, 0.0, 1.0, 0.2, 285.64,2022-01-16 02:00:00, 286.0, -50.0, 469.0,3
-0.7, -0.689, -0.9, 0.0, -1.0, 0.2, 284.18,2022-01-16 03:00:00, 284.0, -50.0, 469.0,3
