CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -4.835, 98.4, None, None, None, None, 5.859, 4.544, 213.5, -5.0, None, -4.8, -4.9, None, None, None, -3.5, None, None, 98.0, None,2022-01-15 00:00:00, None, None,3
None, -4.823, 98.4, None, None, None, None, 7.036, 4.173, 215.3, -5.0, None, -4.8, -4.9, None, None, None, -3.5, None, None, 98.0, None,2022-01-15 01:00:00, None, None,3
None, -4.705, 98.7, None, None, None, None, 6.76, 3.684, 218.2, -5.0, None, -4.7, -5.0, None, None, None, -3.5, None, None, 99.0, None,2022-01-15 02:00:00, None, None,3
None, -4.71, 98.6, None, None, None, None, 7.306, 2.882, 209.8, -5.0, None, -4.7, -5.0, None, None, None, -3.5, None, None, 99.0, None,2022-01-15 03:00:00, None, None,3
None, -4.637, 98.7, None, None, None, None, 7.497, 2.179, 213.0, -5.0, None, -4.6, -5.0, None, None, None, -3.5, None, None, 99.0, None,2022-01-15 04:00:00, None, None,3
None, -4.632, 98.8, None, None, None, None, 10.18, 0.467, 221.3, -5.0, None, -4.6, -5.0, None, None, None, -3.5, None, None, 99.0, None,2022-01-15 05:00:00, None, None,3
None, -4.649, 98.5, None, None, None, None, 10.58, 0.0, 219.9, -5.0, None, -4.6, -5.0, None, None, None, -3.5, None, None, 99.0, None,2022-01-15 06:00:00, None, None,3
None, -4.768, 98.4, None, None, None, None, 10.7, 0.0, 225.5, -5.0, None, -4.8, -4.9, None, None, None, -4.6, None, None, 98.0, None,2022-01-15 07:00:00, None, None,3
None, -4.964, 98.0, None, None, None, None, 8.14, 0.0, 231.9, -5.0, None, -5.0, -5.0, None, None, None, -4.6, None, None, 98.0, None,2022-01-15 08:00:00, None, None,3
None, -4.615, 98.4, None, None, None, None, 7.569, 0.0, 237.1, -5.0, None, -4.6, -5.0, None, None, None, -4.6, None, None, 98.0, None,2022-01-15 09:00:00, None, None,3
None, -4.392, 98.2, None, None, None, None, 11.65, 0.0, 244.5, -5.0, None, -4.4, -5.0, None, None, None, -4.2, None, None, 98.0, None,2022-01-15 10:00:00, None, None,3
None, -4.57, 96.8, None, None, None, None, 12.09, 0.0, 243.2, -5.0, None, -4.6, -5.0, None, None, None, -4.2, None, None, 97.0, None,2022-01-15 11:00:00, None, None,3
None, -4.153, 97.6, None, None, None, None, 33.21, 0.0, 278.0, -4.0, None, -4.2, -5.0, None, None, None, -4.1, None, None, 98.0, None,2022-01-15 12:00:00, None, None,3
None, -3.534, 98.4, None, None, None, None, 26.48, 0.0, 305.8, -4.0, None, -3.5, -5.0, None, None, None, -3.5, None, None, 98.0, None,2022-01-15 13:00:00, None, None,3
None, -4.556, 97.3, None, None, None, None, 48.53, 0.0, 303.3, -5.0, None, -4.6, -5.0, None, None, None, -3.5, None, None, 97.0, None,2022-01-15 14:00:00, None, None,3
None, -4.48, 97.6, None, None, None, None, 49.86, 0.0, 306.6, -5.0, None, -4.5, -5.0, None, None, None, -3.5, None, None, 98.0, None,2022-01-15 15:00:00, None, None,3
None, -5.057, 98.0, None, None, None, None, 38.96, 0.0, 317.3, -5.0, None, -5.1, -5.1, None, None, None, -3.5, None, None, 98.0, None,2022-01-15 16:00:00, None, None,3
None, -5.118, 97.9, None, None, None, None, 42.33, 0.0, 321.4, -5.0, None, -5.1, -5.3, None, None, None, -3.5, None, None, 98.0, None,2022-01-15 17:00:00, None, None,3
None, -5.094, 98.1, None, None, None, None, 31.47, 0.0, 343.0, -5.0, None, -5.1, -5.3, None, None, None, -3.5, None, None, 98.0, None,2022-01-15 18:00:00, None, None,3
None, -5.389, 97.5, None, None, None, None, 47.63, 0.0, 340.2, -6.0, None, -5.4, -5.4, None, None, None, -5.1, None, None, 98.0, None,2022-01-15 19:00:00, None, None,3
None, -5.193, 98.0, None, None, None, None, 45.91, 0.0, 339.2, -6.0, None, -5.2, -5.5, None, None, None, -5.1, None, None, 98.0, None,2022-01-15 20:00:00, None, None,3
None, -5.569, 96.2, None, None, None, None, 45.08, 0.0, 342.2, -6.0, None, -5.6, -5.6, None, None, None, -5.1, None, None, 96.0, None,2022-01-15 21:00:00, None, None,3
None, -6.01, 89.7, None, None, None, None, 40.42, 0.0, 342.8, -7.0, None, -6.0, -6.0, None, None, None, -5.1, None, None, 90.0, None,2022-01-15 22:00:00, None, None,3
None, -5.903, 85.8, None, None, None, None, 24.56, 0.0, 352.6, -8.0, None, -5.9, -6.1, None, None, None, -5.1, None, None, 86.0, None,2022-01-15 23:00:00, None, None,3
None, -5.77, 85.4, None, None, None, None, 28.99, 0.0, 340.7, -7.0, None, -5.8, -6.1, None, None, None, -5.1, None, None, 85.0, None,2022-01-16 00:00:00, None, None,3
None, -4.366, 69.53, None, None, None, None, 17.64, 0.0, 356.6, -9.0, None, -4.4, -6.1, None, None, None, -4.3, None, None, 70.0, None,2022-01-16 01:00:00, None, None,3
None, -4.636, 68.88, None, None, None, None, 43.92, 0.0, 348.9, -9.0, None, -4.6, -6.1, None, None, None, -4.2, None, None, 69.0, None,2022-01-16 02:00:00, None, None,3
None, -5.73, 82.7, None, None, None, None, 16.53, 0.0, 224.5, -8.0, None, -5.7, -6.1, None, None, None, -4.2, None, None, 83.0, None,2022-01-16 03:00:00, None, None,3
None, -5.413, 79.08, None, None, None, None, 26.03, 0.0, 201.1, -8.0, None, -5.4, -6.1, None, None, None, -4.2, None, None, 79.0, None,2022-01-16 04:00:00, None, None,3
None, -5.245, 79.58, None, None, None, None, 11.87, 0.0, 220.5, -8.0, None, -5.2, -6.1, None, None, None, -4.2, None, None, 80.0, None,2022-01-16 05:00:00, None, None,3
None, -5.13, 76.68, None, None, None, None, 7.716, 0.0, 222.4, -8.0, None, -5.1, -6.1, None, None, None, -4.2, None, None, 77.0, None,2022-01-16 06:00:00, None, None,3
None, -5.25, 76.97, None, None, None, None, 9.58, 0.0, 227.7, -8.0, None, -5.3, -5.4, None, None, None, -4.8, None, None, 77.0, None,2022-01-16 07:00:00, None, None,3
None, -4.22, 73.2, None, None, None, None, 4.926, 0.0, 229.4, -8.0, None, -4.2, -5.5, None, None, None, -4.2, None, None, 73.0, None,2022-01-16 08:00:00, None, None,3
None, -5.217, 78.93, None, None, None, None, 7.27, 0.0, 225.9, -8.0, None, -5.2, -5.5, None, None, None, -4.1, None, None, 79.0, None,2022-01-16 09:00:00, None, None,3
None, -5.329, 83.5, None, None, None, None, 6.393, 23.41, 223.8, -8.0, None, -5.3, -6.0, None, None, None, -4.1, None, None, 84.0, None,2022-01-16 10:00:00, None, None,3
None, -5.576, 84.6, None, None, None, None, 6.071, 28.68, 227.5, -8.0, None, -5.6, -6.0, None, None, None, -4.1, None, None, 85.0, None,2022-01-16 11:00:00, None, None,3
None, -5.535, 92.7, None, None, None, None, 6.996, 32.24, 224.8, -7.0, None, -5.5, -6.0, None, None, None, -4.1, None, None, 93.0, None,2022-01-16 12:00:00, None, None,3
None, -5.986, 98.8, None, None, None, None, 6.128, 29.6, 226.4, -6.0, None, -6.0, -6.0, None, None, None, -4.1, None, None, 99.0, None,2022-01-16 13:00:00, None, None,3
None, -5.931, 99.7, None, None, None, None, 7.536, 30.34, 233.0, -6.0, None, -5.9, -6.0, None, None, None, -4.1, None, None, 100.0, None,2022-01-16 14:00:00, None, None,3
None, -5.707, 96.3, None, None, None, None, 5.609, 28.83, 240.1, -6.0, None, -5.7, -6.1, None, None, None, -4.1, None, None, 96.0, None,2022-01-16 15:00:00, None, None,3
None, -5.239, 92.7, None, None, None, None, 5.502, 29.79, 242.0, -6.0, None, -5.2, -6.1, None, None, None, -4.1, None, None, 93.0, None,2022-01-16 16:00:00, None, None,3
None, -4.138, 88.4, None, None, None, None, 5.635, 31.47, 248.6, -6.0, None, -4.1, -6.1, None, None, None, -3.7, None, None, 88.0, None,2022-01-16 17:00:00, None, None,3
None, -1.774, 86.0, None, None, None, None, 7.227, 36.99, 255.4, -4.0, None, -1.8, -6.1, None, None, None, -1.7, None, None, 86.0, None,2022-01-16 18:00:00, None, None,3
None, -2.411, 88.0, None, None, None, None, 7.525, 37.15, 256.3, -4.0, None, -2.4, -2.6, None, None, None, -1.6, None, None, 88.0, None,2022-01-16 19:00:00, None, None,3
None, -2.175, 88.8, None, None, None, None, 8.39, 35.5, 255.6, -3.0, None, -2.2, -2.8, None, None, None, -1.4, None, None, 89.0, None,2022-01-16 20:00:00, None, None,3
None, -2.263, 88.0, None, None, None, None, 8.28, 37.27, 251.6, -3.0, None, -2.3, -2.8, None, None, None, -1.1, None, None, 88.0, None,2022-01-16 21:00:00, None, None,3
None, -3.877, 86.0, None, None, None, None, 6.32, 32.2, 248.0, -6.0, None, -3.9, -4.5, None, None, None, -1.1, None, None, 86.0, None,2022-01-16 22:00:00, None, None,3
None, -1.681, 84.7, None, None, None, None, 7.314, 35.03, 252.8, -4.0, None, -1.7, -4.5, None, None, None, -0.8, None, None, 85.0, None,2022-01-16 23:00:00, None, None,3
None, -3.281, 93.2, None, None, None, None, 7.04, 29.88, 242.2, -4.0, None, -3.3, -4.5, None, None, None, -0.8, None, None, 93.0, None,2022-01-17 00:00:00, None, None,3
None, -2.712, 89.5, None, None, None, None, 6.111, 28.68, 240.0, -4.0, None, -2.7, -4.5, None, None, None, -0.8, None, None, 90.0, None,2022-01-17 01:00:00, None, None,3
None, -3.835, 92.8, None, None, None, None, 8.28, 28.01, 242.7, -5.0, None, -3.8, -4.5, None, None, None, -0.8, None, None, 93.0, None,2022-01-17 02:00:00, None, None,3
None, -2.728, 88.2, None, None, None, None, 7.76, 26.45, 239.6, -4.0, None, -2.7, -4.5, None, None, None, -0.8, None, None, 88.0, None,2022-01-17 03:00:00, None, None,3
None, -2.548, 87.3, None, None, None, None, 6.885, 30.15, 244.7, -4.0, None, -2.5, -4.5, None, None, None, -0.8, None, None, 87.0, None,2022-01-17 04:00:00, None, None,3
None, -2.186, 85.7, None, None, None, None, 6.573, 26.96, 245.6, -4.0, None, -2.2, -4.5, None, None, None, -0.8, None, None, 86.0, None,2022-01-17 05:00:00, None, None,3
None, -1.433, 81.4, None, None, None, None, 4.893, 25.67, 243.6, -4.0, None, -1.4, -4.5, None, None, None, -0.8, None, None, 81.0, None,2022-01-17 06:00:00, None, None,3
None, -1.694, 82.0, None, None, None, None, 6.101, 25.04, 232.9, -4.0, None, -1.7, -2.0, None, None, None, -1.2, None, None, 82.0, None,2022-01-17 07:00:00, None, None,3
None, -1.575, 79.17, None, None, None, None, 4.982, 27.58, 218.5, -4.0, None, -1.6, -2.1, None, None, None, -1.2, None, None, 79.0, None,2022-01-17 08:00:00, None, None,3
None, -2.289, 85.2, None, None, None, None, 5.111, 32.39, 215.6, -4.0, None, -2.3, -2.3, None, None, None, -1.2, None, None, 85.0, None,2022-01-17 09:00:00, None, None,3
None, -3.828, 99.9, None, None, None, None, 4.992, 32.2, 219.6, -4.0, None, -3.8, -3.9, None, None, None, -1.2, None, None, 100.0, None,2022-01-17 10:00:00, None, None,3
None, -4.063, 99.9, None, None, None, None, 5.618, 25.33, 225.5, -4.0, None, -4.1, -4.2, None, None, None, -1.2, None, None, 100.0, None,2022-01-17 11:00:00, None, None,3
None, -4.78, 99.5, None, None, None, None, 5.451, 28.86, 225.6, -5.0, None, -4.8, -4.8, None, None, None, -1.2, None, None, 100.0, None,2022-01-17 12:00:00, None, None,3
None, -4.188, 97.5, None, None, None, None, 6.835, 24.51, 223.5, -5.0, None, -4.2, -5.3, None, None, None, -1.2, None, None, 98.0, None,2022-01-17 13:00:00, None, None,3
None, -4.396, 98.6, None, None, None, None, 6.482, 22.95, 232.5, -5.0, None, -4.4, -5.3, None, None, None, -1.2, None, None, 99.0, None,2022-01-17 14:00:00, None, None,3
None, -3.793, 96.4, None, None, None, None, 7.713, 26.43, 242.8, -4.0, None, -3.8, -5.3, None, None, None, -1.2, None, None, 96.0, None,2022-01-17 15:00:00, None, None,3
None, -3.631, 99.0, None, None, None, None, 11.94, 34.15, 245.3, -4.0, None, -3.6, -5.3, None, None, None, -1.2, None, None, 99.0, None,2022-01-17 16:00:00, None, None,3
None, -3.451, 99.1, None, None, None, None, 9.59, 39.39, 257.8, -4.0, None, -3.5, -5.3, None, None, None, -1.2, None, None, 99.0, None,2022-01-17 17:00:00, None, None,3
None, -3.234, 99.9, None, None, None, None, 9.28, 44.15, 260.0, -3.0, None, -3.2, -5.3, None, None, None, -1.2, None, None, 100.0, None,2022-01-17 18:00:00, None, None,3
None, -3.149, 98.4, None, None, None, None, 9.54, 42.5, 260.2, -3.0, None, -3.1, -3.9, None, None, None, -3.0, None, None, 98.0, None,2022-01-17 19:00:00, None, None,3
None, -3.974, 99.9, None, None, None, None, 11.17, 38.91, 254.3, -4.0, None, -4.0, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-17 20:00:00, None, None,3
None, -4.018, 100.0, None, None, None, None, 6.641, 34.7, 242.7, -4.0, None, -4.0, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-17 21:00:00, None, None,3
None, -3.512, 99.8, None, None, None, None, 8.99, 36.03, 247.4, -3.0, None, -3.5, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-17 22:00:00, None, None,3
None, -3.726, 99.9, None, None, None, None, 10.87, 37.61, 251.1, -4.0, None, -3.7, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-17 23:00:00, None, None,3
None, -3.78, 99.9, None, None, None, None, 9.66, 33.09, 252.0, -4.0, None, -3.8, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-18 00:00:00, None, None,3
None, -3.569, 99.9, None, None, None, None, 10.75, 32.23, 263.6, -4.0, None, -3.6, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-18 01:00:00, None, None,3
None, -3.575, 100.0, None, None, None, None, 10.57, 31.06, 262.9, -4.0, None, -3.6, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-18 02:00:00, None, None,3
None, -3.792, 99.9, None, None, None, None, 9.09, 29.52, 264.8, -4.0, None, -3.8, -4.4, None, None, None, -3.0, None, None, 100.0, None,2022-01-18 03:00:00, None, None,3
None, -4.166, 99.9, None, None, None, None, 8.65, 23.28, 258.9, -4.0, None, -4.2, -4.8, None, None, None, -3.0, None, None, 100.0, None,2022-01-18 04:00:00, None, None,3
None, -4.364, 99.4, None, None, None, None, 8.38, 25.59, 266.4, -4.0, None, -4.4, -4.8, None, None, None, -3.0, None, None, 99.0, None,2022-01-18 05:00:00, None, None,3
None, -4.705, 99.2, None, None, None, None, 10.01, 25.21, 265.6, -5.0, None, -4.7, -4.9, None, None, None, -3.0, None, None, 99.0, None,2022-01-18 06:00:00, None, None,3
None, -4.751, 99.0, None, None, None, None, 11.65, 26.76, 269.7, -5.0, None, -4.8, -4.8, None, None, None, -4.6, None, None, 99.0, None,2022-01-18 07:00:00, None, None,3
None, -5.434, 98.4, None, None, None, None, 11.22, 26.62, 293.2, -6.0, None, -5.4, -5.5, None, None, None, -4.6, None, None, 98.0, None,2022-01-18 08:00:00, None, None,3
None, None, None, None, None, None, None, None, None, None, -6.0, None, -5.7, -5.9, None, None, None, -4.6, None, None, 97.0, None,2022-01-18 09:00:00, None, None,3
None, -5.734, 95.3, None, None, None, None, 9.49, 19.79, 293.4, -6.0, None, -5.7, -5.9, None, None, None, -4.6, None, None, 95.0, None,2022-01-18 10:00:00, None, None,3
None, -5.883, 94.8, None, None, None, None, 12.52, 18.37, 305.6, -7.0, None, -5.9, -6.1, None, None, None, -4.6, None, None, 95.0, None,2022-01-18 11:00:00, None, None,3
None, -6.013, 94.9, None, None, None, None, 16.57, 15.95, 312.9, -7.0, None, -6.0, -6.2, None, None, None, -4.6, None, None, 95.0, None,2022-01-18 12:00:00, None, None,3
None, None, None, None, None, None, None, None, None, None, -7.0, None, -6.0, -6.2, None, None, None, -4.6, None, None, 94.0, None,2022-01-18 13:00:00, None, None,3
None, -6.287, 94.2, None, None, None, None, 16.67, 17.7, 304.1, -7.0, None, -6.3, -6.4, None, None, None, -4.6, None, None, 94.0, None,2022-01-18 14:00:00, None, None,3
None, -6.53, 94.6, None, None, None, None, 17.43, 17.4, 311.2, -7.0, None, -6.5, -6.7, None, None, None, -4.6, None, None, 95.0, None,2022-01-18 15:00:00, None, None,3
None, -7.328, 93.3, None, None, None, None, 13.46, 21.51, 319.6, -8.0, None, -7.3, -7.3, None, None, None, -4.6, None, None, 93.0, None,2022-01-18 16:00:00, None, None,3
None, -7.547, 92.8, None, None, None, None, 11.54, 22.3, 319.0, -8.0, None, -7.5, -7.6, None, None, None, -4.6, None, None, 93.0, None,2022-01-18 17:00:00, None, None,3
None, -7.816, 93.0, None, None, None, None, 11.0, 25.29, 304.3, -9.0, None, -7.8, -7.9, None, None, None, -4.6, None, None, 93.0, None,2022-01-18 18:00:00, None, None,3
None, -8.3, 92.5, None, None, None, None, 11.07, 24.08, 305.0, -9.0, None, -8.3, -8.3, None, None, None, -7.8, None, None, 93.0, None,2022-01-18 19:00:00, None, None,3
None, -8.24, 92.5, None, None, None, None, 11.16, 22.67, 296.1, -9.0, None, -8.2, -8.4, None, None, None, -7.8, None, None, 93.0, None,2022-01-18 20:00:00, None, None,3
None, -8.37, 92.0, None, None, None, None, 4.086, 22.39, 285.1, -9.0, None, -8.4, -8.5, None, None, None, -7.8, None, None, 92.0, None,2022-01-18 21:00:00, None, None,3
None, -8.78, 89.0, None, None, None, None, 5.7, 19.04, 292.9, -10.0, None, -8.8, -8.8, None, None, None, -7.8, None, None, 89.0, None,2022-01-18 22:00:00, None, None,3
None, -8.78, 88.4, None, None, None, None, 7.286, 19.97, 280.6, -10.0, None, -8.8, -8.9, None, None, None, -7.8, None, None, 88.0, None,2022-01-18 23:00:00, None, None,3
None, -8.77, 85.7, None, None, None, None, 4.538, 22.99, 278.0, -10.0, None, -8.8, -8.9, None, None, None, -7.8, None, None, 86.0, None,2022-01-19 00:00:00, None, None,3
