pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 2.538, 80.2, 4.0, 80.0, 0.0, 2.5, -2.0, 0.0, 1.0, 0.0,2022-01-15 14:00:00, 41.0, 41.21,3
None, 2.132, 84.5, 4.0, 85.0, 0.0, 2.1, -2.0, 0.0, 0.0, 1.0,2022-01-15 15:00:00, 42.0, 41.54,3
None, -0.606, 93.1, 4.0, 93.0, -2.0, -0.6, -2.0, -2.0, 0.0, 0.0,2022-01-15 16:00:00, 41.0, 41.31,3
None, -1.389, 96.7, 4.0, 97.0, -2.0, -1.4, -2.0, -2.0, 0.3, 0.0,2022-01-15 17:00:00, 41.0, 41.22,3
None, -2.229, 100.1, 4.0, 100.0, -2.0, -2.2, -2.3, -2.0, 0.7, 0.0,2022-01-15 18:00:00, 41.0, 41.11,3
None, -1.273, 100.3, -0.5, 100.0, -1.0, -1.3, -2.3, -1.0, 0.0, 0.0,2022-01-15 19:00:00, 41.0, 41.22,3
None, -1.611, 100.2, -0.5, 100.0, -1.0, -1.6, -2.3, -1.0, 0.0, 0.0,2022-01-15 20:00:00, 41.0, 41.18,3
None, -1.686, 100.4, -0.5, 100.0, -1.0, -1.7, -2.3, -1.0, 0.0, 0.0,2022-01-15 21:00:00, 41.0, 40.93,3
None, -2.031, 100.2, -0.5, 100.0, -2.0, -2.0, -2.3, -2.0, 0.0, 0.0,2022-01-15 22:00:00, 41.0, 41.01,3
None, -1.801, 100.1, -0.5, 100.0, -1.0, -1.8, -2.3, -1.0, 0.0, 0.0,2022-01-15 23:00:00, 41.0, 40.91,3
None, -1.615, 100.1, -0.5, 100.0, -1.0, -1.6, -2.3, -1.0, 0.0, 0.0,2022-01-16 00:00:00, 41.0, 40.96,3
None, -1.908, 100.2, -0.5, 100.0, -2.0, -1.9, -2.3, -2.0, 0.0, 0.0,2022-01-16 01:00:00, 41.0, 40.87,3
None, -2.378, 100.2, -0.5, 100.0, -2.0, -2.4, -2.7, -2.0, 0.0, 0.0,2022-01-16 02:00:00, 41.0, 40.92,3
None, -2.078, 100.3, -0.5, 100.0, -2.0, -2.1, -2.8, -2.0, 0.0, 0.0,2022-01-16 03:00:00, 41.0, 40.86,3
None, -2.693, 100.3, -0.5, 100.0, -3.0, -2.7, -3.0, -3.0, 0.0, 0.0,2022-01-16 04:00:00, 41.0, 40.71,3
None, -2.462, 100.4, -0.5, 100.0, -3.0, -2.5, -3.3, -3.0, 0.0, 0.0,2022-01-16 05:00:00, 41.0, 40.81,3
None, -2.576, 100.1, -0.5, 100.0, -2.0, -2.6, -3.3, -2.0, 0.0, 0.0,2022-01-16 06:00:00, 41.0, 40.76,3
None, -3.032, 100.0, -2.3, 100.0, -3.0, -3.0, -3.4, -3.0, 0.0, 0.0,2022-01-16 07:00:00, 41.0, 40.77,3
