ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,snw_dpth,dwpt_temp
0.0,0.0,9.0,0.0,2021-05-14,0.0,24.0,20,,,,,,,,,,,
0.0,0.0,13.0,0.0,2021-05-15,0.0,26.0,20,,,,,,,,,,,
0.0,0.0,13.0,0.0,2021-05-16,0.0,30.0,20,,,,,,,,,,,
0.0,0.0,16.5,0.0,2021-05-17,0.0,24.5,20,,,,,,,,,,,
0.0,0.0,10.0,0.0,2021-05-18,0.0,16.5,20,,,,,,,,,,,
0.0,0.0,4.0,0.0,2021-05-19,0.0,17.0,20,,,,,,,,,,,
2.6,2.6,6.5,0.0,2021-05-20,0.0,17.5,20,,,,,,,,,,,
,,,,2021-05-14 00:00:00,,,20,0.0, 6.1,6.088,73.57, 0.0, 0.0, 14.2, 74.0, 6.0, -6999.0, 2.0
,,,,2021-05-14 01:00:00,,,20,0.0, 5.5,5.547,76.07, 0.0, 0.0, 14.2, 76.0, 5.4, -6999.0, 2.0
,,,,2021-05-14 02:00:00,,,20,0.0, 5.6,5.646,74.75, 0.0, 0.0, 14.2, 75.0, 5.2, -6999.0, 2.0
,,,,2021-05-14 03:00:00,,,20,0.0, 5.5,5.488,77.25, 0.0, 0.0, 14.2, 77.0, 5.1, -6999.0, 2.0
,,,,2021-05-14 04:00:00,,,20,0.0, 5.2,5.15,78.35, 0.0, 0.0, 14.2, 78.0, 4.6, -6999.0, 2.0
,,,,2021-05-14 05:00:00,,,20,0.0, 4.8,4.836,79.7, 0.0, 0.0, 14.2, 80.0, 4.6, -6999.0, 2.0
,,,,2021-05-14 06:00:00,,,20,0.0, 5.6,5.619,75.94, 0.0, 0.0, 14.2, 76.0, 4.6, -6999.0, 2.0
,,,,2021-05-14 07:00:00,,,20,0.0, 10.4,10.36,59.89, 0.0, 0.0, 10.3, 60.0, 5.6, -6999.0, 3.0
,,,,2021-05-14 08:00:00,,,20,0.0, 11.2,11.2,56.1, 0.0, 0.0, 11.7, 56.0, 5.6, -6999.0, 3.0
,,,,2021-05-14 09:00:00,,,20,0.0, 12.3,12.31,54.51, 0.0, 0.0, 12.2, 55.0, 5.6, -6999.0, 3.0
,,,,2021-05-14 10:00:00,,,20,0.0, 12.9,12.88,53.77, 0.0, 0.0, 13.5, 54.0, 5.6, -6999.0, 4.0
,,,,2021-05-14 11:00:00,,,20,0.0, 14.8,14.82,42.17, 0.0, 0.0, 14.6, 42.0, 5.6, -6999.0, 2.0
