AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
-0.8, 0.0,290.7,2021-05-14 00:00:00, -1.4, 15.5,20,,,,,,,,,,,,,,,,,,,,,,
-0.8, None,290.7,2021-05-14 00:15:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.0, None,291.7,2021-05-14 00:30:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.0, None,292.8,2021-05-14 00:45:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-0.9, None,292.8,2021-05-14 01:00:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.0, None,293.8,2021-05-14 01:15:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.0, None,293.8,2021-05-14 01:30:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.0, None,293.8,2021-05-14 01:45:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.2, None,294.9,2021-05-14 02:00:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.1, None,294.9,2021-05-14 02:15:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.2, None,296.0,2021-05-14 02:30:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.1, None,296.0,2021-05-14 02:45:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
-1.3, None,296.0,2021-05-14 03:00:00, None, None,20,,,,,,,,,,,,,,,,,,,,,,
