station_observations
time, tasmin, tasmax, pcp
2013-01-01 00:00:00, -15.5, -8.2, 0.0
2013-01-02 00:00:00, -14.8, -5.2, 0.0
2013-01-03 00:00:00, -17.3, -6.3, 0.0
2013-01-04 00:00:00, -10.7, 0.3, 0.0
2013-01-05 00:00:00, -10.9, -4.0, 0.0
2013-01-06 00:00:00, -10.1, -0.8, 0.0
2013-01-07 00:00:00, -9.7, 0.7, 0.0
2013-01-08 00:00:00, -13.7, -5.0, 0.0
2013-01-09 00:00:00, -15.8, -4.8, 0.0
2013-01-10 00:00:00, -22.2, -11.8, 0.0
2013-01-11 00:00:00, -24.6, -14.2, 55.3
2013-01-12 00:00:00, -22.9, -12.0, 57.8
2013-01-13 00:00:00, -20.3, -7.5, 1.6
2013-01-14 00:00:00, -7.3, 4.5, 0.0
2013-01-15 00:00:00, -10.7, -1.7, 0.0
2013-01-16 00:00:00, -2.6, 4.3, 0.0
2013-01-17 00:00:00, -2.6, 5.6, 0.0
2013-01-18 00:00:00, -1.0, 6.2, 0.0
2013-01-19 00:00:00, -3.1, 2.9, 0.0
2013-01-20 00:00:00, -8.5, -2.0, 0.0
2013-01-21 00:00:00, -13.8, -1.7, 0.0
2013-01-22 00:00:00, -11.5, -2.7, 0.0
2013-01-23 00:00:00, -7.2, -3.2, 0.0
2013-01-24 00:00:00, -9.8, -2.7, 0.0
2013-01-25 00:00:00, -11.5, -0.9, 0.0
2013-01-26 00:00:00, -11.0, -1.3, 0.0
2013-01-27 00:00:00, -8.7, -0.3, 0.0
2013-01-28 00:00:00, -6.1, -1.5, 0.0
2013-01-29 00:00:00, -8.2, 2.1, 0.0
2013-01-30 00:00:00, -1.9, 4.4, 0.0
2013-01-31 00:00:00, -3.0, 4.3, 0.0
2013-02-01 00:00:00, -2.1, 5.0, 0.0
2013-02-02 00:00:00, -3.8, 7.8, 0.0
2013-02-03 00:00:00, -3.3, 4.8, 0.0
2013-02-04 00:00:00, -8.4, 0.5, 0.0
