WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
323.7,2020-12-23 00:00:00, None, 99.1,52
347.5,2020-12-23 01:00:00, None, 99.4,52
15.6,2020-12-23 02:00:00, None, 99.0,52
87.5,2020-12-23 03:00:00, None, 99.3,52
195.1,2020-12-23 04:00:00, None, 99.1,52
228.2,2020-12-23 05:00:00, None, 99.3,52
147.7,2020-12-23 06:00:00, None, 99.0,52
155.5,2020-12-23 07:00:00, None, 99.1,52
141.0,2020-12-23 08:00:00, None, 99.4,52
230.5,2020-12-23 09:00:00, None, 99.0,52
294.9,2020-12-23 10:00:00, None, 99.0,52
44.2,2020-12-23 11:00:00, None, 99.1,52
343.2,2020-12-23 12:00:00, None, 89.1,52
62.9,2020-12-23 13:00:00, None, 82.8,52
90.2,2020-12-23 14:00:00, None, 82.9,52
74.1,2020-12-23 15:00:00, None, 84.4,52
194.1,2020-12-23 16:00:00, None, 98.0,52
203.1,2020-12-23 17:00:00, None, 99.3,52
81.8,2020-12-23 18:00:00, None, 99.0,52
143.7,2020-12-23 19:00:00, None, 99.2,52
275.2,2020-12-23 20:00:00, None, 99.3,52
289.0,2020-12-23 21:00:00, None, 99.0,52
166.6,2020-12-23 22:00:00, None, 99.4,52
296.9,2020-12-23 23:00:00, None, 99.3,52
251.5,2020-12-24 00:00:00, None, 99.2,52
0.1,2020-12-24 01:00:00, None, 99.4,52
92.3,2020-12-24 02:00:00, None, 99.4,52
103.9,2020-12-24 03:00:00, None, 99.0,52
53.5,2020-12-24 04:00:00, None, 99.0,52
256.4,2020-12-24 05:00:00, None, 99.2,52
245.3,2020-12-24 06:00:00, None, 99.4,52
131.6,2020-12-24 07:00:00, None, 99.4,52
123.7,2020-12-24 08:00:00, None, 99.1,52
251.4,2020-12-24 09:00:00, None, 99.3,52
8.7,2020-12-24 10:00:00, None, 99.2,52
108.1,2020-12-24 11:00:00, None, 99.1,52
41.7,2020-12-24 12:00:00, None, 99.1,52
88.8,2020-12-24 13:00:00, None, 99.1,52
137.3,2020-12-24 14:00:00, None, 97.5,52
188.8,2020-12-24 15:00:00, None, 99.4,52
152.8,2020-12-24 16:00:00, None, 99.0,52
154.0,2020-12-24 17:00:00, None, 99.4,52
162.9,2020-12-24 18:00:00, None, 99.1,52
239.7,2020-12-24 19:00:00, None, 99.4,52
161.0,2020-12-24 20:00:00, None, 99.4,52
176.6,2020-12-24 21:00:00, None, 99.0,52
155.4,2020-12-24 22:00:00, None, 99.0,52
137.9,2020-12-24 23:00:00, None, 99.0,52
258.9,2020-12-25 00:00:00, None, 99.1,52
139.3,2020-12-25 01:00:00, None, 99.0,52
136.1,2020-12-25 02:00:00, None, 99.1,52
153.8,2020-12-25 03:00:00, None, 99.0,52
145.6,2020-12-25 04:00:00, None, 99.0,52
242.6,2020-12-25 05:00:00, None, 99.0,52
248.1,2020-12-25 06:00:00, None, 94.6,52
240.5,2020-12-25 07:00:00, None, 97.0,52
220.9,2020-12-25 08:00:00, None, 99.1,52
122.2,2020-12-25 09:00:00, None, 99.1,52
124.6,2020-12-25 10:00:00, None, 99.1,52
127.2,2020-12-25 11:00:00, None, 99.4,52
58.2,2020-12-25 12:00:00, None, 100.0,52
66.0,2020-12-25 13:00:00, None, 99.6,52
97.7,2020-12-25 14:00:00, None, 99.9,52
137.0,2020-12-25 15:00:00, None, 99.7,52
111.3,2020-12-25 16:00:00, None, 99.9,52
104.3,2020-12-25 17:00:00, None, 96.6,52
147.1,2020-12-25 18:00:00, None, 99.7,52
99.8,2020-12-25 19:00:00, None, 99.6,52
93.0,2020-12-25 20:00:00, None, 99.0,52
130.1,2020-12-25 21:00:00, None, 99.0,52
114.7,2020-12-25 22:00:00, None, 99.4,52
285.7,2020-12-25 23:00:00, None, 99.9,52
65.6,2020-12-26 00:00:00, None, 99.6,52
271.3,2020-12-26 01:00:00, None, 99.7,52
313.3,2020-12-26 02:00:00, None, 100.0,52
230.3,2020-12-26 03:00:00, None, 100.0,52
205.4,2020-12-26 04:00:00, None, 99.7,52
116.0,2020-12-26 05:00:00, None, 92.6,52
109.1,2020-12-26 06:00:00, None, 100.0,52
108.9,2020-12-26 07:00:00, None, 99.7,52
115.9,2020-12-26 08:00:00, None, 99.9,52
114.9,2020-12-26 09:00:00, None, 99.9,52
111.1,2020-12-26 10:00:00, None, 99.9,52
97.0,2020-12-26 11:00:00, None, 99.6,52
98.5,2020-12-26 12:00:00, None, 98.6,52
100.8,2020-12-26 13:00:00, None, 99.9,52
96.5,2020-12-26 14:00:00, None, 99.7,52
97.5,2020-12-26 15:00:00, None, 95.3,52
94.7,2020-12-26 16:00:00, None, 96.1,52
107.2,2020-12-26 17:00:00, None, 97.3,52
161.0,2020-12-26 18:00:00, None, 100.0,52
143.2,2020-12-26 19:00:00, None, 99.1,52
133.8,2020-12-26 20:00:00, None, 99.1,52
268.0,2020-12-26 21:00:00, None, 99.4,52
247.7,2020-12-26 22:00:00, None, 99.2,52
204.0,2020-12-26 23:00:00, None, 99.1,52
203.7,2020-12-27 00:00:00, None, 99.7,52
309.9,2020-12-27 01:00:00, None, 99.9,52
277.5,2020-12-27 02:00:00, None, 100.0,52
211.3,2020-12-27 03:00:00, None, 99.7,52
111.3,2020-12-27 04:00:00, None, 99.3,52
346.1,2020-12-27 05:00:00, None, 99.6,52
10.3,2020-12-27 06:00:00, None, 99.0,52
172.9,2020-12-27 07:00:00, None, 99.3,52
128.2,2020-12-27 08:00:00, None, 99.0,52
133.3,2020-12-27 09:00:00, None, 99.1,52
79.7,2020-12-27 10:00:00, None, 99.3,52
72.5,2020-12-27 11:00:00, None, 99.9,52
268.0,2020-12-27 12:00:00, None, 99.7,52
83.3,2020-12-27 13:00:00, None, 100.0,52
92.1,2020-12-27 14:00:00, None, 99.6,52
96.4,2020-12-27 15:00:00, None, 99.6,52
80.4,2020-12-27 16:00:00, None, 99.6,52
90.9,2020-12-27 17:00:00, None, 99.6,52
157.4,2020-12-27 18:00:00, None, 99.7,52
64.9,2020-12-27 19:00:00, None, 99.6,52
263.8,2020-12-27 20:00:00, None, 99.8,52
257.4,2020-12-27 21:00:00, None, 99.2,52
276.1,2020-12-27 22:00:00, None, 99.0,52
308.4,2020-12-27 23:00:00, None, 93.2,52
289.6,2020-12-28 00:00:00, None, 99.8,52
235.5,2020-12-28 01:00:00, None, 99.7,52
134.2,2020-12-28 02:00:00, None, 99.9,52
199.8,2020-12-28 03:00:00, None, 99.9,52
172.2,2020-12-28 04:00:00, None, 99.1,52
194.0,2020-12-28 05:00:00, None, 99.0,52
172.0,2020-12-28 06:00:00, None, 99.4,52
100.7,2020-12-28 07:00:00, None, 99.0,52
115.0,2020-12-28 08:00:00, None, 99.0,52
226.9,2020-12-28 09:00:00, None, 99.1,52
48.0,2020-12-28 10:00:00, None, 99.4,52
38.0,2020-12-28 11:00:00, None, 99.1,52
326.7,2020-12-28 12:00:00, None, 99.9,52
314.4,2020-12-28 13:00:00, None, 98.6,52
