pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None,0.683,97.3, None, None, 30.37, 0.02, 69.24, None, None, None, None, None, 1.0, 898.0, None,2020-10-28 00:00:00, None,44
None,0.529,97.5, None, None, 1.331, 0.008, 331.9, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 01:00:00, None,44
None,0.399,97.7, None, None, 1.769, 0.001, 322.6, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 02:00:00, None,44
None,0.336,97.8, None, None, 28.58, 0.395, 264.4, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 03:00:00, None,44
None,0.323,97.8, None, None, 5.986, 0.149, 257.7, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 04:00:00, None,44
None,0.433,98.0, None, None, 3.964, 0.324, 263.6, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 05:00:00, None,44
None,0.187,97.7, None, None, 10.15, 0.527, 271.3, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 06:00:00, None,44
None,0.185,98.1, None, None, 36.54, 1.794, 235.5, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 07:00:00, None,44
None,0.111,98.2, None, None, 28.81, 0.944, 206.2, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 08:00:00, None,44
None,0.355,98.4, None, None, 19.35, 1.674, 207.5, None, None, None, None, None, 0.0, 898.0, None,2020-10-28 09:00:00, None,44
None,-0.354,98.4, None, None, 18.57, 7.885, 192.9, None, None, None, None, None, -1.0, 897.0, None,2020-10-28 10:00:00, None,44
None,-0.34,98.3, None, None, 13.27, 10.85, 190.4, None, None, None, None, None, -1.0, 897.0, None,2020-10-28 11:00:00, None,44
None,-0.187,98.3, None, None, 13.46, 10.53, 195.2, None, None, None, None, None, -1.0, 897.0, None,2020-10-28 12:00:00, None,44
None,0.223,98.4, None, None, 16.58, 8.89, 203.8, None, None, None, None, None, 0.0, 896.0, None,2020-10-28 13:00:00, None,44
None,0.135,98.5, None, None, 15.52, 8.57, 186.8, None, None, None, None, None, 0.0, 896.0, None,2020-10-28 14:00:00, None,44
None,0.141,98.5, None, None, 19.34, 7.642, 192.3, None, None, None, None, None, 0.0, 895.0, None,2020-10-28 15:00:00, None,44
None,0.867,98.6, None, None, 61.45, 2.302, 291.1, None, None, None, None, None, 0.0, 896.0, None,2020-10-28 16:00:00, None,44
None,0.957,98.7, None, None, 13.0, 1.041, 359.5, None, None, None, None, None, 1.0, 896.0, None,2020-10-28 17:00:00, None,44
None,0.805,98.8, None, None, 53.11, 0.396, 232.1, None, None, None, None, None, 1.0, 896.0, None,2020-10-28 18:00:00, None,44
None,0.795,98.8, None, None, 19.98, 0.856, 286.3, None, None, None, None, None, 1.0, 896.0, None,2020-10-28 19:00:00, None,44
None,1.363,99.0, None, None, 21.36, 3.459, 246.6, None, None, None, None, None, 1.0, 896.0, None,2020-10-28 20:00:00, None,44
None,0.628,98.9, None, None, 50.56, 1.221, 127.4, None, None, None, None, None, 1.0, 896.0, None,2020-10-28 21:00:00, None,44
None,0.476,98.8, None, None, 13.99, 5.885, 224.0, None, None, None, None, None, 0.0, 895.0, None,2020-10-28 22:00:00, None,44
None,0.37,98.9, None, None, 16.05, 6.083, 211.1, None, None, None, None, None, 0.0, 896.0, None,2020-10-28 23:00:00, None,44
None,0.171,98.9, None, None, 11.72, 6.808, 192.2, None, None, None, None, None, 0.0, 896.0, None,2020-10-29 00:00:00, None,44
