WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 2.235,62.03,2016-05-21 05:00:00,10.77,21
None, None, 1.854,62.05,2016-05-21 06:00:00,11.51,21
None, None, 0.658999,64.81,2016-05-21 07:00:00,13.1,21
None, None, 0.112,66.56,2016-05-21 08:00:00,13.78,21
None, None, None,59.57,2016-05-21 09:00:00,14.73,21
None, None, 0.412999,48.79,2016-05-21 10:00:00,15.55,21
None, None, 0.448,50.6,2016-05-21 11:00:00,15.93,21
None, None, 3.443,51.34,2016-05-21 12:00:00,16.35,21
None, None, 3.581,54.08,2016-05-21 13:00:00,16.49,21
None, None, 4.177,55.57,2016-05-21 14:00:00,16.87,21
None, None, 4.123,62.52,2016-05-21 15:00:00,16.33,21
None, None, 4.164,61.28,2016-05-21 16:00:00,16.16,21
None, None, 4.488,60.82,2016-05-21 17:00:00,16.23,21
None, None, 2.75,59.93,2016-05-21 18:00:00,16.23,21
None, None, 1.319,57.23,2016-05-21 19:00:00,16.58,21
None, None, 3.436,60.5,2016-05-21 20:00:00,16.02,21
None, None, 1.684,67.83,2016-05-21 21:00:00,14.41,21
None, None, 1.644,69.9,2016-05-21 22:00:00,14.11,21
None, None, 1.408,72.0,2016-05-21 23:00:00,13.91,21
None, None, 0.74,76.2,2016-05-22 00:00:00,13.19,21
None, None, 2.941,78.2,2016-05-22 01:00:00,12.63,21
None, None, 3.063,79.1,2016-05-22 02:00:00,12.69,21
None, None, 3.151,78.4,2016-05-22 03:00:00,13.12,21
None, None, 2.141,79.0,2016-05-22 04:00:00,13.0,21
None, None, 1.379,81.9,2016-05-22 05:00:00,12.68,21
None, None, 1.794,87.3,2016-05-22 06:00:00,12.41,21
None, None, 2.44,84.7,2016-05-22 07:00:00,12.77,21
None, None, 2.774,73.4,2016-05-22 08:00:00,13.53,21
None, None, 3.879,70.8,2016-05-22 09:00:00,13.86,21
None, None, 4.543,70.4,2016-05-22 10:00:00,14.07,21
None, None, 2.66,70.3,2016-05-22 11:00:00,14.25,21
None, None, 2.619,65.94,2016-05-22 12:00:00,14.95,21
None, None, 1.712,63.05,2016-05-22 13:00:00,15.08,21
None, None, 0.561999,56.7,2016-05-22 14:00:00,15.58,21
None, None, 0.824,56.75,2016-05-22 15:00:00,15.7,21
None, None, 1.707,58.59,2016-05-22 16:00:00,15.91,21
None, None, 2.47,61.29,2016-05-22 17:00:00,15.81,21
None, None, 1.606,60.06,2016-05-22 18:00:00,16.23,21
None, None, 1.114,59.85,2016-05-22 19:00:00,16.12,21
None, None, 1.193,65.29,2016-05-22 20:00:00,15.52,21
None, None, 0.574,70.6,2016-05-22 21:00:00,14.43,21
None, None, 0.393999,71.8,2016-05-22 22:00:00,13.98,21
None, None, 1.079,71.4,2016-05-22 23:00:00,13.77,21
None, None, 1.316,71.5,2016-05-23 00:00:00,13.5,21
None, None, 0.591,72.4,2016-05-23 01:00:00,13.35,21
None, None, 1.467,75.2,2016-05-23 02:00:00,13.14,21
None, None, 1.25,77.8,2016-05-23 03:00:00,13.05,21
None, None, 1.427,79.1,2016-05-23 04:00:00,13.11,21
None, None, 0.992999,82.1,2016-05-23 05:00:00,12.95,21
None, None, 1.44,83.8,2016-05-23 06:00:00,12.77,21
None, None, 0.711,85.0,2016-05-23 07:00:00,12.8,21
None, None, 1.571,80.5,2016-05-23 08:00:00,13.23,21
None, None, 3.257,73.4,2016-05-23 09:00:00,13.74,21
None, None, 2.87,70.5,2016-05-23 10:00:00,14.08,21
None, None, 3.623,71.6,2016-05-23 11:00:00,14.33,21
None, None, 3.202,71.1,2016-05-23 12:00:00,14.42,21
None, None, 2.932,69.15,2016-05-23 13:00:00,14.93,21
None, None, 1.889,68.15,2016-05-23 14:00:00,15.11,21
None, None, 1.457,67.09,2016-05-23 15:00:00,15.27,21
None, None, 1.576,64.98,2016-05-23 16:00:00,15.51,21
None, None, 1.056,65.55,2016-05-23 17:00:00,15.44,21
None, None, 0.921,68.69,2016-05-23 18:00:00,15.16,21
None, None, 0.81,71.4,2016-05-23 19:00:00,15.09,21
None, None, 0.892,74.9,2016-05-23 20:00:00,14.79,21
None, None, 1.117,77.0,2016-05-23 21:00:00,14.31,21
None, None, 1.492,78.3,2016-05-23 22:00:00,13.9,21
None, None, 0.560998,79.2,2016-05-23 23:00:00,13.7,21
None, None, 1.01,79.9,2016-05-24 00:00:00,13.52,21
None, None, 1.292,79.4,2016-05-24 01:00:00,13.4,21
None, None, 0.838998,79.9,2016-05-24 02:00:00,13.25,21
None, None, 0.796998,81.0,2016-05-24 03:00:00,13.07,21
None, None, 0.524999,82.1,2016-05-24 04:00:00,12.95,21
None, None, 0.607999,81.5,2016-05-24 05:00:00,13.11,21
None, None, None,80.3,2016-05-24 06:00:00,13.48,21
None, None, 0.49,83.0,2016-05-24 07:00:00,13.73,21
None, None, 2.984,79.9,2016-05-24 08:00:00,14.02,21
None, None, 2.897,79.5,2016-05-24 09:00:00,14.09,21
None, None, 3.096,78.8,2016-05-24 10:00:00,14.35,21
None, None, 3.099,76.4,2016-05-24 11:00:00,14.66,21
None, None, 2.904,73.4,2016-05-24 12:00:00,14.95,21
None, None, 1.577,69.47,2016-05-24 13:00:00,15.63,21
None, None, 1.221,67.46,2016-05-24 14:00:00,16.06,21
None, None, 2.331,67.85,2016-05-24 15:00:00,16.06,21
None, None, 1.138,71.4,2016-05-24 16:00:00,15.84,21
None, None, 0.838998,69.53,2016-05-24 17:00:00,15.95,21
None, None, 0.99,65.32,2016-05-24 18:00:00,16.57,21
None, None, 1.287,66.01,2016-05-24 19:00:00,16.86,21
None, None, 2.396,72.2,2016-05-24 20:00:00,15.26,21
None, None, 1.514,74.0,2016-05-24 21:00:00,14.37,21
None, None, 2.239,77.0,2016-05-24 22:00:00,13.55,21
None, None, 1.319,80.7,2016-05-24 23:00:00,12.73,21
None, None, 0.762,80.7,2016-05-25 00:00:00,13.0,21
None, None, 0.629,82.4,2016-05-25 01:00:00,12.47,21
None, None, 1.377,81.6,2016-05-25 02:00:00,12.43,21
None, None, 1.511,82.5,2016-05-25 03:00:00,11.99,21
None, None, 0.462,84.2,2016-05-25 04:00:00,12.02,21
None, None, 1.385,85.3,2016-05-25 05:00:00,11.98,21
None, None, 0.721,85.0,2016-05-25 06:00:00,12.72,21
None, None, 0.248998,81.7,2016-05-25 07:00:00,13.86,21
None, None, 3.625,84.0,2016-05-25 08:00:00,14.17,21
None, None, 2.715,78.7,2016-05-25 09:00:00,14.91,21
None, None, 4.101,74.3,2016-05-25 10:00:00,15.4,21
None, None, 4.996,73.1,2016-05-25 11:00:00,15.63,21
None, None, 5.332,70.6,2016-05-25 12:00:00,16.01,21
None, None, 5.728,69.58,2016-05-25 13:00:00,16.29,21
None, None, 5.438,66.01,2016-05-25 14:00:00,16.8,21
None, None, 5.276,67.13,2016-05-25 15:00:00,16.61,21
None, None, 5.501,68.08,2016-05-25 16:00:00,16.37,21
None, None, 5.641,68.51,2016-05-25 17:00:00,16.6,21
None, None, 4.268,68.51,2016-05-25 18:00:00,16.62,21
None, None, 2.709,66.4,2016-05-25 19:00:00,16.79,21
None, None, 2.333,66.26,2016-05-25 20:00:00,16.37,21
None, None, 1.795,71.8,2016-05-25 21:00:00,15.15,21
None, None, 1.717,76.2,2016-05-25 22:00:00,13.91,21
None, None, 1.628,79.2,2016-05-25 23:00:00,13.11,21
None, None, 2.057,78.8,2016-05-26 00:00:00,13.01,21
None, None, 0.563,79.3,2016-05-26 01:00:00,13.42,21
None, None, 1.216,79.4,2016-05-26 02:00:00,13.79,21
None, None, 3.098,76.8,2016-05-26 03:00:00,13.88,21
None, None, 4.084,74.6,2016-05-26 04:00:00,13.32,21
None, None, 4.3,74.6,2016-05-26 05:00:00,13.04,21
None, None, 4.03,74.2,2016-05-26 06:00:00,13.05,21
None, None, 3.702,71.6,2016-05-26 07:00:00,13.26,21
None, None, 5.476,71.4,2016-05-26 08:00:00,13.32,21
None, None, 5.691,71.4,2016-05-26 09:00:00,13.5,21
None, None, 6.044,71.6,2016-05-26 10:00:00,13.44,21
None, None, 5.104,74.0,2016-05-26 11:00:00,13.13,21
None, None, 4.006,77.4,2016-05-26 12:00:00,12.94,21
None, None, 3.344,78.5,2016-05-26 13:00:00,13.04,21
None, None, 1.012,73.8,2016-05-26 14:00:00,13.83,21
None, None, 1.636,73.8,2016-05-26 15:00:00,13.75,21
None, None, 1.863,74.3,2016-05-26 16:00:00,13.8,21
None, None, 1.596,72.1,2016-05-26 17:00:00,14.03,21
None, None, 2.758,74.4,2016-05-26 18:00:00,13.72,21
None, None, 3.378,81.5,2016-05-26 19:00:00,10.75,21
None, None, 1.845,87.7,2016-05-26 20:00:00,10.64,21
None, None, 1.147,90.4,2016-05-26 21:00:00,10.27,21
None, None, 1.305,92.0,2016-05-26 22:00:00,9.99,21
None, None, 1.522,92.3,2016-05-26 23:00:00,9.94,21
