WDIR_VECT,time,week_of_year
115.1,2021-02-05 00:00:00,6
150.9,2021-02-05 01:00:00,6
27.7,2021-02-05 02:00:00,6
357.4,2021-02-05 03:00:00,6
333.6,2021-02-05 04:00:00,6
328.8,2021-02-05 05:00:00,6
344.1,2021-02-05 06:00:00,6
315.8,2021-02-05 07:00:00,6
317.2,2021-02-05 08:00:00,6
320.6,2021-02-05 09:00:00,6
321.2,2021-02-05 10:00:00,6
323.5,2021-02-05 11:00:00,6
339.6,2021-02-05 12:00:00,6
352.4,2021-02-05 13:00:00,6
354.4,2021-02-05 14:00:00,6
1.4,2021-02-05 15:00:00,6
11.6,2021-02-05 16:00:00,6
25.5,2021-02-05 17:00:00,6
312.4,2021-02-05 18:00:00,6
316.1,2021-02-05 19:00:00,6
238.6,2021-02-05 20:00:00,6
199.9,2021-02-05 21:00:00,6
222.4,2021-02-05 22:00:00,6
102.4,2021-02-05 23:00:00,6
152.8,2021-02-06 00:00:00,6
109.4,2021-02-06 01:00:00,6
255.8,2021-02-06 02:00:00,6
166.6,2021-02-06 03:00:00,6
144.9,2021-02-06 04:00:00,6
164.8,2021-02-06 05:00:00,6
100.7,2021-02-06 06:00:00,6
80.8,2021-02-06 07:00:00,6
113.0,2021-02-06 08:00:00,6
142.4,2021-02-06 09:00:00,6
54.4,2021-02-06 10:00:00,6
43.4,2021-02-06 11:00:00,6
352.9,2021-02-06 12:00:00,6
351.7,2021-02-06 13:00:00,6
342.2,2021-02-06 14:00:00,6
332.3,2021-02-06 15:00:00,6
308.4,2021-02-06 16:00:00,6
315.2,2021-02-06 17:00:00,6
314.5,2021-02-06 18:00:00,6
309.1,2021-02-06 19:00:00,6
311.6,2021-02-06 20:00:00,6
319.8,2021-02-06 21:00:00,6
331.4,2021-02-06 22:00:00,6
323.4,2021-02-06 23:00:00,6
306.4,2021-02-07 00:00:00,6
299.0,2021-02-07 01:00:00,6
300.1,2021-02-07 02:00:00,6
302.6,2021-02-07 03:00:00,6
303.6,2021-02-07 04:00:00,6
295.0,2021-02-07 05:00:00,6
309.8,2021-02-07 06:00:00,6
314.6,2021-02-07 07:00:00,6
322.4,2021-02-07 08:00:00,6
310.7,2021-02-07 09:00:00,6
310.5,2021-02-07 10:00:00,6
344.2,2021-02-07 11:00:00,6
352.5,2021-02-07 12:00:00,6
358.3,2021-02-07 13:00:00,6
354.7,2021-02-07 14:00:00,6
351.9,2021-02-07 15:00:00,6
346.5,2021-02-07 16:00:00,6
330.3,2021-02-07 17:00:00,6
308.4,2021-02-07 18:00:00,6
266.2,2021-02-07 19:00:00,6
270.5,2021-02-07 20:00:00,6
283.6,2021-02-07 21:00:00,6
299.1,2021-02-07 22:00:00,6
307.2,2021-02-07 23:00:00,6
299.9,2021-02-08 00:00:00,6
301.2,2021-02-08 01:00:00,6
296.7,2021-02-08 02:00:00,6
301.4,2021-02-08 03:00:00,6
297.2,2021-02-08 04:00:00,6
298.5,2021-02-08 05:00:00,6
295.8,2021-02-08 06:00:00,6
282.0,2021-02-08 07:00:00,6
283.1,2021-02-08 08:00:00,6
241.6,2021-02-08 09:00:00,6
285.5,2021-02-08 10:00:00,6
309.9,2021-02-08 11:00:00,6
343.4,2021-02-08 12:00:00,6
356.1,2021-02-08 13:00:00,6
358.9,2021-02-08 14:00:00,6
353.8,2021-02-08 15:00:00,6
6.3,2021-02-08 16:00:00,6
40.0,2021-02-08 17:00:00,6
134.4,2021-02-08 18:00:00,6
126.8,2021-02-08 19:00:00,6
137.6,2021-02-08 20:00:00,6
137.6,2021-02-08 21:00:00,6
142.7,2021-02-08 22:00:00,6
164.1,2021-02-08 23:00:00,6
142.3,2021-02-09 00:00:00,6
146.7,2021-02-09 01:00:00,6
176.9,2021-02-09 02:00:00,6
194.9,2021-02-09 03:00:00,6
191.8,2021-02-09 04:00:00,6
193.3,2021-02-09 05:00:00,6
213.2,2021-02-09 06:00:00,6
198.7,2021-02-09 07:00:00,6
190.5,2021-02-09 08:00:00,6
230.4,2021-02-09 09:00:00,6
228.1,2021-02-09 10:00:00,6
208.8,2021-02-09 11:00:00,6
