RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
21.53, None, None, None,13.74,89.1, None, None, -5.0, None, None, None, None, None, None, None, None, None,16.68, None, None, None, None,9.4, None, None, None, None,2017-07-02 00:00:00, None,27
22.38, None, None, None,15.18,96.3, None, None, -6.0, None, None, None, None, None, None, None, None, None,15.92, None, None, None, None,8.06, None, None, None, None,2017-07-02 01:00:00, None,27
22.94, None, None, None,16.21,88.4, None, None, -6.0, None, None, None, None, None, None, None, None, None,15.07, None, None, None, None,7.5, None, None, None, None,2017-07-02 02:00:00, None,27
23.18, None, None, None,18.21,93.3, None, None, -6.0, None, None, None, None, None, None, None, None, None,15.09, None, None, None, None,9.27, None, None, None, None,2017-07-02 03:00:00, None,27
23.64, None, None, None,22.42,95.7, None, None, -6.0, None, None, None, None, None, None, None, None, None,14.75, None, None, None, None,6.145, None, None, None, None,2017-07-02 04:00:00, None,27
24.0, None, None, None,23.78,93.8, None, None, -6.0, None, None, None, None, None, None, None, None, None,14.05, None, None, None, None,6.378, None, None, None, None,2017-07-02 05:00:00, None,27
24.32, None, None, None,23.94,91.9, None, None, -6.0, None, None, None, None, None, None, None, None, None,13.96, None, None, None, None,4.626, None, None, None, None,2017-07-02 06:00:00, None,27
24.63, None, None, None,22.33,94.3, None, None, -5.0, None, None, None, None, None, None, None, None, None,14.88, None, None, None, None,5.105, None, None, None, None,2017-07-02 07:00:00, None,27
23.93, None, None, None,18.72,99.4, None, None, -4.0, None, None, None, None, None, None, None, None, None,16.56, None, None, None, None,7.03, None, None, None, None,2017-07-02 08:00:00, None,27
23.84, None, None, None,13.37,99.8, None, None, -3.0, None, None, None, None, None, None, None, None, None,17.97, None, None, None, None,12.73, None, None, None, None,2017-07-02 09:00:00, None,27
22.89, None, None, None,10.58,97.4, None, None, -2.0, None, None, None, None, None, None, None, None, None,19.71, None, None, None, None,15.4, None, None, None, None,2017-07-02 10:00:00, None,27
22.24, None, None, None,8.11,107.6, None, None, -1.0, None, None, None, None, None, None, None, None, None,21.22, None, None, None, None,21.94, None, None, None, None,2017-07-02 11:00:00, None,27
19.85, None, None, None,3.671,260.3, None, None, -2.0, None, None, None, None, None, None, None, None, None,22.61, None, None, None, None,40.1, None, None, None, None,2017-07-02 12:00:00, None,27
20.26, None, None, None,4.919,265.8, None, None, 0.0, None, None, None, None, None, None, None, None, None,23.67, None, None, None, None,21.66, None, None, None, None,2017-07-02 13:00:00, None,27
19.35, None, None, None,5.324,255.7, None, None, 0.0, None, None, None, None, None, None, None, None, None,24.79, None, None, None, None,33.28, None, None, None, None,2017-07-02 14:00:00, None,27
17.94, None, None, None,6.786,269.0, None, None, -1.0, None, None, None, None, None, None, None, None, None,25.47, None, None, None, None,27.3, None, None, None, None,2017-07-02 15:00:00, None,27
17.35, None, None, None,7.01,248.3, None, None, -1.0, None, None, None, None, None, None, None, None, None,25.99, None, None, None, None,32.34, None, None, None, None,2017-07-02 16:00:00, None,27
16.79, None, None, None,6.925,276.2, None, None, -1.0, None, None, None, None, None, None, None, None, None,26.39, None, None, None, None,30.31, None, None, None, None,2017-07-02 17:00:00, None,27
17.05, None, None, None,12.17,265.9, None, None, -4.0, None, None, None, None, None, None, None, None, None,22.55, None, None, None, None,21.7, None, None, None, None,2017-07-02 18:00:00, None,27
16.78, None, None, None,10.58,248.3, None, None, -3.0, None, None, None, None, None, None, None, None, None,23.45, None, None, None, None,18.53, None, None, None, None,2017-07-02 19:00:00, None,27
16.77, None, None, None,8.84,251.5, None, None, -3.0, None, None, None, None, None, None, None, None, None,23.1, None, None, None, None,24.72, None, None, None, None,2017-07-02 20:00:00, None,27
17.29, None, None, None,9.48,237.3, None, None, -5.0, None, None, None, None, None, None, None, None, None,20.81, None, None, None, None,15.66, None, None, None, None,2017-07-02 21:00:00, None,27
17.78, None, None, None,9.38,226.9, None, None, -5.0, None, None, None, None, None, None, None, None, None,20.11, None, None, None, None,20.0, None, None, None, None,2017-07-02 22:00:00, None,27
18.47, None, None, None,10.62,211.5, None, None, -6.0, None, None, None, None, None, None, None, None, None,18.74, None, None, None, None,16.92, None, None, None, None,2017-07-02 23:00:00, None,27
18.89, None, None, None,11.56,223.4, None, None, -6.0, None, None, None, None, None, None, None, None, None,17.73, None, None, None, None,21.84, None, None, None, None,2017-07-03 00:00:00, None,27
18.88, None, None, None,12.67,234.5, None, None, -7.0, None, None, None, None, None, None, None, None, None,17.39, None, None, None, None,19.98, None, None, None, None,2017-07-03 01:00:00, None,27
19.15, None, None, None,12.41,232.6, None, None, -7.0, None, None, None, None, None, None, None, None, None,16.13, None, None, None, None,19.26, None, None, None, None,2017-07-03 02:00:00, None,27
