wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1
96.0, None, None,0.0, None,4.8, None,3.5, None, None, None,100.0,2016-11-04 00:00:00,45,,,,,,,,,,,
43.0, None, None,0.0, None,3.6, None,3.4, None, None, None,100.0,2016-11-04 01:00:00,45,,,,,,,,,,,
59.0, None, None,0.0, None,4.8, None,3.5, None, None, None,97.0,2016-11-04 02:00:00,45,,,,,,,,,,,
67.0, None, None,0.0, None,4.6, None,3.2, None, None, None,98.0,2016-11-04 03:00:00,45,,,,,,,,,,,
56.0, None, None,0.0, None,4.1, None,2.9, None, None, None,100.0,2016-11-04 04:00:00,45,,,,,,,,,,,
86.0, None, None,0.0, None,3.7, None,3.4, None, None, None,98.0,2016-11-04 05:00:00,45,,,,,,,,,,,
272.0, None, None,0.0, None,3.7, None,3.2, None, None, None,99.0,2016-11-04 06:00:00,45,,,,,,,,,,,
130.0, None, None,0.0, None,5.9, None,3.4, None, None, None,96.0,2016-11-04 07:00:00,45,,,,,,,,,,,
5.0, None, None,0.0, None,3.5, None,5.2, None, None, None,86.0,2016-11-04 08:00:00,45,,,,,,,,,,,
17.0, None, None,0.0, None,5.3, None,7.5, None, None, None,75.0,2016-11-04 09:00:00,45,,,,,,,,,,,
117.0, None, None,0.0, None,8.9, None,6.7, None, None, None,78.0,2016-11-04 10:00:00,45,,,,,,,,,,,
153.0, None, None,0.0, None,10.1, None,8.1, None, None, None,69.0,2016-11-04 11:00:00,45,,,,,,,,,,,
135.0, None, None,0.0, None,12.0, None,7.6, None, None, None,71.0,2016-11-04 12:00:00,45,,,,,,,,,,,
136.0, None, None,0.0, None,9.1, None,7.1, None, None, None,73.0,2016-11-04 13:00:00,45,,,,,,,,,,,
146.0, None, None,0.0, None,12.6, None,9.2, None, None, None,67.0,2016-11-04 14:00:00,45,,,,,,,,,,,
98.0, None, None,0.0, None,5.5, None,6.2, None, None, None,80.0,2016-11-04 15:00:00,45,,,,,,,,,,,
99.0, None, None,0.0, None,3.8, None,5.2, None, None, None,84.0,2016-11-04 16:00:00,45,,,,,,,,,,,
342.0, None, None,0.0, None,3.9, None,3.4, None, None, None,96.0,2016-11-04 17:00:00,45,,,,,,,,,,,
56.0, None, None,0.0, None,7.4, None,3.7, None, None, None,93.0,2016-11-04 18:00:00,45,,,,,,,,,,,
64.0, None, None,0.0, None,6.7, None,3.3, None, None, None,95.0,2016-11-04 19:00:00,45,,,,,,,,,,,
168.0, None, None,0.0, None,5.1, None,2.5, None, None, None,100.0,2016-11-04 20:00:00,45,,,,,,,,,,,
155.0, None, None,0.0, None,7.4, None,4.0, None, None, None,88.0,2016-11-04 21:00:00,45,,,,,,,,,,,
165.0, None, None,0.0, None,6.6, None,4.3, None, None, None,89.0,2016-11-04 22:00:00,45,,,,,,,,,,,
111.0, None, None,0.0, None,5.6, None,3.8, None, None, None,92.0,2016-11-04 23:00:00,45,,,,,,,,,,,
