pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -26.22, 77.56, -21.1, 2.8, 26.64, 0.999, 64.38, -29.0, 1.0, -26.2, -26.2, 1036.9, 0.0, -29.0, 927.0, 64.0, 0.0, 78.0,2021-02-12 00:00:00, 34.0, 33.74, 927.0,7
None, -26.1, 78.68, -21.1, 3.2, 20.42, 0.847, 62.46, -29.0, 0.8, -26.1, -26.7, 1035.4, -0.1, -29.0, 926.0, 62.0, 0.0, 79.0,2021-02-12 01:00:00, 34.0, 33.58, 926.0,7
None, -26.71, 77.32, -21.1, 3.0, 15.47, 1.084, 63.58, -29.0, 1.1, -26.7, -27.2, 1035.4, 0.0, -29.0, 926.0, 64.0, 0.0, 77.0,2021-02-12 02:00:00, 34.0, 33.57, 926.0,7
None, -27.5, 76.44, -21.1, 2.9, 13.79, 0.962, 69.22, -30.0, 1.0, -27.5, -27.7, 1035.3, -0.1, -30.0, 926.0, 69.0, 0.0, 76.0,2021-02-12 03:00:00, 34.0, 33.61, 926.0,7
None, -27.2, 77.2, -21.1, 2.8, 13.82, 0.897, 64.03, -30.0, 0.9, -27.2, -28.0, 1035.3, 0.0, -30.0, 926.0, 64.0, 0.0, 77.0,2021-02-12 04:00:00, 33.0, 33.38, 926.0,7
None, -28.1, 76.03, -21.1, 3.7, 14.72, 0.726, 57.71, -31.0, 0.7, -28.1, -28.2, 1035.5, -0.1, -31.0, 926.0, 58.0, 0.0, 76.0,2021-02-12 05:00:00, 34.0, 33.57, 926.0,7
None, -28.69, 75.87, -21.1, 2.4, 14.54, 0.87, 95.3, -32.0, 0.9, -28.7, -29.1, 1034.6, -0.1, -32.0, 925.0, 95.0, 0.0, 76.0,2021-02-12 06:00:00, 33.0, 33.49, 925.0,7
None, -29.42, 75.07, -28.5, 3.3, 43.65, 0.401, 87.4, -32.0, 0.4, -29.4, -29.4, 1034.8, 0.0, -32.0, 925.0, 87.0, 1.0, 75.0,2021-02-12 07:00:00, 34.0, 33.99, 925.0,7
None, -29.22, 75.58, -28.5, 4.7, 23.78, 1.118, 105.9, -32.0, 1.1, -29.2, -29.7, 1035.1, 0.0, -32.0, 925.0, 106.0, 0.0, 76.0,2021-02-12 08:00:00, 34.0, 34.03, 925.0,7
None, -25.77, 77.16, -25.3, 4.1, 38.76, 0.562, 119.0, -29.0, 0.6, -25.8, -29.7, 1034.6, 0.8, -29.0, 925.0, 119.0, -1.0, 77.0,2021-02-12 09:00:00, 33.0, 33.49, 925.0,7
None, -24.67, 75.73, -24.7, 5.6, 48.21, 1.031, 259.2, -28.0, 1.0, -24.7, -29.7, 1035.7, 0.4, -28.0, 926.0, 259.0, 1.0, 76.0,2021-02-12 10:00:00, 34.0, 34.03, 926.0,7
None, -23.4, 73.7, -23.3, 8.8, 48.28, 2.887, 231.8, -27.0, 2.9, -23.4, -29.7, 1035.6, 0.2, -27.0, 926.0, 232.0, 1.0, 74.0,2021-02-12 11:00:00, 34.0, 34.3, 926.0,7
None, -20.89, 66.05, -20.7, 6.5, 58.03, 2.583, 213.6, -25.0, 2.6, -20.9, -29.7, 1034.2, 0.3, -25.0, 925.0, 214.0, 0.0, 66.0,2021-02-12 12:00:00, 34.0, 34.19, 925.0,7
None, -18.79, 61.75, -18.4, 7.2, 67.02, 2.255, 292.2, -24.0, 2.3, -18.8, -29.7, 1032.7, 0.1, -24.0, 924.0, 292.0, 0.0, 62.0,2021-02-12 13:00:00, 34.0, 34.06, 924.0,7
None, -17.96, 62.73, -18.0, 8.4, 59.43, 3.184, 283.5, -23.0, 3.2, -18.0, -29.7, 1031.6, -0.1, -23.0, 923.0, 284.0, 0.0, 63.0,2021-02-12 14:00:00, 34.0, 33.97, 923.0,7
