pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
0.0, -23.15, 68.74, None, None, None, None, None, None, None, -27.0, -23.2, -23.2, 0.0, None, -20.8, None, 69.0, None,2021-02-12 00:00:00, None,7
0.0, -23.52, 70.52, None, None, None, None, None, None, None, -27.0, -23.5, -23.6, 0.0, None, -20.8, None, 71.0, None,2021-02-12 01:00:00, None,7
0.0, -23.68, 69.91, None, None, None, None, None, None, None, -27.0, -23.7, -23.8, 0.0, None, -20.8, None, 70.0, None,2021-02-12 02:00:00, None,7
0.0, -24.02, 70.56, None, None, None, None, None, None, None, -27.0, -24.0, -24.1, 0.0, None, -20.8, None, 71.0, None,2021-02-12 03:00:00, None,7
0.0, -24.45, 70.95, None, None, None, None, None, None, None, -28.0, -24.5, -24.5, 0.0, None, -20.8, None, 71.0, None,2021-02-12 04:00:00, None,7
0.0, -24.5, 71.19, None, None, None, None, None, None, None, -28.0, -24.5, -24.6, 0.0, None, -20.8, None, 71.0, None,2021-02-12 05:00:00, None,7
0.0, -24.76, 71.23, None, None, None, None, None, None, None, -28.0, -24.8, -24.8, 0.0, None, -20.8, None, 71.0, None,2021-02-12 06:00:00, None,7
0.0, -25.06, 71.48, None, None, None, None, None, None, None, -28.0, -25.1, -25.1, 0.0, None, -24.7, None, 71.0, None,2021-02-12 07:00:00, None,7
0.0, -25.03, 70.8, None, None, None, None, None, None, None, -28.0, -25.0, -25.2, 0.0, None, -24.7, None, 71.0, None,2021-02-12 08:00:00, None,7
0.0, -24.49, 68.75, None, None, None, None, None, None, None, -28.0, -24.5, -25.2, 0.0, None, -24.4, None, 69.0, None,2021-02-12 09:00:00, None,7
0.0, -22.2, 61.81, None, None, None, None, None, None, None, -27.0, -22.2, -25.2, 0.0, None, -22.2, None, 62.0, None,2021-02-12 10:00:00, None,7
0.0, -21.51, 59.49, None, None, None, None, None, None, None, -27.0, -21.5, -25.2, 0.0, None, -21.5, None, 59.0, None,2021-02-12 11:00:00, None,7
0.0, -20.05, 55.56, None, None, None, None, None, None, None, -26.0, -20.1, -25.2, 0.0, None, -20.1, None, 56.0, None,2021-02-12 12:00:00, None,7
0.0, -18.82, 53.37, None, None, None, None, None, None, None, -25.0, -18.8, -25.2, 0.0, None, -18.8, None, 53.0, None,2021-02-12 13:00:00, None,7
0.0, -18.08, 53.21, None, None, None, None, None, None, None, -25.0, -18.1, -25.2, 0.0, None, -18.1, None, 53.0, None,2021-02-12 14:00:00, None,7
0.0, -17.81, 53.36, None, None, None, None, None, None, None, -24.0, -17.8, -25.2, 0.0, None, -17.6, None, 53.0, None,2021-02-12 15:00:00, None,7
