ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,snw_dpth,dwpt_temp
0.0,0.0,3.0,0.0,2021-03-26,0.0,11.5,13,,,,,,,,,,,
0.0,0.0,4.5,0.0,2021-03-27,0.0,15.0,13,,,,,,,,,,,
2.0,1.0,8.5,1.0,2021-03-28,0.0,15.5,13,,,,,,,,,,,
0.0,0.0,-0.5,0.0,2021-03-29,1.0,8.0,13,,,,,,,,,,,
0.0,0.0,1.0,0.0,2021-03-30,0.0,11.0,13,,,,,,,,,,,
0.0,0.0,1.0,0.0,2021-03-31,0.0,17.0,13,,,,,,,,,,,
0.0,0.0,4.0,0.0,2021-04-01,0.0,18.5,13,,,,,,,,,,,
,,,,2021-03-26 00:00:00,,,13,1.9,-2.0,-1.994,66.5,0.0,0.0,2.8,67.0,-2.6,-6999.0,-7.0
,,,,2021-03-26 01:00:00,,,13,1.9,-1.3,-1.33,66.76,0.0,0.0,2.8,67.0,-2.6,-6999.0,-6.0
,,,,2021-03-26 02:00:00,,,13,1.9,-2.6,-2.551,76.49,0.0,0.0,2.8,76.0,-2.6,-6999.0,-5.0
,,,,2021-03-26 03:00:00,,,13,1.9,-1.8,-1.772,81.0,0.0,0.0,2.8,81.0,-2.6,-6999.0,-4.0
,,,,2021-03-26 04:00:00,,,13,1.9,-1.2,-1.195,78.93,0.0,0.0,2.8,79.0,-2.6,-6999.0,-4.0
,,,,2021-03-26 05:00:00,,,13,1.9,-0.8,-0.769,78.29,0.0,0.0,2.8,78.0,-2.6,-6999.0,-4.0
,,,,2021-03-26 06:00:00,,,13,1.9,-0.8,-0.787,77.44,0.0,0.0,2.8,77.0,-2.6,-6999.0,-4.0
,,,,2021-03-26 07:00:00,,,13,1.9,-0.6,-0.576,77.34,0.0,0.0,-0.4,77.0,-0.9,-6999.0,-4.0
,,,,2021-03-26 08:00:00,,,13,1.9,-0.4,-0.421,77.03,0.0,0.0,-0.4,77.0,-0.9,-6999.0,-4.0
