CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -2.701,80.6, None, None, None, None, 2.997, 16.34, 239.5, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 00:00:00, None, None,9
None, -1.706,93.0, None, None, None, None, 4.514, 15.16, 234.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 01:00:00, None, None,9
None, -1.541,82.2, None, None, None, None, 3.656, 12.5, 240.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 02:00:00, None, None,9
None, -1.639,79.05, None, None, None, None, 5.566, 12.18, 233.3, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 03:00:00, None, None,9
None, -1.738,83.6, None, None, None, None, 5.945, 15.66, 230.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 04:00:00, None, None,9
None, -1.371,78.57, None, None, None, None, 4.188, 18.27, 222.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 05:00:00, None, None,9
None, -1.773,81.9, None, None, None, None, 3.207, 22.25, 233.3, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 06:00:00, None, None,9
None, -0.511,80.3, None, None, None, None, 12.2, 23.11, 207.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 07:00:00, None, None,9
None, 0.773,72.34, None, None, None, None, 9.18, 24.1, 213.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 08:00:00, None, None,9
None, 1.356,68.5, None, None, None, None, 8.54, 21.84, 216.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 09:00:00, None, None,9
None, 2.505,63.73, None, None, None, None, 10.48, 16.47, 216.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 10:00:00, None, None,9
None, 2.277,66.41, None, None, None, None, 10.77, 14.59, 227.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 11:00:00, None, None,9
None, 3.624,62.3, None, None, None, None, 23.63, 10.69, 172.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 12:00:00, None, None,9
None, 2.797,65.22, None, None, None, None, 21.94, 13.56, 207.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 13:00:00, None, None,9
None, 5.109,55.65, None, None, None, None, 17.78, 13.77, 207.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 14:00:00, None, None,9
None, 4.791,60.51, None, None, None, None, 17.95, 9.94, 151.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 15:00:00, None, None,9
None, 2.854,60.45, None, None, None, None, 24.35, 10.29, 162.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 16:00:00, None, None,9
None, 1.67,61.44, None, None, None, None, 22.84, 14.68, 174.1, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 17:00:00, None, None,9
None, 1.301,60.72, None, None, None, None, 10.08, 23.86, 197.3, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 18:00:00, None, None,9
None, 0.978,61.36, None, None, None, None, 9.28, 25.81, 203.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 19:00:00, None, None,9
None, 0.604,68.44, None, None, None, None, 9.92, 28.01, 214.2, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 20:00:00, None, None,9
None, 0.25,72.32, None, None, None, None, 7.405, 25.56, 229.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 21:00:00, None, None,9
None, -1.373,96.8, None, None, None, None, 8.42, 27.82, 231.3, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 22:00:00, None, None,9
None, -0.836,90.3, None, None, None, None, 5.675, 29.97, 233.7, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-26 23:00:00, None, None,9
None, -1.634,99.0, None, None, None, None, 5.624, 26.86, 230.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 00:00:00, None, None,9
None, -1.809,99.2, None, None, None, None, 3.876, 29.68, 229.9, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 01:00:00, None, None,9
None, -2.234,99.0, None, None, None, None, 5.475, 30.34, 231.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 02:00:00, None, None,9
None, -2.784,98.7, None, None, None, None, 3.957, 25.76, 236.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 03:00:00, None, None,9
None, -3.025,98.5, None, None, None, None, 5.063, 22.77, 240.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 04:00:00, None, None,9
None, -3.491,98.2, None, None, None, None, 6.122, 19.21, 244.6, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 05:00:00, None, None,9
None, -3.376,98.3, None, None, None, None, 8.47, 14.83, 255.8, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 06:00:00, None, None,9
None, -3.492,98.2, None, None, None, None, 10.15, 14.23, 265.4, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 07:00:00, None, None,9
None, -3.028,98.4, None, None, None, None, 13.84, 22.62, 280.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 08:00:00, None, None,9
None, -3.11,98.3, None, None, None, None, 12.56, 19.31, 288.0, None, None, None, None, None, None, None, None, None, None, None, None,2016-02-27 09:00:00, None, None,9
