CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 3.965, 67.59, None,2016-02-26 00:00:00, None, None,11.56, 4.9,20.16, None, None, None, None, None, 44.76,9
None, 3.8, 68.43, None,2016-02-26 01:00:00, None, None,11.72, 3.903,28.78, None, None, None, None, None, 44.52,9
None, 3.255, 71.13, None,2016-02-26 02:00:00, None, None,16.02, 4.753,11.31, None, None, None, None, None, 44.64,9
None, 3.897, 67.74, None,2016-02-26 03:00:00, None, None,35.72, 3.931,38.16, None, None, None, None, None, 44.93,9
None, 4.108, 67.1, None,2016-02-26 04:00:00, None, None,65.79, 3.225,157.3, None, None, None, None, None, 44.64,9
None, 3.585, 69.3, None,2016-02-26 05:00:00, None, None,69.28, 1.981,38.87, None, None, None, None, None, 44.85,9
None, 2.936, 72.13, None,2016-02-26 06:00:00, None, None,69.17, 1.944,58.69, None, None, None, None, None, 44.6,9
None, 2.948, 72.13, None,2016-02-26 07:00:00, None, None,58.33, 3.82,35.82, None, None, None, None, None, 44.51,9
None, 3.959, 67.23, None,2016-02-26 08:00:00, None, None,45.18, 1.627,184.7, None, None, None, None, None, 44.79,9
None, 4.889, 65.02, None,2016-02-26 09:00:00, None, None,59.71, 1.22,20.47, None, None, None, None, None, 44.47,9
None, 5.39, 63.67, None,2016-02-26 10:00:00, None, None,77.68, 1.283,49.04, None, None, None, None, None, 44.59,9
None, 6.265, 59.55, None,2016-02-26 11:00:00, None, None,34.73, 1.983,307.6, None, None, None, None, None, 44.99,9
None, 9.38, 52.49, None,2016-02-26 12:00:00, None, None,66.98, 2.477,273.1, None, None, None, None, None, 43.63,9
None, 12.81, 40.23, None,2016-02-26 13:00:00, None, None,63.06, 3.456,194.7, None, None, None, None, None, 43.46,9
None, 12.68, 41.3, None,2016-02-26 14:00:00, None, None,30.37, 6.843,189.9, None, None, None, None, None, 43.41,9
None, 11.06, 47.24, None,2016-02-26 15:00:00, None, None,41.42, 5.625,237.1, None, None, None, None, None, 43.32,9
None, 9.67, 53.06, None,2016-02-26 16:00:00, None, None,36.34, 7.092,232.2, None, None, None, None, None, 43.07,9
None, 8.77, 58.24, None,2016-02-26 17:00:00, None, None,29.9, 7.013,185.5, None, None, None, None, None, 43.16,9
None, 6.954, 62.24, None,2016-02-26 18:00:00, None, None,13.5, 14.97,166.0, None, None, None, None, None, 42.64,9
None, 5.81, 73.52, None,2016-02-26 19:00:00, None, None,14.65, 16.34,165.0, None, None, None, None, None, 42.56,9
None, 4.766, 81.5, None,2016-02-26 20:00:00, None, None,13.98, 14.22,160.6, None, None, None, None, None, 42.35,9
None, 3.803, 89.8, None,2016-02-26 21:00:00, None, None,14.53, 15.99,158.8, None, None, None, None, None, 41.8,9
None, 3.459, 94.1, None,2016-02-26 22:00:00, None, None,14.82, 17.61,162.9, None, None, None, None, None, 41.69,9
None, 3.177, 96.1, None,2016-02-26 23:00:00, None, None,15.52, 16.9,158.7, None, None, None, None, None, 40.96,9
None, 2.966, 96.7, None,2016-02-27 00:00:00, None, None,16.22, 15.17,158.5, None, None, None, None, None, 41.95,9
None, 2.803, 97.0, None,2016-02-27 01:00:00, None, None,13.34, 16.06,158.2, None, None, None, None, None, 41.95,9
None, 2.659, 96.9, None,2016-02-27 02:00:00, None, None,13.35, 19.65,157.1, None, None, None, None, None, 42.04,9
None, 2.622, 97.1, None,2016-02-27 03:00:00, None, None,14.17, 17.79,159.0, None, None, None, None, None, 41.84,9
None, 2.647, 97.1, None,2016-02-27 04:00:00, None, None,15.1, 15.28,164.7, None, None, None, None, None, 41.83,9
None, 2.726, 95.9, None,2016-02-27 05:00:00, None, None,13.38, 12.06,163.0, None, None, None, None, None, 41.76,9
None, 2.704, 96.3, None,2016-02-27 06:00:00, None, None,22.53, 10.85,168.4, None, None, None, None, None, 41.66,9
None, 2.647, 97.0, None,2016-02-27 07:00:00, None, None,13.74, 12.5,161.5, None, None, None, None, None, 41.67,9
