CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,snwfl_amt_pst1hr,stn_pres,week_of_year
None,-0.111, 38.64, None, None, None,9.38,27.32, None,176.0, None, None, None, None, None, -11.0, None, None, None, None, None, None, None,2016-02-26 00:00:00, None, None, None, None,9
None,-0.542, 49.42, None, None, None,10.05,26.51, None,182.0, None, None, None, None, None, -9.0, None, None, None, None, None, None, None,2016-02-26 01:00:00, None, None, None, None,9
None,-0.782, 52.7, None, None, None,9.07,27.76, None,199.2, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-02-26 02:00:00, None, None, None, None,9
None,-1.355, 58.0, None, None, None,8.28,24.35, None,192.9, None, None, None, None, None, -8.0, None, None, None, None, None, None, None,2016-02-26 03:00:00, None, None, None, None,9
None,-1.305, 60.07, None, None, None,6.419,25.35, None,191.4, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-26 04:00:00, None, None, None, None,9
None,-1.442, 60.82, None, None, None,11.14,25.83, None,186.8, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-26 05:00:00, None, None, None, None,9
None,-2.207, 69.12, None, None, None,8.8,28.67, None,190.2, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-26 06:00:00, None, None, None, None,9
None,-1.489, 63.56, None, None, None,8.19,31.82, None,185.1, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-26 07:00:00, None, None, None, None,9
None,-1.009, 59.14, None, None, None,9.54,26.19, None,177.3, None, None, None, None, None, -7.0, None, None, None, None, None, None, None,2016-02-26 08:00:00, None, None, None, None,9
None,-1.297, 64.9, None, None, None,9.77,30.04, None,184.5, None, None, None, None, None, -6.0, None, None, None, None, None, None, None,2016-02-26 09:00:00, None, None, None, None,9
None,-1.069, 71.5, None, None, None,8.15,29.96, None,190.0, None, None, None, None, None, -5.0, None, None, None, None, None, None, None,2016-02-26 10:00:00, None, None, None, None,9
None,-0.83, 78.7, None, None, None,10.61,30.13, None,188.5, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-02-26 11:00:00, None, None, None, None,9
None,0.071, 72.2, None, None, None,16.07,24.76, None,194.0, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-02-26 12:00:00, None, None, None, None,9
None,0.344, 73.5, None, None, None,15.61,26.59, None,203.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-02-26 13:00:00, None, None, None, None,9
None,-0.279, 76.7, None, None, None,15.37,31.17, None,202.2, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-02-26 14:00:00, None, None, None, None,9
None,-1.045, 79.0, None, None, None,17.19,25.52, None,207.8, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-02-26 15:00:00, None, None, None, None,9
None,-1.812, 84.9, None, None, None,14.88,28.78, None,207.2, None, None, None, None, None, -4.0, None, None, None, None, None, None, None,2016-02-26 16:00:00, None, None, None, None,9
None,-2.478, 92.3, None, None, None,14.43,25.54, None,198.7, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-02-26 17:00:00, None, None, None, None,9
None,-3.141, 99.2, None, None, None,11.22,24.69, None,198.7, None, None, None, None, None, -3.0, None, None, None, None, None, None, None,2016-02-26 18:00:00, None, None, None, None,9
