ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
0.0,0.0,-11.5,0.0,2021-01-29,162.0,-6.0,5,,,,,,,,,,,,,
4.0,0.0,-10.5,4.0,2021-01-30,159.0,-4.0,5,,,,,,,,,,,,,
10.0,0.0,-7.0,10.0,2021-01-31,160.0,-2.5,5,,,,,,,,,,,,,
8.0,0.0,-3.5,8.0,2021-02-01,167.0,-0.5,5,,,,,,,,,,,,,
0.0,0.0,-4.0,0.0,2021-02-02,172.0,-5.5,5,,,,,,,,,,,,,
0.0,0.0,-9.0,0.0,2021-02-03,170.0,-7.0,5,,,,,,,,,,,,,
13.0,0.0,-10.5,13.0,2021-02-04,166.0,-4.5,5,,,,,,,,,,,,,
0.0,0.0,-6.5,0.0,2021-01-29,90.0,-2.0,5,,,,,,,,,,,,,
3.0,0.0,-9.0,3.0,2021-01-30,88.0,-0.5,5,,,,,,,,,,,,,
8.0,0.0,-6.0,8.0,2021-01-31,88.0,1.0,5,,,,,,,,,,,,,
5.0,0.0,-1.0,5.0,2021-02-01,95.0,3.0,5,,,,,,,,,,,,,
0.0,0.0,-0.5,0.0,2021-02-02,94.0,1.5,5,,,,,,,,,,,,,
0.0,0.0,-8.0,0.0,2021-02-03,93.0,-3.0,5,,,,,,,,,,,,,
12.0,0.0,-9.0,12.0,2021-02-04,92.0,-1.5,5,,,,,,,,,,,,,
0.0,0.0,-10.5,0.0,2021-01-29,180.0,-7.5,5,,,,,,,,,,,,,
3.0,0.0,-11.5,3.0,2021-01-30,178.0,-6.0,5,,,,,,,,,,,,,
7.0,0.0,-10.0,7.0,2021-01-31,179.0,-4.0,5,,,,,,,,,,,,,
8.0,0.0,-6.0,8.0,2021-02-01,182.0,-3.0,5,,,,,,,,,,,,,
0.0,0.0,-5.5,0.0,2021-02-02,186.0,-6.5,5,,,,,,,,,,,,,
0.0,0.0,-11.0,0.0,2021-02-03,183.0,-9.0,5,,,,,,,,,,,,,
16.0,0.0,-10.5,16.0,2021-02-04,183.0,-6.0,5,,,,,,,,,,,,,
,,,,2021-01-29 00:00:00,,,5,247.0, 94.0, 2.2, 0.0, -6.9, 2.7, -6.1, -6.4, 183.0, 0.0, 0.0, 95.0,
,,,,2021-01-29 01:00:00,,,5,290.0, 95.0, 2.7, 0.0, -7.1, 1.7, -6.4, -7.0, 247.0, 0.0, 0.0, 95.0,
,,,,2021-01-29 02:00:00,,,5,315.0, 95.0, 1.7, 0.0, -7.7, 2.8, -7.0, -7.3, 290.0, 0.0, 0.0, 95.0,
,,,,2021-01-29 03:00:00,,,5,58.0, 95.0, 2.8, 0.0, -8.0, 1.8, -7.3, -7.7, 315.0, 0.0, 0.0, 94.0,
,,,,2021-01-29 04:00:00,,,5,88.0, 94.0, 1.8, 0.0, -8.5, 2.9, -7.7, -7.7, 58.0, 0.0, 0.0, 93.0,
,,,,2021-01-29 05:00:00,,,5,85.0, 93.0, 2.9, 0.0, -8.6, 2.6, -7.7, -7.6, 88.0, 0.0, 0.0, 93.0,
,,,,2021-01-29 06:00:00,,,5,87.0, 93.0, 2.6, 0.0, -8.5, 1.8, -7.6, -7.3, 85.0, 0.0, 0.0, 94.0,
,,,,2021-01-29 07:00:00,,,5,76.0, 94.0, 1.8, 0.0, -8.1, 2.8, -7.3, -7.1, 87.0, 0.0, 0.0, 94.0,
,,,,2021-01-29 08:00:00,,,5,89.0, 94.0, 2.8, 0.0, -7.9, 2.2, -7.1, -6.4, 76.0, 0.0, 0.0, 93.0,
,,,,2021-01-29 09:00:00,,,5,81.0, 93.0, 2.2, 0.0, -7.3, 2.3, -6.4, -5.5, 89.0, 0.0, 0.0, 92.0,
,,,,2021-01-29 10:00:00,,,5,174.0, 92.0, 2.3, 0.0, -6.6, 2.6, -5.5, -3.6, 81.0, 0.0, 0.0, 88.0,
,,,,2021-01-29 11:00:00,,,5,169.0, 88.0, 2.6, 0.0, -5.3, 5.3, -3.6, -0.6, 174.0, 0.0, 0.0, 77.0,
,,,,2021-01-29 12:00:00,,,5,316.0, 77.0, 5.3, 0.0, -4.1, 3.3, -0.6, -1.6, 169.0, 0.0, 0.0, 81.0,
,,,,2021-01-29 13:00:00,,,5,157.0, 81.0, 3.3, 0.0, -4.4, 4.6, -1.6, -2.1, 316.0, 0.0, 0.0, 81.0,
,,,,2021-01-29 14:00:00,,,5,64.0, 81.0, 4.6, 0.0, -4.9, 4.1, -2.1, -4.2, 157.0, 0.0, 0.0, 89.0,
,,,,2021-01-29 15:00:00,,,5,112.0, 89.0, 4.1, 0.0, -5.7, 3.2, -4.2, -5.4, 64.0, 0.0, 0.0, 93.0,
,,,,2021-01-29 16:00:00,,,5,60.0, 93.0, 3.2, 0.0, -6.4, 2.9, -5.4, -6.2, 112.0, 0.0, 0.0, 95.0,
,,,,2021-01-29 17:00:00,,,5,95.0, 95.0, 2.9, 0.0, -6.9, 2.3, -6.2, -7.4, 60.0, 0.0, 0.0, 93.0,
,,,,2021-01-29 18:00:00,,,5,160.0, 93.0, 2.3, 0.0, -8.3, 1.8, -7.4, -8.1, 95.0, 0.0, 0.0, 94.0,
