ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity
,,,,2021-03-15 12:00:00,,,11,227.0, 41.0, 8.2, 0.0, -11.4, 5.3, 0.3, 2.9, 314.0, 0.0, 0.0, 35.0
,,,,2021-03-15 13:00:00,,,11,234.0, None, None, 0.0, None, 7.0, None, 3.1, None, None, None, 34.0
,,,,2021-03-15 14:00:00,,,11,224.0, 35.0, 5.3, 0.0, -11.1, 5.6, 2.9, 3.5, 227.0, 0.0, None, 32.0
,,,,2021-03-15 15:00:00,,,11,196.0, 34.0, 7.0, 0.0, -11.2, 4.9, 3.1, 2.7, 234.0, 0.0, None, 30.0
,,,,2021-03-15 16:00:00,,,11,248.0, 32.0, 5.6, 0.0, -11.7, 5.5, 3.5, 0.7, 224.0, 0.0, None, 30.0
,,,,2021-03-15 17:00:00,,,11,348.0, 30.0, 4.9, 0.0, -13.2, 2.8, 2.7, -2.9, 196.0, 0.0, None, 41.0
,,,,2021-03-15 18:00:00,,,11,347.0, None, None, 0.0, None, 3.0, None, -4.4, None, None, None, 51.0
,,,,2021-03-15 19:00:00,,,11,3.0, 41.0, 2.8, 0.0, -14.3, 5.3, -2.9, -5.4, 348.0, 0.0, None, 56.0
,,,,2021-03-15 20:00:00,,,11,349.0, 51.0, 3.0, 0.0, -13.0, 3.9, -4.4, -7.2, 347.0, 0.0, None, 55.0
,,,,2021-03-15 21:00:00,,,11,11.0, 56.0, 5.3, 0.0, -12.8, 3.2, -5.4, -8.6, 3.0, 0.0, None, 68.0
,,,,2021-03-15 22:00:00,,,11,353.0, 55.0, 3.9, 0.0, -14.7, 3.6, -7.2, -9.0, 349.0, 0.0, None, 72.0
,,,,2021-03-15 23:00:00,,,11,340.0, 68.0, 3.2, 0.0, -13.4, 3.7, -8.6, -9.3, 11.0, 0.0, None, 69.0
,,,,2021-03-16 00:00:00,,,11,8.0, 72.0, 3.6, 0.0, -13.1, 4.5, -9.0, -9.6, 353.0, 0.0, None, 70.0
,,,,2021-03-16 01:00:00,,,11,352.0, 69.0, 3.7, 0.0, -13.9, 5.3, -9.3, -9.5, 340.0, 0.0, None, 67.0
,,,,2021-03-16 02:00:00,,,11,9.0, 70.0, 4.5, 0.0, -14.0, 5.2, -9.6, -9.8, 8.0, 0.0, None, 70.0
,,,,2021-03-16 03:00:00,,,11,28.0, 67.0, 5.3, 0.0, -14.5, 3.4, -9.5, -10.2, 352.0, 0.0, None, 74.0
,,,,2021-03-16 04:00:00,,,11,62.0, 70.0, 5.2, 0.0, -14.2, 1.9, -9.8, -10.4, 9.0, 0.0, None, 71.0
,,,,2021-03-16 05:00:00,,,11,44.0, 74.0, 3.4, 0.0, -13.9, 2.3, -10.2, -10.3, 28.0, 0.0, None, 72.0
,,,,2021-03-16 06:00:00,,,11,8.0, 71.0, 1.9, 0.0, -14.6, 0.0, -10.4, -9.6, 62.0, 0.0, None, 67.0
,,,,2021-03-16 07:00:00,,,11,189.0, 72.0, 2.3, 0.0, -14.4, 1.8, -10.3, -6.7, 44.0, 0.0, None, 56.0
,,,,2021-03-16 08:00:00,,,11,230.0, None, None, 0.0, None, 3.9, None, 0.0, None, None, None, 33.0
,,,,2021-03-16 09:00:00,,,11,244.0, 56.0, 1.8, 0.0, -14.0, 4.7, -6.7, 3.6, 189.0, 0.0, None, 28.0
,,,,2021-03-16 10:00:00,,,11,249.0, None, None, 0.0, None, 5.8, None, 4.3, None, None, None, 27.0
,,,,2021-03-16 11:00:00,,,11,111.0, 28.0, 4.7, 0.0, -13.2, 6.4, 3.6, 4.5, 244.0, 0.0, None, 32.0
,,,,2021-03-16 12:00:00,,,11,147.0, 27.0, 5.8, 0.0, -13.1, 5.9, 4.3, 5.4, 249.0, 0.0, None, 32.0
,,,,2021-03-16 13:00:00,,,11,112.0, 32.0, 6.4, 0.0, -10.8, 6.1, 4.5, 5.2, 111.0, 0.0, 0.0, 30.0
,,,,2021-03-16 14:00:00,,,11,153.0, 32.0, 5.9, 0.0, -10.0, 5.3, 5.4, 6.3, 147.0, 0.0, 0.0, 28.0
,,,,2021-03-16 15:00:00,,,11,120.0, 30.0, 6.1, 0.0, -11.0, 4.7, 5.2, 5.9, 112.0, 0.0, 0.0, 27.0
,,,,2021-03-16 16:00:00,,,11,94.0, 28.0, 5.3, 0.0, -10.9, 2.9, 6.3, 4.2, 153.0, 0.0, 0.0, 39.0
,,,,2021-03-16 17:00:00,,,11,37.0, None, None, 0.0, None, 1.5, None, -2.3, None, None, None, 53.0
,,,,2021-03-16 18:00:00,,,11,62.0, 39.0, 2.9, 0.0, -8.5, 2.3, 4.2, -3.0, 94.0, 0.0, 0.0, 55.0
,,,,2021-03-16 19:00:00,,,11,28.0, 53.0, 1.5, 0.0, -10.6, 3.2, -2.3, -3.4, 37.0, 0.0, 0.0, 53.0
,,,,2021-03-16 20:00:00,,,11,23.0, 55.0, 2.3, 0.0, -10.8, 3.6, -3.0, -4.1, 62.0, 0.0, 0.0, 61.0
,,,,2021-03-16 21:00:00,,,11,29.0, 53.0, 3.2, 0.0, -11.6, 3.7, -3.4, -4.9, 28.0, 0.0, 0.0, 68.0
,,,,2021-03-16 22:00:00,,,11,28.0, 61.0, 3.6, 0.0, -10.5, 3.9, -4.1, -5.2, 23.0, 0.0, 0.0, 67.0
,,,,2021-03-16 23:00:00,,,11,24.0, 68.0, 3.7, 0.0, -9.9, 4.3, -4.9, -5.5, 29.0, 0.0, 0.0, 73.0
,,,,2021-03-17 00:00:00,,,11,34.0, 67.0, 3.9, 0.0, -10.4, 5.1, -5.2, -5.9, 28.0, 0.0, 0.0, 74.0
,,,,2021-03-17 01:00:00,,,11,30.0, 73.0, 4.3, 0.0, -9.6, 4.7, -5.5, -6.2, 24.0, 0.0, 0.0, 71.0
,,,,2021-03-17 02:00:00,,,11,25.0, 74.0, 5.1, 0.0, -9.8, 4.8, -5.9, -6.4, 34.0, 0.0, 0.0, 73.0
,,,,2021-03-17 03:00:00,,,11,45.0, 71.0, 4.7, 0.0, -10.6, 6.2, -6.2, -6.0, 30.0, 0.0, 0.0, 69.0
,,,,2021-03-17 04:00:00,,,11,42.0, 73.0, 4.8, 0.0, -10.4, 5.5, -6.4, -6.3, 25.0, 0.0, 0.0, 75.0
,,,,2021-03-17 05:00:00,,,11,48.0, 69.0, 6.2, 0.0, -10.8, 4.5, -6.0, -6.7, 45.0, 0.0, 0.0, 75.0
,,,,2021-03-17 06:00:00,,,11,35.0, 75.0, 5.5, 0.0, -10.0, 5.2, -6.3, -6.0, 42.0, 0.0, 0.0, 71.0
,,,,2021-03-17 07:00:00,,,11,51.0, 75.0, 4.5, 0.0, -10.4, 4.9, -6.7, -2.2, 48.0, 0.0, 0.0, 58.0
,,,,2021-03-17 08:00:00,,,11,141.0, None, None, 0.0, None, 4.9, None, 2.5, None, None, None, 39.0
,,,,2021-03-17 09:00:00,,,11,167.0, 58.0, 4.9, 0.0, -9.3, 7.9, -2.2, 5.5, 51.0, 0.0, 0.0, 34.0
,,,,2021-03-17 10:00:00,,,11,164.0, 39.0, 4.9, 0.0, -10.1, 8.5, 2.5, 6.1, 141.0, 0.0, 0.0, 33.0
,,,,2021-03-17 11:00:00,,,11,164.0, 34.0, 7.9, 0.0, -9.1, 9.3, 5.5, 6.0, 167.0, 0.0, 0.0, 34.0
,,,,2021-03-17 12:00:00,,,11,160.0, 33.0, 8.5, 0.0, -9.0, 8.7, 6.1, 7.5, 164.0, 0.0, 0.0, 29.0
,,,,2021-03-17 13:00:00,,,11,159.0, None, None, 0.0, None, 7.4, None, 8.0, None, None, None, 31.0
,,,,2021-03-17 14:00:00,,,11,95.0, 29.0, 8.7, 0.0, -9.4, 5.0, 7.5, 5.7, 160.0, 0.0, None, 37.0
,,,,2021-03-17 15:00:00,,,11,74.0, 31.0, 7.4, 0.0, -8.1, 5.8, 8.0, 6.5, 159.0, 0.0, 0.0, 37.0
,,,,2021-03-17 16:00:00,,,11,32.0, 37.0, 5.0, 0.0, -7.9, 2.9, 5.7, 2.7, 95.0, 0.0, 0.0, 57.0
,,,,2021-03-17 17:00:00,,,11,48.0, 37.0, 5.8, 0.0, -7.1, 3.3, 6.5, 0.3, 74.0, 0.0, 0.0, 62.0
,,,,2021-03-17 18:00:00,,,11,35.0, 57.0, 2.9, 0.0, -5.0, 4.3, 2.7, -0.4, 32.0, 0.0, 0.0, 70.0
,,,,2021-03-17 19:00:00,,,11,28.0, 62.0, 3.3, 0.0, -6.1, 4.4, 0.3, -1.2, 48.0, 0.0, 0.0, 73.0
,,,,2021-03-17 20:00:00,,,11,25.0, 70.0, 4.3, 0.0, -5.2, 4.4, -0.4, -1.9, 35.0, 0.0, 0.0, 74.0
,,,,2021-03-17 21:00:00,,,11,29.0, 73.0, 4.4, 0.0, -5.4, 4.0, -1.2, -2.3, 28.0, 0.0, 0.0, 74.0
,,,,2021-03-17 22:00:00,,,11,27.0, 74.0, 4.4, 0.0, -5.9, 4.3, -1.9, -2.7, 25.0, 0.0, 0.0, 74.0
,,,,2021-03-17 23:00:00,,,11,27.0, 74.0, 4.0, 0.0, -6.3, 4.9, -2.3, -3.0, 29.0, 0.0, 0.0, 76.0
,,,,2021-03-18 00:00:00,,,11,27.0, 74.0, 4.3, 0.0, -6.7, 4.4, -2.7, -3.0, 27.0, 0.0, 0.0, 76.0
,,,,2021-03-18 01:00:00,,,11,48.0, None, None, 0.0, None, 4.0, None, -3.0, None, None, None, 77.0
,,,,2021-03-18 02:00:00,,,11,41.0, 76.0, 4.4, 0.0, -6.6, 5.1, -3.0, -3.2, 27.0, 0.0, 0.0, 76.0
,,,,2021-03-18 03:00:00,,,11,40.0, 77.0, 4.0, 0.0, -6.5, 5.4, -3.0, -3.4, 48.0, 0.0, 0.0, 79.0
,,,,2021-03-18 04:00:00,,,11,23.0, 76.0, 5.1, 0.0, -6.8, 4.9, -3.2, -3.7, 41.0, 0.0, 0.0, 82.0
,,,,2021-03-18 05:00:00,,,11,39.0, 79.0, 5.4, 0.0, -6.5, 3.8, -3.4, -3.9, 40.0, 0.0, 0.0, 82.0
,,,,2021-03-18 06:00:00,,,11,33.0, 82.0, 4.9, 0.0, -6.3, 3.4, -3.7, -3.8, 23.0, 0.0, 0.0, 82.0
,,,,2021-03-18 07:00:00,,,11,118.0, 82.0, 3.8, 0.0, -6.5, 6.3, -3.9, 0.0, 39.0, 0.0, 0.0, 67.0
,,,,2021-03-18 08:00:00,,,11,141.0, 82.0, 3.4, 0.0, -6.4, 6.3, -3.8, 5.3, 33.0, 0.0, 0.0, 49.0
,,,,2021-03-18 09:00:00,,,11,145.0, 67.0, 6.3, 0.0, -5.4, 10.7, 0.0, 8.0, 118.0, 0.0, 0.0, 45.0
,,,,2021-03-18 10:00:00,,,11,134.0, 49.0, 6.3, 0.0, -4.5, 10.7, 5.3, 8.1, 141.0, 0.0, 0.0, 46.0
,,,,2021-03-18 11:00:00,,,11,131.0, 45.0, 10.7, 0.0, -3.2, 11.2, 8.0, 6.2, 145.0, 0.0, 0.0, 53.0
,,,,2021-03-18 12:00:00,,,11,143.0, 46.0, 10.7, 0.0, -2.8, 10.0, 8.1, 7.5, 134.0, 0.0, 0.0, 47.0
,,,,2021-03-18 13:00:00,,,11,145.0, 53.0, 11.2, 0.0, -2.7, 10.9, 6.2, 5.9, 131.0, 0.0, 0.0, 52.0
,,,,2021-03-18 14:00:00,,,11,132.0, 47.0, 10.0, 0.0, -3.1, 6.9, 7.5, 4.7, 143.0, 0.0, 0.0, 54.0
,,,,2021-03-18 15:00:00,,,11,122.0, 52.0, 10.9, 0.0, -3.2, 6.8, 5.9, 5.2, 145.0, 0.0, 0.0, 55.0
,,,,2021-03-18 16:00:00,,,11,129.0, 54.0, 6.9, 0.0, -3.8, 5.3, 4.7, 3.4, 132.0, 0.0, 0.0, 67.0
,,,,2021-03-18 17:00:00,,,11,129.0, 55.0, 6.8, 0.0, -3.1, 5.8, 5.2, 3.2, 122.0, 0.0, 0.0, 70.0
,,,,2021-03-18 18:00:00,,,11,128.0, 67.0, 5.3, 0.0, -2.1, 7.5, 3.4, 3.2, 129.0, 0.0, 0.0, 63.0
,,,,2021-03-18 19:00:00,,,11,142.0, 70.0, 5.8, 0.0, -1.7, 11.7, 3.2, 3.7, 129.0, 0.0, 0.0, 58.0
,,,,2021-03-18 20:00:00,,,11,149.0, 63.0, 7.5, 0.0, -3.2, 11.7, 3.2, 3.9, 128.0, 0.0, 0.0, 60.0
,,,,2021-03-18 21:00:00,,,11,273.0, 58.0, 11.7, 0.0, -3.8, 11.2, 3.7, -0.7, 142.0, 0.0, 0.0, 98.0
,,,,2021-03-18 22:00:00,,,11,226.0, 60.0, 11.7, 0.0, -3.2, 7.4, 3.9, -1.0, 149.0, 0.0, 0.0, 96.0
