CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,rel_hum,time,stn_pres,week_of_year
5.838, 90.9, None, None,38.94, 0.007,127.4, None, None, None, None, None, None, 4.0, None, None, None,2016-09-23 00:00:00, None,39
5.549, 91.4, None, None,15.29, 0.0,124.0, None, None, None, None, None, None, 4.0, None, None, None,2016-09-23 01:00:00, None,39
5.487, 91.9, None, None,32.35, 0.001,125.6, None, None, None, None, None, None, 4.0, None, None, None,2016-09-23 02:00:00, None,39
5.917, 91.9, None, None,65.83, 0.0,137.7, None, None, None, None, None, None, 5.0, None, None, None,2016-09-23 03:00:00, None,39
5.755, 92.0, None, None,59.89, 0.0,120.0, None, None, None, None, None, None, 5.0, None, None, None,2016-09-23 04:00:00, None,39
5.659, 92.7, None, None,24.27, 0.0,122.2, None, None, None, None, None, None, 5.0, None, None, None,2016-09-23 05:00:00, None,39
5.659, 93.3, None, None,20.89, 0.001,123.4, None, None, None, None, None, None, 5.0, None, None, None,2016-09-23 06:00:00, None,39
5.609, 93.3, None, None,42.56, 0.0,118.4, None, None, None, None, None, None, 5.0, None, None, None,2016-09-23 07:00:00, None,39
6.309, 93.9, None, None,33.62, 0.0,124.7, None, None, None, None, None, None, 5.0, None, None, None,2016-09-23 08:00:00, None,39
7.573, 91.9, None, None,69.07, 0.0,271.1, None, None, None, None, None, None, 6.0, None, None, None,2016-09-23 09:00:00, None,39
8.51, 90.3, None, None,33.28, 0.0,309.0, None, None, None, None, None, None, 7.0, None, None, None,2016-09-23 10:00:00, None,39
9.55, 80.8, None, None,45.53, 0.001,308.4, None, None, None, None, None, None, 6.0, None, None, None,2016-09-23 11:00:00, None,39
9.97, 82.9, None, None,55.87, 0.001,18.47, None, None, None, None, None, None, 7.0, None, None, None,2016-09-23 12:00:00, None,39
11.16, 76.73, None, None,56.03, 0.258,317.2, None, None, None, None, None, None, 7.0, None, None, None,2016-09-23 13:00:00, None,39
11.81, 72.94, None, None,61.78, 0.136,335.3, None, None, None, None, None, None, 7.0, None, None, None,2016-09-23 14:00:00, None,39
12.14, 74.97, None, None,51.49, 0.0,333.9, None, None, None, None, None, None, 8.0, None, None, None,2016-09-23 15:00:00, None,39
12.14, 76.56, None, None,44.9, 0.0,334.7, None, None, None, None, None, None, 8.0, None, None, None,2016-09-23 16:00:00, None,39
11.38, 81.7, None, None,66.82, 0.0,31.57, None, None, None, None, None, None, 8.0, None, None, None,2016-09-23 17:00:00, None,39
10.07, 83.0, None, None,39.16, 0.004,131.9, None, None, None, None, None, None, 7.0, None, None, None,2016-09-23 18:00:00, None,39
