pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -5.37, None, None, None, None, 12.63, None, 1.829, 339.5, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 00:00:00, None, None, 131.9, None,10
None, -5.476, None, None, None, None, 13.35, None, 2.283, 340.0, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 01:00:00, None, None, 132.4, None,10
None, -5.631, None, None, None, None, 13.25, None, 2.493, 345.0, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 02:00:00, None, None, 132.3, None,10
None, -5.572, None, None, None, None, 17.21, None, 1.689, 345.1, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 03:00:00, None, None, 133.0, None,10
None, -5.748, None, None, None, None, 18.11, None, 2.074, 347.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 04:00:00, None, None, 133.2, None,10
None, -6.028, None, None, None, None, 18.18, None, 2.448, 342.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 05:00:00, None, None, 133.6, None,10
None, -6.214, None, None, None, None, 40.97, None, 1.062, 326.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 06:00:00, None, None, 132.9, None,10
None, -6.663, None, None, None, None, 54.28, None, 0.955, 348.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 07:00:00, None, None, 133.1, None,10
None, -6.155, None, None, None, None, 33.93, None, 2.826, 10.33, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 08:00:00, None, None, 133.2, None,10
None, -5.36, None, None, None, None, 34.67, None, 2.431, 8.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 09:00:00, None, None, 133.2, None,10
None, -5.461, None, None, None, None, 58.03, None, 1.582, 34.45, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 10:00:00, None, None, 133.2, None,10
None, -6.339, None, None, None, None, 55.49, None, 1.714, 160.4, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 11:00:00, None, None, 132.4, None,10
None, -3.987, None, None, None, None, 55.69, None, 1.613, 15.95, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 12:00:00, None, None, 131.1, None,10
None, -5.832, None, None, None, None, 40.98, None, 2.789, 136.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 13:00:00, None, None, 128.9, None,10
None, -3.766, None, None, None, None, 39.81, None, 2.341, 138.9, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 14:00:00, None, None, 130.3, None,10
None, -5.793, None, None, None, None, 27.99, None, 2.411, 131.0, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 17:00:00, None, None, 133.1, None,10
None, -6.446, None, None, None, None, 33.16, None, 2.211, 127.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 18:00:00, None, None, 128.6, None,10
None, -6.825, None, None, None, None, 25.3, None, 1.561, 115.7, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 19:00:00, None, None, 130.5, None,10
None, -7.01, None, None, None, None, 36.45, None, 1.214, 93.3, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 20:00:00, None, None, 132.0, None,10
None, -7.24, None, None, None, None, 39.36, None, 1.28, 118.4, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 21:00:00, None, None, 133.9, None,10
None, -7.63, None, None, None, None, 33.22, None, 2.743, 96.0, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 22:00:00, None, None, 133.0, None,10
None, -7.81, None, None, None, None, 36.73, None, 2.01, 83.5, None, None, None, None, None, None, None, None, None, None, None,2017-03-05 23:00:00, None, None, 135.3, None,10
None, -8.04, None, None, None, None, 42.39, None, 1.753, 76.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 00:00:00, None, None, 136.7, None,10
None, -8.22, None, None, None, None, 37.81, None, 1.284, 21.66, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 01:00:00, None, None, 136.4, None,10
None, -8.93, None, None, None, None, 24.5, None, 1.281, 0.537, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 02:00:00, None, None, 137.3, None,10
None, -9.93, None, None, None, None, 19.11, None, 1.998, 325.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 03:00:00, None, None, 137.3, None,10
None, -10.07, None, None, None, None, 14.5, None, 2.904, 342.5, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 04:00:00, None, None, 137.4, None,10
None, -9.47, None, None, None, None, 12.35, None, 3.014, 346.2, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 05:00:00, None, None, 137.1, None,10
None, -9.35, None, None, None, None, 15.49, None, 2.541, 342.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 06:00:00, None, None, 136.8, None,10
None, -9.44, None, None, None, None, 16.5, None, 1.58, 333.0, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 07:00:00, None, None, 136.1, None,10
None, -9.05, None, None, None, None, 13.03, None, 1.696, 337.1, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 08:00:00, None, None, 136.3, None,10
None, -6.192, None, None, None, None, 24.47, None, 0.877, 352.7, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 09:00:00, None, None, 134.3, None,10
None, -4.985, None, None, None, None, 46.74, None, 1.168, 148.5, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 10:00:00, None, None, 136.1, None,10
None, -6.408, None, None, None, None, 33.3, None, 2.305, 117.4, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 11:00:00, None, None, 137.3, None,10
None, -5.774, None, None, None, None, 42.98, None, 1.785, 145.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 12:00:00, None, None, 135.1, None,10
None, -5.307, None, None, None, None, 41.97, None, 1.868, 125.1, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 13:00:00, None, None, 134.3, None,10
None, -5.085, None, None, None, None, 20.02, None, 3.948, 117.4, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 14:00:00, None, None, 131.7, None,10
None, -5.22, None, None, None, None, 25.51, None, 3.295, 124.0, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 15:00:00, None, None, 133.5, None,10
None, -5.375, None, None, None, None, 37.42, None, 2.565, 134.5, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 16:00:00, None, None, 133.1, None,10
None, -6.075, None, None, None, None, 45.91, None, 1.511, 157.5, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 17:00:00, None, None, 134.0, None,10
None, -8.1, None, None, None, None, 36.81, None, 0.678, 337.3, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 18:00:00, None, None, 131.7, None,10
None, -8.46, None, None, None, None, 15.55, None, 3.549, 337.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 19:00:00, None, None, 135.8, None,10
None, -8.23, None, None, None, None, 18.39, None, 3.275, 339.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 20:00:00, None, None, 131.8, None,10
None, -7.86, None, None, None, None, 17.04, None, 3.45, 338.3, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 21:00:00, None, None, 134.3, None,10
None, -7.14, None, None, None, None, 16.99, None, 3.221, 342.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 22:00:00, None, None, 134.8, None,10
None, -6.75, None, None, None, None, 19.85, None, 4.506, 1.614, None, None, None, None, None, None, None, None, None, None, None,2017-03-06 23:00:00, None, None, 134.9, None,10
None, -6.967, None, None, None, None, 17.77, None, 6.301, 1.15, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 00:00:00, None, None, 134.4, None,10
None, -6.515, None, None, None, None, 20.27, None, 6.005, 8.7, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 01:00:00, None, None, 134.4, None,10
None, -6.76, None, None, None, None, 25.39, None, 6.541, 8.09, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 02:00:00, None, None, 133.3, None,10
None, -6.564, None, None, None, None, 20.79, None, 8.67, 6.789, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 03:00:00, None, None, 134.1, None,10
None, -7.23, None, None, None, None, 18.8, None, 10.66, 13.27, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 04:00:00, None, None, 135.8, None,10
None, -7.07, None, None, None, None, 21.43, None, 11.22, 9.12, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 05:00:00, None, None, 135.4, None,10
None, -6.898, None, None, None, None, 22.64, None, 7.23, 4.004, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 06:00:00, None, None, 134.7, None,10
None, -6.731, None, None, None, None, 32.95, None, 4.068, 7.73, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 07:00:00, None, None, 134.7, None,10
None, -6.682, None, None, None, None, 29.26, None, 3.571, 1.856, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 08:00:00, None, None, 132.1, None,10
None, -6.175, None, None, None, None, 32.19, None, 3.71, 10.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 09:00:00, None, None, 134.6, None,10
None, -5.584, None, None, None, None, 27.27, None, 5.283, 10.72, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 10:00:00, None, None, 134.6, None,10
None, -6.289, None, None, None, None, 21.15, None, 9.73, 13.26, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 11:00:00, None, None, 134.6, None,10
None, -5.781, None, None, None, None, 24.73, None, 6.363, 10.57, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 12:00:00, None, None, 133.8, None,10
None, -5.753, None, None, None, None, 50.45, None, 2.665, 15.15, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 13:00:00, None, None, 135.4, None,10
None, -5.764, None, None, None, None, 43.54, None, 3.028, 17.31, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 14:00:00, None, None, 133.2, None,10
None, -5.356, None, None, None, None, 26.96, None, 3.58, 11.19, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 15:00:00, None, None, 133.3, None,10
None, -5.268, None, None, None, None, 73.8, None, 0.607, 90.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 16:00:00, None, None, 130.6, None,10
None, -5.53, None, None, None, None, 29.23, None, 3.776, 4.091, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 17:00:00, None, None, 130.2, None,10
None, -6.415, None, None, None, None, 23.02, None, 5.583, 7.82, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 18:00:00, None, None, 129.2, None,10
None, -6.433, None, None, None, None, 47.75, None, 1.772, 342.7, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 19:00:00, None, None, 130.3, None,10
None, -6.92, None, None, None, None, 35.57, None, 2.71, 355.9, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 20:00:00, None, None, 130.7, None,10
None, -6.682, None, None, None, None, 24.88, None, 5.336, 7.6, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 21:00:00, None, None, 130.6, None,10
None, -6.869, None, None, None, None, 20.08, None, 5.609, 9.64, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 22:00:00, None, None, 130.8, None,10
None, -7.04, None, None, None, None, 25.09, None, 5.44, 3.492, None, None, None, None, None, None, None, None, None, None, None,2017-03-07 23:00:00, None, None, 130.3, None,10
None, -7.49, None, None, None, None, 47.73, None, 1.195, 359.5, None, None, None, None, None, None, None, None, None, None, None,2017-03-08 00:00:00, None, None, 130.4, None,10
None, -7.44, None, None, None, None, 37.14, None, 1.967, 350.4, None, None, None, None, None, None, None, None, None, None, None,2017-03-08 01:00:00, None, None, 129.6, None,10
None, -7.76, None, None, None, None, 35.58, None, 2.409, 344.8, None, None, None, None, None, None, None, None, None, None, None,2017-03-08 02:00:00, None, None, 135.4, None,10
None, -7.99, None, None, None, None, 51.33, None, 0.462, 283.2, None, None, None, None, None, None, None, None, None, None, None,2017-03-08 03:00:00, None, None, 135.1, None,10
