pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None,4.478, 80.7, None, None, None, None,14.06, None,8.78,302.0, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-06-03 00:00:00, None, None, None,23
None, None,4.623, 77.6, None, None, None, None,22.31, None,4.574,292.9, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-06-03 01:00:00, None, None, None,23
None, None,4.546, 79.0, None, None, None, None,36.72, None,2.567,271.4, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-06-03 02:00:00, None, None, None,23
None, None,4.631, 78.9, None, None, None, None,18.29, None,7.25,274.1, None, None, None, None, None, 1.0, None, None, None, None, None, None,2016-06-03 03:00:00, None, None, None,23
None, None,4.155, 86.7, None, None, None, None,9.51, None,12.75,281.2, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-06-03 04:00:00, None, None, None,23
None, None,4.374, 84.6, None, None, None, None,24.57, None,6.853,283.7, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-06-03 05:00:00, None, None, None,23
None, None,4.557, 91.5, None, None, None, None,40.98, None,6.458,176.1, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-06-03 06:00:00, None, None, None,23
None, None,6.255, 74.2, None, None, None, None,73.1, None,0.593,229.6, None, None, None, None, None, 2.0, None, None, None, None, None, None,2016-06-03 07:00:00, None, None, None,23
None, None,8.46, 70.9, None, None, None, None,71.5, None,0.579,110.0, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-06-03 08:00:00, None, None, None,23
None, None,8.94, 67.59, None, None, None, None,67.52, None,1.393,337.5, None, None, None, None, None, 3.0, None, None, None, None, None, None,2016-06-03 09:00:00, None, None, None,23
None, None,9.51, 66.32, None, None, None, None,42.26, None,3.008,274.9, None, None, None, None, None, 4.0, None, None, None, None, None, None,2016-06-03 10:00:00, None, None, None,23
None, None,10.12, 68.24, None, None, None, None,16.27, None,8.23,274.1, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-03 11:00:00, None, None, None,23
None, None,12.34, 65.6, None, None, None, None,27.39, None,6.704,263.2, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-03 12:00:00, None, None, None,23
None, None,14.11, 57.99, None, None, None, None,35.25, None,7.6,205.7, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-03 13:00:00, None, None, None,23
None, None,14.48, 55.09, None, None, None, None,13.14, None,14.33,263.8, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-03 14:00:00, None, None, None,23
None, None,15.17, 55.41, None, None, None, None,26.49, None,8.13,273.3, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-03 15:00:00, None, None, None,23
None, None,16.78, 47.23, None, None, None, None,38.9, None,5.783,292.1, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-03 16:00:00, None, None, None,23
None, None,16.15, 47.33, None, None, None, None,17.68, None,14.4,269.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-03 17:00:00, None, None, None,23
None, None,16.36, 47.31, None, None, None, None,15.6, None,13.84,262.2, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-03 18:00:00, None, None, None,23
None, None,16.72, 45.43, None, None, None, None,41.14, None,3.664,269.0, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-03 19:00:00, None, None, None,23
None, None,14.94, 52.27, None, None, None, None,52.48, None,2.212,275.5, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-03 20:00:00, None, None, None,23
None, None,13.0, 62.74, None, None, None, None,36.7, None,2.928,303.6, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-03 21:00:00, None, None, None,23
None, None,12.22, 66.0, None, None, None, None,16.1, None,5.287,319.1, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-03 22:00:00, None, None, None,23
None, None,11.21, 69.74, None, None, None, None,57.15, None,0.583,54.02, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-03 23:00:00, None, None, None,23
None, None,12.35, 67.64, None, None, None, None,9.58, None,8.36,76.6, None, None, None, None, None, 7.0, None, None, None, None, None, None,2016-06-04 00:00:00, None, None, None,23
None, None,12.67, 65.53, None, None, None, None,7.06, None,9.49,75.5, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-04 01:00:00, None, None, None,23
None, None,11.72, 67.26, None, None, None, None,6.649, None,15.29,82.2, None, None, None, None, None, 6.0, None, None, None, None, None, None,2016-06-04 02:00:00, None, None, None,23
None, None,11.8, 63.92, None, None, None, None,4.162, None,19.32,84.4, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-04 03:00:00, None, None, None,23
None, None,12.02, 62.78, None, None, None, None,5.232, None,18.45,77.8, None, None, None, None, None, 5.0, None, None, None, None, None, None,2016-06-04 04:00:00, None, None, None,23
