CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,week_of_year
None, 3.492,91.5, None, None, None, None,13.44, None,6.091,226.7, None, None, None, None, None, None, None, None, None,2016-06-03 00:00:00, None, 148.6,23
None, 3.195,93.4, None, None, None, None,24.43, None,2.597,233.5, None, None, None, None, None, None, None, None, None,2016-06-03 01:00:00, None, 148.5,23
None, 3.163,94.4, None, None, None, None,22.2, None,2.297,234.2, None, None, None, None, None, None, None, None, None,2016-06-03 02:00:00, None, 147.9,23
None, 3.176,94.8, None, None, None, None,18.21, None,3.256,231.2, None, None, None, None, None, None, None, None, None,2016-06-03 03:00:00, None, 148.5,23
None, 3.369,95.9, None, None, None, None,23.23, None,4.469,231.7, None, None, None, None, None, None, None, None, None,2016-06-03 04:00:00, None, 148.3,23
None, 3.499,94.2, None, None, None, None,21.99, None,5.487,226.1, None, None, None, None, None, None, None, None, None,2016-06-03 05:00:00, None, 147.6,23
None, 3.715,92.3, None, None, None, None,16.55, None,4.901,226.7, None, None, None, None, None, None, None, None, None,2016-06-03 06:00:00, None, 148.3,23
None, 3.837,90.8, None, None, None, None,22.78, None,3.936,229.0, None, None, None, None, None, None, None, None, None,2016-06-03 07:00:00, None, 148.1,23
None, 4.553,87.8, None, None, None, None,15.28, None,3.132,227.1, None, None, None, None, None, None, None, None, None,2016-06-03 08:00:00, None, 148.1,23
None, 6.095,77.93, None, None, None, None,14.05, None,3.203,232.3, None, None, None, None, None, None, None, None, None,2016-06-03 09:00:00, None, 146.9,23
None, 8.39,66.41, None, None, None, None,16.88, None,3.612,228.4, None, None, None, None, None, None, None, None, None,2016-06-03 10:00:00, None, 145.7,23
None, 10.07,60.46, None, None, None, None,18.23, None,4.087,228.3, None, None, None, None, None, None, None, None, None,2016-06-03 11:00:00, None, 145.1,23
None, 12.28,61.15, None, None, None, None,30.67, None,3.688,238.5, None, None, None, None, None, None, None, None, None,2016-06-03 12:00:00, None, 144.1,23
None, 13.89,60.43, None, None, None, None,22.31, None,3.979,231.9, None, None, None, None, None, None, None, None, None,2016-06-03 13:00:00, None, 142.5,23
None, 13.72,63.41, None, None, None, None,21.78, None,3.888,236.8, None, None, None, None, None, None, None, None, None,2016-06-03 14:00:00, None, 141.1,23
None, 13.94,63.32, None, None, None, None,18.18, None,4.276,227.7, None, None, None, None, None, None, None, None, None,2016-06-03 15:00:00, None, 141.4,23
None, 13.39,65.56, None, None, None, None,16.24, None,5.112,225.1, None, None, None, None, None, None, None, None, None,2016-06-03 16:00:00, None, 141.1,23
None, 13.01,67.68, None, None, None, None,21.06, None,4.133,236.7, None, None, None, None, None, None, None, None, None,2016-06-03 17:00:00, None, 140.7,23
None, 13.23,65.59, None, None, None, None,20.73, None,3.382,233.1, None, None, None, None, None, None, None, None, None,2016-06-03 18:00:00, None, 140.4,23
None, 12.45,69.09, None, None, None, None,23.99, None,3.299,236.9, None, None, None, None, None, None, None, None, None,2016-06-03 19:00:00, None, 141.4,23
None, 11.62,75.38, None, None, None, None,38.28, None,2.399,239.5, None, None, None, None, None, None, None, None, None,2016-06-03 20:00:00, None, 141.1,23
None, 9.49,83.9, None, None, None, None,22.32, None,2.596,231.9, None, None, None, None, None, None, None, None, None,2016-06-03 21:00:00, None, 141.9,23
None, 9.1,86.1, None, None, None, None,10.49, None,2.272,225.0, None, None, None, None, None, None, None, None, None,2016-06-03 22:00:00, None, 142.4,23
None, 10.24,80.7, None, None, None, None,14.99, None,1.675,206.5, None, None, None, None, None, None, None, None, None,2016-06-03 23:00:00, None, 142.5,23
None, 10.14,80.3, None, None, None, None,44.45, None,1.568,69.38, None, None, None, None, None, None, None, None, None,2016-06-04 00:00:00, None, 142.6,23
None, 11.61,63.14, None, None, None, None,66.79, None,1.423,139.0, None, None, None, None, None, None, None, None, None,2016-06-04 01:00:00, None, 143.6,23
None, 11.59,61.81, None, None, None, None,60.58, None,0.177,43.12, None, None, None, None, None, None, None, None, None,2016-06-04 02:00:00, None, 143.6,23
None, 10.62,70.56, None, None, None, None,13.99, None,8.26,56.22, None, None, None, None, None, None, None, None, None,2016-06-04 03:00:00, None, 141.2,23
None, 11.1,67.32, None, None, None, None,13.17, None,8.37,55.26, None, None, None, None, None, None, None, None, None,2016-06-04 04:00:00, None, 141.2,23
None, 10.66,69.81, None, None, None, None,13.8, None,9.45,56.69, None, None, None, None, None, None, None, None, None,2016-06-04 05:00:00, None, 140.3,23
None, 11.19,68.8, None, None, None, None,12.69, None,8.91,55.57, None, None, None, None, None, None, None, None, None,2016-06-04 06:00:00, None, 140.8,23
None, 11.94,63.42, None, None, None, None,11.1, None,8.95,53.55, None, None, None, None, None, None, None, None, None,2016-06-04 07:00:00, None, 140.4,23
None, 13.65,58.82, None, None, None, None,13.63, None,8.18,55.73, None, None, None, None, None, None, None, None, None,2016-06-04 08:00:00, None, 140.2,23
None, 15.18,54.48, None, None, None, None,15.92, None,6.296,49.13, None, None, None, None, None, None, None, None, None,2016-06-04 09:00:00, None, 139.7,23
None, 19.15,44.36, None, None, None, None,53.34, None,3.239,38.47, None, None, None, None, None, None, None, None, None,2016-06-04 10:00:00, None, 138.0,23
None, 19.0,47.16, None, None, None, None,38.58, None,2.399,239.0, None, None, None, None, None, None, None, None, None,2016-06-04 11:00:00, None, 136.9,23
None, 20.92,35.8, None, None, None, None,44.11, None,3.17,244.2, None, None, None, None, None, None, None, None, None,2016-06-04 12:00:00, None, 136.1,23
None, 21.08,39.78, None, None, None, None,29.35, None,4.073,237.2, None, None, None, None, None, None, None, None, None,2016-06-04 13:00:00, None, 135.8,23
None, 21.78,36.75, None, None, None, None,21.8, None,4.021,236.1, None, None, None, None, None, None, None, None, None,2016-06-04 14:00:00, None, 134.5,23
None, 22.27,31.98, None, None, None, None,21.47, None,4.096,235.9, None, None, None, None, None, None, None, None, None,2016-06-04 15:00:00, None, 132.6,23
None, 22.58,31.75, None, None, None, None,20.0, None,3.979,234.5, None, None, None, None, None, None, None, None, None,2016-06-04 16:00:00, None, 132.6,23
None, 22.36,32.2, None, None, None, None,28.98, None,3.595,237.2, None, None, None, None, None, None, None, None, None,2016-06-04 17:00:00, None, 131.0,23
None, 21.72,36.55, None, None, None, None,45.86, None,2.819,237.6, None, None, None, None, None, None, None, None, None,2016-06-04 18:00:00, None, 131.5,23
None, 20.5,38.4, None, None, None, None,45.97, None,3.509,239.5, None, None, None, None, None, None, None, None, None,2016-06-04 19:00:00, None, 131.3,23
None, 19.0,42.02, None, None, None, None,16.09, None,3.317,233.1, None, None, None, None, None, None, None, None, None,2016-06-04 20:00:00, None, 131.7,23
None, 16.82,46.09, None, None, None, None,22.0, None,2.517,229.0, None, None, None, None, None, None, None, None, None,2016-06-04 21:00:00, None, 133.0,23
None, 17.3,41.87, None, None, None, None,42.05, None,2.563,266.1, None, None, None, None, None, None, None, None, None,2016-06-04 22:00:00, None, 133.6,23
None, 17.15,40.76, None, None, None, None,49.91, None,1.826,7.427, None, None, None, None, None, None, None, None, None,2016-06-04 23:00:00, None, 133.1,23
None, 16.82,42.49, None, None, None, None,14.73, None,4.421,64.12, None, None, None, None, None, None, None, None, None,2016-06-05 00:00:00, None, 130.9,23
None, 16.92,43.39, None, None, None, None,16.51, None,5.509,59.17, None, None, None, None, None, None, None, None, None,2016-06-05 01:00:00, None, 132.9,23
None, 16.52,45.61, None, None, None, None,16.17, None,2.79,60.85, None, None, None, None, None, None, None, None, None,2016-06-05 02:00:00, None, 132.7,23
None, 16.1,41.53, None, None, None, None,15.99, None,4.315,60.9, None, None, None, None, None, None, None, None, None,2016-06-05 03:00:00, None, 130.1,23
None, 15.59,42.98, None, None, None, None,16.81, None,6.089,56.68, None, None, None, None, None, None, None, None, None,2016-06-05 04:00:00, None, 131.1,23
None, 15.17,42.84, None, None, None, None,16.77, None,8.08,52.59, None, None, None, None, None, None, None, None, None,2016-06-05 05:00:00, None, 130.4,23
None, 15.07,46.95, None, None, None, None,13.46, None,10.12,52.88, None, None, None, None, None, None, None, None, None,2016-06-05 06:00:00, None, 130.5,23
None, 16.28,46.84, None, None, None, None,13.64, None,11.18,48.78, None, None, None, None, None, None, None, None, None,2016-06-05 07:00:00, None, 128.9,23
