pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,dwpt_temp,week_of_year
None,4.3,4.2, 0.0, None,12.0,93.0,2022-09-17 00:00:00,3.0,38
None,4.2,4.0, 0.0, None,12.0,91.0,2022-09-17 01:00:00,3.0,38
None,4.1,4.0, 0.0, None,12.0,92.0,2022-09-17 02:00:00,3.0,38
None,3.3,3.3, 0.0, None,12.0,94.0,2022-09-17 03:00:00,2.0,38
None,2.9,2.9, 0.0, None,12.0,94.0,2022-09-17 04:00:00,2.0,38
None,2.3,2.2, 0.0, None,12.0,95.0,2022-09-17 05:00:00,1.0,38
None,1.9,1.9, 0.0, None,12.0,95.0,2022-09-17 06:00:00,1.0,38
None,1.5,1.5, 0.0, None,2.0,95.0,2022-09-17 07:00:00,1.0,38
None,1.9,1.5, 0.0, None,2.0,94.0,2022-09-17 08:00:00,1.0,38
None,3.2,1.5, 0.0, None,3.2,89.0,2022-09-17 09:00:00,1.0,38
None,4.9,1.5, 0.0, None,4.9,83.0,2022-09-17 10:00:00,2.0,38
None,8.8,1.5, 0.0, None,8.7,69.0,2022-09-17 11:00:00,4.0,38
None,10.5,1.5, 0.0, None,10.7,58.0,2022-09-17 12:00:00,3.0,38
None,11.6,1.5, 0.0, None,11.6,52.0,2022-09-17 13:00:00,2.0,38
None,12.8,1.5, 0.0, None,12.7,50.0,2022-09-17 14:00:00,3.0,38
None,13.9,1.5, 0.0, None,13.8,45.0,2022-09-17 15:00:00,2.0,38
None,14.7,1.5, 0.0, None,14.8,42.0,2022-09-17 16:00:00,2.0,38
None,14.5,1.5, 0.0, None,14.8,43.0,2022-09-17 17:00:00,2.0,38
None,13.8,1.5, 0.0, None,14.8,46.0,2022-09-17 18:00:00,2.0,38
None,12.2,12.2, 0.0, None,13.9,57.0,2022-09-17 19:00:00,4.0,38
None,9.7,9.8, 0.0, None,13.9,70.0,2022-09-17 20:00:00,5.0,38
None,9.2,9.2, 0.0, None,13.9,69.0,2022-09-17 21:00:00,4.0,38
None,7.1,7.1, 0.0, None,13.9,78.0,2022-09-17 22:00:00,3.0,38
None,5.8,5.6, 0.0, None,13.9,84.0,2022-09-17 23:00:00,3.0,38
None,4.4,4.4, 0.0, None,13.9,90.0,2022-09-18 00:00:00,3.0,38
None,3.5,3.5, 0.0, None,13.9,92.0,2022-09-18 01:00:00,2.0,38
None,2.7,2.7, 0.0, None,13.9,93.0,2022-09-18 02:00:00,2.0,38
None,2.6,2.5, 0.0, None,13.9,93.0,2022-09-18 03:00:00,1.0,38
None,2.7,2.4, 0.0, None,13.9,92.0,2022-09-18 04:00:00,1.0,38
None,2.4,2.2, 0.0, None,13.9,93.0,2022-09-18 05:00:00,1.0,38
None,1.8,1.9, 0.0, None,13.9,94.0,2022-09-18 06:00:00,1.0,38
None,1.6,1.4, 0.0, None,1.9,95.0,2022-09-18 07:00:00,1.0,38
None,2.2,1.4, 0.0, None,2.2,93.0,2022-09-18 08:00:00,1.0,38
None,4.2,1.4, 0.0, None,4.1,87.0,2022-09-18 09:00:00,2.0,38
None,5.9,1.4, 0.0, None,6.0,80.0,2022-09-18 10:00:00,3.0,38
None,9.7,1.4, 0.0, None,10.0,66.0,2022-09-18 11:00:00,3.0,38
