CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
0.437,98.4,2022-09-17 00:00:00,1.0,38
0.455,98.6,2022-09-17 01:00:00,1.0,38
-0.021,98.6,2022-09-17 02:00:00,0.0,38
0.069,98.8,2022-09-17 03:00:00,0.0,38
0.211,98.9,2022-09-17 04:00:00,0.0,38
0.46,98.9,2022-09-17 05:00:00,0.0,38
0.348,99.0,2022-09-17 06:00:00,0.0,38
0.324,99.0,2022-09-17 07:00:00,0.0,38
-0.13,99.0,2022-09-17 08:00:00,0.0,38
0.746,98.9,2022-09-17 09:00:00,0.0,38
2.495,98.9,2022-09-17 10:00:00,3.0,38
6.523,90.1,2022-09-17 11:00:00,5.0,38
8.19,75.7,2022-09-17 12:00:00,4.0,38
9.74,64.04,2022-09-17 13:00:00,3.0,38
9.64,63.77,2022-09-17 14:00:00,3.0,38
11.07,49.28,2022-09-17 15:00:00,1.0,38
10.37,48.2,2022-09-17 16:00:00,0.0,38
10.16,55.8,2022-09-17 17:00:00,2.0,38
9.89,59.28,2022-09-17 18:00:00,2.0,38
7.679,77.02,2022-09-17 19:00:00,4.0,38
4.607,87.3,2022-09-17 20:00:00,3.0,38
2.472,91.4,2022-09-17 21:00:00,1.0,38
0.941,93.1,2022-09-17 22:00:00,0.0,38
-0.496,93.5,2022-09-17 23:00:00,-1.0,38
-1.319,95.5,2022-09-18 00:00:00,-2.0,38
-1.581,95.3,2022-09-18 01:00:00,-2.0,38
-1.785,94.3,2022-09-18 02:00:00,-2.0,38
-1.936,94.1,2022-09-18 03:00:00,-3.0,38
-2.145,93.3,2022-09-18 04:00:00,-3.0,38
-2.361,93.4,2022-09-18 05:00:00,-3.0,38
-2.552,93.3,2022-09-18 06:00:00,-4.0,38
-3.029,92.7,2022-09-18 07:00:00,-4.0,38
-1.35,90.9,2022-09-18 08:00:00,-2.0,38
4.647,84.9,2022-09-18 09:00:00,3.0,38
7.729,72.88,2022-09-18 10:00:00,3.0,38
9.98,62.12,2022-09-18 11:00:00,3.0,38
11.16,54.53,2022-09-18 12:00:00,2.0,38
12.97,49.72,2022-09-18 13:00:00,3.0,38
13.69,44.17,2022-09-18 14:00:00,2.0,38
14.89,39.9,2022-09-18 15:00:00,2.0,38
15.58,38.76,2022-09-18 16:00:00,2.0,38
15.84,38.04,2022-09-18 17:00:00,1.0,38
15.16,39.32,2022-09-18 18:00:00,1.0,38
10.12,61.22,2022-09-18 19:00:00,3.0,38
6.464,73.45,2022-09-18 20:00:00,2.0,38
3.953,83.4,2022-09-18 21:00:00,2.0,38
2.465,85.8,2022-09-18 22:00:00,0.0,38
0.766,90.5,2022-09-18 23:00:00,-1.0,38
0.123,90.2,2022-09-19 00:00:00,-1.0,38
-0.466,92.6,2022-09-19 01:00:00,-1.0,38
0.114,91.1,2022-09-19 02:00:00,-1.0,38
1.302,90.6,2022-09-19 03:00:00,0.0,38
2.114,90.8,2022-09-19 04:00:00,1.0,38
2.654,91.8,2022-09-19 05:00:00,1.0,38
3.52,90.5,2022-09-19 06:00:00,2.0,38
4.155,91.5,2022-09-19 07:00:00,3.0,38
4.542,90.6,2022-09-19 08:00:00,3.0,38
9.4,62.75,2022-09-19 09:00:00,3.0,38
10.59,57.01,2022-09-19 10:00:00,2.0,38
11.94,51.25,2022-09-19 11:00:00,2.0,38
12.66,41.03,2022-09-19 12:00:00,0.0,38
13.18,40.35,2022-09-19 13:00:00,0.0,38
13.74,38.7,2022-09-19 14:00:00,0.0,38
14.29,36.21,2022-09-19 15:00:00,-1.0,38
