pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,PRECIP_DETECTOR_RATIO,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,week_of_year
8.4, 5.959, 94.0, None, None, None, None, None, None, None, 5.0, 6.0, 6.0, 0.0, None, 10.2, None, 94.0, None,2022-09-17 00:00:00, None,38
8.4, 5.401, 94.4, None, None, None, None, None, None, None, 5.0, 5.4, 5.4, 0.0, None, 10.2, None, 94.0, None,2022-09-17 01:00:00, None,38
8.4, 5.115, 94.8, None, None, None, None, None, None, None, 4.0, 5.1, 5.1, 0.0, None, 10.2, None, 95.0, None,2022-09-17 02:00:00, None,38
8.4, 5.377, 95.0, None, None, None, None, None, None, None, 5.0, 5.4, 5.0, 0.0, None, 10.2, None, 95.0, None,2022-09-17 03:00:00, None,38
8.4, 5.233, 95.0, None, None, None, None, None, None, None, 4.0, 5.2, 5.0, 0.0, None, 10.2, None, 95.0, None,2022-09-17 04:00:00, None,38
8.4, 4.729, 95.2, None, None, None, None, None, None, None, 4.0, 4.7, 4.7, 0.0, None, 10.2, None, 95.0, None,2022-09-17 05:00:00, None,38
8.4, 4.441, 95.3, None, None, None, None, None, None, None, 4.0, 4.4, 4.4, 0.0, None, 10.2, None, 95.0, None,2022-09-17 06:00:00, None,38
8.4, 4.681, 95.4, None, None, None, None, None, None, None, 4.0, 4.7, 4.4, 0.0, None, 4.7, None, 95.0, None,2022-09-17 07:00:00, None,38
8.4, 4.92, 95.5, None, None, None, None, None, None, None, 4.0, 4.9, 4.4, 0.0, None, 4.9, None, 96.0, None,2022-09-17 08:00:00, None,38
8.4, 5.518, 95.3, None, None, None, None, None, None, None, 5.0, 5.5, 4.4, 0.0, None, 5.5, None, 95.0, None,2022-09-17 09:00:00, None,38
8.4, 7.988, 94.6, None, None, None, None, None, None, None, 7.0, 8.0, 4.4, 0.0, None, 8.0, None, 95.0, None,2022-09-17 10:00:00, None,38
7.0, 10.53, 77.16, None, None, None, None, None, None, None, 7.0, 10.5, 4.4, 0.0, None, 10.5, None, 77.0, None,2022-09-17 11:00:00, None,38
4.8, 11.28, 72.09, None, None, None, None, None, None, None, 6.0, 11.3, 4.4, 0.0, None, 11.2, None, 72.0, None,2022-09-17 12:00:00, None,38
4.0, 12.54, 63.51, None, None, None, None, None, None, None, 6.0, 12.5, 4.4, 0.0, None, 12.5, None, 64.0, None,2022-09-17 13:00:00, None,38
1.2, 14.56, 58.34, None, None, None, None, None, None, None, 6.0, 14.6, 4.4, 0.0, None, 14.5, None, 58.0, None,2022-09-17 14:00:00, None,38
0.8, 15.65, 46.99, None, None, None, None, None, None, None, 4.0, 15.7, 4.4, 0.0, None, 15.6, None, 47.0, None,2022-09-17 15:00:00, None,38
0.8, 15.04, 64.83, None, None, None, None, None, None, None, 9.0, 15.0, 4.4, 0.0, None, 16.3, None, 65.0, None,2022-09-17 16:00:00, None,38
0.8, 13.89, 73.36, None, None, None, None, None, None, None, 9.0, 13.9, 4.4, 0.0, None, 16.3, None, 73.0, None,2022-09-17 17:00:00, None,38
0.2, 16.11, 45.28, None, None, None, None, None, None, None, 3.0, 16.1, 4.4, 0.0, None, 16.3, None, 45.0, None,2022-09-17 18:00:00, None,38
0.0, 14.77, 46.03, None, None, None, None, None, None, None, 4.0, 14.8, 14.7, 0.0, None, 16.3, None, 46.0, None,2022-09-17 19:00:00, None,38
0.0, 11.38, 77.69, None, None, None, None, None, None, None, 8.0, 11.4, 11.5, 0.0, None, 16.3, None, 78.0, None,2022-09-17 20:00:00, None,38
0.0, 9.31, 81.6, None, None, None, None, None, None, None, 6.0, 9.3, 9.3, 0.0, None, 16.3, None, 82.0, None,2022-09-17 21:00:00, None,38
0.0, 8.41, 80.2, None, None, None, None, None, None, None, 5.0, 8.4, 8.4, 0.0, None, 16.3, None, 80.0, None,2022-09-17 22:00:00, None,38
0.0, 7.539, 83.0, None, None, None, None, None, None, None, 5.0, 7.5, 7.4, 0.0, None, 16.3, None, 83.0, None,2022-09-17 23:00:00, None,38
0.0, 6.814, 84.8, None, None, None, None, None, None, None, 4.0, 6.8, 6.8, 0.0, None, 16.3, None, 85.0, None,2022-09-18 00:00:00, None,38
0.0, 6.019, 86.6, None, None, None, None, None, None, None, 4.0, 6.0, 6.0, 0.0, None, 16.3, None, 87.0, None,2022-09-18 01:00:00, None,38
0.0, 5.484, 88.4, None, None, None, None, None, None, None, 4.0, 5.5, 5.5, 0.0, None, 16.3, None, 88.0, None,2022-09-18 02:00:00, None,38
0.0, 5.034, 88.2, None, None, None, None, None, None, None, 3.0, 5.0, 5.1, 0.0, None, 16.3, None, 88.0, None,2022-09-18 03:00:00, None,38
0.0, 4.585, 88.6, None, None, None, None, None, None, None, 3.0, 4.6, 4.6, 0.0, None, 16.3, None, 89.0, None,2022-09-18 04:00:00, None,38
0.0, 4.127, 88.8, None, None, None, None, None, None, None, 2.0, 4.1, 4.0, 0.0, None, 16.3, None, 89.0, None,2022-09-18 05:00:00, None,38
0.0, 3.67, 90.1, None, None, None, None, None, None, None, 2.0, 3.7, 3.7, 0.0, None, 16.3, None, 90.0, None,2022-09-18 06:00:00, None,38
0.0, 3.251, 90.4, None, None, None, None, None, None, None, 2.0, 3.3, 3.3, 0.0, None, 3.7, None, 90.0, None,2022-09-18 07:00:00, None,38
0.0, 3.497, 90.3, None, None, None, None, None, None, None, 2.0, 3.5, 3.1, 0.0, None, 3.7, None, 90.0, None,2022-09-18 08:00:00, None,38
0.0, 3.722, 89.7, None, None, None, None, None, None, None, 2.0, 3.7, 3.1, 0.0, None, 3.9, None, 90.0, None,2022-09-18 09:00:00, None,38
0.0, 8.74, 66.39, None, None, None, None, None, None, None, 3.0, 8.7, 3.1, 0.0, None, 8.7, None, 66.0, None,2022-09-18 10:00:00, None,38
0.0, 12.05, 52.33, None, None, None, None, None, None, None, 3.0, 12.1, 3.1, 0.0, None, 12.0, None, 52.0, None,2022-09-18 11:00:00, None,38
0.0, 13.43, 47.4, None, None, None, None, None, None, None, 3.0, 13.4, 3.1, 0.0, None, 13.4, None, 47.0, None,2022-09-18 12:00:00, None,38
0.0, 15.6, 41.38, None, None, None, None, None, None, None, 2.0, 15.6, 3.1, 0.0, None, 15.6, None, 41.0, None,2022-09-18 13:00:00, None,38
0.0, 16.82, 35.52, None, None, None, None, None, None, None, 2.0, 16.8, 3.1, 0.0, None, 16.9, None, 36.0, None,2022-09-18 14:00:00, None,38
0.0, 18.35, 32.46, None, None, None, None, None, None, None, 1.0, 18.4, 3.1, 0.0, None, 18.4, None, 32.0, None,2022-09-18 15:00:00, None,38
0.0, 15.61, 54.52, None, None, None, None, None, None, None, 6.0, 15.6, 3.1, 0.0, None, 18.7, None, 55.0, None,2022-09-18 16:00:00, None,38
0.0, 12.32, 75.29, None, None, None, None, None, None, None, 8.0, 12.3, 3.1, 0.0, None, 18.7, None, 75.0, None,2022-09-18 17:00:00, None,38
0.0, 11.08, 81.7, None, None, None, None, None, None, None, 8.0, 11.1, 3.1, 0.0, None, 18.7, None, 82.0, None,2022-09-18 18:00:00, None,38
0.0, 10.73, 79.85, None, None, None, None, None, None, None, 7.0, 10.7, 10.8, 0.0, None, 11.1, None, 80.0, None,2022-09-18 19:00:00, None,38
0.0, 10.04, 80.7, None, None, None, None, None, None, None, 7.0, 10.0, 9.8, 0.0, None, 11.1, None, 81.0, None,2022-09-18 20:00:00, None,38
0.0, 8.91, 85.3, None, None, None, None, None, None, None, 7.0, 8.9, 8.9, 0.0, None, 11.1, None, 85.0, None,2022-09-18 21:00:00, None,38
