pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
5.0, None,446.0, None,-5.8,82.0, None, None, 0.0,356.0, None,2021-04-09 00:00:00, None,15
5.0, None,446.0, None,-6.0,82.0, None, None, 0.0,357.0, None,2021-04-09 01:00:00, None,15
3.0, None,446.0, None,-6.2,82.0, None, None, 0.0,357.0, None,2021-04-09 02:00:00, None,15
1.0, None,446.0, None,-6.0,82.0, None, None, 0.0,358.0, None,2021-04-09 03:00:00, None,15
1.0, None,446.0, None,-6.1,82.0, None, None, 0.0,358.0, None,2021-04-09 04:00:00, None,15
1.0, None,446.0, None,-6.5,82.0, None, None, 0.0,359.0, None,2021-04-09 05:00:00, None,15
1.0, None,446.0, None,-6.7,82.0, None, None, 0.0,359.0, None,2021-04-09 06:00:00, None,15
1.0, None,446.0, None,-6.8,82.0, None, None, 0.0,360.0, None,2021-04-09 07:00:00, None,15
1.0, None,446.0, None,-6.3,82.0, None, None, 0.0,360.0, None,2021-04-09 08:00:00, None,15
1.0, None,446.0, None,-5.0,82.0, None, None, 0.0,361.0, None,2021-04-09 09:00:00, None,15
1.0, None,446.0, None,-3.6,82.0, None, None, 0.0,361.0, None,2021-04-09 10:00:00, None,15
0.0, None,445.0, None,-2.8,82.0, None, None, None,362.0, None,2021-04-09 11:00:00, None,15
0.0, None,445.0, None,-1.8,82.0, None, None, 0.0,362.0, None,2021-04-09 12:00:00, None,15
0.0, None,445.0, None,-0.9,80.0, None, None, 0.0,362.0, None,2021-04-09 13:00:00, None,15
0.0, None,445.0, None,0.4,79.0, None, None, 0.0,362.0, None,2021-04-09 14:00:00, None,15
0.0, None,445.0, None,1.8,77.0, None, None, 0.0,364.0, None,2021-04-09 15:00:00, None,15
0.0, None,445.0, None,0.1,78.0, None, None, 0.0,364.0, None,2021-04-09 16:00:00, None,15
0.0, None,445.0, None,-1.0,78.0, None, None, 0.0,365.0, None,2021-04-09 17:00:00, None,15
0.0, None,445.0, None,-1.4,78.0, None, None, 0.0,365.0, None,2021-04-09 18:00:00, None,15
0.0, None,445.0, None,-1.9,78.0, None, None, 0.0,365.0, None,2021-04-09 19:00:00, None,15
None, None,445.0, None,-2.0,78.0, None, None, 0.0,365.0, None,2021-04-09 20:00:00, None,15
0.0, None,446.0, None,-2.1,78.0, None, None, 1.0,365.0, None,2021-04-09 21:00:00, None,15
0.0, None,446.0, None,-2.4,78.0, None, None, 0.0,365.0, None,2021-04-09 22:00:00, None,15
0.0, None,446.0, None,-3.4,78.0, None, None, 0.0,366.0, None,2021-04-09 23:00:00, None,15
0.0, None,446.0, None,-3.9,78.0, None, None, 0.0,368.0, None,2021-04-10 00:00:00, None,15
0.0, None,446.0, None,-4.2,78.0, None, None, 0.0,368.0, None,2021-04-10 01:00:00, None,15
0.0, None,446.0, None,-4.1,78.0, None, None, 0.0,370.0, None,2021-04-10 02:00:00, None,15
0.0, None,446.0, None,-4.0,78.0, None, None, 0.0,371.0, None,2021-04-10 03:00:00, None,15
0.0, None,446.0, None,-4.2,75.0, None, None, 0.0,372.0, None,2021-04-10 04:00:00, None,15
0.0, None,446.0, None,-4.8,71.0, None, None, 0.0,371.0, None,2021-04-10 05:00:00, None,15
0.0, None,446.0, None,-5.6,77.0, None, None, 0.0,370.0, None,2021-04-10 06:00:00, None,15
1.0, None,447.0, None,-5.7,71.0, None, None, 1.0,370.0, None,2021-04-10 07:00:00, None,15
1.0, None,447.0, None,-5.7,81.0, None, None, 0.0,370.0, None,2021-04-10 08:00:00, None,15
1.0, None,447.0, None,-5.7,79.0, None, None, 0.0,370.0, None,2021-04-10 09:00:00, None,15
2.0, None,448.0, None,-4.9,515.0, None, None, 1.0,370.0, None,2021-04-10 10:00:00, None,15
3.0, None,448.0, None,-6.8,78.0, None, None, 0.0,367.0, None,2021-04-10 11:00:00, None,15
3.0, None,448.0, None,-5.3,82.0, None, None, 0.0,367.0, None,2021-04-10 12:00:00, None,15
3.0, None,448.0, None,-4.2,82.0, None, None, 0.0,365.0, None,2021-04-10 13:00:00, None,15
2.0, None,447.0, None,-2.9,81.0, None, None, None,364.0, None,2021-04-10 14:00:00, None,15
3.0, None,448.0, None,-4.4,80.0, None, None, 1.0,363.0, None,2021-04-10 15:00:00, None,15
3.0, None,448.0, None,-4.4,80.0, None, None, 0.0,362.0, None,2021-04-10 16:00:00, None,15
3.0, None,448.0, None,-5.4,79.0, None, None, 0.0,361.0, None,2021-04-10 17:00:00, None,15
3.0, None,448.0, None,-4.8,80.0, None, None, 0.0,361.0, None,2021-04-10 18:00:00, None,15
3.0, None,448.0, None,-5.9,81.0, None, None, 0.0,361.0, None,2021-04-10 19:00:00, None,15
4.0, None,449.0, None,-6.6,76.0, None, None, 1.0,361.0, None,2021-04-10 20:00:00, None,15
3.0, None,449.0, None,-7.8,77.0, None, None, 0.0,362.0, None,2021-04-10 21:00:00, None,15
3.0, None,449.0, None,-7.3,76.0, None, None, 0.0,363.0, None,2021-04-10 22:00:00, None,15
3.0, None,449.0, None,-8.3,77.0, None, None, 0.0,363.0, None,2021-04-10 23:00:00, None,15
3.0, None,449.0, None,-8.1,77.0, None, None, 0.0,364.0, None,2021-04-11 00:00:00, None,15
3.0, None,449.0, None,-7.5,78.0, None, None, 0.0,364.0, None,2021-04-11 01:00:00, None,15
3.0, None,449.0, None,-8.2,78.0, None, None, 0.0,364.0, None,2021-04-11 02:00:00, None,15
3.0, None,449.0, None,-8.3,77.0, None, None, 0.0,365.0, None,2021-04-11 03:00:00, None,15
3.0, None,449.0, None,-8.4,78.0, None, None, 0.0,365.0, None,2021-04-11 04:00:00, None,15
3.0, None,449.0, None,-8.1,79.0, None, None, 0.0,365.0, None,2021-04-11 05:00:00, None,15
3.0, None,449.0, None,-7.8,78.0, None, None, 0.0,365.0, None,2021-04-11 06:00:00, None,15
2.0, None,449.0, None,-7.4,78.0, None, None, 0.0,364.0, None,2021-04-11 07:00:00, None,15
1.0, None,448.0, None,-7.1,78.0, None, None, None,363.0, None,2021-04-11 08:00:00, None,15
1.0, None,448.0, None,-6.7,79.0, None, None, 0.0,363.0, None,2021-04-11 09:00:00, None,15
0.0, None,448.0, None,-5.6,77.0, None, None, 0.0,362.0, None,2021-04-11 10:00:00, None,15
0.0, None,448.0, None,-5.0,79.0, None, None, 0.0,361.0, None,2021-04-11 11:00:00, None,15
0.0, None,448.0, None,-3.3,79.0, None, None, 0.0,361.0, None,2021-04-11 12:00:00, None,15
0.0, None,448.0, None,-2.9,80.0, None, None, 0.0,359.0, None,2021-04-11 13:00:00, None,15
0.0, None,447.0, None,-2.5,79.0, None, None, None,357.0, None,2021-04-11 14:00:00, None,15
0.0, None,448.0, None,-2.3,78.0, None, None, 1.0,357.0, None,2021-04-11 15:00:00, None,15
0.0, None,448.0, None,-1.6,78.0, None, None, 0.0,357.0, None,2021-04-11 16:00:00, None,15
0.0, None,448.0, None,-4.1,77.0, None, None, 0.0,358.0, None,2021-04-11 17:00:00, None,15
0.0, None,448.0, None,-4.1,77.0, None, None, 0.0,359.0, None,2021-04-11 18:00:00, None,15
1.0, None,449.0, None,-5.5,76.0, None, None, 1.0,360.0, None,2021-04-11 19:00:00, None,15
0.0, None,449.0, None,-5.7,76.0, None, None, 0.0,362.0, None,2021-04-11 20:00:00, None,15
0.0, None,449.0, None,-5.8,78.0, None, None, 0.0,363.0, None,2021-04-11 21:00:00, None,15
0.0, None,449.0, None,-5.7,80.0, None, None, 0.0,364.0, None,2021-04-11 22:00:00, None,15
0.0, None,449.0, None,-6.2,78.0, None, None, 0.0,365.0, None,2021-04-11 23:00:00, None,15
0.0, None,449.0, None,-6.5,77.0, None, None, 0.0,366.0, None,2021-04-12 00:00:00, None,15
0.0, None,449.0, None,-6.1,76.0, None, None, 0.0,367.0, None,2021-04-12 01:00:00, None,15
0.0, None,449.0, None,-6.1,79.0, None, None, 0.0,368.0, None,2021-04-12 02:00:00, None,15
0.0, None,449.0, None,-6.5,78.0, None, None, 0.0,368.0, None,2021-04-12 03:00:00, None,15
0.0, None,449.0, None,-6.4,79.0, None, None, 0.0,367.0, None,2021-04-12 04:00:00, None,15
0.0, None,449.0, None,-6.6,77.0, None, None, 0.0,367.0, None,2021-04-12 05:00:00, None,15
0.0, None,449.0, None,-6.9,78.0, None, None, 0.0,366.0, None,2021-04-12 06:00:00, None,15
0.0, None,449.0, None,-6.7,74.0, None, None, 0.0,365.0, None,2021-04-12 07:00:00, None,15
0.0, None,448.0, None,-6.6,75.0, None, None, None,363.0, None,2021-04-12 08:00:00, None,15
None, None,446.0, None,-6.3,77.0, None, None, None,363.0, None,2021-04-12 09:00:00, None,15
2.0, None,450.0, None,-6.2,75.0, None, None, 4.0,361.0, None,2021-04-12 10:00:00, None,15
2.0, None,450.0, None,-4.5,72.0, None, None, 0.0,360.0, None,2021-04-12 11:00:00, None,15
1.0, None,449.0, None,-3.9,79.0, None, None, None,359.0, None,2021-04-12 12:00:00, None,15
1.0, None,449.0, None,-2.5,80.0, None, None, 0.0,357.0, None,2021-04-12 13:00:00, None,15
2.0, None,449.0, None,-1.8,81.0, None, None, 0.0,356.0, None,2021-04-12 14:00:00, None,15
1.0, None,449.0, None,-2.0,78.0, None, None, 0.0,354.0, None,2021-04-12 15:00:00, None,15
2.0, None,450.0, None,-1.8,78.0, None, None, 1.0,354.0, None,2021-04-12 16:00:00, None,15
1.0, None,449.0, None,-2.2,77.0, None, None, None,354.0, None,2021-04-12 17:00:00, None,15
2.0, None,450.0, None,-3.7,77.0, None, None, 1.0,356.0, None,2021-04-12 18:00:00, None,15
1.0, None,450.0, None,-4.3,77.0, None, None, 0.0,358.0, None,2021-04-12 19:00:00, None,15
1.0, None,450.0, None,-5.7,77.0, None, None, 0.0,359.0, None,2021-04-12 20:00:00, None,15
1.0, None,450.0, None,-6.6,77.0, None, None, 0.0,361.0, None,2021-04-12 21:00:00, None,15
1.0, None,450.0, None,-6.8,78.0, None, None, 0.0,361.0, None,2021-04-12 22:00:00, None,15
1.0, None,450.0, None,-7.1,76.0, None, None, 0.0,362.0, None,2021-04-12 23:00:00, None,15
1.0, None,450.0, None,-7.4,76.0, None, None, 0.0,364.0, None,2021-04-13 00:00:00, None,15
1.0, None,450.0, None,-7.6,77.0, None, None, 0.0,366.0, None,2021-04-13 01:00:00, None,15
1.0, None,450.0, None,-7.5,76.0, None, None, 0.0,367.0, None,2021-04-13 02:00:00, None,15
2.0, None,451.0, None,-7.6,77.0, None, None, 1.0,367.0, None,2021-04-13 03:00:00, None,15
2.0, None,451.0, None,-8.2,77.0, None, None, 0.0,367.0, None,2021-04-13 04:00:00, None,15
2.0, None,451.0, None,-7.8,77.0, None, None, 0.0,368.0, None,2021-04-13 05:00:00, None,15
2.0, None,451.0, None,-7.7,75.0, None, None, 0.0,368.0, None,2021-04-13 06:00:00, None,15
2.0, None,451.0, None,-7.7,77.0, None, None, 0.0,368.0, None,2021-04-13 07:00:00, None,15
3.0, None,451.0, None,-7.0,77.0, None, None, 0.0,367.0, None,2021-04-13 08:00:00, None,15
4.0, None,450.0, None,-5.8,76.0, None, None, None,367.0, None,2021-04-13 09:00:00, None,15
0.0, None,450.0, None,-5.0,77.0, None, None, 0.0,365.0, None,2021-04-13 10:00:00, None,15
None, None,449.0, None,-3.0,77.0, None, None, None,363.0, None,2021-04-13 11:00:00, None,15
None, None,448.0, None,-2.1,77.0, None, None, None,363.0, None,2021-04-13 12:00:00, None,15
0.0, None,449.0, None,-0.4,76.0, None, None, 1.0,358.0, None,2021-04-13 13:00:00, None,15
0.0, None,449.0, None,-0.2,76.0, None, None, 0.0,354.0, None,2021-04-13 14:00:00, None,15
0.0, None,449.0, None,0.9,76.0, None, None, 0.0,353.0, None,2021-04-13 15:00:00, None,15
None, None,449.0, None,0.7,78.0, None, None, 0.0,353.0, None,2021-04-13 16:00:00, None,15
0.0, None,449.0, None,0.1,78.0, None, None, 0.0,353.0, None,2021-04-13 17:00:00, None,15
None, None,449.0, None,0.3,78.0, None, None, 0.0,353.0, None,2021-04-13 18:00:00, None,15
None, None,449.0, None,-1.6,78.0, None, None, 0.0,354.0, None,2021-04-13 19:00:00, None,15
0.0, None,450.0, None,-2.8,78.0, None, None, 1.0,356.0, None,2021-04-13 20:00:00, None,15
0.0, None,450.0, None,-3.5,78.0, None, None, 0.0,361.0, None,2021-04-13 21:00:00, None,15
0.0, None,450.0, None,-3.6,78.0, None, None, 0.0,363.0, None,2021-04-13 22:00:00, None,15
0.0, None,450.0, None,-4.3,78.0, None, None, 0.0,364.0, None,2021-04-13 23:00:00, None,15
0.0, None,450.0, None,-4.3,78.0, None, None, 0.0,364.0, None,2021-04-14 00:00:00, None,15
0.0, None,450.0, None,-4.1,77.0, None, None, 0.0,365.0, None,2021-04-14 01:00:00, None,15
None, None,449.0, None,-4.4,78.0, None, None, None,365.0, None,2021-04-14 02:00:00, None,15
None, None,450.0, None,-4.0,79.0, None, None, 1.0,366.0, None,2021-04-14 03:00:00, None,15
None, None,450.0, None,-4.0,41.0, None, None, 0.0,366.0, None,2021-04-14 04:00:00, None,15
None, None,450.0, None,-4.5,79.0, None, None, 0.0,366.0, None,2021-04-14 05:00:00, None,15
None, None,450.0, None,-3.4,78.0, None, None, 0.0,366.0, None,2021-04-14 06:00:00, None,15
