station_observations
BAR_PRESS, TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, -9.7, 2.551, 41.0, 43.97, 2018-03-30 19:00:00, -11.22
None, -11.2, 1.644, 44.0, 44.79, 2018-03-30 20:00:00, -11.2
None, -11.2, 1.082, 44.8, 50.1, 2018-03-30 21:00:00, -13.06
None, -13.1, 1.794, 50.1, 64.95, 2018-03-30 22:00:00, -14.45
None, -14.5, 2.264, 65.0, 67.35, 2018-03-30 23:00:00, -14.7
None, -14.7, 2.075, 67.4, 65.84, 2018-03-31 00:00:00, -17.2
None, -17.2, 1.384, 65.8, 67.87, 2018-03-31 01:00:00, -19.42
None, -19.4, 1.612, 67.9, 73.57, 2018-03-31 02:00:00, -20.63
None, -20.6, 1.559, 73.6, 74.14, 2018-03-31 03:00:00, -21.98
None, -22.0, 1.639, 74.1, 74.03, 2018-03-31 04:00:00, -22.1
None, -22.1, 1.61, 74.0, 76.39, 2018-03-31 05:00:00, -21.68
None, -21.7, 1.803, 76.4, 77.36, 2018-03-31 06:00:00, -21.82
None, -21.8, 1.826, 77.4, 78.06, 2018-03-31 07:00:00, -21.39
None, -21.4, 1.082, 78.1, 79.3, 2018-03-31 08:00:00, -20.28
None, -20.3, 0.164, 79.3, 79.06, 2018-03-31 09:00:00, -19.02
None, -19.0, 0.282, 79.1, 80.0, 2018-03-31 10:00:00, -16.75
None, -16.8, 1.295, 80.0, 75.72, 2018-03-31 11:00:00, -14.11
None, -14.1, 2.968, 75.7, 63.15, 2018-03-31 12:00:00, -10.87
None, -10.9, 3.047, 63.2, 52.76, 2018-03-31 13:00:00, -8.21
None, -8.2, 2.717, 52.8, 40.97, 2018-03-31 14:00:00, -6.35
None, -6.3, 3.033, 41.0, 36.57, 2018-03-31 15:00:00, -5.263
None, -5.3, 3.158, 36.6, 32.37, 2018-03-31 16:00:00, -4.645
None, -4.6, 3.646, 32.4, 35.72, 2018-03-31 17:00:00, -5.535
None, -5.5, 3.797, 35.7, 34.09, 2018-03-31 18:00:00, -6.519
None, -6.5, 3.208, 34.1, 33.38, 2018-03-31 19:00:00, -8.29
None, -8.3, 2.333, 33.4, 33.49, 2018-03-31 20:00:00, -9.47
None, -9.5, 2.027, 33.5, 39.18, 2018-03-31 21:00:00, -10.87
None, -10.9, 1.648, 39.2, 45.79, 2018-03-31 22:00:00, -12.42
None, -12.4, 0.775, 45.8, 51.46, 2018-03-31 23:00:00, -14.09
None, -14.1, 0.913, 51.5, 58.74, 2018-04-01 00:00:00, -14.88
None, -14.9, 0.813, 58.7, 61.85, 2018-04-01 01:00:00, -17.21
None, -17.2, 1.258, 61.9, 64.61, 2018-04-01 02:00:00, -18.24
None, -18.2, 1.066, 64.6, 72.47, 2018-04-01 03:00:00, -18.76
None, -18.8, 0.467, 72.5, 75.17, 2018-04-01 04:00:00, -19.37
None, -19.4, 0.971, 75.2, 79.64, 2018-04-01 05:00:00, -19.87
None, -19.9, 1.667, 79.6, 78.47, 2018-04-01 06:00:00, -19.57
None, -19.6, 2.087, 78.5, 77.53, 2018-04-01 07:00:00, -19.45
None, -19.5, 0.507, 77.5, 77.53, 2018-04-01 08:00:00, -18.62
None, -18.6, 0.263, 77.5, 80.0, 2018-04-01 09:00:00, -16.41
None, -16.4, 0.847, 80.0, 72.16, 2018-04-01 10:00:00, -13.25
None, -13.3, 0.497, 72.2, 61.46, 2018-04-01 11:00:00, -10.15
None, -10.2, 0.255, 61.5, 54.68, 2018-04-01 12:00:00, -7.464
None, -7.5, 0.623, 54.7, 48.28, 2018-04-01 13:00:00, -4.762
None, -4.8, 0.843, 48.3, 42.61, 2018-04-01 14:00:00, -2.261
None, -2.3, 1.125, 42.6, 39.06, 2018-04-01 15:00:00, -1.451
None, -1.5, 1.248, 39.1, 29.88, 2018-04-01 16:00:00, -0.946
None, -0.9, 1.484, 29.9, 27.39, 2018-04-01 17:00:00, -1.051
None, -1.1, 1.394, 27.4, 31.9, 2018-04-01 18:00:00, -2.432
None, -2.4, 0.896, 31.9, 39.21, 2018-04-01 19:00:00, -4.092
None, -4.1, 0.856, 39.2, 42.92, 2018-04-01 20:00:00, -6.295
None, -6.3, 0.313, 42.9, 47.09, 2018-04-01 21:00:00, -7.806
None, -7.8, 0.594, 47.1, 49.83, 2018-04-01 22:00:00, -9.65
None, -9.6, 0.414, 49.8, 49.91, 2018-04-01 23:00:00, -10.31
None, -10.3, 2.142, 49.9, 54.6, 2018-04-02 00:00:00, -11.36
None, -11.4, 2.141, 54.6, 58.05, 2018-04-02 01:00:00, -12.8
None, -12.8, 1.917, 58.1, 58.84, 2018-04-02 02:00:00, -11.96
None, -12.0, 2.239, 58.8, 63.08, 2018-04-02 03:00:00, -14.12
None, -14.1, 2.099, 63.1, 63.47, 2018-04-02 04:00:00, -15.45
None, -15.5, 1.467, 63.5, 62.63, 2018-04-02 05:00:00, -15.69
None, -15.7, 1.621, 62.6, 66.53, 2018-04-02 06:00:00, -16.53
None, -16.5, 2.059, 66.5, 70.94, 2018-04-02 07:00:00, -15.85
None, -15.9, 2.263, 70.9, 74.68, 2018-04-02 08:00:00, -15.06
None, -15.1, 1.517, 74.7, 72.15, 2018-04-02 09:00:00, -12.04
None, -12.0, 1.0, 72.2, 59.31, 2018-04-02 10:00:00, -8.56
None, -8.6, 2.678, 59.3, 47.59, 2018-04-02 11:00:00, -6.419
None, -6.4, 2.68, 47.6, 43.5, 2018-04-02 12:00:00, -5.547
None, -5.5, 2.81, 43.5, 41.48, 2018-04-02 13:00:00, -4.725
None, -4.7, 2.938, 41.5, 39.83, 2018-04-02 14:00:00, -4.071
None, -4.1, 2.508, 39.8, 37.72, 2018-04-02 15:00:00, -3.809
None, -3.8, 3.013, 37.7, 38.88, 2018-04-02 16:00:00, -3.809
None, -3.8, 2.055, 38.9, 37.95, 2018-04-02 17:00:00, -3.707
None, -3.7, 3.079, 38.0, 40.47, 2018-04-02 18:00:00, -4.102
None, -4.1, 2.123, 40.5, 42.83, 2018-04-02 19:00:00, -4.95
None, -4.9, 1.801, 42.8, 44.73, 2018-04-02 20:00:00, -5.068
None, -5.1, 2.066, 44.7, 49.36, 2018-04-02 21:00:00, -5.879
None, -5.9, 0.788, 49.4, 51.6, 2018-04-02 22:00:00, -6.359
None, -6.4, 0.518, 51.6, 56.85, 2018-04-02 23:00:00, -6.906
None, -6.9, 0.266, 56.9, 62.14, 2018-04-03 00:00:00, -7.181
None, -7.2, 1.813, 62.1, 62.2, 2018-04-03 01:00:00, -7.543
None, -7.5, 2.389, 62.2, 63.42, 2018-04-03 02:00:00, -8.5
None, -8.5, 1.735, 63.4, 63.57, 2018-04-03 03:00:00, -8.9
None, -8.9, 1.834, 63.6, 65.89, 2018-04-03 04:00:00, -10.58
None, -10.6, 0.797, 65.9, 68.47, 2018-04-03 05:00:00, -10.59
None, -10.6, 1.227, 68.5, 74.02, 2018-04-03 06:00:00, -11.36
None, -11.4, 1.027, 74.0, 76.74, 2018-04-03 07:00:00, -11.56
None, -11.6, 2.054, 76.7, 73.99, 2018-04-03 08:00:00, -9.9
None, -9.9, 3.793, 74.0, 68.9, 2018-04-03 09:00:00, -8.24
None, -8.2, 3.741, 68.9, 66.88, 2018-04-03 10:00:00, -7.317
None, -7.3, 4.534, 66.9, 64.3, 2018-04-03 11:00:00, -6.789
None, -6.8, 4.914, 64.3, 58.8, 2018-04-03 12:00:00, -5.79
None, -5.8, 5.682, 58.8, 56.07, 2018-04-03 13:00:00, -5.419
None, -5.4, 6.034, 56.1, 52.93, 2018-04-03 14:00:00, -4.982
None, -5.0, 6.785, 52.9, 49.79, 2018-04-03 15:00:00, -4.825
None, -4.8, 6.633, 49.8, 46.62, 2018-04-03 16:00:00, -4.788
None, -4.8, 5.621, 46.6, 44.59, 2018-04-03 17:00:00, -4.983
None, -5.0, 4.027, 44.6, 39.66, 2018-04-03 18:00:00, -4.888
None, -4.9, 2.922, 39.7, 44.79, 2018-04-03 19:00:00, -5.871
None, -5.9, 2.455, 44.8, 52.75, 2018-04-03 20:00:00, -7.063
None, -7.1, 2.998, 52.8, 56.08, 2018-04-03 21:00:00, -7.64
None, -7.6, 3.102, 56.1, 55.6, 2018-04-03 22:00:00, -7.69
None, -7.7, 2.83, 55.6, 56.94, 2018-04-03 23:00:00, -8.09
None, -8.1, 2.188, 56.9, 56.57, 2018-04-04 00:00:00, -8.03
None, -8.0, 2.896, 56.6, 63.1, 2018-04-04 01:00:00, -7.985
None, -8.0, 2.517, 63.1, 79.54, 2018-04-04 02:00:00, -8.93
None, -8.9, 2.218, 79.5, 77.04, 2018-04-04 03:00:00, -9.13
None, -9.1, 2.259, 77.0, 76.5, 2018-04-04 04:00:00, -9.41
None, -9.4, 2.247, 76.5, 75.98, 2018-04-04 05:00:00, -9.53
None, -9.5, 2.232, 76.0, 75.53, 2018-04-04 06:00:00, -9.76
None, -9.8, 2.957, 75.5, 76.14, 2018-04-04 07:00:00, -9.91
None, -9.9, 2.547, 76.1, 73.9, 2018-04-04 08:00:00, -10.5
None, -10.5, 0.817, 73.9, 72.03, 2018-04-04 09:00:00, -9.96
None, -10.0, 1.399, 72.0, 68.95, 2018-04-04 10:00:00, -9.52
None, -9.5, 1.132, 69.0, 61.76, 2018-04-04 11:00:00, -8.33
None, -8.3, 1.627, 61.8, 54.64, 2018-04-04 12:00:00, -7.111
None, -7.1, 1.511, 54.6, 49.04, 2018-04-04 13:00:00, -6.442
None, -6.4, 1.748, 49.0, 46.78, 2018-04-04 14:00:00, -5.628
None, -5.6, 1.379, 46.8, 44.06, 2018-04-04 15:00:00, -4.911
None, -4.9, 1.256, 44.1, 43.01, 2018-04-04 16:00:00, -4.819
None, -4.8, 1.28, 43.0, 41.96, 2018-04-04 17:00:00, -4.927
None, -4.9, 0.721, 42.0, 42.23, 2018-04-04 18:00:00, -6.033
None, -6.0, 1.219, 42.2, 45.99, 2018-04-04 19:00:00, -6.925
None, -6.9, 0.796, 46.0, 53.77, 2018-04-04 20:00:00, -9.2
None, -9.2, 0.346, 53.8, 56.99, 2018-04-04 21:00:00, -10.02
None, -10.0, 0.763, 57.0, 63.38, 2018-04-04 22:00:00, -10.87
None, -10.9, 1.238, 63.4, 63.37, 2018-04-04 23:00:00, -9.61
None, -9.6, 1.038, 63.4, 62.1, 2018-04-05 00:00:00, -9.22
None, -9.2, 0.751, 62.1, 55.28, 2018-04-05 01:00:00, -8.99
None, -9.0, 1.579, 55.3, 50.2, 2018-04-05 02:00:00, -8.54
None, -8.5, 1.584, 50.2, 54.48, 2018-04-05 03:00:00, -9.54
None, -9.5, 1.619, 54.5, 49.83, 2018-04-05 04:00:00, -9.72
None, -9.7, 3.41, 49.8, 47.19, 2018-04-05 05:00:00, -9.85
None, -9.9, 1.557, 47.2, 51.63, 2018-04-05 06:00:00, -11.92
None, -11.9, 2.604, 51.6, 52.13, 2018-04-05 07:00:00, -12.36
None, -12.4, 3.226, 52.1, 51.54, 2018-04-05 08:00:00, -11.67
None, -11.7, 1.832, 51.5, 48.33, 2018-04-05 09:00:00, -10.48
None, -10.5, 1.737, 48.3, 45.56, 2018-04-05 10:00:00, -9.0
None, -9.0, 3.001, 45.6, 48.86, 2018-04-05 11:00:00, -8.78
None, -8.8, 2.747, 48.9, 48.04, 2018-04-05 12:00:00, -8.12
None, -8.1, 2.567, 48.0, 47.75, 2018-04-05 13:00:00, -7.594
None, -7.6, 3.307, 47.8, 46.35, 2018-04-05 14:00:00, -7.032
None, -7.0, 3.541, 46.4, 44.39, 2018-04-05 15:00:00, -6.684
None, -6.7, 3.048, 44.4, 42.57, 2018-04-05 16:00:00, -6.41
None, -6.4, 4.263, 42.6, 41.83, 2018-04-05 17:00:00, -6.713
None, -6.7, 4.276, 41.8, 42.65, 2018-04-05 18:00:00, -7.006
None, -7.0, 3.847, 42.7, 46.11, 2018-04-05 19:00:00, -8.21
None, -8.2, 1.596, 46.1, 46.04, 2018-04-05 20:00:00, -8.95
None, -8.9, 1.601, 46.0, 53.96, 2018-04-05 21:00:00, -10.59
None, -10.6, 4.082, 54.0, 50.77, 2018-04-05 22:00:00, -10.22
None, -10.2, 2.747, 50.8, 54.11, 2018-04-05 23:00:00, -11.1
None, -11.1, 2.998, 54.1, 59.39, 2018-04-06 00:00:00, -11.53
None, -11.5, 1.987, 59.4, 63.64, 2018-04-06 01:00:00, -13.32
None, -13.3, 1.536, 63.6, 67.41, 2018-04-06 02:00:00, -14.75
None, -14.8, 1.776, 67.4, 65.24, 2018-04-06 03:00:00, -15.23
None, -15.2, 1.981, 65.2, 63.26, 2018-04-06 04:00:00, -15.21
None, -15.2, 1.947, 63.3, 63.45, 2018-04-06 05:00:00, -15.64
None, -15.6, 0.999, 63.5, 68.2, 2018-04-06 06:00:00, -16.11
None, -16.1, 1.214, 68.2, 66.84, 2018-04-06 07:00:00, -16.33
None, -16.3, 1.158, 66.8, 65.33, 2018-04-06 08:00:00, -15.0
None, -15.0, 4.26, 65.3, 56.83, 2018-04-06 09:00:00, -13.16
None, -13.2, 3.329, 56.8, 54.31, 2018-04-06 10:00:00, -12.16
None, -12.2, 3.535, 54.3, 52.63, 2018-04-06 11:00:00, -10.84
None, -10.8, 4.203, 52.6, 51.51, 2018-04-06 12:00:00, -9.75
None, -9.8, 4.32, 51.5, 49.52, 2018-04-06 13:00:00, -8.64
None, -8.6, 4.221, 49.5, 46.53, 2018-04-06 14:00:00, -7.129
None, -7.1, 4.784, 46.5, 44.24, 2018-04-06 15:00:00, -6.146
None, -6.1, 5.087, 44.2, 44.65, 2018-04-06 16:00:00, -5.917
None, -5.9, 5.4, 44.7, 46.15, 2018-04-06 17:00:00, -6.241
None, -6.2, 5.592, 46.2, 48.34, 2018-04-06 18:00:00, -6.651
None, -6.7, 4.404, 48.3, 50.47, 2018-04-06 19:00:00, -7.265
None, -7.3, 2.865, 50.5, 50.83, 2018-04-06 20:00:00, -7.565
None, -7.6, 2.156, 50.8, 54.11, 2018-04-06 21:00:00, -8.05
None, -8.1, 0.789, 54.1, 53.54, 2018-04-06 22:00:00, -7.422
None, -7.4, 0.852, 53.5, 57.88, 2018-04-06 23:00:00, -9.44
None, -9.4, 0.521, 57.9, 63.08, 2018-04-07 00:00:00, -11.42
None, -11.4, 0.997, 63.1, 64.51, 2018-04-07 01:00:00, -12.97
None, -13.0, 1.171, 64.5, 68.07, 2018-04-07 02:00:00, -14.61
None, -14.6, 1.682, 68.1, 70.08, 2018-04-07 03:00:00, -14.55
None, -14.6, 1.526, 70.1, 71.17, 2018-04-07 04:00:00, -12.86
None, -12.9, 1.186, 71.2, 69.2, 2018-04-07 05:00:00, -14.39
None, -14.4, 1.057, 69.2, 72.04, 2018-04-07 06:00:00, -16.33
None, -16.3, 1.014, 72.0, 72.76, 2018-04-07 07:00:00, -14.9
None, -14.9, 0.851, 72.8, 75.56, 2018-04-07 08:00:00, -13.46
None, -13.5, 1.992, 75.6, 61.04, 2018-04-07 09:00:00, -10.47
None, -10.5, 3.207, 61.0, 52.24, 2018-04-07 10:00:00, -8.49
None, -8.5, 3.473, 52.2, 50.38, 2018-04-07 11:00:00, -7.168
None, -7.2, 4.088, 50.4, 50.01, 2018-04-07 12:00:00, -6.248
None, -6.2, 4.15, 50.0, 50.41, 2018-04-07 13:00:00, -5.402
None, -5.4, 3.749, 50.4, 49.9, 2018-04-07 14:00:00, -4.592
None, -4.6, 4.753, 49.9, 48.68, 2018-04-07 15:00:00, -3.967
None, -4.0, 3.986, 48.7, 47.38, 2018-04-07 16:00:00, -3.481
None, -3.5, 4.899, 47.4, 47.76, 2018-04-07 17:00:00, -3.55
None, -3.5, 4.5, 47.8, 50.32, 2018-04-07 18:00:00, -4.111
None, -4.1, 4.361, 50.3, 53.33, 2018-04-07 19:00:00, -4.974
None, -5.0, 3.084, 53.3, 58.14, 2018-04-07 20:00:00, -6.641
None, -6.6, 1.604, 58.1, 58.57, 2018-04-07 21:00:00, -7.233
None, -7.2, 1.122, 58.6, 65.15, 2018-04-07 22:00:00, -9.32
None, -9.3, 0.515, 65.2, 63.49, 2018-04-07 23:00:00, -7.215
None, -7.2, 1.461, 63.5, 58.32, 2018-04-08 00:00:00, -6.691
None, -6.7, 1.081, 58.3, 60.33, 2018-04-08 01:00:00, -7.023
None, -7.0, 1.361, 60.3, 62.49, 2018-04-08 02:00:00, -7.117
None, -7.1, 1.528, 62.5, 61.94, 2018-04-08 03:00:00, -7.104
None, -7.1, 1.451, 61.9, 61.73, 2018-04-08 04:00:00, -7.177
None, -7.2, 1.258, 61.7, 65.78, 2018-04-08 05:00:00, -7.456
None, -7.5, 1.584, 65.8, 66.96, 2018-04-08 06:00:00, -7.551
None, -7.6, 1.182, 67.0, 68.25, 2018-04-08 07:00:00, -7.389
None, -7.4, 1.21, 68.3, 66.08, 2018-04-08 08:00:00, -6.827
None, -6.8, 1.701, 66.1, 63.46, 2018-04-08 09:00:00, -6.371
None, -6.4, 1.413, 63.5, 60.57, 2018-04-08 10:00:00, -5.662
None, -5.7, 1.017, 60.6, 56.2, 2018-04-08 11:00:00, -4.513
None, -4.5, 0.226, 56.2, 51.81, 2018-04-08 12:00:00, -2.995
None, -3.0, 0.146, 51.8, 46.11, 2018-04-08 13:00:00, -1.656
None, -1.7, 0.195, 46.1, 45.26, 2018-04-08 14:00:00, -0.145
None, -0.1, 0.271, 45.3, 45.92, 2018-04-08 15:00:00, 0.891
None, 0.9, 0.202, 45.9, 44.9, 2018-04-08 16:00:00, 1.679
None, 1.7, 0.777, 44.9, 39.63, 2018-04-08 17:00:00, 2.162
None, 2.2, 2.516, 39.6, 48.4, 2018-04-08 18:00:00, 1.489
None, 1.5, 2.228, 48.4, 50.17, 2018-04-08 19:00:00, 0.141
None, 0.1, 2.452, 50.2, 53.0, 2018-04-08 20:00:00, -1.08
None, -1.1, 2.567, 53.0, 58.73, 2018-04-08 21:00:00, -2.661
None, -2.7, 2.756, 58.7, 64.53, 2018-04-08 22:00:00, -3.356
None, -3.4, 3.333, 64.5, 69.26, 2018-04-08 23:00:00, -3.667
None, -3.7, 4.051, 69.3, 69.97, 2018-04-09 00:00:00, -3.539
None, -3.5, 4.114, 70.0, 69.79, 2018-04-09 01:00:00, -3.292
None, -3.3, 3.745, 69.8, 70.07, 2018-04-09 02:00:00, -3.496
None, -3.5, 3.145, 70.1, 71.99, 2018-04-09 03:00:00, -3.622
None, -3.6, 2.605, 72.0, 72.46, 2018-04-09 04:00:00, -3.509
None, -3.5, 0.833, 72.5, 73.49, 2018-04-09 05:00:00, -3.477
None, -3.5, 2.16, 73.5, 74.75, 2018-04-09 06:00:00, -4.77
None, -4.8, 1.584, 74.8, 74.16, 2018-04-09 07:00:00, -4.72
None, -4.7, 0.358, 74.2, 73.4, 2018-04-09 08:00:00, -3.657
None, -3.7, 0.74, 73.4, 68.72, 2018-04-09 09:00:00, -2.314
None, -2.3, 0.632, 68.7, 59.06, 2018-04-09 10:00:00, 0.286
None, 0.3, 0.398, 59.1, 55.24, 2018-04-09 11:00:00, 1.884
None, 1.9, 1.55, 55.2, 53.96, 2018-04-09 12:00:00, 3.273
None, 3.3, 2.539, 54.0, 53.84, 2018-04-09 13:00:00, 4.209
None, 4.2, 3.2, 53.8, 51.0, 2018-04-09 14:00:00, 5.105
None, 5.1, 3.673, 51.0, 47.6, 2018-04-09 15:00:00, 6.16
None, 6.2, 3.914, 47.6, 45.8, 2018-04-09 16:00:00, 7.377
None, 7.4, 4.172, 45.8, 44.36, 2018-04-09 17:00:00, 8.08
None, 8.1, 3.409, 44.4, 48.55, 2018-04-09 18:00:00, 7.175
None, 7.2, 3.295, 48.6, 51.66, 2018-04-09 19:00:00, 6.295
None, 6.3, 3.832, 51.7, 56.31, 2018-04-09 20:00:00, 5.001
None, 5.0, 1.693, 56.3, 65.42, 2018-04-09 21:00:00, 2.997
None, 3.0, 1.155, 65.4, 69.04, 2018-04-09 22:00:00, 1.736
None, 1.7, 1.588, 69.0, 71.99, 2018-04-09 23:00:00, 0.665
None, 0.7, 1.182, 72.0, 76.97, 2018-04-10 00:00:00, -0.472
None, -0.5, 0.512, 77.0, 78.93, 2018-04-10 01:00:00, -1.752
None, -1.8, 0.947, 78.9, 81.7, 2018-04-10 02:00:00, -1.576
None, -1.6, 1.497, 81.7, 82.5, 2018-04-10 03:00:00, -2.571
None, -2.6, 2.248, 82.5, 74.97, 2018-04-10 04:00:00, -2.194
None, -2.2, 3.078, 75.0, 56.42, 2018-04-10 05:00:00, -0.389
None, -0.4, 4.548, 56.4, 54.97, 2018-04-10 06:00:00, -0.503
None, -0.5, 1.952, 55.0, 57.56, 2018-04-10 07:00:00, -0.852
None, -0.9, 0.664, 57.6, 58.18, 2018-04-10 08:00:00, -0.257
None, -0.3, 2.356, 58.2, 59.04, 2018-04-10 09:00:00, 0.897
None, 0.9, 4.057, 59.0, 55.42, 2018-04-10 10:00:00, 1.41
None, 1.4, 4.731, 55.4, 51.09, 2018-04-10 11:00:00, 1.478
None, 1.5, 5.259, 51.1, 50.09, 2018-04-10 12:00:00, 1.294
None, 1.3, 5.09, 50.1, 49.34, 2018-04-10 13:00:00, 1.482
None, 1.5, 4.183, 49.3, 51.42, 2018-04-10 14:00:00, 1.825
None, 1.8, 3.958, 51.4, 60.82, 2018-04-10 15:00:00, 1.447
None, 1.4, 3.368, 60.8, 58.52, 2018-04-10 16:00:00, 1.655
None, 1.7, 4.752, 58.5, 67.06, 2018-04-10 17:00:00, 1.024
None, 1.0, 2.647, 67.1, 84.3, 2018-04-10 18:00:00, -0.231
None, -0.2, 2.657, 84.3, 89.8, 2018-04-10 19:00:00, -0.637
None, -0.6, 2.138, 89.8, 90.8, 2018-04-10 20:00:00, -0.72
None, -0.7, 2.449, 90.8, 90.2, 2018-04-10 21:00:00, -0.871
None, -0.9, 1.164, 90.2, 90.2, 2018-04-10 22:00:00, -1.263
None, -1.3, 1.553, 90.2, 89.7, 2018-04-10 23:00:00, -1.591
None, -1.6, 0.459, 89.7, 89.4, 2018-04-11 00:00:00, -1.67
None, -1.7, 0.44, 89.4, 87.0, 2018-04-11 01:00:00, -1.644
None, -1.6, 0.927, 87.0, 86.8, 2018-04-11 02:00:00, -1.511
None, -1.5, 0.706, 86.8, 83.8, 2018-04-11 03:00:00, -1.508
None, -1.5, 0.163, 83.8, 82.8, 2018-04-11 04:00:00, -1.63
None, -1.6, 0.217, 82.8, 82.2, 2018-04-11 05:00:00, -1.752
None, -1.8, 1.465, 82.2, 83.8, 2018-04-11 06:00:00, -1.801
None, -1.8, 2.058, 83.8, 85.0, 2018-04-11 07:00:00, -1.482
None, -1.5, 2.447, 85.0, 80.7, 2018-04-11 08:00:00, -1.251
None, -1.3, 2.249, 80.7, 78.92, 2018-04-11 09:00:00, -0.798
None, -0.8, 2.596, 78.9, 77.47, 2018-04-11 10:00:00, -0.261
None, -0.3, 2.459, 77.5, 72.97, 2018-04-11 11:00:00, 0.266
None, 0.3, 2.242, 73.0, 65.62, 2018-04-11 12:00:00, 0.667
None, 0.7, 1.624, 65.6, 63.31, 2018-04-11 13:00:00, 0.899
None, 0.9, 1.609, 63.3, 63.61, 2018-04-11 14:00:00, 1.122
None, 1.1, 2.438, 63.6, 64.2, 2018-04-11 15:00:00, 1.252
None, 1.3, 2.126, 64.2, 63.8, 2018-04-11 16:00:00, 1.23
None, 1.2, 2.577, 63.8, 63.97, 2018-04-11 17:00:00, 1.014
None, 1.0, 2.34, 64.0, 65.64, 2018-04-11 18:00:00, 0.805
None, 0.8, 2.538, 65.6, 68.66, 2018-04-11 19:00:00, 0.426
None, 0.4, 1.767, 68.7, 68.85, 2018-04-11 20:00:00, 0.39
None, 0.4, 1.694, 68.9, 74.4, 2018-04-11 21:00:00, -0.196
None, -0.2, 2.54, 74.4, 75.87, 2018-04-11 22:00:00, -0.156
None, -0.2, 3.486, 75.9, 72.29, 2018-04-11 23:00:00, -0.045
None, 0.0, 5.113, 72.3, 69.89, 2018-04-12 00:00:00, -0.259
None, -0.3, 4.86, 69.9, 71.57, 2018-04-12 01:00:00, -0.874
None, -0.9, 4.052, 71.6, 71.94, 2018-04-12 02:00:00, -1.133
None, -1.1, 4.188, 71.9, 73.3, 2018-04-12 03:00:00, -1.37
None, -1.4, 4.592, 73.3, 74.15, 2018-04-12 04:00:00, -1.492
None, -1.5, 4.575, 74.2, 73.78, 2018-04-12 05:00:00, -1.577
None, -1.6, 2.916, 73.8, 73.46, 2018-04-12 06:00:00, -1.46
None, -1.5, 2.882, 73.5, 74.11, 2018-04-12 07:00:00, -1.479
None, -1.5, 2.602, 74.1, 74.31, 2018-04-12 08:00:00, -1.32
None, -1.3, 2.462, 74.3, 73.04, 2018-04-12 09:00:00, -0.823
None, -0.8, 2.296, 73.0, 70.75, 2018-04-12 10:00:00, -0.125
None, -0.1, 2.675, 70.8, 66.83, 2018-04-12 11:00:00, 0.728
None, 0.7, 3.664, 66.8, 68.59, 2018-04-12 12:00:00, 0.799
None, 0.8, 4.06, 68.6, 69.92, 2018-04-12 13:00:00, 0.818
None, 0.8, 2.618, 69.9, 70.47, 2018-04-12 14:00:00, 0.957
None, 1.0, 3.935, 70.5, 69.0, 2018-04-12 15:00:00, 1.559
None, 1.6, 3.734, 69.0, 69.04, 2018-04-12 16:00:00, 1.695
None, 1.7, 2.973, 69.0, 69.35, 2018-04-12 17:00:00, 1.836
None, 1.8, 2.414, 69.4, 72.93, 2018-04-12 18:00:00, 1.867
None, 1.9, 2.501, 72.9, 82.3, 2018-04-12 19:00:00, 1.12
None, 1.1, 1.906, 82.3, 88.3, 2018-04-12 20:00:00, 0.565
None, 0.6, 2.531, 88.3, 90.4, 2018-04-12 21:00:00, 0.192
None, 0.2, 2.607, 90.4, 87.2, 2018-04-12 22:00:00, 0.456
None, 0.5, 3.217, 87.2, 85.2, 2018-04-12 23:00:00, 0.449
None, 0.4, 3.558, 85.2, 84.9, 2018-04-13 00:00:00, 0.473
None, 0.5, 2.878, 84.9, 85.6, 2018-04-13 01:00:00, 0.224
None, 0.2, 1.893, 85.6, 88.4, 2018-04-13 02:00:00, -0.651
None, -0.7, 0.678, 88.4, 90.7, 2018-04-13 03:00:00, -1.32
None, -1.3, 0.704, 90.7, 91.6, 2018-04-13 04:00:00, -2.485
None, -2.5, 1.217, 91.6, 92.1, 2018-04-13 05:00:00, -2.832
None, -2.8, 0.737, 92.1, 92.2, 2018-04-13 06:00:00, -2.456
None, -2.5, 0.564, 92.2, 92.3, 2018-04-13 07:00:00, -2.22
None, -2.2, 0.473, 92.3, 92.4, 2018-04-13 08:00:00, -2.087
None, -2.1, 0.253, 92.4, 92.7, 2018-04-13 09:00:00, -1.551
None, -1.6, 0.632, 92.7, 92.8, 2018-04-13 10:00:00, -0.633
None, -0.6, 0.483, 92.8, 86.8, 2018-04-13 11:00:00, 1.637
None, 1.6, 0.622, 86.8, 64.31, 2018-04-13 12:00:00, 4.722
None, 4.7, 2.398, 64.3, 44.08, 2018-04-13 13:00:00, 7.754
None, 7.8, 4.618, 44.1, 35.03, 2018-04-13 14:00:00, 9.06
None, 9.1, 4.697, 35.0, 34.08, 2018-04-13 15:00:00, 9.12
None, 9.1, 5.855, 34.1, 33.85, 2018-04-13 16:00:00, 8.66
None, 8.7, 4.574, 33.9, 38.28, 2018-04-13 17:00:00, 8.12
None, 8.1, 4.494, 38.3, 43.34, 2018-04-13 18:00:00, 7.672
None, 7.7, 1.46, 43.3, 53.27, 2018-04-13 19:00:00, 6.128
None, 6.1, 0.724, 53.3, 56.25, 2018-04-13 20:00:00, 5.426
None, 5.4, 1.107, 56.3, 56.3, 2018-04-13 21:00:00, 5.403
