station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, -8.5, None, 2018-01-01 00:00:00, -8.50083
None, -8.5, 2.57111, 2018-01-01 01:00:00, -8.47472
None, -8.5, 1.13028, 2018-01-01 02:00:00, -8.51291
None, -8.8, 0.627222, 2018-01-01 03:00:00, -8.81806
None, -9.0, 0.740137, 2018-01-01 04:00:00, -8.9993
None, -9.1, 0.633401, 2018-01-01 05:00:00, -9.08972
None, -9.0, 0.566735, 2018-01-01 06:00:00, -9.02597
None, -8.9, 0.647985, 2018-01-01 07:00:00, -8.93556
None, -8.8, 0.751735, 2018-01-01 08:00:00, -8.82722
None, -8.9, None, 2018-01-01 09:00:00, -8.86541
None, -8.7, None, 2018-01-01 10:00:00, -8.65514
None, -8.4, None, 2018-01-01 11:00:00, -8.42014
None, -8.1, None, 2018-01-01 12:00:00, -8.05208
None, -7.8, None, 2018-01-01 13:00:00, -7.81125
None, -7.6, None, 2018-01-01 14:00:00, -7.57042
None, -7.3, None, 2018-01-01 15:00:00, -7.33153
None, -7.0, None, 2018-01-01 16:00:00, -7.03847
None, -6.9, None, 2018-01-01 17:00:00, -6.85667
None, -6.7, None, 2018-01-01 18:00:00, -6.72486
None, -6.7, None, 2018-01-01 19:00:00, -6.68097
None, -6.5, None, 2018-01-01 20:00:00, -6.51972
None, -6.4, None, 2018-01-01 21:00:00, -6.42014
None, -6.3, None, 2018-01-01 22:00:00, -6.29541
None, -6.2, 0.58854, 2018-01-01 23:00:00, -6.20125
None, -6.2, 0.676388, 2018-01-02 00:00:00, -6.18597
None, -6.2, None, 2018-01-02 01:00:00, -6.15778
None, -6.2, None, 2018-01-02 02:00:00, -6.17903
None, -5.9, None, 2018-01-02 03:00:00, -5.93139
None, -5.8, None, 2018-01-02 04:00:00, -5.79556
None, -5.8, None, 2018-01-02 05:00:00, -5.78069
None, -5.5, None, 2018-01-02 06:00:00, -5.54361
None, -5.3, None, 2018-01-02 07:00:00, -5.27944
None, -5.1, None, 2018-01-02 08:00:00, -5.1375
None, -4.9, None, 2018-01-02 09:00:00, -4.93639
None, -4.8, None, 2018-01-02 10:00:00, -4.785
None, -4.4, None, 2018-01-02 11:00:00, -4.40861
None, -3.8, None, 2018-01-02 12:00:00, -3.82222
None, -3.1, 0.589165, 2018-01-02 13:00:00, -3.11125
None, -2.7, None, 2018-01-02 14:00:00, -2.72667
None, -2.2, 0.894652, 2018-01-02 15:00:00, -2.22069
None, -2.1, 0.813332, 2018-01-02 16:00:00, -2.07986
None, -2.4, 1.2368, 2018-01-02 17:00:00, -2.37778
None, -3.0, None, 2018-01-02 18:00:00, -2.96931
None, -3.6, None, 2018-01-02 19:00:00, -3.57903
None, -4.4, None, 2018-01-02 20:00:00, -4.38653
None, -4.8, None, 2018-01-02 21:00:00, -4.84236
None, -4.7, 0.670415, 2018-01-02 22:00:00, -4.66889
None, -5.0, None, 2018-01-02 23:00:00, -4.99389
None, -4.5, 0.780694, 2018-01-03 00:00:00, -4.52736
None, -4.1, None, 2018-01-03 01:00:00, -4.09861
None, -3.9, None, 2018-01-03 02:00:00, -3.91472
None, -3.7, 0.900207, 2018-01-03 03:00:00, -3.73875
None, -3.6, 0.561318, 2018-01-03 04:00:00, -3.58069
None, -3.4, 0.584026, 2018-01-03 05:00:00, -3.3525
None, -3.4, None, 2018-01-03 06:00:00, -3.35514
None, -3.4, None, 2018-01-03 07:00:00, -3.39222
None, -3.3, None, 2018-01-03 08:00:00, -3.34681
None, -3.2, None, 2018-01-03 09:00:00, -3.16819
None, -3.0, None, 2018-01-03 10:00:00, -3.03111
None, -2.6, None, 2018-01-03 11:00:00, -2.56028
None, -2.0, None, 2018-01-03 12:00:00, -2.02167
None, -1.5, None, 2018-01-03 13:00:00, -1.51569
None, -1.1, None, 2018-01-03 14:00:00, -1.08542
None, -0.6, None, 2018-01-03 15:00:00, -0.585694
None, -0.2, None, 2018-01-03 16:00:00, -0.233843
None, -0.3, None, 2018-01-03 17:00:00, -0.263054
None, -0.5, None, 2018-01-03 18:00:00, -0.4575
None, -0.5, None, 2018-01-03 19:00:00, -0.487637
None, -0.5, None, 2018-01-03 20:00:00, -0.547083
None, -0.6, None, 2018-01-03 21:00:00, -0.604583
None, -0.6, 0.694721, 2018-01-03 22:00:00, -0.594582
None, -0.3, 1.0191, 2018-01-03 23:00:00, -0.308194
None, -0.6, 0.595485, 2018-01-04 00:00:00, -0.582916
None, -0.6, None, 2018-01-04 01:00:00, -0.590277
None, -0.5, None, 2018-01-04 02:00:00, -0.509998
None, -0.5, 0.688054, 2018-01-04 03:00:00, -0.517221
None, -0.7, None, 2018-01-04 04:00:00, -0.650416
None, -0.8, None, 2018-01-04 05:00:00, -0.794444
None, -0.8, None, 2018-01-04 06:00:00, -0.769999
None, -0.7, None, 2018-01-04 07:00:00, -0.717777
None, -0.7, 0.582082, 2018-01-04 08:00:00, -0.710555
None, -0.5, 0.841804, 2018-01-04 09:00:00, -0.526526
None, -0.5, None, 2018-01-04 10:00:00, -0.502637
None, -0.1, 0.980902, 2018-01-04 11:00:00, -0.053888
None, 0.2, 1.22653, 2018-01-04 12:00:00, 0.22361
None, 0.5, 0.609583, 2018-01-04 13:00:00, 0.480832
None, 0.7, 1.41215, 2018-01-04 14:00:00, 0.684305
None, 0.7, 1.64944, 2018-01-04 15:00:00, 0.726387
None, 0.7, 0.993818, 2018-01-04 16:00:00, 0.705416
None, 0.8, 1.5859, 2018-01-04 17:00:00, 0.808193
None, 0.6, None, 2018-01-04 18:00:00, 0.58736
None, 0.6, None, 2018-01-04 19:00:00, 0.592916
None, 0.8, 1.10389, 2018-01-04 20:00:00, 0.757915
None, 0.7, 1.18743, 2018-01-04 21:00:00, 0.662361
None, 0.8, 2.41583, 2018-01-04 22:00:00, 0.775833
None, 0.9, 2.1091, 2018-01-04 23:00:00, 0.892638
None, 0.9, None, 2018-01-05 00:00:00, 0.850832
None, 0.8, 0.830277, 2018-01-05 01:00:00, 0.788194
None, 0.8, None, 2018-01-05 02:00:00, 0.760972
None, 0.6, None, 2018-01-05 03:00:00, 0.617637
None, 0.7, None, 2018-01-05 04:00:00, 0.679861
None, 0.5, None, 2018-01-05 05:00:00, 0.530277
None, 0.5, None, 2018-01-05 06:00:00, 0.542777
None, 0.6, None, 2018-01-05 07:00:00, 0.635137
None, 0.9, None, 2018-01-05 08:00:00, 0.898333
None, 1.9, 1.97673, 2018-01-05 09:00:00, 1.93722
None, 3.9, 6.47222, 2018-01-05 10:00:00, 3.91375
None, 2.9, 0.82486, 2018-01-05 11:00:00, 2.88833
None, 2.5, 0.838333, 2018-01-05 12:00:00, 2.51764
None, 3.6, 1.35701, 2018-01-05 13:00:00, 3.57736
None, 3.6, 1.51722, 2018-01-05 14:00:00, 3.60889
None, 4.3, 2.86083, 2018-01-05 15:00:00, 4.30278
None, 4.2, 1.73424, 2018-01-05 16:00:00, 4.22166
None, 3.9, 0.98868, 2018-01-05 17:00:00, 3.8793
None, 3.8, 1.60063, 2018-01-05 18:00:00, 3.82306
None, 4.0, 3.69028, 2018-01-05 19:00:00, 3.97833
None, 4.0, 6.90549, 2018-01-05 20:00:00, 3.98097
None, 4.3, 7.27708, 2018-01-05 21:00:00, 4.28042
None, 4.7, 8.21278, 2018-01-05 22:00:00, 4.68917
None, 4.3, 9.23882, 2018-01-05 23:00:00, 4.30361
None, 4.0, 7.98708, 2018-01-06 00:00:00, 3.95819
None, 3.9, 7.56243, 2018-01-06 01:00:00, 3.85264
None, 3.4, 4.9984, 2018-01-06 02:00:00, 3.44111
None, 3.0, 4.64889, 2018-01-06 03:00:00, 2.98708
None, 2.9, 1.75563, 2018-01-06 04:00:00, 2.8918
None, 2.8, 1.55222, 2018-01-06 05:00:00, 2.76917
None, 2.0, None, 2018-01-06 06:00:00, 2.01139
None, 1.7, 0.557847, 2018-01-06 07:00:00, 1.71667
None, 2.2, 1.43687, 2018-01-06 08:00:00, 2.19764
None, 1.4, None, 2018-01-06 09:00:00, 1.43583
None, 2.4, 2.48035, 2018-01-06 10:00:00, 2.36847
None, 2.8, 6.2675, 2018-01-06 11:00:00, 2.75875
None, 2.8, 6.89576, 2018-01-06 12:00:00, 2.79611
None, 3.0, 7.94514, 2018-01-06 13:00:00, 3.02861
None, 3.1, 7.39493, 2018-01-06 14:00:00, 3.09847
None, 3.1, 7.8793, 2018-01-06 15:00:00, 3.09125
None, 3.1, 7.6925, 2018-01-06 16:00:00, 3.13903
None, 3.1, 6.32778, 2018-01-06 17:00:00, 3.13597
None, 3.0, 4.27653, 2018-01-06 18:00:00, 2.95542
None, 2.8, 0.793819, 2018-01-06 19:00:00, 2.84208
None, 2.9, 2.50521, 2018-01-06 20:00:00, 2.88305
None, 2.8, 1.85639, 2018-01-06 21:00:00, 2.81375
None, 2.6, 0.781875, 2018-01-06 22:00:00, 2.5818
None, 1.8, None, 2018-01-06 23:00:00, 1.82111
None, 1.5, None, 2018-01-07 00:00:00, 1.54361
None, 1.5, None, 2018-01-07 01:00:00, 1.52986
None, 1.4, None, 2018-01-07 02:00:00, 1.41597
None, 1.1, None, 2018-01-07 03:00:00, 1.10306
None, 0.8, None, 2018-01-07 04:00:00, 0.832221
None, 0.8, None, 2018-01-07 05:00:00, 0.8125
None, 0.9, 0.867083, 2018-01-07 06:00:00, 0.854861
None, 1.3, 3.68868, 2018-01-07 07:00:00, 1.32625
None, 1.3, 0.65125, 2018-01-07 08:00:00, 1.29903
None, 1.3, 1.73, 2018-01-07 09:00:00, 1.33264
None, 1.4, 1.05979, 2018-01-07 10:00:00, 1.42694
None, 1.7, 1.66201, 2018-01-07 11:00:00, 1.7425
None, 1.9, 0.647985, 2018-01-07 12:00:00, 1.89611
None, 1.8, None, 2018-01-07 13:00:00, 1.8025
None, 2.0, 0.819721, 2018-01-07 14:00:00, 1.97694
None, 2.2, 3.0993, 2018-01-07 15:00:00, 2.19542
None, 2.0, 4.87833, 2018-01-07 16:00:00, 1.9718
None, 1.5, 4.54694, 2018-01-07 17:00:00, 1.45486
None, 1.2, 1.16722, 2018-01-07 18:00:00, 1.2325
None, 0.8, None, 2018-01-07 19:00:00, 0.76736
None, 1.0, 0.966736, 2018-01-07 20:00:00, 0.99611
None, 0.9, None, 2018-01-07 21:00:00, 0.946805
None, 1.0, None, 2018-01-07 22:00:00, 1.03208
None, 0.9, None, 2018-01-07 23:00:00, 0.880415
None, 1.0, 0.698055, 2018-01-08 00:00:00, 1.02083
None, 0.8, None, 2018-01-08 01:00:00, 0.766111
None, 0.6, None, 2018-01-08 02:00:00, 0.55
None, 0.5, None, 2018-01-08 03:00:00, 0.542361
None, 0.5, None, 2018-01-08 04:00:00, 0.518472
None, 0.4, None, 2018-01-08 05:00:00, 0.373887
None, 0.2, None, 2018-01-08 06:00:00, 0.249304
None, 0.3, None, 2018-01-08 07:00:00, 0.25986
None, 0.3, None, 2018-01-08 08:00:00, 0.251805
None, 0.3, None, 2018-01-08 09:00:00, 0.25986
None, 0.4, None, 2018-01-08 10:00:00, 0.448193
None, 0.7, None, 2018-01-08 11:00:00, 0.67611
None, 1.5, 1.12875, 2018-01-08 12:00:00, 1.47306
None, 3.4, 8.57104, 2018-01-08 13:00:00, 3.40514
None, 4.3, 7.63785, 2018-01-08 14:00:00, 4.30736
None, 5.1, 10.0049, 2018-01-08 15:00:00, 5.07333
None, 5.3, 8.95097, 2018-01-08 16:00:00, 5.29667
None, 5.3, 10.2745, 2018-01-08 17:00:00, 5.32125
None, 4.9, 7.31048, 2018-01-08 18:00:00, 4.91861
None, 4.4, 4.7466, 2018-01-08 19:00:00, 4.44417
None, 3.9, 1.18028, 2018-01-08 20:00:00, 3.85083
None, 3.7, 0.777152, 2018-01-08 21:00:00, 3.66667
None, 2.8, 1.35549, 2018-01-08 22:00:00, 2.78014
None, 1.3, None, 2018-01-08 23:00:00, 1.32153
None, 1.1, None, 2018-01-09 00:00:00, 1.06653
None, 0.7, None, 2018-01-09 01:00:00, 0.742776
None, 0.7, None, 2018-01-09 02:00:00, 0.730138
None, 0.8, None, 2018-01-09 03:00:00, 0.769026
None, 0.7, None, 2018-01-09 04:00:00, 0.695276
None, 0.6, None, 2018-01-09 05:00:00, 0.64486
None, 0.5, None, 2018-01-09 06:00:00, 0.505693
None, 0.5, 0.590555, 2018-01-09 07:00:00, 0.53861
None, 0.5, None, 2018-01-09 08:00:00, 0.457361
None, 0.4, None, 2018-01-09 09:00:00, 0.41361
None, 0.5, None, 2018-01-09 10:00:00, 0.455832
None, 0.5, None, 2018-01-09 11:00:00, 0.536943
None, 1.0, 0.876388, 2018-01-09 12:00:00, 0.950276
None, 1.4, 0.900207, 2018-01-09 13:00:00, 1.36028
None, 1.7, 0.593472, 2018-01-09 14:00:00, 1.70333
None, 2.0, 0.572776, 2018-01-09 15:00:00, 2.0475
None, 1.9, None, 2018-01-09 16:00:00, 1.91528
None, 1.4, None, 2018-01-09 17:00:00, 1.35569
None, 0.9, None, 2018-01-09 18:00:00, 0.880554
None, 0.7, None, 2018-01-09 19:00:00, 0.734305
None, 0.5, None, 2018-01-09 20:00:00, 0.498887
None, 0.3, None, 2018-01-09 21:00:00, 0.302082
None, 0.1, 0.76625, 2018-01-09 22:00:00, 0.146248
None, 0.1, None, 2018-01-09 23:00:00, 0.115415
None, -0.1, None, 2018-01-10 00:00:00, -0.090277
None, 0.0, None, 2018-01-10 01:00:00, -0.044443
None, 0.3, None, 2018-01-10 02:00:00, 0.288194
None, -0.2, None, 2018-01-10 03:00:00, -0.230138
None, -0.7, None, 2018-01-10 04:00:00, -0.738054
None, -1.1, None, 2018-01-10 05:00:00, -1.07583
None, -1.5, None, 2018-01-10 06:00:00, -1.53708
None, -2.1, None, 2018-01-10 07:00:00, -2.06597
None, -3.0, 2.17076, 2018-01-10 08:00:00, -2.97569
None, -3.8, 6.62069, 2018-01-10 09:00:00, -3.80583
None, -4.0, 7.13243, 2018-01-10 10:00:00, -4.03958
None, -3.8, 6.48104, 2018-01-10 11:00:00, -3.79028
None, -3.6, 6.67333, 2018-01-10 12:00:00, -3.62264
None, -3.7, 7.00632, 2018-01-10 13:00:00, -3.70625
None, -3.4, 6.00063, 2018-01-10 14:00:00, -3.38944
None, -3.4, 6.33451, 2018-01-10 15:00:00, -3.42903
None, -3.7, 5.005, 2018-01-10 16:00:00, -3.72653
None, -4.0, 5.52972, 2018-01-10 17:00:00, -4.00167
None, -4.3, 7.12889, 2018-01-10 18:00:00, -4.31583
None, -4.8, 5.59896, 2018-01-10 19:00:00, -4.76347
None, -5.3, 6.94923, 2018-01-10 20:00:00, -5.26972
None, -6.1, 5.54951, 2018-01-10 21:00:00, -6.05569
None, -6.7, 4.94112, 2018-01-10 22:00:00, -6.73356
None, -7.3, 5.8291, 2018-01-10 23:00:00, -7.26819
None, -7.6, 5.72375, 2018-01-11 00:00:00, -7.57069
None, -7.9, 4.88201, 2018-01-11 01:00:00, -7.87778
None, -8.3, 5.97868, 2018-01-11 02:00:00, -8.27417
None, -8.7, 5.36097, 2018-01-11 03:00:00, -8.71625
None, -9.0, 6.38153, 2018-01-11 04:00:00, -9.04153
None, -9.3, 6.63764, 2018-01-11 05:00:00, -9.28472
None, -9.6, 7.57028, 2018-01-11 06:00:00, -9.59778
None, -10.0, 7.76465, 2018-01-11 07:00:00, -9.95847
None, -10.2, 7.56722, 2018-01-11 08:00:00, -10.2456
None, -10.5, 7.23507, 2018-01-11 09:00:00, -10.5268
None, -10.7, 7.51875, 2018-01-11 10:00:00, -10.6618
None, -10.3, 8.68076, 2018-01-11 11:00:00, -10.3335
None, -9.7, 9.42465, 2018-01-11 12:00:00, -9.66111
None, -9.0, 8.64222, 2018-01-11 13:00:00, -8.99361
None, -8.6, 10.8258, 2018-01-11 14:00:00, -8.64264
None, -9.0, 9.25951, 2018-01-11 15:00:00, -8.98153
None, -9.0, 8.78993, 2018-01-11 16:00:00, -9.03236
None, -9.5, 8.30305, 2018-01-11 17:00:00, -9.52694
None, -9.9, 7.06104, 2018-01-11 18:00:00, -9.87333
None, -10.0, 6.59514, 2018-01-11 19:00:00, -10.0208
None, -10.3, 6.10132, 2018-01-11 20:00:00, -10.2639
None, -10.3, 7.1141, 2018-01-11 21:00:00, -10.296
None, -10.4, 6.11097, 2018-01-11 22:00:00, -10.4215
None, -10.5, 6.76944, 2018-01-11 23:00:00, -10.4844
None, -10.5, 6.0984, 2018-01-12 00:00:00, -10.5367
None, -10.7, 5.39215, 2018-01-12 01:00:00, -10.7379
None, -10.8, 5.19833, 2018-01-12 02:00:00, -10.7828
None, -10.8, 4.69979, 2018-01-12 03:00:00, -10.7528
None, -10.6, 4.73479, 2018-01-12 04:00:00, -10.5932
None, -10.5, 4.34201, 2018-01-12 05:00:00, -10.5008
None, -10.4, 4.51882, 2018-01-12 06:00:00, -10.3865
None, -10.3, 5.64451, 2018-01-12 07:00:00, -10.2642
None, -10.3, 3.62458, 2018-01-12 08:00:00, -10.2989
