station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time, avg_air_temp_pst1hr
None, -10.5, 1.023, None, 2018-01-04 12:00:00, -10.52
None, -9.4, 1.231, None, 2018-01-04 13:00:00, -9.45
None, -8.4, 0.419999, None, 2018-01-04 14:00:00, -8.43
None, -7.7, 1.082, None, 2018-01-04 15:00:00, -7.71
None, -7.3, 0.736, None, 2018-01-04 16:00:00, -7.35
None, -7.4, 1.241, None, 2018-01-04 17:00:00, -7.4
None, -7.2, 0.794, None, 2018-01-04 18:00:00, -7.2
None, -7.5, 1.008, None, 2018-01-04 19:00:00, -7.5
None, -7.7, 1.231, None, 2018-01-04 20:00:00, -7.66
None, -7.6, 0.834999, None, 2018-01-04 21:00:00, -7.58
None, -7.6, 1.091, None, 2018-01-04 22:00:00, -7.59
None, -7.8, 1.348, None, 2018-01-04 23:00:00, -7.85
None, -7.8, 1.326, None, 2018-01-05 00:00:00, -7.75
None, -7.6, 0.941999, None, 2018-01-05 01:00:00, -7.57
None, -7.5, 0.536, None, 2018-01-05 02:00:00, -7.48
None, -7.2, 1.376, None, 2018-01-05 03:00:00, -7.24
None, -6.8, 1.673, None, 2018-01-05 04:00:00, -6.755
None, -6.4, 1.177, None, 2018-01-05 05:00:00, -6.398
None, -6.1, 1.976, None, 2018-01-05 06:00:00, -6.104
None, -5.9, 2.008, None, 2018-01-05 07:00:00, -5.854
None, -6.1, 1.713, None, 2018-01-05 08:00:00, -6.133
None, -6.0, 1.669, None, 2018-01-05 09:00:00, -5.985
None, -5.5, 1.837, None, 2018-01-05 10:00:00, -5.5
None, -4.5, 1.875, None, 2018-01-05 11:00:00, -4.498
None, -3.7, 1.703, None, 2018-01-05 12:00:00, -3.71
None, -3.0, 1.74, None, 2018-01-05 13:00:00, -3.013
None, -2.2, 2.181, None, 2018-01-05 14:00:00, -2.19
None, -1.4, 1.882, None, 2018-01-05 15:00:00, -1.416
None, -0.6, 1.789, None, 2018-01-05 16:00:00, -0.638998
None, -0.8, 1.47, None, 2018-01-05 17:00:00, -0.757
None, -0.8, 1.438, None, 2018-01-05 18:00:00, -0.800998
None, -0.4, 0.629, None, 2018-01-05 19:00:00, -0.372999
None, 1.4, 1.214, None, 2018-01-05 20:00:00, 1.374
None, 2.1, 1.494, None, 2018-01-05 21:00:00, 2.114
None, 1.8, 1.602, None, 2018-01-05 22:00:00, 1.84
None, 1.6, 1.09, None, 2018-01-05 23:00:00, 1.611
None, 1.7, 2.273, None, 2018-01-06 00:00:00, 1.711
None, 1.1, 2.02, None, 2018-01-06 01:00:00, 1.056
None, 0.9, 1.088, None, 2018-01-06 02:00:00, 0.936999
None, 0.8, 1.935, None, 2018-01-06 03:00:00, 0.759
None, 0.6, 2.495, None, 2018-01-06 04:00:00, 0.559
None, 0.7, 2.61, None, 2018-01-06 05:00:00, 0.667999
None, 0.6, 2.911, None, 2018-01-06 06:00:00, 0.586
None, 1.0, 4.942, None, 2018-01-06 07:00:00, 0.959999
None, 0.1, 2.884, None, 2018-01-06 08:00:00, 0.116999
None, -0.5, 1.661, None, 2018-01-06 09:00:00, -0.501999
None, -0.4, 1.868, None, 2018-01-06 10:00:00, -0.409999
None, -0.4, 2.157, None, 2018-01-06 11:00:00, -0.411
None, -0.1, 2.117, None, 2018-01-06 12:00:00, -0.109999
None, -0.1, 1.82, None, 2018-01-06 13:00:00, -0.14
None, 0.2, 3.785, None, 2018-01-06 14:00:00, 0.247998
None, -0.2, 2.963, None, 2018-01-06 15:00:00, -0.15
None, 0.0, 3.603, None, 2018-01-06 16:00:00, 0.006
None, 0.4, 4.71, None, 2018-01-06 17:00:00, 0.375
None, 0.2, 4.117, None, 2018-01-06 18:00:00, 0.171
None, -0.2, 3.806, None, 2018-01-06 19:00:00, -0.194
None, 0.0, 4.362, None, 2018-01-06 20:00:00, -0.020998
None, 0.3, 4.483, None, 2018-01-06 21:00:00, 0.275
None, 0.7, 5.341, None, 2018-01-06 22:00:00, 0.662998
None, 1.0, 5.752, None, 2018-01-06 23:00:00, 1.041
None, 1.3, 4.584, None, 2018-01-07 00:00:00, 1.257
None, 1.0, 3.889, None, 2018-01-07 01:00:00, 0.953998
None, 0.8, 3.208, None, 2018-01-07 02:00:00, 0.768998
None, 0.7, 3.325, None, 2018-01-07 03:00:00, 0.704999
None, 1.0, 4.063, None, 2018-01-07 04:00:00, 0.989
None, 1.2, 3.784, None, 2018-01-07 05:00:00, 1.199
None, 1.2, 3.156, None, 2018-01-07 06:00:00, 1.187
None, 0.8, 1.998, None, 2018-01-07 07:00:00, 0.79
None, -0.1, 1.38, None, 2018-01-07 08:00:00, -0.079
None, -0.5, 1.331, None, 2018-01-07 09:00:00, -0.467999
None, -0.9, 1.803, None, 2018-01-07 10:00:00, -0.859
None, -1.1, 1.99, None, 2018-01-07 11:00:00, -1.064
None, -1.0, 1.731, None, 2018-01-07 12:00:00, -0.966
None, -1.0, 2.024, None, 2018-01-07 13:00:00, -0.966
None, -0.7, 1.993, None, 2018-01-07 14:00:00, -0.694998
None, -0.4, 2.43, None, 2018-01-07 15:00:00, -0.352999
None, -0.3, 1.897, None, 2018-01-07 16:00:00, -0.298999
None, -0.2, 1.856, None, 2018-01-07 17:00:00, -0.216
None, -0.1, 2.93, None, 2018-01-07 18:00:00, -0.123
None, -0.1, 2.234, None, 2018-01-07 19:00:00, -0.096
None, -0.2, 1.457, None, 2018-01-07 20:00:00, -0.216998
None, 0.4, 1.787, None, 2018-01-07 21:00:00, 0.439999
None, 2.3, 2.736, None, 2018-01-07 22:00:00, 2.251
None, 2.2, 1.658, None, 2018-01-07 23:00:00, 2.163
None, 2.3, 4.046, None, 2018-01-08 00:00:00, 2.257
None, 2.4, 5.227, None, 2018-01-08 01:00:00, 2.415
None, 2.8, 6.786, None, 2018-01-08 02:00:00, 2.826
None, 2.8, 6.748, None, 2018-01-08 03:00:00, 2.81
None, 3.3, 8.48, None, 2018-01-08 04:00:00, 3.315
None, 3.2, 7.89, None, 2018-01-08 05:00:00, 3.244
None, 3.3, 5.778, None, 2018-01-08 06:00:00, 3.267
None, 3.1, 3.197, None, 2018-01-08 07:00:00, 3.137
None, 2.9, 2.481, None, 2018-01-08 08:00:00, 2.924
None, 2.8, 2.475, None, 2018-01-08 09:00:00, 2.768
None, 2.6, 1.344, None, 2018-01-08 10:00:00, 2.568
None, 3.1, 3.011, None, 2018-01-08 11:00:00, 3.144
None, 3.4, 3.179, None, 2018-01-08 12:00:00, 3.42
None, 3.6, 2.476, None, 2018-01-08 13:00:00, 3.626
None, 3.7, 2.337, None, 2018-01-08 14:00:00, 3.709
None, 3.6, 3.1, None, 2018-01-08 15:00:00, 3.558
None, 3.4, 3.332, None, 2018-01-08 16:00:00, 3.425
None, 3.4, 4.087, None, 2018-01-08 17:00:00, 3.436
None, 3.4, 4.017, None, 2018-01-08 18:00:00, 3.424
None, 3.5, 3.122, None, 2018-01-08 19:00:00, 3.51
None, 3.5, 4.823, None, 2018-01-08 20:00:00, 3.483
None, 2.8, 4.602, None, 2018-01-08 21:00:00, 2.811
None, 2.4, 3.875, None, 2018-01-08 22:00:00, 2.354
None, 2.0, 2.735, None, 2018-01-08 23:00:00, 2.027
None, 1.9, 2.189, None, 2018-01-09 00:00:00, 1.868
None, 1.8, 2.281, None, 2018-01-09 01:00:00, 1.775
None, 1.6, 2.229, None, 2018-01-09 02:00:00, 1.6
None, 1.4, 2.327, None, 2018-01-09 03:00:00, 1.431
None, 0.8, 1.656, None, 2018-01-09 04:00:00, 0.809
None, -1.8, 3.535, None, 2018-01-09 05:00:00, -1.784
None, -4.5, 3.75, None, 2018-01-09 06:00:00, -4.464
None, -6.2, 4.232, None, 2018-01-09 07:00:00, -6.163
None, -7.2, 4.44, None, 2018-01-09 08:00:00, -7.24
None, -8.4, 5.131, None, 2018-01-09 09:00:00, -8.38
None, -9.4, 4.468, None, 2018-01-09 10:00:00, -9.38
None, -10.0, 4.422, None, 2018-01-09 11:00:00, -10.03
None, -10.5, 4.17, None, 2018-01-09 12:00:00, -10.53
None, -11.0, 4.353, None, 2018-01-09 13:00:00, -11.0
None, -11.4, 4.477, None, 2018-01-09 14:00:00, -11.42
None, -12.1, 4.597, None, 2018-01-09 15:00:00, -12.09
None, -12.9, 4.685, None, 2018-01-09 16:00:00, -12.87
None, -13.7, 4.532, None, 2018-01-09 17:00:00, -13.68
None, -14.2, 4.109, None, 2018-01-09 18:00:00, -14.23
None, -14.7, 3.748, None, 2018-01-09 19:00:00, -14.66
None, -15.2, 3.459, None, 2018-01-09 20:00:00, -15.15
None, -15.7, 3.72, None, 2018-01-09 21:00:00, -15.73
None, -16.4, 2.952, None, 2018-01-09 22:00:00, -16.38
None, -16.7, 2.674, None, 2018-01-09 23:00:00, -16.72
None, -17.3, 3.607, None, 2018-01-10 00:00:00, -17.26
None, -17.9, 3.658, None, 2018-01-10 01:00:00, -17.88
None, -18.2, 3.826, None, 2018-01-10 02:00:00, -18.18
None, -18.5, 3.503, None, 2018-01-10 03:00:00, -18.45
None, -18.6, 3.449, None, 2018-01-10 04:00:00, -18.63
None, -18.9, 3.698, None, 2018-01-10 05:00:00, -18.88
None, -19.3, 3.077, None, 2018-01-10 06:00:00, -19.25
None, -19.7, 3.187, None, 2018-01-10 07:00:00, -19.71
None, -20.0, 2.753, None, 2018-01-10 08:00:00, -19.98
None, -20.1, 2.448, None, 2018-01-10 09:00:00, -20.13
None, -20.3, 2.693, None, 2018-01-10 10:00:00, -20.29
None, -20.2, 3.065, None, 2018-01-10 11:00:00, -20.22
None, -20.1, 2.706, None, 2018-01-10 12:00:00, -20.07
None, -20.0, 1.749, None, 2018-01-10 13:00:00, -19.95
None, -18.8, 1.816, None, 2018-01-10 14:00:00, -18.84
None, -18.8, 2.648, None, 2018-01-10 15:00:00, -18.81
None, -18.8, 2.582, None, 2018-01-10 16:00:00, -18.82
None, -18.9, 2.668, None, 2018-01-10 17:00:00, -18.94
None, -19.0, 2.402, None, 2018-01-10 18:00:00, -18.99
None, -19.6, 2.239, None, 2018-01-10 19:00:00, -19.58
None, -20.1, 1.742, None, 2018-01-10 20:00:00, -20.14
None, -20.5, 1.0, None, 2018-01-10 21:00:00, -20.52
None, -20.8, 0.615998, None, 2018-01-10 22:00:00, -20.79
None, -20.9, 0.936999, None, 2018-01-10 23:00:00, -20.88
None, -21.3, 0.344998, None, 2018-01-11 00:00:00, -21.34
None, -21.9, 0.745, None, 2018-01-11 01:00:00, -21.93
None, -22.8, 1.215, None, 2018-01-11 02:00:00, -22.78
None, -23.5, 1.658, None, 2018-01-11 03:00:00, -23.47
None, -24.0, 1.831, None, 2018-01-11 04:00:00, -24.04
None, -24.5, 1.972, None, 2018-01-11 05:00:00, -24.53
None, -24.8, 1.26, None, 2018-01-11 06:00:00, -24.8
None, -25.1, 1.371, None, 2018-01-11 07:00:00, -25.06
None, -24.8, 1.017, None, 2018-01-11 08:00:00, -24.81
None, -24.9, 0.649999, None, 2018-01-11 09:00:00, -24.85
None, -24.9, 0.787998, None, 2018-01-11 10:00:00, -24.85
None, -24.5, 0.210998, None, 2018-01-11 11:00:00, -24.48
None, -23.9, 0.202, None, 2018-01-11 12:00:00, -23.86
None, -23.1, 0.391, None, 2018-01-11 13:00:00, -23.06
None, -22.1, 0.326999, None, 2018-01-11 14:00:00, -22.05
None, -20.9, 0.656, None, 2018-01-11 15:00:00, -20.85
None, -20.0, 0.695999, None, 2018-01-11 16:00:00, -19.97
None, -19.9, 0.266, None, 2018-01-11 17:00:00, -19.94
None, -20.1, 0.393, None, 2018-01-11 18:00:00, -20.08
None, -20.4, 0.773, None, 2018-01-11 19:00:00, -20.38
None, -21.6, 0.819, None, 2018-01-11 20:00:00, -21.63
None, -21.9, 1.515, None, 2018-01-11 21:00:00, -21.9
None, -22.7, 1.423, None, 2018-01-11 22:00:00, -22.67
None, -23.0, 1.427, None, 2018-01-11 23:00:00, -23.04
None, -23.3, 1.541, None, 2018-01-12 00:00:00, -23.32
None, -24.1, 1.89, None, 2018-01-12 01:00:00, -24.06
None, -24.2, 1.355, None, 2018-01-12 02:00:00, -24.18
None, -24.2, 1.551, None, 2018-01-12 03:00:00, -24.18
None, -24.6, 1.752, None, 2018-01-12 04:00:00, -24.62
None, -25.2, 1.908, None, 2018-01-12 05:00:00, -25.15
None, -25.5, 1.863, None, 2018-01-12 06:00:00, -25.5
None, -25.9, 2.333, None, 2018-01-12 07:00:00, -25.9
None, -26.3, 2.508, None, 2018-01-12 08:00:00, -26.33
None, -25.9, 2.113, None, 2018-01-12 09:00:00, -25.91
None, -25.6, 2.412, None, 2018-01-12 10:00:00, -25.55
None, -24.6, 1.566, None, 2018-01-12 11:00:00, -24.63
None, -23.6, 1.927, None, 2018-01-12 12:00:00, -23.64
None, -22.7, 1.631, None, 2018-01-12 13:00:00, -22.68
None, -21.7, 1.782, None, 2018-01-12 14:00:00, -21.71
None, -20.9, 1.746, None, 2018-01-12 15:00:00, -20.9
None, -20.3, 1.464, None, 2018-01-12 16:00:00, -20.33
None, -19.9, 1.374, None, 2018-01-12 17:00:00, -19.88
None, -19.6, 1.359, None, 2018-01-12 18:00:00, -19.55
None, -19.3, 1.208, None, 2018-01-12 19:00:00, -19.33
None, -19.1, 1.58, None, 2018-01-12 20:00:00, -19.1
None, -19.0, 2.003, None, 2018-01-12 21:00:00, -18.98
None, -18.9, 1.98, None, 2018-01-12 22:00:00, -18.86
None, -18.8, 1.852, None, 2018-01-12 23:00:00, -18.81
None, -18.5, 1.535, None, 2018-01-13 00:00:00, -18.5
None, -18.3, 1.617, None, 2018-01-13 01:00:00, -18.33
None, -18.2, 1.585, None, 2018-01-13 02:00:00, -18.17
None, -17.8, 1.699, None, 2018-01-13 03:00:00, -17.8
None, -17.4, 1.617, None, 2018-01-13 04:00:00, -17.44
None, -17.0, 1.24, None, 2018-01-13 05:00:00, -17.01
None, -16.8, 1.665, None, 2018-01-13 06:00:00, -16.8
None, -16.5, 1.525, None, 2018-01-13 07:00:00, -16.52
None, -16.2, 1.464, None, 2018-01-13 08:00:00, -16.2
None, -15.8, 1.654, None, 2018-01-13 09:00:00, -15.84
None, -15.3, 2.224, None, 2018-01-13 10:00:00, -15.31
None, -14.6, 1.418, None, 2018-01-13 11:00:00, -14.6
None, -14.0, 1.666, None, 2018-01-13 12:00:00, -13.97
None, -13.1, 1.735, None, 2018-01-13 13:00:00, -13.1
None, -12.3, 1.698, None, 2018-01-13 14:00:00, -12.27
None, -11.4, 1.562, None, 2018-01-13 15:00:00, -11.41
None, -11.0, 1.362, None, 2018-01-13 16:00:00, -10.96
None, -10.6, 1.539, None, 2018-01-13 17:00:00, -10.59
None, -10.3, 1.768, None, 2018-01-13 18:00:00, -10.28
None, -9.9, 1.928, None, 2018-01-13 19:00:00, -9.93
None, -9.6, 1.972, None, 2018-01-13 20:00:00, -9.57
None, -9.1, 1.49, None, 2018-01-13 21:00:00, -9.08
None, -8.8, 1.591, None, 2018-01-13 22:00:00, -8.83
None, -9.0, 1.468, None, 2018-01-13 23:00:00, -9.02
None, -9.2, 1.795, None, 2018-01-14 00:00:00, -9.2
None, -9.0, 1.193, None, 2018-01-14 01:00:00, -8.96
None, -8.6, 0.778998, None, 2018-01-14 02:00:00, -8.65
None, -8.6, 0.952, None, 2018-01-14 03:00:00, -8.59
None, -8.2, 1.369, None, 2018-01-14 04:00:00, -8.23
None, -8.0, 2.178, None, 2018-01-14 05:00:00, -7.98
None, -7.8, 1.812, None, 2018-01-14 06:00:00, -7.81
None, -7.3, 2.242, None, 2018-01-14 07:00:00, -7.32
None, -7.5, 2.28, None, 2018-01-14 08:00:00, -7.46
None, -7.4, 2.193, None, 2018-01-14 09:00:00, -7.37
None, -7.0, 2.338, None, 2018-01-14 10:00:00, -6.955
None, -7.1, 2.079, None, 2018-01-14 11:00:00, -7.07
None, -6.3, 1.46, None, 2018-01-14 12:00:00, -6.335
None, -5.7, 2.399, None, 2018-01-14 13:00:00, -5.745
None, -4.8, 2.017, None, 2018-01-14 14:00:00, -4.782
None, -4.2, 1.452, None, 2018-01-14 15:00:00, -4.209
None, -3.9, 1.841, None, 2018-01-14 16:00:00, -3.918
None, -3.8, 1.252, None, 2018-01-14 17:00:00, -3.768
None, -3.8, 1.454, None, 2018-01-14 18:00:00, -3.8
None, -3.8, 1.07, None, 2018-01-14 19:00:00, -3.785
None, -3.9, 1.772, None, 2018-01-14 20:00:00, -3.884
None, -4.2, 1.899, None, 2018-01-14 21:00:00, -4.22
None, -4.7, 1.921, None, 2018-01-14 22:00:00, -4.74
None, -5.2, 2.081, None, 2018-01-14 23:00:00, -5.172
None, -5.5, 2.097, None, 2018-01-15 00:00:00, -5.461
None, -5.8, 2.264, None, 2018-01-15 01:00:00, -5.825
None, -6.1, 1.898, None, 2018-01-15 02:00:00, -6.072
None, -6.2, 1.072, None, 2018-01-15 03:00:00, -6.245
None, -6.0, 1.57, None, 2018-01-15 04:00:00, -5.982
None, -6.0, 1.172, None, 2018-01-15 05:00:00, -6.013
None, -6.0, 1.078, None, 2018-01-15 06:00:00, -5.99
None, -5.9, 1.151, None, 2018-01-15 07:00:00, -5.931
None, -6.1, 1.005, None, 2018-01-15 08:00:00, -6.149
None, -6.6, 0.72, None, 2018-01-15 09:00:00, -6.628
None, -7.0, 0.703998, None, 2018-01-15 10:00:00, -7.01
None, -6.4, 0.365, None, 2018-01-15 11:00:00, -6.363
None, -5.6, 0.324, None, 2018-01-15 12:00:00, -5.631
None, -4.7, 0.286, None, 2018-01-15 13:00:00, -4.72
None, -4.0, 0.068998, None, 2018-01-15 14:00:00, -4.009
None, -3.7, 0.097, None, 2018-01-15 15:00:00, -3.707
None, -3.5, 0.078, None, 2018-01-15 16:00:00, -3.461
None, -3.8, 0.275999, None, 2018-01-15 17:00:00, -3.809
None, -3.8, 0.090998, None, 2018-01-15 18:00:00, -3.789
None, -3.6, 0.078, None, 2018-01-15 19:00:00, -3.574
None, -5.2, 0.098999, None, 2018-01-15 20:00:00, -5.214
None, -5.1, None, None, 2018-01-15 21:00:00, -5.09
None, -5.4, None, None, 2018-01-15 22:00:00, -5.417
None, -5.7, None, None, 2018-01-15 23:00:00, -5.68
None, -6.0, 0.130998, None, 2018-01-16 00:00:00, -5.964
None, -6.3, 0.017999, None, 2018-01-16 01:00:00, -6.263
None, -6.9, 0.041, None, 2018-01-16 02:00:00, -6.885
None, -7.3, None, None, 2018-01-16 03:00:00, -7.31
None, -6.6, 0.017999, None, 2018-01-16 04:00:00, -6.611
None, -7.3, 0.096, None, 2018-01-16 05:00:00, -7.27
None, -7.4, 0.157, None, 2018-01-16 06:00:00, -7.39
None, -7.4, 0.014999, None, 2018-01-16 07:00:00, -7.42
None, -7.6, 0.125, None, 2018-01-16 08:00:00, -7.57
None, -7.4, 0.032, None, 2018-01-16 09:00:00, -7.39
None, -6.9, 0.141, None, 2018-01-16 10:00:00, -6.865
None, -6.3, 0.115998, None, 2018-01-16 11:00:00, -6.279
None, -5.5, 0.029998, None, 2018-01-16 12:00:00, -5.462
None, -4.8, 0.017, None, 2018-01-16 13:00:00, -4.79
None, -4.0, 0.014, None, 2018-01-16 14:00:00, -4.017
None, -2.9, None, None, 2018-01-16 15:00:00, -2.886
None, -2.7, 0.085, None, 2018-01-16 16:00:00, -2.683
None, -2.1, 0.028999, None, 2018-01-16 17:00:00, -2.119
None, -2.3, 0.105999, None, 2018-01-16 18:00:00, -2.313
None, -2.2, 0.446, None, 2018-01-16 19:00:00, -2.239
None, -1.8, 0.026, None, 2018-01-16 20:00:00, -1.797
None, -1.7, 0.103, None, 2018-01-16 21:00:00, -1.745
None, -1.9, 0.182998, None, 2018-01-16 22:00:00, -1.939
None, -1.9, 0.135, None, 2018-01-16 23:00:00, -1.891
None, 0.7, 1.997, None, 2018-01-17 00:00:00, 0.736
None, 2.1, 3.204, None, 2018-01-17 01:00:00, 2.146
None, 1.8, 3.952, None, 2018-01-17 02:00:00, 1.818
None, 1.0, 1.734, None, 2018-01-17 03:00:00, 0.957
None, -2.0, 1.169, None, 2018-01-17 04:00:00, -2.045
None, -4.6, 1.898, None, 2018-01-17 05:00:00, -4.555
None, -5.1, 2.009, None, 2018-01-17 06:00:00, -5.106
None, -4.7, 2.063, None, 2018-01-17 07:00:00, -4.734
None, -4.5, 2.126, None, 2018-01-17 08:00:00, -4.548
None, -4.9, 1.915, None, 2018-01-17 09:00:00, -4.908
None, -4.7, 1.492, None, 2018-01-17 10:00:00, -4.713
None, -4.0, 1.203, None, 2018-01-17 11:00:00, -3.96
None, -3.5, 2.247, None, 2018-01-17 12:00:00, -3.549
None, -2.2, 2.614, None, 2018-01-17 13:00:00, -2.234
None, -1.0, 2.22, None, 2018-01-17 14:00:00, -1.009
None, -0.3, 1.469, None, 2018-01-17 15:00:00, -0.317
None, -0.1, 1.691, None, 2018-01-17 16:00:00, -0.057998
None, 0.0, 2.12, None, 2018-01-17 17:00:00, -0.007
None, 0.1, 1.827, None, 2018-01-17 18:00:00, 0.108998
None, 0.0, 1.733, None, 2018-01-17 19:00:00, -0.017999
None, 0.0, 2.125, None, 2018-01-17 20:00:00, -0.025
None, 0.2, 1.82, None, 2018-01-17 21:00:00, 0.187998
None, -0.3, 3.115, None, 2018-01-17 22:00:00, -0.347999
None, 0.0, 2.885, None, 2018-01-17 23:00:00, 0.004999
None, -0.3, 3.303, None, 2018-01-18 00:00:00, -0.250999
None, 1.6, 2.718, None, 2018-01-18 01:00:00, 1.604
None, -0.9, 1.936, None, 2018-01-18 02:00:00, -0.908999
None, -0.1, 2.09, None, 2018-01-18 03:00:00, -0.079998
None, -1.0, 2.665, None, 2018-01-18 04:00:00, -1.031
None, -0.9, 1.573, None, 2018-01-18 05:00:00, -0.917999
None, 4.8, 4.323, None, 2018-01-18 06:00:00, 4.757
None, 5.0, 5.059, None, 2018-01-18 07:00:00, 4.975
None, 4.4, 4.004, None, 2018-01-18 08:00:00, 4.387
None, 4.2, 3.236, None, 2018-01-18 09:00:00, 4.185
None, 4.5, 5.02, None, 2018-01-18 10:00:00, 4.526
