station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, PRECIP_TOTAL, avg_rel_hum_pst1hr, time, HUMIDITY, avg_air_temp_pst1hr
None, None, 0.282999, None, None, 2018-01-01 00:00:00, None, None
None, None, 0.149, None, None, 2018-01-01 01:00:00, None, None
None, None, 0.107, None, None, 2018-01-01 02:00:00, None, None
None, None, 0.187998, None, None, 2018-01-01 03:00:00, None, None
None, None, 0.207, None, None, 2018-01-01 04:00:00, None, None
None, None, 0.259, None, None, 2018-01-01 05:00:00, None, None
None, None, 0.999, None, None, 2018-01-01 06:00:00, None, None
None, None, 1.795, None, None, 2018-01-01 07:00:00, None, None
None, None, 0.526, None, None, 2018-01-01 08:00:00, None, None
None, None, 0.137998, None, None, 2018-01-01 09:00:00, None, None
None, None, 0.148, None, None, 2018-01-01 10:00:00, None, None
None, None, 0.444999, None, None, 2018-01-01 11:00:00, None, None
None, None, 0.532, None, None, 2018-01-01 12:00:00, None, None
None, None, 0.324, None, None, 2018-01-01 13:00:00, None, None
None, None, 0.174998, None, None, 2018-01-01 14:00:00, None, None
None, None, 1.051, None, None, 2018-01-01 15:00:00, None, None
None, None, 1.344, None, None, 2018-01-01 16:00:00, None, None
None, None, 0.207, None, None, 2018-01-01 17:00:00, None, None
None, None, 0.131999, None, None, 2018-01-01 18:00:00, None, None
None, None, 0.123, None, None, 2018-01-01 19:00:00, None, None
None, None, 0.268999, None, None, 2018-01-01 20:00:00, None, None
None, None, 0.216998, None, None, 2018-01-01 21:00:00, None, None
None, None, 0.282, None, None, 2018-01-01 22:00:00, None, None
None, None, 0.101998, None, None, 2018-01-01 23:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 00:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 01:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 02:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 03:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 04:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 05:00:00, None, None
None, None, 0.103, None, None, 2018-01-02 06:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 07:00:00, None, None
None, None, 0.108, None, None, 2018-01-02 08:00:00, None, None
None, None, 0.101998, None, None, 2018-01-02 09:00:00, None, None
None, None, 0.109999, None, None, 2018-01-02 10:00:00, None, None
None, None, 0.207, None, None, 2018-01-02 11:00:00, None, None
None, None, 0.419999, None, None, 2018-01-02 12:00:00, None, None
None, None, 1.104, None, None, 2018-01-02 13:00:00, None, None
None, None, 1.071, None, None, 2018-01-02 14:00:00, None, None
None, None, 1.261, None, None, 2018-01-02 15:00:00, None, None
None, None, 0.666998, None, None, 2018-01-02 16:00:00, None, None
None, None, 0.298, None, None, 2018-01-02 17:00:00, None, None
None, None, 0.174998, None, None, 2018-01-02 18:00:00, None, None
None, None, 0.118, None, None, 2018-01-02 19:00:00, None, None
None, None, 0.103, None, None, 2018-01-02 20:00:00, None, None
None, None, 0.122, None, None, 2018-01-02 21:00:00, None, None
None, None, 0.241999, None, None, 2018-01-02 22:00:00, None, None
None, None, 0.138999, None, None, 2018-01-02 23:00:00, None, None
None, None, 0.101998, None, None, 2018-01-03 00:00:00, None, None
None, None, 0.148, None, None, 2018-01-03 01:00:00, None, None
None, None, 0.386999, None, None, 2018-01-03 02:00:00, None, None
None, None, 0.326, None, None, 2018-01-03 03:00:00, None, None
