station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, PRECIP_TOTAL, avg_rel_hum_pst1hr, time, HUMIDITY, avg_air_temp_pst1hr
None, 1.5, 1.917, 0.0, 88.6, 2018-01-01 00:00:00, 88.6, 1.543
None, 1.5, 1.733, 0.0, 89.6, 2018-01-01 01:00:00, 89.6, 1.479
None, 1.5, 2.264, 0.0, 89.3, 2018-01-01 02:00:00, 89.3, 1.515
None, 1.5, 1.907, 0.0, 89.4, 2018-01-01 03:00:00, 89.4, 1.469
None, 1.6, 2.272, 0.0, 89.3, 2018-01-01 04:00:00, 89.3, 1.624
None, 1.9, 2.579, 0.0, 88.4, 2018-01-01 05:00:00, 88.4, 1.898
None, 1.9, 2.288, 0.0, 88.5, 2018-01-01 06:00:00, 88.5, 1.851
None, 1.6, 2.15, 0.0, 88.6, 2018-01-01 07:00:00, 88.6, 1.598
None, 1.6, 2.276, 0.0, 88.0, 2018-01-01 08:00:00, 88.0, 1.65
None, 2.0, 2.113, 0.0, 87.4, 2018-01-01 09:00:00, 87.4, 1.957
None, 2.1, 1.923, 0.0, 86.6, 2018-01-01 10:00:00, 86.6, 2.122
None, 2.9, 2.914, 0.0, 82.7, 2018-01-01 11:00:00, 82.7, 2.871
None, 3.4, 3.338, 0.0, 80.8, 2018-01-01 12:00:00, 80.8, 3.38
None, 3.7, 3.863, 0.0, 79.6, 2018-01-01 13:00:00, 79.6, 3.66
None, 4.1, 3.515, 0.0, 77.1, 2018-01-01 14:00:00, 77.1, 4.079
None, 4.0, 3.708, 0.0, 77.0, 2018-01-01 15:00:00, 77.0, 4.03
None, 4.0, 3.065, 0.0, 78.4, 2018-01-01 16:00:00, 78.4, 4.042
None, 3.6, 2.98, 0.0, 81.0, 2018-01-01 17:00:00, 81.0, 3.64
None, 3.4, 2.38, 0.0, 85.2, 2018-01-01 18:00:00, 85.2, 3.383
None, 3.2, 2.106, 0.0, 85.6, 2018-01-01 19:00:00, 85.6, 3.227
None, 2.8, 1.923, 0.0, 88.7, 2018-01-01 20:00:00, 88.7, 2.834
None, 2.5, 1.604, 0.0, 91.5, 2018-01-01 21:00:00, 91.5, 2.547
None, 2.7, 3.093, 0.0, 91.2, 2018-01-01 22:00:00, 91.2, 2.689
None, 2.7, 3.52, 0.0, 90.3, 2018-01-01 23:00:00, 90.3, 2.701
None, 2.5, 3.208, 0.0, 89.0, 2018-01-02 00:00:00, 89.0, 2.546
None, 2.4, 2.84, 0.0, 90.2, 2018-01-02 01:00:00, 90.2, 2.368
None, 2.5, 2.697, 0.0, 91.6, 2018-01-02 02:00:00, 91.6, 2.504
None, 2.7, 2.713, 0.0, 91.3, 2018-01-02 03:00:00, 91.3, 2.7
None, 2.8, 2.512, 0.0, 91.2, 2018-01-02 04:00:00, 91.2, 2.771
None, 2.8, 2.656, 0.0, 91.6, 2018-01-02 05:00:00, 91.6, 2.751
None, 2.8, 2.371, 0.0, 91.3, 2018-01-02 06:00:00, 91.3, 2.758
None, 2.7, 2.965, 0.0, 91.2, 2018-01-02 07:00:00, 91.2, 2.712
None, 2.7, 3.113, 0.0, 91.0, 2018-01-02 08:00:00, 91.0, 2.724
None, 2.7, 2.832, 0.0, 91.2, 2018-01-02 09:00:00, 91.2, 2.732
None, 3.0, 3.335, 0.0, 90.6, 2018-01-02 10:00:00, 90.6, 3.004
None, 3.4, 3.118, 0.0, 89.3, 2018-01-02 11:00:00, 89.3, 3.396
None, 3.8, 3.497, 0.0, 88.4, 2018-01-02 12:00:00, 88.4, 3.806
None, 4.3, 2.793, 0.0, 87.7, 2018-01-02 13:00:00, 87.7, 4.26
None, 4.7, 3.147, 0.0, 87.0, 2018-01-02 14:00:00, 87.0, 4.685
None, 4.7, 3.131, 0.0, 85.9, 2018-01-02 15:00:00, 85.9, 4.726
None, 4.6, 2.409, 0.0, 86.4, 2018-01-02 16:00:00, 86.4, 4.635
None, 4.3, 1.952, 0.0, 87.9, 2018-01-02 17:00:00, 87.9, 4.328
None, 4.1, 1.72, 0.0, 88.7, 2018-01-02 18:00:00, 88.7, 4.088
None, 4.3, 1.713, 0.0, 89.8, 2018-01-02 19:00:00, 89.8, 4.258
None, 4.3, 1.774, 0.0, 89.6, 2018-01-02 20:00:00, 89.6, 4.277
None, 3.9, 1.365, 0.0, 92.0, 2018-01-02 21:00:00, 92.0, 3.851
None, 3.5, 1.578, 0.0, 94.1, 2018-01-02 22:00:00, 94.1, 3.487
None, 3.3, 1.692, 0.0, 95.2, 2018-01-02 23:00:00, 95.2, 3.281
None, 3.3, 2.217, 0.0, 95.3, 2018-01-03 00:00:00, 95.3, 3.27
None, 3.3, 2.364, 0.0, 94.2, 2018-01-03 01:00:00, 94.2, 3.274
None, 3.1, 2.176, 0.0, 94.5, 2018-01-03 02:00:00, 94.5, 3.066
None, 3.2, 2.67, 0.0, 94.7, 2018-01-03 03:00:00, 94.7, 3.152
None, 3.1, 2.877, 0.0, 94.6, 2018-01-03 04:00:00, 94.6, 3.081
None, 3.0, 2.265, 0.0, 93.9, 2018-01-03 05:00:00, 93.9, 2.953
None, 3.0, 2.4, 0.0, 95.6, 2018-01-03 06:00:00, 95.6, 3.046
None, 3.1, 2.521, 0.0, 96.2, 2018-01-03 07:00:00, 96.2, 3.078
None, 3.3, 2.201, 0.0, 96.0, 2018-01-03 08:00:00, 96.0, 3.294
None, 3.2, 2.541, 0.0, 95.7, 2018-01-03 09:00:00, 95.7, 3.163
None, 3.3, 2.859, 0.0, 95.9, 2018-01-03 10:00:00, 95.9, 3.272
None, 3.5, 3.297, 0.0, 96.0, 2018-01-03 11:00:00, 96.0, 3.455
None, 3.7, 3.443, 0.0, 93.8, 2018-01-03 12:00:00, 93.8, 3.705
None, 3.8, 3.501, 0.0, 92.2, 2018-01-03 13:00:00, 92.2, 3.84
None, 4.5, 2.834, 0.0, 88.4, 2018-01-03 14:00:00, 88.4, 4.545
None, 4.6, 3.001, 0.0, 89.1, 2018-01-03 15:00:00, 89.1, 4.593
None, 4.5, 3.358, 0.0, 90.8, 2018-01-03 16:00:00, 90.8, 4.473
