station_observations
WDIR_VECT, TEMP_MEAN, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
None, -8.0, 90.9, 90.9, 2018-01-04 18:00:00, -8.0
None, -8.5, 90.9, 90.9, 2018-01-04 19:00:00, -8.52
None, -8.9, 90.3, 90.3, 2018-01-04 20:00:00, -8.95
None, -9.3, 89.9, 89.9, 2018-01-04 21:00:00, -9.33
None, -9.8, 89.8, 89.8, 2018-01-04 22:00:00, -9.83
None, -9.9, 89.4, 89.4, 2018-01-04 23:00:00, -9.92
None, -9.3, 89.6, 89.6, 2018-01-05 00:00:00, -9.29
None, -8.5, 90.0, 90.0, 2018-01-05 01:00:00, -8.53
None, -8.1, 90.2, 90.2, 2018-01-05 02:00:00, -8.07
None, -7.6, 90.5, 90.5, 2018-01-05 03:00:00, -7.644
None, -6.9, 90.8, 90.8, 2018-01-05 04:00:00, -6.871
None, -6.6, 91.1, 91.1, 2018-01-05 05:00:00, -6.617
None, -6.0, 91.6, 91.6, 2018-01-05 06:00:00, -6.026
None, -6.5, 92.3, 92.3, 2018-01-05 07:00:00, -6.473
None, -6.1, 92.6, 92.6, 2018-01-05 08:00:00, -6.064
None, -5.3, 92.5, 92.5, 2018-01-05 09:00:00, -5.266
None, -5.0, 92.3, 92.3, 2018-01-05 10:00:00, -4.984
None, -4.1, 91.8, 91.8, 2018-01-05 11:00:00, -4.134
None, -2.9, 89.9, 89.9, 2018-01-05 12:00:00, -2.906
None, -1.4, 85.8, 85.8, 2018-01-05 13:00:00, -1.433
None, -0.8, 85.2, 85.2, 2018-01-05 14:00:00, -0.757
None, 1.3, 84.6, 84.6, 2018-01-05 15:00:00, 1.258
None, 3.0, 82.6, 82.6, 2018-01-05 16:00:00, 3.02
None, 0.2, 87.5, 87.5, 2018-01-05 17:00:00, 0.153999
None, -0.2, 89.6, 89.6, 2018-01-05 18:00:00, -0.196998
None, -0.1, 92.4, 92.4, 2018-01-05 19:00:00, -0.137998
None, 1.8, 93.1, 93.1, 2018-01-05 20:00:00, 1.792
None, 1.9, 91.3, 91.3, 2018-01-05 21:00:00, 1.857
None, 1.1, 93.9, 93.9, 2018-01-05 22:00:00, 1.123
None, 0.7, 94.7, 94.7, 2018-01-05 23:00:00, 0.745998
None, 0.6, 94.4, 94.4, 2018-01-06 00:00:00, 0.643998
None, 0.6, 93.8, 93.8, 2018-01-06 01:00:00, 0.574998
None, 0.1, 94.3, 94.3, 2018-01-06 02:00:00, 0.05
None, -0.1, 94.5, 94.5, 2018-01-06 03:00:00, -0.097
None, -0.6, 94.3, 94.3, 2018-01-06 04:00:00, -0.601998
None, -1.3, 93.7, 93.7, 2018-01-06 05:00:00, -1.276
None, -1.4, 90.9, 90.9, 2018-01-06 06:00:00, -1.394
None, -1.7, 93.2, 93.2, 2018-01-06 07:00:00, -1.72
None, -2.3, 93.8, 93.8, 2018-01-06 08:00:00, -2.31
None, -2.0, 93.1, 93.1, 2018-01-06 09:00:00, -1.996
None, -2.0, 92.1, 92.1, 2018-01-06 10:00:00, -2.002
None, -1.6, 91.7, 91.7, 2018-01-06 11:00:00, -1.565
None, -0.9, 90.2, 90.2, 2018-01-06 12:00:00, -0.879
None, -0.4, 88.6, 88.6, 2018-01-06 13:00:00, -0.381998
None, 0.1, 85.7, 85.7, 2018-01-06 14:00:00, 0.103
None, -0.4, 92.6, 92.6, 2018-01-06 15:00:00, -0.356
None, -0.3, 94.0, 94.0, 2018-01-06 16:00:00, -0.301999
None, -0.4, 94.4, 94.4, 2018-01-06 17:00:00, -0.365999
None, -0.5, 94.4, 94.4, 2018-01-06 18:00:00, -0.509
None, -0.7, 93.3, 93.3, 2018-01-06 19:00:00, -0.652998
None, -0.7, 92.9, 92.9, 2018-01-06 20:00:00, -0.671998
None, -0.2, 92.6, 92.6, 2018-01-06 21:00:00, -0.177
None, 0.5, 90.8, 90.8, 2018-01-06 22:00:00, 0.488999
None, 0.9, 89.7, 89.7, 2018-01-06 23:00:00, 0.86
None, 1.0, 89.2, 89.2, 2018-01-07 00:00:00, 0.952
None, 0.7, 88.6, 88.6, 2018-01-07 01:00:00, 0.74
None, 0.9, 87.6, 87.6, 2018-01-07 02:00:00, 0.933
None, 0.9, 86.4, 86.4, 2018-01-07 03:00:00, 0.916
None, 0.7, 86.3, 86.3, 2018-01-07 04:00:00, 0.666998
None, 0.8, 85.0, 85.0, 2018-01-07 05:00:00, 0.773998
None, 0.9, 83.3, 83.3, 2018-01-07 06:00:00, 0.926998
None, 0.7, 84.3, 84.3, 2018-01-07 07:00:00, 0.689998
None, 0.4, 86.4, 86.4, 2018-01-07 08:00:00, 0.372
None, -0.1, 89.0, 89.0, 2018-01-07 09:00:00, -0.086998
None, 0.0, 88.8, 88.8, 2018-01-07 10:00:00, -0.028999
None, -0.4, 90.8, 90.8, 2018-01-07 11:00:00, -0.379
None, -0.4, 92.0, 92.0, 2018-01-07 12:00:00, -0.435
None, -0.4, 92.8, 92.8, 2018-01-07 13:00:00, -0.393
None, -0.3, 94.1, 94.1, 2018-01-07 14:00:00, -0.286
None, -0.3, 94.6, 94.6, 2018-01-07 15:00:00, -0.282
None, -0.2, 95.0, 95.0, 2018-01-07 16:00:00, -0.207
None, -0.3, 95.5, 95.5, 2018-01-07 17:00:00, -0.337998
None, 0.4, 94.5, 94.5, 2018-01-07 18:00:00, 0.405999
None, 0.9, 89.1, 89.1, 2018-01-07 19:00:00, 0.889998
None, 1.0, 87.5, 87.5, 2018-01-07 20:00:00, 1.027
None, 1.8, 84.2, 84.2, 2018-01-07 21:00:00, 1.843
None, 2.0, 82.5, 82.5, 2018-01-07 22:00:00, 2.045
None, 2.0, 82.4, 82.4, 2018-01-07 23:00:00, 2.03
None, 2.2, 80.9, 80.9, 2018-01-08 00:00:00, 2.236
None, 2.2, 81.0, 81.0, 2018-01-08 01:00:00, 2.158
None, 2.5, 79.5, 79.47, 2018-01-08 02:00:00, 2.484
None, 3.2, 76.3, 76.31, 2018-01-08 03:00:00, 3.234
None, 3.3, 75.6, 75.56, 2018-01-08 04:00:00, 3.292
None, 3.2, 75.9, 75.88, 2018-01-08 05:00:00, 3.213
None, 3.0, 76.7, 76.73, 2018-01-08 06:00:00, 3.031
None, 3.0, 77.0, 77.01, 2018-01-08 07:00:00, 3.042
None, 2.9, 78.8, 78.75, 2018-01-08 08:00:00, 2.928
None, 2.8, 78.2, 78.18, 2018-01-08 09:00:00, 2.838
None, 3.0, 77.1, 77.11, 2018-01-08 10:00:00, 3.008
None, 3.4, 75.7, 75.68, 2018-01-08 11:00:00, 3.425
None, 3.7, 75.0, 74.97, 2018-01-08 12:00:00, 3.676
None, 3.7, 75.0, 75.0, 2018-01-08 13:00:00, 3.67
None, 3.6, 77.0, 76.97, 2018-01-08 14:00:00, 3.618
None, 3.4, 77.5, 77.45, 2018-01-08 15:00:00, 3.425
None, 3.4, 78.3, 78.25, 2018-01-08 16:00:00, 3.358
None, 3.5, 78.3, 78.26, 2018-01-08 17:00:00, 3.485
None, 3.4, 78.1, 78.09, 2018-01-08 18:00:00, 3.449
None, 3.1, 79.9, 79.86, 2018-01-08 19:00:00, 3.11
None, 2.8, 83.1, 83.1, 2018-01-08 20:00:00, 2.758
None, 2.0, 87.7, 87.7, 2018-01-08 21:00:00, 2.034
None, 1.9, 88.4, 88.4, 2018-01-08 22:00:00, 1.938
None, 1.8, 89.2, 89.2, 2018-01-08 23:00:00, 1.795
None, 1.5, 90.4, 90.4, 2018-01-09 00:00:00, 1.534
None, 1.5, 90.2, 90.2, 2018-01-09 01:00:00, 1.493
None, 1.2, 91.1, 91.1, 2018-01-09 02:00:00, 1.18
None, 0.8, 92.7, 92.7, 2018-01-09 03:00:00, 0.823
None, 0.5, 93.7, 93.7, 2018-01-09 04:00:00, 0.481999
None, -0.2, 94.5, 94.5, 2018-01-09 05:00:00, -0.233998
None, -2.8, 88.1, 88.1, 2018-01-09 06:00:00, -2.79
None, -5.0, 82.4, 82.4, 2018-01-09 07:00:00, -5.012
None, -6.6, 78.2, 78.23, 2018-01-09 08:00:00, -6.647
None, -7.8, 76.4, 76.44, 2018-01-09 09:00:00, -7.808
None, -9.0, 75.6, 75.61, 2018-01-09 10:00:00, -9.01
None, -9.7, 71.9, 71.88, 2018-01-09 11:00:00, -9.74
None, -10.3, 71.4, 71.37, 2018-01-09 12:00:00, -10.3
None, -10.8, 69.7, 69.71, 2018-01-09 13:00:00, -10.81
None, -11.2, 68.3, 68.28, 2018-01-09 14:00:00, -11.22
None, -12.0, 68.9, 68.87, 2018-01-09 15:00:00, -11.95
None, -12.7, 68.7, 68.66, 2018-01-09 16:00:00, -12.7
None, -13.6, 67.9, 67.89, 2018-01-09 17:00:00, -13.55
None, -14.1, 68.1, 68.1, 2018-01-09 18:00:00, -14.13
None, -14.6, 66.9, 66.9, 2018-01-09 19:00:00, -14.6
None, -15.1, 66.2, 66.19, 2018-01-09 20:00:00, -15.07
None, -15.8, 66.1, 66.06, 2018-01-09 21:00:00, -15.75
None, -16.5, 66.1, 66.11, 2018-01-09 22:00:00, -16.5
None, -16.8, 65.0, 65.03, 2018-01-09 23:00:00, -16.8
None, -17.2, 66.3, 66.34, 2018-01-10 00:00:00, -17.21
None, -17.7, 68.1, 68.07, 2018-01-10 01:00:00, -17.68
None, -18.0, 71.3, 71.34, 2018-01-10 02:00:00, -18.01
None, -18.4, 74.3, 74.26, 2018-01-10 03:00:00, -18.35
None, -18.5, 72.2, 72.21, 2018-01-10 04:00:00, -18.52
None, -18.7, 73.9, 73.9, 2018-01-10 05:00:00, -18.72
None, -19.1, 72.3, 72.34, 2018-01-10 06:00:00, -19.06
None, -19.5, 70.0, 69.99, 2018-01-10 07:00:00, -19.45
None, -19.8, 69.0, 69.03, 2018-01-10 08:00:00, -19.8
None, -20.2, 68.0, 68.01, 2018-01-10 09:00:00, -20.23
None, -20.3, 66.0, 65.95, 2018-01-10 10:00:00, -20.33
None, -20.2, 63.9, 63.92, 2018-01-10 11:00:00, -20.23
None, -20.2, 61.3, 61.25, 2018-01-10 12:00:00, -20.18
None, -19.7, 58.1, 58.14, 2018-01-10 13:00:00, -19.74
None, -19.2, 56.5, 56.5, 2018-01-10 14:00:00, -19.22
None, -19.0, 58.5, 58.48, 2018-01-10 15:00:00, -18.96
None, -19.0, 59.5, 59.51, 2018-01-10 16:00:00, -19.0
None, -19.2, 61.3, 61.33, 2018-01-10 17:00:00, -19.21
None, -19.1, 62.7, 62.7, 2018-01-10 18:00:00, -19.11
None, -19.9, 65.0, 64.97, 2018-01-10 19:00:00, -19.86
None, -20.9, 68.6, 68.57, 2018-01-10 20:00:00, -20.86
None, -21.4, 71.5, 71.46, 2018-01-10 21:00:00, -21.43
None, -22.5, 74.1, 74.11, 2018-01-10 22:00:00, -22.54
None, -23.3, 75.1, 75.13, 2018-01-10 23:00:00, -23.28
None, -23.8, 76.0, 75.97, 2018-01-11 00:00:00, -23.8
None, -24.1, 75.6, 75.6, 2018-01-11 01:00:00, -24.14
None, -24.1, 75.8, 75.81, 2018-01-11 02:00:00, -24.14
None, -24.1, 76.8, 76.83, 2018-01-11 03:00:00, -24.06
None, -24.0, 77.4, 77.43, 2018-01-11 04:00:00, -23.97
None, -24.5, 77.9, 77.89, 2018-01-11 05:00:00, -24.46
None, -24.9, 77.5, 77.47, 2018-01-11 06:00:00, -24.91
None, -25.5, 77.0, 76.96, 2018-01-11 07:00:00, -25.46
None, -25.7, 76.4, 76.42, 2018-01-11 08:00:00, -25.73
None, -26.1, 75.4, 75.36, 2018-01-11 09:00:00, -26.14
None, -25.3, 73.7, 73.74, 2018-01-11 10:00:00, -25.31
None, -24.6, 72.5, 72.51, 2018-01-11 11:00:00, -24.57
None, -24.0, 72.6, 72.55, 2018-01-11 12:00:00, -24.03
None, -22.9, 70.7, 70.67, 2018-01-11 13:00:00, -22.87
None, -21.2, 64.1, 64.11, 2018-01-11 14:00:00, -21.19
None, -19.8, 59.3, 59.31, 2018-01-11 15:00:00, -19.79
None, -19.5, 60.5, 60.45, 2018-01-11 16:00:00, -19.53
None, -20.9, 69.3, 69.25, 2018-01-11 17:00:00, -20.86
None, -22.3, 75.2, 75.15, 2018-01-11 18:00:00, -22.25
None, -22.9, 76.5, 76.47, 2018-01-11 19:00:00, -22.85
None, -23.7, 75.3, 75.29, 2018-01-11 20:00:00, -23.69
None, -23.6, 74.3, 74.3, 2018-01-11 21:00:00, -23.55
None, -23.6, 74.1, 74.06, 2018-01-11 22:00:00, -23.55
None, -23.9, 74.6, 74.59, 2018-01-11 23:00:00, -23.9
None, -24.5, 74.6, 74.63, 2018-01-12 00:00:00, -24.47
None, -25.3, 75.3, 75.3, 2018-01-12 01:00:00, -25.31
None, -25.5, 75.5, 75.5, 2018-01-12 02:00:00, -25.47
None, -25.5, 75.5, 75.53, 2018-01-12 03:00:00, -25.47
None, -25.9, 74.5, 74.49, 2018-01-12 04:00:00, -25.87
None, -25.6, 75.3, 75.32, 2018-01-12 05:00:00, -25.61
None, -25.0, 75.0, 74.97, 2018-01-12 06:00:00, -24.99
None, -25.0, 76.0, 75.96, 2018-01-12 07:00:00, -24.97
None, -24.5, 75.0, 75.0, 2018-01-12 08:00:00, -24.51
None, -24.3, 75.3, 75.28, 2018-01-12 09:00:00, -24.31
None, -24.0, 75.0, 74.99, 2018-01-12 10:00:00, -23.95
None, -23.4, 73.9, 73.85, 2018-01-12 11:00:00, -23.39
None, -22.6, 73.3, 73.32, 2018-01-12 12:00:00, -22.59
None, -21.8, 72.5, 72.45, 2018-01-12 13:00:00, -21.79
None, -21.0, 71.4, 71.36, 2018-01-12 14:00:00, -21.03
None, -20.4, 72.3, 72.29, 2018-01-12 15:00:00, -20.42
None, -20.1, 72.4, 72.41, 2018-01-12 16:00:00, -20.09
None, -19.7, 71.8, 71.83, 2018-01-12 17:00:00, -19.68
None, -19.3, 71.1, 71.09, 2018-01-12 18:00:00, -19.33
None, -19.1, 72.1, 72.06, 2018-01-12 19:00:00, -19.1
None, -18.9, 74.9, 74.92, 2018-01-12 20:00:00, -18.93
None, -18.8, 75.3, 75.3, 2018-01-12 21:00:00, -18.81
None, -18.5, 77.1, 77.08, 2018-01-12 22:00:00, -18.48
None, -18.2, 78.3, 78.26, 2018-01-12 23:00:00, -18.22
None, -18.0, 77.0, 77.03, 2018-01-13 00:00:00, -18.01
None, -17.8, 77.0, 77.0, 2018-01-13 01:00:00, -17.75
None, -17.6, 79.0, 78.96, 2018-01-13 02:00:00, -17.56
None, -17.3, 78.1, 78.08, 2018-01-13 03:00:00, -17.27
None, -16.9, 78.1, 78.08, 2018-01-13 04:00:00, -16.94
None, -16.7, 78.1, 78.12, 2018-01-13 05:00:00, -16.72
None, -16.5, 79.7, 79.67, 2018-01-13 06:00:00, -16.52
None, -16.2, 80.9, 80.9, 2018-01-13 07:00:00, -16.19
None, -16.2, 81.2, 81.2, 2018-01-13 08:00:00, -16.24
None, -15.8, 81.5, 81.5, 2018-01-13 09:00:00, -15.8
None, -15.1, 80.7, 80.7, 2018-01-13 10:00:00, -15.14
None, -14.5, 80.4, 80.4, 2018-01-13 11:00:00, -14.51
None, -13.7, 79.1, 79.07, 2018-01-13 12:00:00, -13.73
None, -12.7, 78.8, 78.81, 2018-01-13 13:00:00, -12.73
None, -11.8, 78.2, 78.21, 2018-01-13 14:00:00, -11.81
None, -11.1, 79.3, 79.33, 2018-01-13 15:00:00, -11.14
None, -10.9, 82.3, 82.3, 2018-01-13 16:00:00, -10.85
None, -10.5, 84.5, 84.5, 2018-01-13 17:00:00, -10.54
None, -10.1, 86.7, 86.7, 2018-01-13 18:00:00, -10.05
None, -9.6, 88.8, 88.8, 2018-01-13 19:00:00, -9.65
None, -9.3, 89.1, 89.1, 2018-01-13 20:00:00, -9.26
None, -8.9, 89.0, 89.0, 2018-01-13 21:00:00, -8.9
None, -8.8, 88.6, 88.6, 2018-01-13 22:00:00, -8.83
None, -9.9, 89.5, 89.5, 2018-01-13 23:00:00, -9.88
None, -10.6, 90.2, 90.2, 2018-01-14 00:00:00, -10.59
None, -9.8, 89.9, 89.9, 2018-01-14 01:00:00, -9.75
None, -9.7, 90.1, 90.1, 2018-01-14 02:00:00, -9.68
None, -8.9, 90.1, 90.1, 2018-01-14 03:00:00, -8.85
None, -8.2, 90.1, 90.1, 2018-01-14 04:00:00, -8.2
None, -7.6, 90.1, 90.1, 2018-01-14 05:00:00, -7.636
None, -7.0, 90.0, 90.0, 2018-01-14 06:00:00, -6.99
None, -6.5, 90.5, 90.5, 2018-01-14 07:00:00, -6.54
None, -6.3, 92.0, 92.0, 2018-01-14 08:00:00, -6.312
None, -6.3, 93.0, 93.0, 2018-01-14 09:00:00, -6.32
None, -6.0, 92.5, 92.5, 2018-01-14 10:00:00, -6.046
None, -5.8, 91.1, 91.1, 2018-01-14 11:00:00, -5.795
None, -5.5, 91.5, 91.5, 2018-01-14 12:00:00, -5.477
None, -4.9, 93.0, 93.0, 2018-01-14 13:00:00, -4.878
None, -4.4, 92.8, 92.8, 2018-01-14 14:00:00, -4.424
None, -3.9, 92.8, 92.8, 2018-01-14 15:00:00, -3.926
None, -3.6, 94.5, 94.5, 2018-01-14 16:00:00, -3.623
None, -3.4, 95.5, 95.5, 2018-01-14 17:00:00, -3.357
None, -3.3, 95.6, 95.6, 2018-01-14 18:00:00, -3.338
None, -3.4, 95.7, 95.7, 2018-01-14 19:00:00, -3.396
None, -3.4, 95.6, 95.6, 2018-01-14 20:00:00, -3.376
None, -3.4, 95.6, 95.6, 2018-01-14 21:00:00, -3.394
None, -3.7, 95.4, 95.4, 2018-01-14 22:00:00, -3.665
None, -4.2, 95.0, 95.0, 2018-01-14 23:00:00, -4.157
None, -4.5, 94.6, 94.6, 2018-01-15 00:00:00, -4.538
None, -4.8, 94.4, 94.4, 2018-01-15 01:00:00, -4.774
None, -5.0, 94.1, 94.1, 2018-01-15 02:00:00, -5.034
None, -5.0, 94.1, 94.1, 2018-01-15 03:00:00, -5.048
None, -4.8, 94.2, 94.2, 2018-01-15 04:00:00, -4.811
None, -5.1, 94.1, 94.1, 2018-01-15 05:00:00, -5.086
None, -5.1, 94.0, 94.0, 2018-01-15 06:00:00, -5.114
None, -5.2, 93.9, 93.9, 2018-01-15 07:00:00, -5.218
None, -5.4, 93.8, 93.8, 2018-01-15 08:00:00, -5.381
None, -5.6, 93.6, 93.6, 2018-01-15 09:00:00, -5.612
None, -5.6, 93.6, 93.6, 2018-01-15 10:00:00, -5.586
None, -5.5, 93.7, 93.7, 2018-01-15 11:00:00, -5.453
None, -5.2, 93.9, 93.9, 2018-01-15 12:00:00, -5.172
None, -4.8, 94.2, 94.2, 2018-01-15 13:00:00, -4.834
None, -4.3, 94.6, 94.6, 2018-01-15 14:00:00, -4.324
None, -3.9, 94.9, 94.9, 2018-01-15 15:00:00, -3.928
None, -3.7, 95.1, 95.1, 2018-01-15 16:00:00, -3.681
None, -3.6, 95.2, 95.2, 2018-01-15 17:00:00, -3.609
None, -3.6, 95.2, 95.2, 2018-01-15 18:00:00, -3.6
None, -4.4, 94.7, 94.7, 2018-01-15 19:00:00, -4.445
None, -4.7, 94.3, 94.3, 2018-01-15 20:00:00, -4.741
None, -4.8, 94.2, 94.2, 2018-01-15 21:00:00, -4.832
None, -5.4, 93.8, 93.8, 2018-01-15 22:00:00, -5.395
None, -5.6, 93.6, 93.6, 2018-01-15 23:00:00, -5.644
None, -6.4, 93.0, 93.0, 2018-01-16 00:00:00, -6.421
None, -6.4, 92.9, 92.9, 2018-01-16 01:00:00, -6.449
None, -6.8, 92.6, 92.6, 2018-01-16 02:00:00, -6.771
None, -7.2, 92.3, 92.3, 2018-01-16 03:00:00, -7.223
None, -7.4, 92.2, 92.2, 2018-01-16 04:00:00, -7.357
None, -8.2, 91.5, 91.5, 2018-01-16 05:00:00, -8.21
None, -8.9, 90.9, 90.9, 2018-01-16 06:00:00, -8.87
None, -8.3, 91.3, 91.3, 2018-01-16 07:00:00, -8.34
None, -7.9, 91.6, 91.6, 2018-01-16 08:00:00, -7.922
None, -8.0, 91.6, 91.6, 2018-01-16 09:00:00, -7.987
None, -6.5, 92.7, 92.7, 2018-01-16 10:00:00, -6.49
None, -5.1, 93.8, 93.8, 2018-01-16 11:00:00, -5.073
None, -4.5, 94.4, 94.4, 2018-01-16 12:00:00, -4.48
None, -3.9, 94.8, 94.8, 2018-01-16 13:00:00, -3.925
None, -3.1, 95.4, 95.4, 2018-01-16 14:00:00, -3.078
None, -2.4, 95.8, 95.8, 2018-01-16 15:00:00, -2.355
None, -2.0, 96.2, 96.2, 2018-01-16 16:00:00, -2.042
None, -1.9, 96.4, 96.4, 2018-01-16 17:00:00, -1.857
None, -1.3, 96.6, 96.6, 2018-01-16 18:00:00, -1.286
None, -1.0, 97.0, 97.0, 2018-01-16 19:00:00, -1.022
None, -1.0, 97.1, 97.1, 2018-01-16 20:00:00, -1.021
None, -1.1, 97.3, 97.3, 2018-01-16 21:00:00, -1.11
None, -2.3, 97.3, 97.3, 2018-01-16 22:00:00, -2.285
None, -1.1, 96.9, 96.9, 2018-01-16 23:00:00, -1.053
