station_observations
pcpn_amt_pst24hrs, SWE, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, 0.0, 29.0, None, None, 1112.0, 62.0, None, 2015-01-01 00:00:00, None
None, None, None, None, -0.2, 29.0, None, None, 1112.0, 62.0, None, 2015-01-01 01:00:00, None
None, None, None, None, -0.2, 28.0, None, None, 1112.0, 62.0, None, 2015-01-01 02:00:00, None
None, None, None, None, -0.1, 28.0, None, None, 1111.0, 62.0, None, 2015-01-01 03:00:00, None
None, None, None, None, 0.0, 30.0, None, None, 1110.0, 62.0, None, 2015-01-01 04:00:00, None
None, None, None, None, -0.2, 30.0, None, None, 1110.0, 62.0, None, 2015-01-01 05:00:00, None
None, None, None, None, 0.1, 30.0, None, None, 1109.0, 62.0, None, 2015-01-01 06:00:00, None
None, None, None, None, 0.1, 30.0, None, None, 1109.0, 62.0, None, 2015-01-01 07:00:00, None
None, None, None, None, 0.1, 30.0, None, None, 1110.0, 62.0, None, 2015-01-01 08:00:00, None
None, None, None, None, 0.1, 30.0, None, None, 1109.0, 62.0, None, 2015-01-01 09:00:00, None
None, None, None, None, 0.1, 29.0, None, None, 1109.0, 62.0, None, 2015-01-01 10:00:00, None
None, None, None, None, 0.2, 30.0, None, None, 1108.0, 62.0, None, 2015-01-01 11:00:00, None
None, None, None, None, 0.7, 30.0, None, None, 1108.0, 62.0, None, 2015-01-01 12:00:00, None
None, None, None, None, 0.3, 29.0, None, None, 1108.0, 62.0, None, 2015-01-01 13:00:00, None
None, None, None, None, 2.1, 30.0, None, None, 1107.0, 63.0, None, 2015-01-01 14:00:00, None
None, None, None, None, 0.9, 26.0, None, None, 1108.0, 63.0, None, 2015-01-01 15:00:00, None
None, None, None, None, 2.3, 29.0, None, None, 1108.0, 63.0, None, 2015-01-01 16:00:00, None
None, None, None, None, 2.6, 28.0, None, None, 1109.0, 63.0, None, 2015-01-01 17:00:00, None
