station_observations
pcpn_amt_pst24hrs, cum_pcpn_amt, ONE_DAY_SNOW, air_temp_2, air_temp_1, snw_dpth, MAX_TEMP, ONE_DAY_PRECIPITATION, pcpn_amt_pst1hr, snw_dpth_wtr_equiv, MIN_TEMP, time, SNOW_ON_THE_GROUND
None, None, None, None, -12.8, 187.0, None, None, 1597.0, 607.0, None, 2015-01-01 00:00:00, None
None, None, None, None, -12.7, 187.0, None, None, 1597.0, 607.0, None, 2015-01-01 01:00:00, None
None, None, None, None, -13.5, 187.0, None, None, 1598.0, 607.0, None, 2015-01-01 02:00:00, None
None, None, None, None, -13.4, 187.0, None, None, 1598.0, 607.0, None, 2015-01-01 03:00:00, None
None, None, None, None, -13.2, 187.0, None, None, 1599.0, 608.0, None, 2015-01-01 04:00:00, None
None, None, None, None, -12.6, 187.0, None, None, 1598.0, 608.0, None, 2015-01-01 05:00:00, None
None, None, None, None, -12.8, 186.0, None, None, 1599.0, 608.0, None, 2015-01-01 06:00:00, None
None, None, None, None, -12.0, 187.0, None, None, 1590.0, 608.0, None, 2015-01-01 07:00:00, None
None, None, None, None, -11.3, 187.0, None, None, 1589.0, 608.0, None, 2015-01-01 08:00:00, None
None, None, None, None, -10.9, 187.0, None, None, 1584.0, 608.0, None, 2015-01-01 09:00:00, None
None, None, None, None, -10.6, 186.0, None, None, 1586.0, 608.0, None, 2015-01-01 10:00:00, None
None, None, None, None, -10.5, 187.0, None, None, 1583.0, 608.0, None, 2015-01-01 11:00:00, None
None, None, None, None, -8.8, 187.0, None, None, 1574.0, 608.0, None, 2015-01-01 12:00:00, None
None, None, None, None, -7.9, 187.0, None, None, 1576.0, 608.0, None, 2015-01-01 13:00:00, None
None, None, None, None, -8.3, 185.0, None, None, 1586.0, 608.0, None, 2015-01-01 14:00:00, None
None, None, None, None, -8.8, 186.0, None, None, 1587.0, 608.0, None, 2015-01-01 15:00:00, None
None, None, None, None, -8.1, 186.0, None, None, 1581.0, 608.0, None, 2015-01-01 16:00:00, None
None, None, None, None, -7.8, 185.0, None, None, 1582.0, 608.0, None, 2015-01-01 17:00:00, None
None, None, None, None, -7.4, 185.0, None, None, 1584.0, 608.0, None, 2015-01-01 18:00:00, None
None, None, None, None, -6.5, 185.0, None, None, 1583.0, 608.0, None, 2015-01-01 19:00:00, None
None, None, None, None, -6.3, 185.0, None, None, 1581.0, 608.0, None, 2015-01-01 20:00:00, None
None, None, None, None, -4.9, 185.0, None, None, 1582.0, 608.0, None, 2015-01-01 21:00:00, None
None, None, None, None, -4.9, 184.0, None, None, 1582.0, 608.0, None, 2015-01-01 22:00:00, None
None, None, None, None, -4.4, 184.0, None, None, 1581.0, 608.0, None, 2015-01-01 23:00:00, None
None, None, None, None, -4.7, 185.0, None, None, 1582.0, 608.0, None, 2015-01-02 00:00:00, None
None, None, None, None, -4.7, 185.0, None, None, 1583.0, 609.0, None, 2015-01-02 01:00:00, None
None, None, None, None, -4.8, 184.0, None, None, 1583.0, 609.0, None, 2015-01-02 02:00:00, None
None, None, None, None, -4.8, 184.0, None, None, 1582.0, 610.0, None, 2015-01-02 03:00:00, None
None, None, None, None, -5.2, 185.0, None, None, 1582.0, 611.0, None, 2015-01-02 04:00:00, None
None, None, None, None, -5.3, 186.0, None, None, 1582.0, 612.0, None, 2015-01-02 05:00:00, None
None, None, None, None, -4.9, 187.0, None, None, 1580.0, 614.0, None, 2015-01-02 06:00:00, None
None, None, None, None, -4.3, 190.0, None, None, 1580.0, 616.0, None, 2015-01-02 07:00:00, None
None, None, None, None, -3.5, 192.0, None, None, 1579.0, 617.0, None, 2015-01-02 08:00:00, None
None, None, None, None, -4.4, 194.0, None, None, 1579.0, 620.0, None, 2015-01-02 09:00:00, None
None, None, None, None, -3.7, 194.0, None, None, 1579.0, 622.0, None, 2015-01-02 10:00:00, None
None, None, None, None, -3.8, 197.0, None, None, 1578.0, 623.0, None, 2015-01-02 11:00:00, None
None, None, None, None, -4.2, 199.0, None, None, 1578.0, 624.0, None, 2015-01-02 12:00:00, None
None, None, None, None, -4.1, 200.0, None, None, 1577.0, 626.0, None, 2015-01-02 13:00:00, None
None, None, None, None, -4.4, 201.0, None, None, 1577.0, 627.0, None, 2015-01-02 14:00:00, None
None, None, None, None, -4.6, 200.0, None, None, 1577.0, 628.0, None, 2015-01-02 15:00:00, None
None, None, None, None, -5.2, 201.0, None, None, 1577.0, 628.0, None, 2015-01-02 16:00:00, None
None, None, None, None, -6.0, 202.0, None, None, 1577.0, 628.0, None, 2015-01-02 17:00:00, None
None, None, None, None, -6.5, 201.0, None, None, 1577.0, 628.0, None, 2015-01-02 18:00:00, None
None, None, None, None, -6.4, 202.0, None, None, 1576.0, 628.0, None, 2015-01-02 19:00:00, None
None, None, None, None, -6.3, 202.0, None, None, 1576.0, 629.0, None, 2015-01-02 20:00:00, None
None, None, None, None, -6.8, 203.0, None, None, 1576.0, 629.0, None, 2015-01-02 21:00:00, None
None, None, None, None, -6.6, 203.0, None, None, 1576.0, 629.0, None, 2015-01-02 22:00:00, None
None, None, None, None, -5.8, 201.0, None, None, 1575.0, 629.0, None, 2015-01-02 23:00:00, None
None, None, None, None, -6.3, 201.0, None, None, 1575.0, 628.0, None, 2015-01-03 00:00:00, None
None, None, None, None, -7.2, 201.0, None, None, 1576.0, 628.0, None, 2015-01-03 01:00:00, None
None, None, None, None, -7.7, 200.0, None, None, 1576.0, 628.0, None, 2015-01-03 02:00:00, None
None, None, None, None, -7.5, 200.0, None, None, 1576.0, 628.0, None, 2015-01-03 03:00:00, None
None, None, None, None, -7.8, 200.0, None, None, 1576.0, 627.0, None, 2015-01-03 04:00:00, None
None, None, None, None, -7.8, 200.0, None, None, 1576.0, 627.0, None, 2015-01-03 05:00:00, None
None, None, None, None, -8.2, 200.0, None, None, 1576.0, 627.0, None, 2015-01-03 06:00:00, None
None, None, None, None, -8.6, 200.0, None, None, 1576.0, 627.0, None, 2015-01-03 07:00:00, None
None, None, None, None, -8.8, 199.0, None, None, 1576.0, 627.0, None, 2015-01-03 08:00:00, None
None, None, None, None, -9.0, 199.0, None, None, 1577.0, 627.0, None, 2015-01-03 09:00:00, None
None, None, None, None, -9.2, 198.0, None, None, 1577.0, 627.0, None, 2015-01-03 10:00:00, None
None, None, None, None, -9.5, 197.0, None, None, 1577.0, 627.0, None, 2015-01-03 11:00:00, None
None, None, None, None, -9.7, 201.0, None, None, 1577.0, 627.0, None, 2015-01-03 12:00:00, None
None, None, None, None, -9.8, 201.0, None, None, 1578.0, 628.0, None, 2015-01-03 13:00:00, None
None, None, None, None, -10.5, 201.0, None, None, 1578.0, 628.0, None, 2015-01-03 14:00:00, None
None, None, None, None, -11.2, 203.0, None, None, 1579.0, 628.0, None, 2015-01-03 15:00:00, None
None, None, None, None, -11.6, 203.0, None, None, 1579.0, 628.0, None, 2015-01-03 16:00:00, None
None, None, None, None, -11.9, 199.0, None, None, 1579.0, 628.0, None, 2015-01-03 17:00:00, None
None, None, None, None, -12.0, 204.0, None, None, 1579.0, 628.0, None, 2015-01-03 18:00:00, None
None, None, None, None, -12.6, 204.0, None, None, 1580.0, 628.0, None, 2015-01-03 19:00:00, None
None, None, None, None, -12.7, 202.0, None, None, 1579.0, 628.0, None, 2015-01-03 20:00:00, None
None, None, None, None, -13.1, 203.0, None, None, 1580.0, 628.0, None, 2015-01-03 21:00:00, None
None, None, None, None, -13.2, 203.0, None, None, 1580.0, 628.0, None, 2015-01-03 22:00:00, None
None, None, None, None, -13.7, 205.0, None, None, 1581.0, 628.0, None, 2015-01-03 23:00:00, None
None, None, None, None, -13.5, 205.0, None, None, 1582.0, 628.0, None, 2015-01-04 00:00:00, None
