station_observations
pcpn_amt_pst1hr, snw_dpth_wtr_equiv, SWE, ONE_DAY_SNOW, time, air_temp_1, MIN_TEMP, MAX_TEMP
389.0, None, None, None, 2015-07-18 07:00:00, 7.4, None, None
389.0, None, None, None, 2015-07-18 08:00:00, 7.2, None, None
389.0, None, None, None, 2015-07-18 09:00:00, 6.7, None, None
389.0, None, None, None, 2015-07-18 10:00:00, 6.5, None, None
389.0, None, None, None, 2015-07-18 11:00:00, 5.5, None, None
389.0, None, None, None, 2015-07-18 12:00:00, 5.5, None, None
389.0, None, None, None, 2015-07-18 13:00:00, 7.8, None, None
386.0, None, None, None, 2015-07-18 14:00:00, 10.0, None, None
384.0, None, None, None, 2015-07-18 15:00:00, 10.8, None, None
384.0, None, None, None, 2015-07-18 16:00:00, 11.5, None, None
384.0, None, None, None, 2015-07-18 17:00:00, 12.9, None, None
385.0, None, None, None, 2015-07-18 18:00:00, 11.7, None, None
385.0, None, None, None, 2015-07-18 19:00:00, 12.1, None, None
385.0, None, None, None, 2015-07-18 20:00:00, 12.0, None, None
385.0, None, None, None, 2015-07-18 21:00:00, 12.0, None, None
385.0, None, None, None, 2015-07-18 22:00:00, 12.8, None, None
386.0, None, None, None, 2015-07-18 23:00:00, 11.1, None, None
386.0, None, None, None, 2015-07-19 00:00:00, 11.2, None, None
387.0, None, None, None, 2015-07-19 01:00:00, 10.4, None, None
387.0, None, None, None, 2015-07-19 02:00:00, 10.4, None, None
387.0, None, None, None, 2015-07-19 03:00:00, 10.5, None, None
387.0, None, None, None, 2015-07-19 04:00:00, 9.9, None, None
387.0, None, None, None, 2015-07-19 05:00:00, 10.5, None, None
387.0, None, None, None, 2015-07-19 06:00:00, 10.3, None, None
387.0, None, None, None, 2015-07-19 07:00:00, 11.4, None, None
387.0, None, None, None, 2015-07-19 08:00:00, 10.4, None, None
387.0, None, None, None, 2015-07-19 09:00:00, 11.0, None, None
387.0, None, None, None, 2015-07-19 10:00:00, 10.5, None, None
387.0, None, None, None, 2015-07-19 11:00:00, 10.2, None, None
387.0, None, None, None, 2015-07-19 12:00:00, 10.5, None, None
387.0, None, None, None, 2015-07-19 13:00:00, 11.5, None, None
386.0, None, None, None, 2015-07-19 14:00:00, 12.2, None, None
385.0, None, None, None, 2015-07-19 15:00:00, 12.8, None, None
385.0, None, None, None, 2015-07-19 16:00:00, 13.0, None, None
385.0, None, None, None, 2015-07-19 17:00:00, 14.8, None, None
384.0, None, None, None, 2015-07-19 18:00:00, 15.7, None, None
384.0, None, None, None, 2015-07-19 19:00:00, 14.8, None, None
384.0, None, None, None, 2015-07-19 20:00:00, 16.6, None, None
384.0, None, None, None, 2015-07-19 21:00:00, 16.7, None, None
384.0, None, None, None, 2015-07-19 22:00:00, 17.7, None, None
384.0, None, None, None, 2015-07-19 23:00:00, 17.8, None, None
384.0, None, None, None, 2015-07-20 00:00:00, 16.9, None, None
384.0, None, None, None, 2015-07-20 01:00:00, 16.7, None, None
384.0, None, None, None, 2015-07-20 02:00:00, 16.6, None, None
386.0, None, None, None, 2015-07-20 03:00:00, 14.6, None, None
387.0, None, None, None, 2015-07-20 04:00:00, 13.9, None, None
387.0, None, None, None, 2015-07-20 05:00:00, 14.0, None, None
387.0, None, None, None, 2015-07-20 06:00:00, 13.8, None, None
387.0, None, None, None, 2015-07-20 07:00:00, 13.4, None, None
387.0, None, None, None, 2015-07-20 08:00:00, 13.5, None, None
387.0, None, None, None, 2015-07-20 09:00:00, 13.3, None, None
387.0, None, None, None, 2015-07-20 10:00:00, 13.0, None, None
386.0, None, None, None, 2015-07-20 11:00:00, 13.2, None, None
387.0, None, None, None, 2015-07-20 12:00:00, 10.6, None, None
390.0, None, None, None, 2015-07-20 13:00:00, 8.5, None, None
398.0, None, None, None, 2015-07-20 14:00:00, 7.0, None, None
399.0, None, None, None, 2015-07-20 15:00:00, 9.1, None, None
398.0, None, None, None, 2015-07-20 16:00:00, 9.7, None, None
396.0, None, None, None, 2015-07-20 17:00:00, 12.1, None, None
397.0, None, None, None, 2015-07-20 18:00:00, 11.2, None, None
396.0, None, None, None, 2015-07-20 19:00:00, 12.5, None, None
396.0, None, None, None, 2015-07-20 20:00:00, 14.1, None, None
396.0, None, None, None, 2015-07-20 21:00:00, 14.0, None, None
396.0, None, None, None, 2015-07-20 22:00:00, 15.7, None, None
396.0, None, None, None, 2015-07-20 23:00:00, 15.5, None, None
396.0, None, None, None, 2015-07-21 00:00:00, 15.6, None, None
396.0, None, None, None, 2015-07-21 01:00:00, 15.3, None, None
397.0, None, None, None, 2015-07-21 02:00:00, 15.5, None, None
397.0, None, None, None, 2015-07-21 03:00:00, 15.1, None, None
398.0, None, None, None, 2015-07-21 04:00:00, 15.1, None, None
398.0, None, None, None, 2015-07-21 05:00:00, 12.7, None, None
398.0, None, None, None, 2015-07-21 06:00:00, 12.0, None, None
399.0, None, None, None, 2015-07-21 07:00:00, 11.1, None, None
399.0, None, None, None, 2015-07-21 08:00:00, 10.9, None, None
399.0, None, None, None, 2015-07-21 09:00:00, 9.8, None, None
399.0, None, None, None, 2015-07-21 10:00:00, 9.1, None, None
399.0, None, None, None, 2015-07-21 11:00:00, 8.8, None, None
400.0, None, None, None, 2015-07-21 12:00:00, 7.8, None, None
399.0, None, None, None, 2015-07-21 13:00:00, 9.0, None, None
397.0, None, None, None, 2015-07-21 14:00:00, 10.8, None, None
394.0, None, None, None, 2015-07-21 15:00:00, 11.0, None, None
396.0, None, None, None, 2015-07-21 16:00:00, 12.3, None, None
396.0, None, None, None, 2015-07-21 17:00:00, 12.7, None, None
397.0, None, None, None, 2015-07-21 18:00:00, 12.5, None, None
396.0, None, None, None, 2015-07-21 19:00:00, 12.8, None, None
397.0, None, None, None, 2015-07-21 20:00:00, 12.2, None, None
397.0, None, None, None, 2015-07-21 21:00:00, 13.0, None, None
397.0, None, None, None, 2015-07-21 22:00:00, 12.2, None, None
397.0, None, None, None, 2015-07-21 23:00:00, 12.5, None, None
396.0, None, None, None, 2015-07-22 00:00:00, 13.9, None, None
396.0, None, None, None, 2015-07-22 01:00:00, 12.8, None, None
397.0, None, None, None, 2015-07-22 02:00:00, 11.7, None, None
398.0, None, None, None, 2015-07-22 03:00:00, 10.4, None, None
399.0, None, None, None, 2015-07-22 04:00:00, 9.8, None, None
399.0, None, None, None, 2015-07-22 05:00:00, 8.5, None, None
400.0, None, None, None, 2015-07-22 06:00:00, 7.9, None, None
399.0, None, None, None, 2015-07-22 07:00:00, 8.1, None, None
399.0, None, None, None, 2015-07-22 08:00:00, 8.0, None, None
399.0, None, None, None, 2015-07-22 09:00:00, 8.4, None, None
399.0, None, None, None, 2015-07-22 10:00:00, 6.6, None, None
400.0, None, None, None, 2015-07-22 11:00:00, 4.8, None, None
400.0, None, None, None, 2015-07-22 12:00:00, 4.9, None, None
400.0, None, None, None, 2015-07-22 13:00:00, 4.2, None, None
401.0, None, None, None, 2015-07-22 14:00:00, 4.5, None, None
401.0, None, None, None, 2015-07-22 15:00:00, 4.4, None, None
399.0, None, None, None, 2015-07-22 16:00:00, 8.5, None, None
398.0, None, None, None, 2015-07-22 17:00:00, 8.0, None, None
400.0, None, None, None, 2015-07-22 18:00:00, 5.7, None, None
399.0, None, None, None, 2015-07-22 19:00:00, 8.3, None, None
400.0, None, None, None, 2015-07-22 20:00:00, 6.7, None, None
400.0, None, None, None, 2015-07-22 21:00:00, 6.3, None, None
400.0, None, None, None, 2015-07-22 22:00:00, 9.5, None, None
399.0, None, None, None, 2015-07-22 23:00:00, 8.0, None, None
399.0, None, None, None, 2015-07-23 00:00:00, 10.9, None, None
398.0, None, None, None, 2015-07-23 01:00:00, 9.3, None, None
400.0, None, None, None, 2015-07-23 02:00:00, 5.9, None, None
402.0, None, None, None, 2015-07-23 03:00:00, 5.8, None, None
402.0, None, None, None, 2015-07-23 04:00:00, 4.8, None, None
403.0, None, None, None, 2015-07-23 05:00:00, 4.7, None, None
403.0, None, None, None, 2015-07-23 06:00:00, 4.7, None, None
403.0, None, None, None, 2015-07-23 07:00:00, 5.0, None, None
403.0, None, None, None, 2015-07-23 08:00:00, 5.3, None, None
402.0, None, None, None, 2015-07-23 09:00:00, 4.9, None, None
402.0, None, None, None, 2015-07-23 10:00:00, 5.3, None, None
402.0, None, None, None, 2015-07-23 11:00:00, 5.2, None, None
402.0, None, None, None, 2015-07-23 12:00:00, 5.8, None, None
402.0, None, None, None, 2015-07-23 13:00:00, 5.9, None, None
401.0, None, None, None, 2015-07-23 14:00:00, 7.3, None, None
399.0, None, None, None, 2015-07-23 15:00:00, 8.0, None, None
400.0, None, None, None, 2015-07-23 16:00:00, 7.3, None, None
400.0, None, None, None, 2015-07-23 17:00:00, 8.4, None, None
400.0, None, None, None, 2015-07-23 18:00:00, 8.3, None, None
399.0, None, None, None, 2015-07-23 19:00:00, 8.5, None, None
400.0, None, None, None, 2015-07-23 20:00:00, 8.6, None, None
400.0, None, None, None, 2015-07-23 21:00:00, 8.1, None, None
402.0, None, None, None, 2015-07-23 22:00:00, 6.3, None, None
405.0, None, None, None, 2015-07-23 23:00:00, 8.2, None, None
403.0, None, None, None, 2015-07-24 00:00:00, 8.3, None, None
403.0, None, None, None, 2015-07-24 01:00:00, 9.2, None, None
403.0, None, None, None, 2015-07-24 02:00:00, 8.0, None, None
405.0, None, None, None, 2015-07-24 03:00:00, 7.1, None, None
405.0, None, None, None, 2015-07-24 04:00:00, 7.1, None, None
406.0, None, None, None, 2015-07-24 05:00:00, 6.2, None, None
406.0, None, None, None, 2015-07-24 06:00:00, 7.0, None, None
406.0, None, None, None, 2015-07-24 07:00:00, 6.6, None, None
406.0, None, None, None, 2015-07-24 08:00:00, 6.2, None, None
406.0, None, None, None, 2015-07-24 09:00:00, 6.8, None, None
405.0, None, None, None, 2015-07-24 10:00:00, 7.4, None, None
405.0, None, None, None, 2015-07-24 11:00:00, 7.0, None, None
405.0, None, None, None, 2015-07-24 12:00:00, 7.3, None, None
405.0, None, None, None, 2015-07-24 13:00:00, 7.6, None, None
405.0, None, None, None, 2015-07-24 14:00:00, 9.2, None, None
403.0, None, None, None, 2015-07-24 15:00:00, 10.8, None, None
402.0, None, None, None, 2015-07-24 16:00:00, 10.3, None, None
403.0, None, None, None, 2015-07-24 17:00:00, 9.9, None, None
403.0, None, None, None, 2015-07-24 18:00:00, 11.6, None, None
403.0, None, None, None, 2015-07-24 19:00:00, 10.0, None, None
404.0, None, None, None, 2015-07-24 20:00:00, 9.2, None, None
406.0, None, None, None, 2015-07-24 21:00:00, 6.2, None, None
410.0, None, None, None, 2015-07-24 22:00:00, 5.8, None, None
410.0, None, None, None, 2015-07-24 23:00:00, 7.5, None, None
410.0, None, None, None, 2015-07-25 00:00:00, 6.3, None, None
411.0, None, None, None, 2015-07-25 01:00:00, 6.1, None, None
411.0, None, None, None, 2015-07-25 02:00:00, 6.2, None, None
411.0, None, None, None, 2015-07-25 03:00:00, 5.9, None, None
411.0, None, None, None, 2015-07-25 04:00:00, 5.6, None, None
412.0, None, None, None, 2015-07-25 05:00:00, 5.6, None, None
412.0, None, None, None, 2015-07-25 06:00:00, 6.0, None, None
412.0, None, None, None, 2015-07-25 07:00:00, 6.1, None, None
412.0, None, None, None, 2015-07-25 08:00:00, 5.9, None, None
412.0, None, None, None, 2015-07-25 09:00:00, 5.7, None, None
412.0, None, None, None, 2015-07-25 10:00:00, 5.5, None, None
413.0, None, None, None, 2015-07-25 11:00:00, 5.0, None, None
413.0, None, None, None, 2015-07-25 12:00:00, 5.0, None, None
413.0, None, None, None, 2015-07-25 13:00:00, 4.6, None, None
413.0, None, None, None, 2015-07-25 14:00:00, 3.7, None, None
414.0, None, None, None, 2015-07-25 15:00:00, 4.2, None, None
414.0, None, None, None, 2015-07-25 16:00:00, 4.3, None, None
414.0, None, None, None, 2015-07-25 17:00:00, 4.6, None, None
414.0, None, None, None, 2015-07-25 18:00:00, 4.4, None, None
414.0, None, None, None, 2015-07-25 19:00:00, 5.4, None, None
413.0, None, None, None, 2015-07-25 20:00:00, 6.7, None, None
412.0, None, None, None, 2015-07-25 21:00:00, 6.8, None, None
412.0, None, None, None, 2015-07-25 22:00:00, 6.4, None, None
413.0, None, None, None, 2015-07-25 23:00:00, 8.3, None, None
413.0, None, None, None, 2015-07-26 00:00:00, 7.3, None, None
414.0, None, None, None, 2015-07-26 01:00:00, 5.0, None, None
414.0, None, None, None, 2015-07-26 02:00:00, 5.2, None, None
415.0, None, None, None, 2015-07-26 03:00:00, 3.9, None, None
416.0, None, None, None, 2015-07-26 04:00:00, 3.3, None, None
416.0, None, None, None, 2015-07-26 05:00:00, 3.8, None, None
416.0, None, None, None, 2015-07-26 06:00:00, 4.0, None, None
417.0, None, None, None, 2015-07-26 07:00:00, 1.7, None, None
419.0, None, None, None, 2015-07-26 08:00:00, 2.4, None, None
419.0, None, None, None, 2015-07-26 09:00:00, 2.0, None, None
419.0, None, None, None, 2015-07-26 10:00:00, 1.8, None, None
419.0, None, None, None, 2015-07-26 11:00:00, 2.1, None, None
419.0, None, None, None, 2015-07-26 12:00:00, 1.2, None, None
419.0, None, None, None, 2015-07-26 13:00:00, 1.7, None, None
418.0, None, None, None, 2015-07-26 14:00:00, 4.6, None, None
416.0, None, None, None, 2015-07-26 15:00:00, 5.5, None, None
416.0, None, None, None, 2015-07-26 16:00:00, 3.6, None, None
417.0, None, None, None, 2015-07-26 17:00:00, 5.3, None, None
416.0, None, None, None, 2015-07-26 18:00:00, 7.0, None, None
415.0, None, None, None, 2015-07-26 19:00:00, 7.4, None, None
416.0, None, None, None, 2015-07-26 20:00:00, 6.2, None, None
416.0, None, None, None, 2015-07-26 21:00:00, 5.9, None, None
417.0, None, None, None, 2015-07-26 22:00:00, 5.6, None, None
418.0, None, None, None, 2015-07-26 23:00:00, 3.7, None, None
418.0, None, None, None, 2015-07-27 00:00:00, 3.9, None, None
418.0, None, None, None, 2015-07-27 01:00:00, 4.6, None, None
418.0, None, None, None, 2015-07-27 02:00:00, 4.2, None, None
419.0, None, None, None, 2015-07-27 03:00:00, 3.1, None, None
420.0, None, None, None, 2015-07-27 04:00:00, 2.6, None, None
420.0, None, None, None, 2015-07-27 05:00:00, 2.9, None, None
420.0, None, None, None, 2015-07-27 06:00:00, 2.8, None, None
420.0, None, None, None, 2015-07-27 07:00:00, 2.7, None, None
420.0, None, None, None, 2015-07-27 08:00:00, 3.0, None, None
420.0, None, None, None, 2015-07-27 09:00:00, 2.5, None, None
420.0, None, None, None, 2015-07-27 10:00:00, 2.2, None, None
420.0, None, None, None, 2015-07-27 11:00:00, 2.4, None, None
420.0, None, None, None, 2015-07-27 12:00:00, 2.5, None, None
420.0, None, None, None, 2015-07-27 13:00:00, 2.8, None, None
420.0, None, None, None, 2015-07-27 14:00:00, 3.5, None, None
419.0, None, None, None, 2015-07-27 15:00:00, 4.1, None, None
418.0, None, None, None, 2015-07-27 16:00:00, 4.9, None, None
418.0, None, None, None, 2015-07-27 17:00:00, 5.9, None, None
418.0, None, None, None, 2015-07-27 18:00:00, 5.8, None, None
418.0, None, None, None, 2015-07-27 19:00:00, 5.5, None, None
418.0, None, None, None, 2015-07-27 20:00:00, 7.2, None, None
416.0, None, None, None, 2015-07-27 21:00:00, 7.8, None, None
417.0, None, None, None, 2015-07-27 22:00:00, 7.3, None, None
417.0, None, None, None, 2015-07-27 23:00:00, 7.5, None, None
416.0, None, None, None, 2015-07-28 00:00:00, 9.1, None, None
416.0, None, None, None, 2015-07-28 01:00:00, 9.0, None, None
417.0, None, None, None, 2015-07-28 02:00:00, 8.4, None, None
418.0, None, None, None, 2015-07-28 03:00:00, 6.9, None, None
419.0, None, None, None, 2015-07-28 04:00:00, 6.7, None, None
419.0, None, None, None, 2015-07-28 05:00:00, 6.1, None, None
419.0, None, None, None, 2015-07-28 06:00:00, 5.4, None, None
419.0, None, None, None, 2015-07-28 07:00:00, 6.0, None, None
419.0, None, None, None, 2015-07-28 08:00:00, 5.4, None, None
420.0, None, None, None, 2015-07-28 09:00:00, 4.8, None, None
420.0, None, None, None, 2015-07-28 10:00:00, 4.8, None, None
420.0, None, None, None, 2015-07-28 11:00:00, 4.2, None, None
419.0, None, None, None, 2015-07-28 12:00:00, 5.0, None, None
419.0, None, None, None, 2015-07-28 13:00:00, 4.9, None, None
419.0, None, None, None, 2015-07-28 14:00:00, 4.9, None, None
419.0, None, None, None, 2015-07-28 15:00:00, 5.1, None, None
419.0, None, None, None, 2015-07-28 16:00:00, 5.7, None, None
418.0, None, None, None, 2015-07-28 17:00:00, 7.6, None, None
417.0, None, None, None, 2015-07-28 18:00:00, 8.3, None, None
416.0, None, None, None, 2015-07-28 19:00:00, 8.4, None, None
416.0, None, None, None, 2015-07-28 20:00:00, 8.3, None, None
417.0, None, None, None, 2015-07-28 21:00:00, 8.2, None, None
417.0, None, None, None, 2015-07-28 22:00:00, 8.5, None, None
416.0, None, None, None, 2015-07-28 23:00:00, 8.5, None, None
418.0, None, None, None, 2015-07-29 00:00:00, 8.1, None, None
418.0, None, None, None, 2015-07-29 01:00:00, 8.0, None, None
418.0, None, None, None, 2015-07-29 02:00:00, 7.7, None, None
418.0, None, None, None, 2015-07-29 03:00:00, 7.4, None, None
419.0, None, None, None, 2015-07-29 04:00:00, 7.4, None, None
419.0, None, None, None, 2015-07-29 05:00:00, 6.9, None, None
419.0, None, None, None, 2015-07-29 06:00:00, 6.8, None, None
419.0, None, None, None, 2015-07-29 07:00:00, 5.3, None, None
419.0, None, None, None, 2015-07-29 08:00:00, 6.6, None, None
419.0, None, None, None, 2015-07-29 09:00:00, 5.8, None, None
419.0, None, None, None, 2015-07-29 10:00:00, 6.0, None, None
420.0, None, None, None, 2015-07-29 11:00:00, 5.9, None, None
420.0, None, None, None, 2015-07-29 12:00:00, 6.2, None, None
420.0, None, None, None, 2015-07-29 13:00:00, 6.1, None, None
421.0, None, None, None, 2015-07-29 14:00:00, 5.5, None, None
422.0, None, None, None, 2015-07-29 15:00:00, 5.6, None, None
421.0, None, None, None, 2015-07-29 16:00:00, 6.1, None, None
424.0, None, None, None, 2015-07-29 17:00:00, 5.9, None, None
423.0, None, None, None, 2015-07-29 18:00:00, 8.6, None, None
421.0, None, None, None, 2015-07-29 19:00:00, 10.5, None, None
420.0, None, None, None, 2015-07-29 20:00:00, 10.7, None, None
421.0, None, None, None, 2015-07-29 21:00:00, 11.2, None, None
420.0, None, None, None, 2015-07-29 22:00:00, 9.1, None, None
423.0, None, None, None, 2015-07-29 23:00:00, 8.9, None, None
423.0, None, None, None, 2015-07-30 00:00:00, 11.0, None, None
423.0, None, None, None, 2015-07-30 01:00:00, 9.8, None, None
423.0, None, None, None, 2015-07-30 02:00:00, 9.7, None, None
424.0, None, None, None, 2015-07-30 03:00:00, 8.3, None, None
425.0, None, None, None, 2015-07-30 13:00:00, 9.2, None, None
423.0, None, None, None, 2015-07-30 14:00:00, 11.5, None, None
421.0, None, None, None, 2015-07-30 15:00:00, 11.8, None, None
420.0, None, None, None, 2015-07-30 16:00:00, 12.2, None, None
421.0, None, None, None, 2015-07-30 17:00:00, 13.5, None, None
422.0, None, None, None, 2015-07-30 18:00:00, 13.2, None, None
422.0, None, None, None, 2015-07-30 19:00:00, 12.3, None, None
422.0, None, None, None, 2015-07-30 20:00:00, 14.3, None, None
422.0, None, None, None, 2015-07-30 21:00:00, 16.1, None, None
421.0, None, None, None, 2015-07-30 22:00:00, 16.6, None, None
421.0, None, None, None, 2015-07-30 23:00:00, 17.4, None, None
420.0, None, None, None, 2015-07-31 00:00:00, 17.3, None, None
421.0, None, None, None, 2015-07-31 01:00:00, 16.5, None, None
421.0, None, None, None, 2015-07-31 02:00:00, 15.4, None, None
423.0, None, None, None, 2015-07-31 03:00:00, 13.2, None, None
424.0, None, None, None, 2015-07-31 04:00:00, 13.2, None, None
424.0, None, None, None, 2015-07-31 05:00:00, 12.5, None, None
424.0, None, None, None, 2015-07-31 06:00:00, 12.2, None, None
424.0, None, None, None, 2015-07-31 07:00:00, 12.5, None, None
424.0, None, None, None, 2015-07-31 08:00:00, 12.1, None, None
424.0, None, None, None, 2015-07-31 09:00:00, 12.0, None, None
424.0, None, None, None, 2015-07-31 10:00:00, 11.9, None, None
424.0, None, None, None, 2015-07-31 11:00:00, 11.4, None, None
424.0, None, None, None, 2015-07-31 12:00:00, 10.9, None, None
424.0, None, None, None, 2015-07-31 13:00:00, 11.7, None, None
422.0, None, None, None, 2015-07-31 14:00:00, 17.0, None, None
419.0, None, None, None, 2015-07-31 15:00:00, 16.0, None, None
419.0, None, None, None, 2015-07-31 16:00:00, 15.4, None, None
420.0, None, None, None, 2015-07-31 17:00:00, 17.0, None, None
421.0, None, None, None, 2015-07-31 18:00:00, 17.6, None, None
421.0, None, None, None, 2015-07-31 19:00:00, 18.5, None, None
420.0, None, None, None, 2015-07-31 20:00:00, 18.2, None, None
420.0, None, None, None, 2015-07-31 21:00:00, 19.5, None, None
420.0, None, None, None, 2015-07-31 22:00:00, 19.8, None, None
420.0, None, None, None, 2015-07-31 23:00:00, 19.9, None, None
420.0, 0.0, None, None, 2015-08-01 00:00:00, 20.0, None, None
420.0, 1.0, None, None, 2015-08-01 01:00:00, 19.4, None, None
420.0, 0.0, None, None, 2015-08-01 02:00:00, 17.7, None, None
423.0, None, None, None, 2015-08-01 03:00:00, 15.5, None, None
424.0, None, None, None, 2015-08-01 04:00:00, 15.1, None, None
424.0, None, None, None, 2015-08-01 05:00:00, 14.7, None, None
424.0, None, None, None, 2015-08-01 06:00:00, 14.5, None, None
424.0, None, None, None, 2015-08-01 07:00:00, 14.9, None, None
424.0, None, None, None, 2015-08-01 08:00:00, 14.9, None, None
424.0, None, None, None, 2015-08-01 09:00:00, 14.0, None, None
424.0, None, None, None, 2015-08-01 10:00:00, 13.5, None, None
424.0, None, None, None, 2015-08-01 11:00:00, 13.0, None, None
424.0, None, None, None, 2015-08-01 12:00:00, 12.9, None, None
424.0, None, None, None, 2015-08-01 13:00:00, 12.3, None, None
422.0, None, None, None, 2015-08-01 14:00:00, 14.7, None, None
420.0, None, None, None, 2015-08-01 15:00:00, 15.4, None, None
420.0, None, None, None, 2015-08-01 16:00:00, 16.0, None, None
420.0, None, None, None, 2015-08-01 17:00:00, 17.0, None, None
421.0, None, None, None, 2015-08-01 18:00:00, 16.8, None, None
421.0, None, None, None, 2015-08-01 19:00:00, 17.0, None, None
421.0, None, None, None, 2015-08-01 20:00:00, 17.3, None, None
421.0, None, None, None, 2015-08-01 21:00:00, 18.4, None, None
421.0, None, None, None, 2015-08-01 22:00:00, 18.8, None, None
421.0, None, None, None, 2015-08-01 23:00:00, 18.4, None, None
420.0, 0.0, None, None, 2015-08-02 00:00:00, 18.7, None, None
420.0, 1.0, None, None, 2015-08-02 01:00:00, 17.7, None, None
421.0, None, None, None, 2015-08-02 02:00:00, 16.5, None, None
423.0, None, None, None, 2015-08-02 03:00:00, 14.9, None, None
424.0, None, None, None, 2015-08-02 04:00:00, 14.3, None, None
424.0, None, None, None, 2015-08-02 05:00:00, 13.4, None, None
424.0, None, None, None, 2015-08-02 06:00:00, 13.4, None, None
424.0, None, None, None, 2015-08-02 07:00:00, 13.2, None, None
424.0, None, None, None, 2015-08-02 08:00:00, 12.9, None, None
424.0, None, None, None, 2015-08-02 09:00:00, 12.9, None, None
424.0, None, None, None, 2015-08-02 10:00:00, 12.6, None, None
424.0, None, None, None, 2015-08-02 11:00:00, 11.8, None, None
424.0, None, None, None, 2015-08-02 12:00:00, 11.8, None, None
424.0, None, None, None, 2015-08-02 13:00:00, 12.7, None, None
422.0, None, None, None, 2015-08-02 14:00:00, 17.0, None, None
420.0, None, None, None, 2015-08-02 15:00:00, 16.2, None, None
419.0, None, None, None, 2015-08-02 16:00:00, 16.2, None, None
420.0, None, None, None, 2015-08-02 17:00:00, 16.5, None, None
420.0, None, None, None, 2015-08-02 18:00:00, 17.5, None, None
421.0, None, None, None, 2015-08-02 19:00:00, 16.8, None, None
421.0, None, None, None, 2015-08-02 20:00:00, 16.7, None, None
421.0, None, None, None, 2015-08-02 21:00:00, 19.6, None, None
420.0, None, None, None, 2015-08-02 22:00:00, 18.5, None, None
420.0, None, None, None, 2015-08-02 23:00:00, 19.2, None, None
420.0, None, None, None, 2015-08-03 00:00:00, 19.5, None, None
420.0, 0.0, None, None, 2015-08-03 01:00:00, 18.5, None, None
421.0, None, None, None, 2015-08-03 02:00:00, 17.4, None, None
423.0, None, None, None, 2015-08-03 03:00:00, 15.6, None, None
423.0, None, None, None, 2015-08-03 04:00:00, 14.5, None, None
423.0, None, None, None, 2015-08-03 05:00:00, 14.9, None, None
423.0, None, None, None, 2015-08-03 06:00:00, 14.4, None, None
423.0, None, None, None, 2015-08-03 07:00:00, 14.7, None, None
423.0, None, None, None, 2015-08-03 08:00:00, 14.5, None, None
423.0, None, None, None, 2015-08-03 09:00:00, 14.7, None, None
423.0, None, None, None, 2015-08-03 10:00:00, 15.1, None, None
423.0, None, None, None, 2015-08-03 11:00:00, 14.0, None, None
423.0, None, None, None, 2015-08-03 12:00:00, 13.8, None, None
423.0, None, None, None, 2015-08-03 13:00:00, 14.1, None, None
422.0, None, None, None, 2015-08-03 14:00:00, 15.6, None, None
420.0, None, None, None, 2015-08-03 15:00:00, 16.9, None, None
420.0, None, None, None, 2015-08-03 16:00:00, 16.4, None, None
420.0, None, None, None, 2015-08-03 17:00:00, 17.6, None, None
421.0, None, None, None, 2015-08-03 18:00:00, 17.7, None, None
421.0, None, None, None, 2015-08-03 19:00:00, 17.7, None, None
421.0, None, None, None, 2015-08-03 20:00:00, 17.7, None, None
421.0, None, None, None, 2015-08-03 21:00:00, 16.8, None, None
422.0, None, None, None, 2015-08-03 22:00:00, 16.9, None, None
421.0, None, None, None, 2015-08-03 23:00:00, 16.8, None, None
422.0, None, None, None, 2015-08-04 00:00:00, 15.5, None, None
422.0, None, None, None, 2015-08-04 01:00:00, 14.9, None, None
423.0, None, None, None, 2015-08-04 02:00:00, 13.8, None, None
423.0, None, None, None, 2015-08-04 03:00:00, 13.0, None, None
423.0, None, None, None, 2015-08-04 04:00:00, 13.1, None, None
424.0, None, None, None, 2015-08-04 05:00:00, 12.3, None, None
424.0, None, None, None, 2015-08-04 06:00:00, 12.1, None, None
424.0, None, None, None, 2015-08-04 07:00:00, 11.2, None, None
424.0, None, None, None, 2015-08-04 08:00:00, 11.3, None, None
424.0, None, None, None, 2015-08-04 09:00:00, 10.9, None, None
424.0, None, None, None, 2015-08-04 10:00:00, 10.3, None, None
424.0, None, None, None, 2015-08-04 11:00:00, 9.7, None, None
425.0, None, None, None, 2015-08-04 12:00:00, 9.2, None, None
424.0, None, None, None, 2015-08-04 13:00:00, 9.0, None, None
424.0, None, None, None, 2015-08-04 14:00:00, 9.7, None, None
423.0, None, None, None, 2015-08-04 15:00:00, 11.8, None, None
421.0, None, None, None, 2015-08-04 16:00:00, 12.2, None, None
421.0, None, None, None, 2015-08-04 17:00:00, 11.8, None, None
422.0, None, None, None, 2015-08-04 18:00:00, 11.6, None, None
423.0, None, None, None, 2015-08-04 19:00:00, 11.7, None, None
423.0, None, None, None, 2015-08-04 20:00:00, 11.8, None, None
423.0, None, None, None, 2015-08-04 21:00:00, 11.7, None, None
423.0, None, None, None, 2015-08-04 22:00:00, 12.1, None, None
423.0, None, None, None, 2015-08-04 23:00:00, 11.4, None, None
423.0, None, None, None, 2015-08-05 00:00:00, 10.5, None, None
423.0, None, None, None, 2015-08-05 01:00:00, 9.7, None, None
424.0, None, None, None, 2015-08-05 02:00:00, 8.5, None, None
425.0, None, None, None, 2015-08-05 03:00:00, 8.1, None, None
426.0, None, None, None, 2015-08-05 04:00:00, 7.3, None, None
