station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
35.8, 35.8, 0.0, 2012-01-02 00:00:00, 107.0
61.8, 58.8, 3.0, 2012-01-03 00:00:00, 102.0
13.2, 13.2, 0.0, 2012-01-04 00:00:00, 96.0
2.0, 2.0, 0.0, 2012-01-05 00:00:00, 90.0
7.2, 4.2, 3.0, 2012-01-06 00:00:00, 90.0
34.8, 34.8, 0.0, 2012-01-07 00:00:00, 88.0
37.0, 27.0, 10.0, 2012-01-08 00:00:00, 75.0
0.6, 0.0, 0.6, 2012-01-09 00:00:00, 77.0
0.0, 0.0, 0.0, 2012-01-10 00:00:00, 77.0
1.0, 0.0, 1.0, 2012-01-11 00:00:00, 77.0
4.4, 1.4, 3.0, 2012-01-12 00:00:00, 76.0
22.0, 0.0, 22.0, 2012-01-13 00:00:00, 76.0
1.6, 0.0, 1.6, 2012-01-14 00:00:00, 93.0
1.0, 0.0, 1.0, 2012-01-15 00:00:00, 92.0
0.0, 0.0, 0.0, 2012-01-16 00:00:00, 90.0
0.0, 0.0, 0.0, 2012-01-17 00:00:00, 90.0
0.0, 0.0, 0.0, 2012-01-18 00:00:00, 89.0
14.0, 0.0, 14.0, 2012-01-19 00:00:00, 88.0
36.0, 0.0, 36.0, 2012-01-21 00:00:00, 96.0
44.0, 0.0, 44.0, 2012-01-22 00:00:00, 116.0
38.0, 0.0, 38.0, 2012-01-23 00:00:00, 140.0
22.8, 20.8, 2.0, 2012-01-24 00:00:00, 152.0
25.0, 0.0, 25.0, 2012-01-25 00:00:00, 136.0
13.8, 4.8, 9.0, 2012-01-27 00:00:00, 144.0
49.7, 24.7, 25.0, 2012-01-28 00:00:00, 114.0
13.6, 13.6, 0.0, 2012-01-29 00:00:00, 115.0
26.2, 25.2, 1.0, 2012-01-30 00:00:00, 114.0
4.4, 4.4, 0.0, 2012-01-31 00:00:00, 110.0
5.2, 5.2, 0.0, 2012-02-01 00:00:00, 109.0
106.6, 106.6, 0.0, 2012-02-02 00:00:00, 107.0
10.2, 10.2, 0.0, 2012-02-03 00:00:00, 105.0
0.6, 0.6, 0.0, 2012-02-04 00:00:00, 100.0
0.0, 0.0, 0.0, 2012-02-05 00:00:00, 100.0
0.0, 0.0, 0.0, 2012-02-06 00:00:00, 99.0
0.0, 0.0, 0.0, 2012-02-07 00:00:00, 98.0
0.0, 0.0, 0.0, 2012-02-08 00:00:00, 95.0
12.2, 12.2, 0.0, 2012-02-09 00:00:00, 95.0
1.2, 1.2, 0.0, 2012-02-10 00:00:00, 95.0
6.2, 6.2, 0.0, 2012-02-11 00:00:00, 93.0
0.0, 0.0, 0.0, 2012-02-12 00:00:00, 92.0
0.0, 0.0, 0.0, 2012-02-13 00:00:00, 90.0
0.0, 0.0, 0.0, 2012-02-14 00:00:00, 90.0
11.0, 0.0, 11.0, 2012-02-15 00:00:00, 90.0
0.0, 0.0, 0.0, 2012-02-16 00:00:00, 101.0
1.8, 1.8, 0.0, 2012-02-17 00:00:00, 99.0
0.0, 0.0, 0.0, 2012-02-18 00:00:00, 98.0
8.0, 6.0, 2.0, 2012-02-19 00:00:00, 96.0
21.2, 16.2, 5.0, 2012-02-20 00:00:00, 94.0
9.2, 9.2, 0.0, 2012-02-21 00:00:00, 90.0
3.0, 3.0, 0.0, 2012-02-22 00:00:00, 87.0
2.0, 0.0, 2.0, 2012-02-23 00:00:00, 87.0
24.0, 0.0, 24.0, 2012-02-24 00:00:00, 88.0
1.0, 0.0, 1.0, 2012-02-25 00:00:00, 110.0
0.0, 0.0, 0.0, 2012-02-26 00:00:00, 106.0
19.0, 0.0, 19.0, 2012-02-27 00:00:00, 103.0
0.0, 0.0, 0.0, 2012-02-28 00:00:00, 115.0
0.0, 0.0, 0.0, 2012-02-29 00:00:00, 112.0
3.4, 3.4, 0.0, 2012-03-01 00:00:00, 108.0
11.2, 11.2, 0.0, 2012-03-02 00:00:00, 105.0
3.2, 3.2, 0.0, 2012-03-03 00:00:00, 102.0
0.0, 0.0, 0.0, 2012-03-04 00:00:00, 98.0
0.0, 0.0, 0.0, 2012-03-05 00:00:00, 95.0
2.6, 2.0, 0.6, 2012-03-06 00:00:00, 94.0
8.4, 8.4, 0.0, 2012-03-07 00:00:00, 92.0
26.6, 26.6, 0.0, 2012-03-08 00:00:00, 90.0
0.0, None, 0.0, 2012-03-09 00:00:00, 86.0
11.4, 5.4, 6.0, 2012-03-10 00:00:00, None
3.0, 0.0, 3.0, 2012-03-11 00:00:00, 80.0
3.0, 0.0, 3.0, 2012-03-12 00:00:00, 80.0
6.0, 0.0, 6.0, 2012-03-13 00:00:00, 78.0
7.0, 0.0, 7.0, 2012-03-14 00:00:00, 80.0
10.4, 9.4, 1.0, 2012-03-15 00:00:00, 80.0
0.0, 0.0, 0.0, 2012-03-27 00:00:00, 60.0
6.4, 6.4, 0.0, 2012-03-28 00:00:00, 58.0
1.6, 1.6, 0.0, 2012-03-29 00:00:00, 55.0
2.2, 2.2, 0.0, 2012-03-30 00:00:00, 50.0
