station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
12.6, 12.6, -0.7, 0.0, 2012-01-02 00:00:00, None, 8.0
55.8, 55.8, 0.5, 0.0, 2012-01-03 00:00:00, None, 12.5
42.5, 42.5, 5.0, 0.0, 2012-01-04 00:00:00, None, 10.5
7.8, 7.8, 3.0, 0.0, 2012-01-05 00:00:00, None, 6.0
2.8, 2.8, 0.0, 0.0, 2012-01-06 00:00:00, None, 4.7
10.6, 10.6, 1.0, 0.0, 2012-01-07 00:00:00, None, 5.0
10.3, 10.3, 2.5, 0.0, 2012-01-08 00:00:00, None, 8.0
0.0, 0.0, 4.5, 0.0, 2012-01-09 00:00:00, None, 8.0
0.2, 0.2, -2.5, 0.0, 2012-01-10 00:00:00, None, 6.0
0.2, 0.2, -3.5, 0.0, 2012-01-11 00:00:00, None, 5.5
0.2, 0.2, -4.5, 0.0, 2012-01-12 00:00:00, None, 4.5
5.2, 5.2, -5.0, 0.0, 2012-01-13 00:00:00, None, 1.5
1.4, 1.4, 0.0, 0.0, 2012-01-14 00:00:00, 1.0, 3.8
0.0, 0.0, -6.5, 0.0, 2012-01-15 00:00:00, 2.0, 3.0
2.0, 2.0, -7.0, 0.0, 2012-01-16 00:00:00, None, 1.0
1.2, 1.2, -4.0, 0.0, 2012-01-17 00:00:00, 7.0, 2.0
0.3, 0.3, -7.5, 0.0, 2012-01-18 00:00:00, 4.0, -3.0
3.4, 3.4, -5.5, 0.0, 2012-01-19 00:00:00, None, -1.5
45.6, 45.6, -4.0, 0.0, 2012-01-20 00:00:00, None, 4.0
11.2, 11.2, 1.0, 0.0, 2012-01-21 00:00:00, None, 4.5
36.0, 36.0, 0.0, 0.0, 2012-01-22 00:00:00, 0.0, 5.0
22.2, 22.2, -1.0, 0.0, 2012-01-23 00:00:00, None, 5.5
46.2, 46.2, 0.5, 0.0, 2012-01-24 00:00:00, 0.0, 9.0
24.8, 24.8, 1.0, 0.0, 2012-01-25 00:00:00, None, 5.0
0.3, 0.3, 0.0, 0.0, 2012-01-26 00:00:00, None, 7.0
0.1, 0.1, -2.0, 0.0, 2012-01-27 00:00:00, None, 4.5
25.8, 25.8, 0.0, 0.0, 2012-01-28 00:00:00, None, 5.0
3.8, 3.8, 1.0, 0.0, 2012-01-29 00:00:00, None, 8.5
15.6, 15.6, 4.0, 0.0, 2012-01-30 00:00:00, None, 6.5
19.9, 19.9, 3.0, 0.0, 2012-01-31 00:00:00, 0.0, 6.5
1.3, 1.3, -0.5, 0.0, 2012-02-01 00:00:00, 0.0, 7.5
0.0, 0.0, None, 0.0, 2012-02-02 00:00:00, None, None
0.0, 0.0, None, 0.0, 2012-02-03 00:00:00, None, None
0.0, 0.0, -2.8, 0.0, 2012-02-04 00:00:00, None, 9.5
0.0, 0.0, -3.5, 0.0, 2012-02-05 00:00:00, None, 9.0
0.2, 0.2, -3.0, 0.0, 2012-02-06 00:00:00, None, 11.0
4.4, 4.4, 0.0, 0.0, 2012-02-07 00:00:00, None, 12.0
14.5, 14.5, None, 0.0, 2012-02-08 00:00:00, None, None
25.5, 25.5, 5.0, 0.0, 2012-02-09 00:00:00, None, 8.0
4.7, 4.7, None, 0.0, 2012-02-10 00:00:00, None, None
0.2, 0.2, 3.5, 0.0, 2012-02-11 00:00:00, None, 7.5
5.2, 5.2, None, 0.0, 2012-02-12 00:00:00, None, None
0.7, 0.7, 1.5, 0.0, 2012-02-13 00:00:00, None, 9.5
0.2, 0.2, 1.5, 0.0, 2012-02-14 00:00:00, None, 8.5
5.4, 5.4, None, 0.0, 2012-02-15 00:00:00, None, None
1.1, 1.1, 2.0, 0.0, 2012-02-16 00:00:00, None, 5.0
40.0, 40.0, 3.5, 0.0, 2012-02-17 00:00:00, None, 6.0
1.7, 1.7, None, 0.0, 2012-02-18 00:00:00, None, None
1.1, 1.1, 1.5, 0.0, 2012-02-19 00:00:00, None, 5.5
3.5, 3.5, None, 0.0, 2012-02-20 00:00:00, None, None
8.1, 8.1, 4.5, 0.0, 2012-02-21 00:00:00, None, 8.5
0.7, 0.7, 3.5, 0.0, 2012-02-22 00:00:00, None, 9.0
10.5, 10.5, -1.5, 0.0, 2012-02-23 00:00:00, None, 7.0
12.9, 12.9, 0.5, 0.0, 2012-02-24 00:00:00, None, 3.0
0.0, 0.0, 1.0, 0.0, 2012-02-25 00:00:00, None, 5.5
0.4, 0.4, -4.0, 0.0, 2012-02-26 00:00:00, None, 5.0
0.0, 0.0, -4.5, 0.0, 2012-02-27 00:00:00, None, 4.5
12.4, 12.4, -2.0, 0.0, 2012-02-28 00:00:00, 0.0, 3.0
5.0, 5.0, -1.0, 0.0, 2012-02-29 00:00:00, None, 5.5
0.0, 0.0, 0.0, 0.0, 2012-03-01 00:00:00, 0.0, 5.5
3.3, 3.3, 0.5, 0.0, 2012-03-02 00:00:00, None, 6.0
0.9, 0.9, 4.0, 0.0, 2012-03-03 00:00:00, None, 9.0
35.4, 35.4, 5.0, 0.0, 2012-03-04 00:00:00, None, 8.5
0.0, 0.0, 2.0, 0.0, 2012-03-05 00:00:00, None, 8.0
0.0, 0.0, -3.0, 0.0, 2012-03-06 00:00:00, 0.0, 6.5
0.0, 0.0, -3.5, 0.0, 2012-03-07 00:00:00, None, 8.5
7.5, 7.5, -1.5, 0.0, 2012-03-08 00:00:00, None, 12.0
11.9, 11.9, 3.0, 0.0, 2012-03-09 00:00:00, None, 7.0
17.3, 17.3, 1.0, 0.0, 2012-03-10 00:00:00, None, 5.5
25.0, 25.0, 1.0, 0.0, 2012-03-11 00:00:00, None, 4.5
36.8, 26.6, 0.5, 10.2, 2012-03-12 00:00:00, 5.0, 4.0
9.0, 5.0, -1.0, 4.0, 2012-03-13 00:00:00, 11.0, 2.0
47.8, 47.8, -0.5, 0.0, 2012-03-14 00:00:00, 14.0, 4.0
24.2, 22.2, 2.0, 2.0, 2012-03-15 00:00:00, 6.0, 8.0
6.0, 6.0, 0.0, 0.0, 2012-03-16 00:00:00, 4.0, 7.5
0.0, 0.0, -0.5, 0.0, 2012-03-17 00:00:00, 2.0, 9.0
0.0, 0.0, -2.0, 0.0, 2012-03-18 00:00:00, None, 5.5
18.8, 18.8, -3.0, 0.0, 2012-03-19 00:00:00, 0.0, 5.5
8.0, 5.0, -3.0, 3.0, 2012-03-20 00:00:00, 2.0, 5.5
2.2, 2.2, -2.0, 0.0, 2012-03-21 00:00:00, 2.0, 6.0
6.6, 6.6, -2.5, 0.0, 2012-03-22 00:00:00, None, 4.5
0.0, 0.0, -0.5, 0.0, 2012-03-23 00:00:00, None, 10.0
0.0, 0.0, -3.0, 0.0, 2012-03-24 00:00:00, None, 13.2
2.4, 2.4, -2.0, 0.0, 2012-03-25 00:00:00, None, 16.0
3.2, 3.2, 0.0, 0.0, 2012-03-26 00:00:00, None, 9.0
10.8, 10.8, 4.0, 0.0, 2012-03-27 00:00:00, None, 10.0
40.0, 40.0, 4.0, 0.0, 2012-03-28 00:00:00, None, 7.0
9.8, 9.8, 2.0, 0.0, 2012-03-29 00:00:00, None, 7.0
1.2, 1.2, 1.5, 0.0, 2012-03-30 00:00:00, None, 7.5
11.8, 11.8, 0.0, 0.0, 2012-03-31 00:00:00, 0.0, 4.2
1.4, 1.4, 0.9, 0.0, 2012-04-01 00:00:00, 0.0, 8.0
24.8, 24.8, 2.2, 0.0, 2012-04-02 00:00:00, None, 9.2
4.2, 4.2, 3.0, 0.0, 2012-04-03 00:00:00, None, 7.0
0.0, 0.0, 0.0, 0.0, 2012-04-04 00:00:00, None, 9.5
1.2, 1.2, 0.5, 0.0, 2012-04-05 00:00:00, None, 9.5
0.0, 0.0, -1.0, 0.0, 2012-04-06 00:00:00, None, 9.5
0.2, 0.2, -1.0, 0.0, 2012-04-07 00:00:00, None, 12.7
0.0, 0.0, -0.7, 0.0, 2012-04-08 00:00:00, None, 15.0
0.0, 0.0, 4.0, 0.0, 2012-04-09 00:00:00, None, 18.5
0.0, 0.0, 4.0, 0.0, 2012-04-10 00:00:00, None, 17.0
4.2, 4.2, 5.5, 0.0, 2012-04-11 00:00:00, None, 10.5
3.2, 3.2, 2.5, 0.0, 2012-04-12 00:00:00, None, 12.5
0.0, 0.0, 1.5, 0.0, 2012-04-13 00:00:00, None, 16.5
0.0, 0.0, 0.7, 0.0, 2012-04-14 00:00:00, None, 16.2
8.6, 8.6, 3.0, 0.0, 2012-04-15 00:00:00, None, 14.5
3.6, 3.6, 5.0, 0.0, 2012-04-16 00:00:00, None, 10.5
4.1, 4.1, 1.0, 0.0, 2012-04-17 00:00:00, None, 7.5
0.4, 0.4, 5.0, 0.0, 2012-04-18 00:00:00, None, 11.5
12.5, 12.5, 2.0, 0.0, 2012-04-19 00:00:00, None, 9.0
1.0, 1.0, 5.5, 0.0, 2012-04-20 00:00:00, None, 14.1
0.0, 0.0, 0.5, 0.0, 2012-04-21 00:00:00, None, 14.8
1.0, 1.0, 3.2, 0.0, 2012-04-22 00:00:00, None, 20.2
0.0, 0.0, 9.0, 0.0, 2012-04-23 00:00:00, None, 19.0
32.0, 32.0, 9.0, 0.0, 2012-04-24 00:00:00, None, 14.0
19.2, 19.2, 8.5, 0.0, 2012-04-25 00:00:00, None, 12.0
0.9, 0.9, 7.0, 0.0, 2012-04-26 00:00:00, None, 13.0
0.3, 0.3, 3.5, 0.0, 2012-04-27 00:00:00, None, 10.0
2.8, 2.8, 6.5, 0.0, 2012-04-28 00:00:00, None, 11.0
3.4, 3.4, 6.0, 0.0, 2012-04-29 00:00:00, None, 14.0
3.2, 3.2, 6.0, 0.0, 2012-04-30 00:00:00, 0.0, 11.5
5.3, 5.3, 5.5, 0.0, 2012-05-01 00:00:00, 0.0, 8.2
5.7, 5.7, 3.8, 0.0, 2012-05-02 00:00:00, None, 10.5
3.8, 3.8, 5.0, 0.0, 2012-05-03 00:00:00, None, 11.0
0.8, 0.8, 4.0, 0.0, 2012-05-04 00:00:00, None, 11.5
0.0, 0.0, 3.5, 0.0, 2012-05-05 00:00:00, None, 13.0
0.0, 0.0, 3.5, 0.0, 2012-05-06 00:00:00, None, 17.2
0.0, 0.0, 5.0, 0.0, 2012-05-07 00:00:00, None, 20.0
0.0, 0.0, 8.0, 0.0, 2012-05-08 00:00:00, None, 16.5
0.0, 0.0, 1.0, 0.0, 2012-05-09 00:00:00, None, 12.5
