station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND
9.2, 9.2, 0.0, 2012-01-02 00:00:00, 0.0
78.2, 78.2, 0.0, 2012-01-03 00:00:00, 0.0
11.6, 11.6, 0.0, 2012-01-04 00:00:00, 0.0
4.8, 4.8, 0.0, 2012-01-05 00:00:00, 0.0
5.6, 5.6, 0.0, 2012-01-06 00:00:00, 0.0
10.6, 10.6, 0.0, 2012-01-07 00:00:00, 0.0
15.0, 15.0, 0.0, 2012-01-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-12 00:00:00, 0.0
6.8, 6.8, 0.0, 2012-01-13 00:00:00, 0.0
2.6, 0.6, 2.0, 2012-01-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-15 00:00:00, 0.0
7.0, 0.0, 7.0, 2012-01-16 00:00:00, 0.0
0.2, 0.0, 0.2, 2012-01-17 00:00:00, 5.0
2.0, 0.0, 2.0, 2012-01-18 00:00:00, 5.0
1.0, 1.0, 0.0, 2012-01-19 00:00:00, 4.0
54.0, 54.0, 0.0, 2012-01-20 00:00:00, 2.0
9.8, 9.4, 0.4, 2012-01-21 00:00:00, 0.0
22.1, 22.1, 0.0, 2012-01-22 00:00:00, 0.0
16.0, 15.8, 0.2, 2012-01-23 00:00:00, 0.0
21.6, 21.4, 0.2, 2012-01-24 00:00:00, 0.0
20.6, 20.6, 0.0, 2012-01-25 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-01-26 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-01-27 00:00:00, 0.0
15.6, 15.6, 0.0, 2012-01-28 00:00:00, 0.0
21.0, 21.0, 0.0, 2012-01-29 00:00:00, 0.0
13.8, 13.8, 0.0, 2012-01-30 00:00:00, 0.0
29.8, 29.8, 0.0, 2012-01-31 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-02-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-06 00:00:00, 0.0
2.2, 2.2, 0.0, 2012-02-07 00:00:00, 0.0
17.2, 17.2, 0.0, 2012-02-08 00:00:00, 0.0
28.6, 28.6, 0.0, 2012-02-09 00:00:00, 0.0
9.9, 9.9, 0.0, 2012-02-10 00:00:00, 0.0
6.2, 6.2, 0.0, 2012-02-11 00:00:00, 0.0
13.6, 13.6, 0.0, 2012-02-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-13 00:00:00, 0.0
1.6, 1.6, 0.0, 2012-02-14 00:00:00, 0.0
8.2, 8.2, 0.0, 2012-02-15 00:00:00, 0.0
1.6, 1.6, 0.0, 2012-02-16 00:00:00, 0.0
25.6, 23.6, 2.0, 2012-02-17 00:00:00, 0.0
2.4, 2.4, 0.0, 2012-02-18 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-02-19 00:00:00, 0.0
12.4, 12.4, 0.0, 2012-02-20 00:00:00, 0.0
26.2, 26.2, 0.0, 2012-02-21 00:00:00, 0.0
1.4, 1.4, 0.0, 2012-02-22 00:00:00, 0.0
15.6, 15.6, 0.0, 2012-02-23 00:00:00, 0.0
25.4, 25.4, 0.0, 2012-02-24 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-02-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-26 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-27 00:00:00, 0.0
6.4, 4.0, 2.4, 2012-02-28 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-02-29 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-01 00:00:00, 0.0
14.2, 14.2, 0.0, 2012-03-02 00:00:00, 0.0
26.1, 26.1, 0.0, 2012-03-03 00:00:00, 0.0
41.4, 41.4, 0.0, 2012-03-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-07 00:00:00, 0.0
14.4, 14.4, 0.0, 2012-03-08 00:00:00, 0.0
32.0, 32.0, 0.0, 2012-03-09 00:00:00, 0.0
20.0, 19.2, 0.8, 2012-03-10 00:00:00, 0.0
31.2, 27.2, 4.0, 2012-03-11 00:00:00, 0.0
20.2, 10.0, 10.2, 2012-03-12 00:00:00, 0.0
4.6, 0.8, 3.8, 2012-03-13 00:00:00, 1.0
40.4, 38.2, 2.2, 2012-03-14 00:00:00, 0.0
11.0, 10.6, 0.4, 2012-03-15 00:00:00, 0.0
5.6, 3.6, 2.0, 2012-03-16 00:00:00, 0.0
1.8, 0.2, 1.6, 2012-03-17 00:00:00, 0.0
1.4, 1.0, 0.4, 2012-03-18 00:00:00, 1.0
12.7, 12.7, 0.0, 2012-03-19 00:00:00, 0.0
6.4, 2.6, 3.8, 2012-03-20 00:00:00, 0.0
7.4, 6.4, 1.0, 2012-03-21 00:00:00, 1.0
11.3, 7.3, 4.0, 2012-03-22 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-03-24 00:00:00, 0.0
3.0, 3.0, 0.0, 2012-03-25 00:00:00, 0.0
7.4, 7.4, 0.0, 2012-03-26 00:00:00, 0.0
20.3, 20.2, 0.1, 2012-03-27 00:00:00, 0.0
37.6, 33.6, 4.0, 2012-03-28 00:00:00, 0.0
15.1, 15.1, 0.0, 2012-03-29 00:00:00, 0.0
4.0, 4.0, 0.0, 2012-03-30 00:00:00, 0.0
35.0, 31.0, 4.0, 2012-03-31 00:00:00, 0.0
1.8, 1.8, 0.0, 2012-04-01 00:00:00, 0.0
33.8, 33.8, 0.0, 2012-04-02 00:00:00, 0.0
6.8, 6.8, 0.0, 2012-04-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-04 00:00:00, 0.0
0.8, 0.8, 0.0, 2012-04-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-11 00:00:00, 0.0
5.4, 5.4, 0.0, 2012-04-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-14 00:00:00, 0.0
9.0, 9.0, 0.0, 2012-04-15 00:00:00, 0.0
7.4, 7.4, 0.0, 2012-04-16 00:00:00, 0.0
9.4, 9.4, 0.0, 2012-04-17 00:00:00, 0.0
3.2, 3.2, 0.0, 2012-04-18 00:00:00, 0.0
16.8, 16.8, 0.0, 2012-04-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-04-21 00:00:00, 0.0
2.6, 2.6, 0.0, 2012-04-22 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-04-23 00:00:00, 0.0
49.0, 49.0, 0.0, 2012-04-24 00:00:00, 0.0
37.8, 37.8, 0.0, 2012-04-25 00:00:00, 0.0
4.2, 4.2, 0.0, 2012-04-26 00:00:00, 0.0
4.4, 4.4, 0.0, 2012-04-27 00:00:00, 0.0
1.2, 1.2, 0.0, 2012-04-28 00:00:00, 0.0
14.2, 14.2, 0.0, 2012-04-29 00:00:00, 0.0
9.6, 9.6, 0.0, 2012-04-30 00:00:00, 0.0
1.4, 1.4, 0.0, 2012-05-01 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-05-02 00:00:00, 0.0
1.8, 1.8, 0.0, 2012-05-03 00:00:00, 0.0
0.8, 0.8, 0.0, 2012-05-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-07 00:00:00, 0.0
1.0, 1.0, 0.0, 2012-05-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-15 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-16 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-17 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-19 00:00:00, 0.0
18.9, 18.9, 0.0, 2012-05-20 00:00:00, 0.0
14.2, 14.2, 0.0, 2012-05-21 00:00:00, 0.0
6.0, 6.0, 0.0, 2012-05-22 00:00:00, 0.0
6.4, 6.4, 0.0, 2012-05-23 00:00:00, 0.0
1.7, 1.7, 0.0, 2012-05-24 00:00:00, 0.0
0.7, 0.7, 0.0, 2012-05-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-26 00:00:00, 0.0
2.4, 2.4, 0.0, 2012-05-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-05-28 00:00:00, 0.0
0.8, 0.8, 0.0, 2012-05-29 00:00:00, 0.0
17.6, 17.6, 0.0, 2012-05-30 00:00:00, 0.0
15.6, 15.6, 0.0, 2012-05-31 00:00:00, 0.0
1.0, 1.0, 0.0, 2012-06-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-03 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-06-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-05 00:00:00, 0.0
11.0, 11.0, 0.0, 2012-06-06 00:00:00, 0.0
17.9, 17.7, 0.2, 2012-06-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-09 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-10 00:00:00, 0.0
2.2, 2.2, 0.0, 2012-06-11 00:00:00, 0.0
8.2, 8.2, 0.0, 2012-06-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-14 00:00:00, 0.0
12.4, 12.4, 0.0, 2012-06-15 00:00:00, 0.0
52.2, 52.2, 0.0, 2012-06-16 00:00:00, 0.0
7.6, 7.6, 0.0, 2012-06-17 00:00:00, 0.0
1.0, 1.0, 0.0, 2012-06-18 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-19 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-20 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-21 00:00:00, 0.0
11.0, 11.0, 0.0, 2012-06-22 00:00:00, 0.0
7.0, 7.0, 0.0, 2012-06-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-24 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-25 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-26 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-06-27 00:00:00, 0.0
16.2, 16.2, 0.0, 2012-06-28 00:00:00, 0.0
17.2, 17.2, 0.0, 2012-06-29 00:00:00, 0.0
4.4, 4.4, 0.0, 2012-06-30 00:00:00, 0.0
3.0, 3.0, 0.0, 2012-07-01 00:00:00, 0.0
21.0, 21.0, 0.0, 2012-07-02 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-07-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-04 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-06 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-09 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-07-10 00:00:00, 0.0
0.4, 0.4, 0.0, 2012-07-11 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-07-12 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-13 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-07-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-15 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-07-16 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-07-17 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-18 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-07-19 00:00:00, 0.0
4.2, 4.2, 0.0, 2012-07-20 00:00:00, 0.0
2.2, 2.2, 0.0, 2012-07-21 00:00:00, 0.0
2.2, 2.2, 0.0, 2012-07-22 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-07-23 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-24 00:00:00, 0.0
0.6, 0.6, 0.0, 2012-07-25 00:00:00, 0.0
1.0, 1.0, 0.0, 2012-07-26 00:00:00, 0.0
1.2, 1.2, 0.0, 2012-07-27 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-28 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-29 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-30 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-07-31 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-01 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-02 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-03 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-04 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-08-05 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-06 00:00:00, 0.0
0.8, 0.8, 0.0, 2012-08-07 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-08 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-09 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-08-10 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-11 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-12 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-08-13 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-14 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-15 00:00:00, 0.0
0.0, 0.0, 0.0, 2012-08-16 00:00:00, 0.0
0.2, 0.2, 0.0, 2012-08-17 00:00:00, 0.0
