wind_speed,temperature,wind_direction,relative_humidity,time,precipitation,week_of_year
4.3,9.4,333.0,63.0,2021-09-03 00:00:00,0.0,36
0.0,9.6,317.0,62.0,2021-09-03 01:00:00,0.0,36
2.3,8.8,343.0,66.0,2021-09-03 02:00:00,0.0,36
2.3,8.4,341.0,67.0,2021-09-03 03:00:00,0.0,36
1.6,8.0,13.0,69.0,2021-09-03 04:00:00,0.0,36
1.7,7.9,252.0,69.0,2021-09-03 05:00:00,0.0,36
0.0,12.3,150.0,56.0,2021-09-03 06:00:00,0.0,36
5.9,12.7,160.0,56.0,2021-09-03 07:00:00,0.0,36
5.8,15.2,169.0,51.0,2021-09-03 08:00:00,0.0,36
7.4,17.4,163.0,45.0,2021-09-03 09:00:00,0.0,36
8.8,19.5,147.0,33.0,2021-09-03 10:00:00,0.0,36
9.3,20.7,170.0,34.0,2021-09-03 11:00:00,0.0,36
10.4,22.0,143.0,28.0,2021-09-03 12:00:00,0.0,36
11.7,22.5,147.0,27.0,2021-09-03 13:00:00,0.0,36
10.1,23.0,124.0,24.0,2021-09-03 14:00:00,0.0,36
8.2,23.0,155.0,26.0,2021-09-03 15:00:00,0.0,36
5.5,20.6,142.0,28.0,2021-09-03 16:00:00,0.0,36
1.9,19.4,13.0,32.0,2021-09-03 17:00:00,0.0,36
3.1,17.4,39.0,34.0,2021-09-03 18:00:00,0.0,36
4.9,17.1,213.0,34.0,2021-09-03 19:00:00,0.0,36
5.0,16.2,220.0,35.0,2021-09-03 20:00:00,0.0,36
5.4,15.7,238.0,37.0,2021-09-03 21:00:00,0.0,36
5.6,15.3,231.0,41.0,2021-09-03 22:00:00,0.0,36
2.4,13.3,296.0,46.0,2021-09-03 23:00:00,0.0,36
5.1,12.0,287.0,50.0,2021-09-04 00:00:00,0.0,36
3.4,11.0,346.0,53.0,2021-09-04 01:00:00,0.0,36
5.0,10.6,334.0,51.0,2021-09-04 02:00:00,0.0,36
2.1,11.6,347.0,47.0,2021-09-04 03:00:00,0.0,36
2.2,11.0,332.0,51.0,2021-09-04 04:00:00,0.0,36
4.3,10.9,339.0,53.0,2021-09-04 05:00:00,0.0,36
1.7,14.8,239.0,44.0,2021-09-04 06:00:00,0.0,36
1.9,14.7,129.0,44.0,2021-09-04 07:00:00,0.0,36
5.3,17.5,174.0,38.0,2021-09-04 08:00:00,0.0,36
6.6,18.4,156.0,38.0,2021-09-04 09:00:00,0.0,36
6.2,19.3,158.0,35.0,2021-09-04 10:00:00,0.0,36
5.2,19.7,111.0,34.0,2021-09-04 11:00:00,0.0,36
6.5,19.8,143.0,36.0,2021-09-04 12:00:00,0.0,36
5.6,20.2,167.0,36.0,2021-09-04 13:00:00,0.0,36
11.8,15.2,326.0,70.0,2021-09-04 14:00:00,0.0,36
7.2,13.4,331.0,83.0,2021-09-04 15:00:00,0.4,36
5.9,12.8,338.0,85.0,2021-09-04 16:00:00,0.4,36
4.4,12.1,346.0,89.0,2021-09-04 17:00:00,0.0,36
3.4,11.8,269.0,88.0,2021-09-04 18:00:00,0.2,36
3.8,11.0,328.0,94.0,2021-09-04 19:00:00,0.2,36
3.0,10.7,350.0,94.0,2021-09-04 20:00:00,0.4,36
