WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,time,week_of_year
None,-3.5, None,89.5,2017-12-03 00:00:00,49
None,-3.8, None,89.1,2017-12-03 01:00:00,49
None,-4.5, None,89.1,2017-12-03 02:00:00,49
None,-5.4, None,91.8,2017-12-03 03:00:00,49
None,-5.9, None,93.4,2017-12-03 04:00:00,49
None,-6.2, None,91.9,2017-12-03 05:00:00,49
None,-6.8, None,91.9,2017-12-03 06:00:00,49
None,-7.0, None,93.2,2017-12-03 07:00:00,49
None,-7.6, None,94.3,2017-12-03 08:00:00,49
None,-7.0, None,92.2,2017-12-03 09:00:00,49
None,-6.2, None,89.4,2017-12-03 10:00:00,49
None,-4.8, None,81.3,2017-12-03 11:00:00,49
None,-2.9, None,72.3,2017-12-03 12:00:00,49
None,-2.2, None,71.4,2017-12-03 13:00:00,49
None,-2.2, None,69.6,2017-12-03 14:00:00,49
None,-2.4, None,68.8,2017-12-03 15:00:00,49
None,-2.6, None,71.1,2017-12-03 16:00:00,49
None,-3.1, None,78.8,2017-12-03 17:00:00,49
None,-3.3, None,81.9,2017-12-03 18:00:00,49
None,-3.7, None,83.9,2017-12-03 19:00:00,49
None,-3.7, None,79.9,2017-12-03 20:00:00,49
None,-4.0, None,80.6,2017-12-03 21:00:00,49
None,-4.3, None,84.6,2017-12-03 22:00:00,49
None,-4.6, None,77.6,2017-12-03 23:00:00,49
None,-4.7, None,72.6,2017-12-04 00:00:00,49
None,-5.0, None,73.0,2017-12-04 01:00:00,49
None,-5.4, None,73.5,2017-12-04 02:00:00,49
None,-5.8, None,75.8,2017-12-04 03:00:00,49
None,-5.9, None,76.2,2017-12-04 04:00:00,49
None,-6.3, None,77.9,2017-12-04 05:00:00,49
None,-6.8, None,80.1,2017-12-04 06:00:00,49
None,-6.8, None,80.7,2017-12-04 07:00:00,49
None,-6.3, None,78.7,2017-12-04 08:00:00,49
None,-6.0, None,78.8,2017-12-04 09:00:00,49
None,-5.5, None,79.6,2017-12-04 10:00:00,49
None,-3.8, None,75.4,2017-12-04 11:00:00,49
None,-2.9, None,74.4,2017-12-04 12:00:00,49
None,-2.5, None,73.5,2017-12-04 13:00:00,49
None,-2.1, None,72.6,2017-12-04 14:00:00,49
None,-1.9, None,72.9,2017-12-04 15:00:00,49
None,-2.0, None,74.0,2017-12-04 16:00:00,49
None,-2.2, None,75.9,2017-12-04 17:00:00,49
None,-2.9, None,78.9,2017-12-04 18:00:00,49
None,-2.8, None,78.8,2017-12-04 19:00:00,49
None,-2.6, None,79.3,2017-12-04 20:00:00,49
None,-2.5, None,80.3,2017-12-04 21:00:00,49
None,-2.7, None,81.2,2017-12-04 22:00:00,49
None,-2.9, None,82.2,2017-12-04 23:00:00,49
None,-2.8, None,82.1,2017-12-05 00:00:00,49
None,-2.8, None,81.5,2017-12-05 01:00:00,49
None,-2.6, None,80.6,2017-12-05 02:00:00,49
None,-2.4, None,80.1,2017-12-05 03:00:00,49
None,-2.2, None,78.9,2017-12-05 04:00:00,49
None,-2.2, None,80.8,2017-12-05 05:00:00,49
None,-2.3, None,81.3,2017-12-05 06:00:00,49
None,-2.7, None,82.0,2017-12-05 07:00:00,49
None,-2.8, None,81.3,2017-12-05 08:00:00,49
None,-2.9, None,81.1,2017-12-05 09:00:00,49
None,-2.4, None,77.5,2017-12-05 10:00:00,49
None,-1.9, None,75.1,2017-12-05 11:00:00,49
None,-0.8, None,73.1,2017-12-05 12:00:00,49
None,0.1, None,70.7,2017-12-05 13:00:00,49
None,0.9, None,67.0,2017-12-05 14:00:00,49
None,0.3, None,70.1,2017-12-05 15:00:00,49
None,-1.4, None,77.6,2017-12-05 16:00:00,49
None,-2.6, None,82.1,2017-12-05 17:00:00,49
None,-3.3, None,83.3,2017-12-05 18:00:00,49
None,-3.7, None,85.1,2017-12-05 19:00:00,49
None,-4.1, None,84.9,2017-12-05 20:00:00,49
None,-5.2, None,87.7,2017-12-05 21:00:00,49
None,-7.0, None,93.1,2017-12-05 22:00:00,49
None,-7.9, None,94.1,2017-12-05 23:00:00,49
None,-7.4, None,94.4,2017-12-06 00:00:00,49
None,-7.3, None,94.2,2017-12-06 01:00:00,49
None,-7.1, None,93.8,2017-12-06 02:00:00,49
None,-6.9, None,93.1,2017-12-06 03:00:00,49
None,-6.9, None,93.2,2017-12-06 04:00:00,49
None,-7.0, None,92.4,2017-12-06 05:00:00,49
None,-6.5, None,92.4,2017-12-06 06:00:00,49
None,-6.1, None,91.7,2017-12-06 07:00:00,49
None,-5.4, None,89.2,2017-12-06 08:00:00,49
None,-5.1, None,87.0,2017-12-06 09:00:00,49
None,-4.7, None,85.9,2017-12-06 10:00:00,49
None,-3.8, None,85.0,2017-12-06 11:00:00,49
None,-3.2, None,84.4,2017-12-06 12:00:00,49
None,-2.6, None,82.4,2017-12-06 13:00:00,49
None,-2.5, None,82.4,2017-12-06 14:00:00,49
None,-2.4, None,81.0,2017-12-06 15:00:00,49
None,-2.5, None,79.8,2017-12-06 16:00:00,49
None,-3.0, None,81.3,2017-12-06 17:00:00,49
None,-3.3, None,82.3,2017-12-06 18:00:00,49
None,-3.5, None,83.2,2017-12-06 19:00:00,49
None,-3.7, None,83.9,2017-12-06 20:00:00,49
None,-4.0, None,84.9,2017-12-06 21:00:00,49
None,-4.0, None,85.4,2017-12-06 22:00:00,49
None,-4.2, None,84.9,2017-12-06 23:00:00,49
None,-4.6, None,85.4,2017-12-07 00:00:00,49
None,-4.8, None,86.1,2017-12-07 01:00:00,49
None,-5.0, None,86.5,2017-12-07 02:00:00,49
None,-5.2, None,86.8,2017-12-07 03:00:00,49
None,-5.3, None,86.6,2017-12-07 04:00:00,49
None,-5.5, None,86.7,2017-12-07 05:00:00,49
None,-5.7, None,87.1,2017-12-07 06:00:00,49
None,-5.8, None,87.3,2017-12-07 07:00:00,49
None,-6.0, None,87.0,2017-12-07 08:00:00,49
None,-6.1, None,87.0,2017-12-07 09:00:00,49
None,-6.0, None,85.1,2017-12-07 10:00:00,49
None,-5.4, None,81.9,2017-12-07 11:00:00,49
None,-4.1, None,78.4,2017-12-07 12:00:00,49
None,-1.9, None,73.8,2017-12-07 13:00:00,49
None,-1.3, None,74.3,2017-12-07 14:00:00,49
None,-2.4, None,75.6,2017-12-07 15:00:00,49
None,-3.9, None,79.5,2017-12-07 16:00:00,49
None,-4.7, None,81.8,2017-12-07 17:00:00,49
None,-5.0, None,83.9,2017-12-07 18:00:00,49
None,-5.5, None,85.0,2017-12-07 19:00:00,49
None,-5.9, None,85.9,2017-12-07 20:00:00,49
None,-6.2, None,85.7,2017-12-07 21:00:00,49
None,-6.3, None,85.7,2017-12-07 22:00:00,49
None,-6.6, None,86.6,2017-12-07 23:00:00,49
None,-6.3, None,86.6,2017-12-08 00:00:00,49
None,-5.7, None,86.0,2017-12-08 01:00:00,49
None,-5.9, None,86.0,2017-12-08 02:00:00,49
None,-6.2, None,86.4,2017-12-08 03:00:00,49
None,-6.9, None,86.6,2017-12-08 04:00:00,49
None,-6.1, None,86.0,2017-12-08 05:00:00,49
None,-6.4, None,87.0,2017-12-08 06:00:00,49
None,-5.1, None,84.5,2017-12-08 07:00:00,49
None,-5.6, None,85.4,2017-12-08 08:00:00,49
None,-4.7, None,84.9,2017-12-08 09:00:00,49
None,-3.8, None,83.0,2017-12-08 10:00:00,49
None,-3.0, None,79.7,2017-12-08 11:00:00,49
None,-2.0, None,77.9,2017-12-08 12:00:00,49
None,-1.9, None,77.1,2017-12-08 13:00:00,49
None,-1.5, None,76.5,2017-12-08 14:00:00,49
None,-1.8, None,78.1,2017-12-08 15:00:00,49
None,-2.5, None,80.7,2017-12-08 16:00:00,49
None,-2.9, None,81.6,2017-12-08 17:00:00,49
None,-3.0, None,82.0,2017-12-08 18:00:00,49
None,-3.4, None,82.4,2017-12-08 19:00:00,49
None,-3.5, None,82.9,2017-12-08 20:00:00,49
None,-3.8, None,82.7,2017-12-08 21:00:00,49
None,-3.6, None,82.5,2017-12-08 22:00:00,49
None,-4.1, None,82.8,2017-12-08 23:00:00,49
None,-4.1, None,83.2,2017-12-09 00:00:00,49
None,-4.0, None,82.5,2017-12-09 01:00:00,49
None,-4.0, None,82.1,2017-12-09 02:00:00,49
None,-4.6, None,83.1,2017-12-09 03:00:00,49
None,-5.0, None,83.9,2017-12-09 04:00:00,49
None,-5.4, None,84.9,2017-12-09 05:00:00,49
None,-5.1, None,84.4,2017-12-09 06:00:00,49
None,-5.2, None,84.3,2017-12-09 07:00:00,49
None,-5.5, None,84.6,2017-12-09 08:00:00,49
None,-5.0, None,83.8,2017-12-09 09:00:00,49
None,-3.7, None,80.2,2017-12-09 10:00:00,49
None,-3.0, None,78.2,2017-12-09 11:00:00,49
None,-2.4, None,75.3,2017-12-09 12:00:00,49
None,-2.1, None,74.4,2017-12-09 13:00:00,49
None,-1.7, None,72.6,2017-12-09 14:00:00,49
None,-1.9, None,73.7,2017-12-09 15:00:00,49
None,-2.3, None,75.8,2017-12-09 16:00:00,49
None,-2.4, None,74.7,2017-12-09 17:00:00,49
None,-2.7, None,77.5,2017-12-09 18:00:00,49
None,-2.8, None,77.8,2017-12-09 19:00:00,49
None,-2.7, None,77.7,2017-12-09 20:00:00,49
None,-2.7, None,76.3,2017-12-09 21:00:00,49
None,-2.7, None,76.2,2017-12-09 22:00:00,49
None,-2.6, None,76.3,2017-12-09 23:00:00,49
