pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, 4.104, 39.81, None, None, 25.3, 8.34, 219.7, None, None, None, None, None, -8.0, 888.0, None,2021-04-02 00:00:00, None,14
None, 3.837, 41.4, None, None, 26.47, 9.8, 212.9, None, None, None, None, None, -8.0, 889.0, None,2021-04-02 01:00:00, None,14
None, 3.155, 45.49, None, None, 26.78, 8.74, 198.5, None, None, None, None, None, -8.0, 889.0, None,2021-04-02 02:00:00, None,14
None, 2.181, 49.78, None, None, 33.32, 6.332, 224.8, None, None, None, None, None, -7.0, 889.0, None,2021-04-02 03:00:00, None,14
None, 2.578, 47.21, None, None, 28.72, 8.62, 214.2, None, None, None, None, None, -7.0, 889.0, None,2021-04-02 04:00:00, None,14
None, 1.235, 56.62, None, None, 44.82, 6.581, 210.5, None, None, None, None, None, -7.0, 890.0, None,2021-04-02 05:00:00, None,14
None, 0.643, 58.04, None, None, 16.99, 9.76, 234.5, None, None, None, None, None, -7.0, 890.0, None,2021-04-02 06:00:00, None,14
None, 0.869, 56.67, None, None, 14.45, 10.69, 225.4, None, None, None, None, None, -7.0, 890.0, None,2021-04-02 07:00:00, None,14
None, 1.076, 57.49, None, None, 13.83, 10.76, 207.3, None, None, None, None, None, -6.0, 891.0, None,2021-04-02 08:00:00, None,14
None, 1.339, 57.82, None, None, 19.6, 8.38, 200.0, None, None, None, None, None, -6.0, 891.0, None,2021-04-02 09:00:00, None,14
None, 2.866, 53.91, None, None, 21.07, 8.86, 172.4, None, None, None, None, None, -6.0, 891.0, None,2021-04-02 10:00:00, None,14
