station_observations
AirTemp, ONE_DAY_PRECIPITATION, MIN_TEMP, Snow_WE, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, 9.5, -5.5, None, 2021-01-01 00:00:00, None, -3.1
None, 26.8, -4.0, None, 2021-01-02 00:00:00, None, -2.7
None, 12.8, -6.5, None, 2021-01-03 00:00:00, None, -3.2
None, 12.9, -7.6, None, 2021-01-04 00:00:00, None, -3.3
None, 2.8, -6.2, None, 2021-01-05 00:00:00, None, -4.0
None, 9.8, -9.0, None, 2021-01-06 00:00:00, None, -0.9
None, 1.1, -11.3, None, 2021-01-07 00:00:00, None, 1.0
None, 1.0, -14.1, None, 2021-01-08 00:00:00, None, 2.5
None, 0.0, -10.2, None, 2021-01-09 00:00:00, None, -2.9
None, 1.1, -8.2, None, 2021-01-10 00:00:00, None, -3.5
None, 2.9, -5.9, None, 2021-01-11 00:00:00, None, -2.5
None, 27.0, -4.6, None, 2021-01-12 00:00:00, None, -1.2
None, 20.0, -8.0, None, 2021-01-13 00:00:00, None, -1.3
None, 2.0, -12.5, None, 2021-01-14 00:00:00, None, -0.8
None, 3.0, -9.2, None, 2021-01-15 00:00:00, None, -3.5
None, 2.0, -7.7, None, 2021-01-16 00:00:00, None, -1.1
None, 11.0, -7.5, None, 2021-01-17 00:00:00, None, -3.0
None, 1.0, -12.0, None, 2021-01-18 00:00:00, None, -2.7
None, 4.0, -12.0, None, 2021-01-19 00:00:00, None, -4.8
None, 0.0, -14.5, None, 2021-01-20 00:00:00, None, 0.3
None, 0.0, -16.5, None, 2021-01-21 00:00:00, None, -0.8
None, 0.0, -17.0, None, 2021-01-22 00:00:00, None, -9.0
None, 0.0, -18.3, None, 2021-01-23 00:00:00, None, -2.6
None, 0.0, -15.1, None, 2021-01-24 00:00:00, None, -8.6
None, 1.0, -15.4, None, 2021-01-25 00:00:00, None, -6.2
None, 1.0, -12.4, None, 2021-01-26 00:00:00, None, -6.4
None, 3.0, -12.3, None, 2021-01-27 00:00:00, None, -7.6
None, 9.0, -9.5, None, 2021-01-28 00:00:00, None, -5.1
None, 2.0, -12.0, None, 2021-01-29 00:00:00, None, -0.5
None, 4.0, -13.0, None, 2021-01-30 00:00:00, None, -2.3
None, 22.0, -6.1, None, 2021-01-31 00:00:00, None, -1.3
None, 27.0, -2.9, None, 2021-02-01 00:00:00, None, 0.1
None, 19.0, -6.1, None, 2021-02-02 00:00:00, None, -1.2
None, 3.0, -10.0, None, 2021-02-03 00:00:00, None, -4.0
None, 10.0, -9.6, None, 2021-02-04 00:00:00, None, -6.9
None, 1.0, -9.4, None, 2021-02-05 00:00:00, None, -2.2
None, 8.0, -11.5, None, 2021-02-06 00:00:00, None, -3.9
None, 0.0, -16.2, None, 2021-02-07 00:00:00, None, -10.5
None, 0.0, -25.4, None, 2021-02-08 00:00:00, None, -14.9
