station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 9.1, None, 2021-01-01 00:00:00, -4.8, -2.3
None, 25.6, None, 2021-01-02 00:00:00, -3.1, -2.3
None, 12.2, None, 2021-01-03 00:00:00, -5.5, -3.0
None, 12.3, None, 2021-01-04 00:00:00, -6.1, -4.2
None, 2.7, None, 2021-01-05 00:00:00, -7.4, -4.5
None, 9.0, None, 2021-01-06 00:00:00, -4.9, -2.8
None, 2.1, None, 2021-01-07 00:00:00, -7.2, -3.1
None, 0.0, None, 2021-01-08 00:00:00, -8.8, -5.0
None, 0.0, None, 2021-01-09 00:00:00, -9.8, -2.9
None, 0.0, None, 2021-01-10 00:00:00, -8.3, -1.8
None, 4.7, None, 2021-01-11 00:00:00, -6.6, -3.0
None, 16.8, None, 2021-01-12 00:00:00, -3.2, -1.4
None, 28.7, None, 2021-01-13 00:00:00, -7.3, -0.4
None, 1.6, None, 2021-01-14 00:00:00, -9.8, 0.3
None, 4.7, None, 2021-01-15 00:00:00, -7.9, -2.9
None, 0.8, None, 2021-01-16 00:00:00, -6.4, -3.2
None, 16.1, None, 2021-01-17 00:00:00, -7.0, -3.1
None, 2.4, None, 2021-01-18 00:00:00, -9.4, -0.8
None, 0.8, None, 2021-01-19 00:00:00, -9.4, -6.1
None, 0.0, None, 2021-01-20 00:00:00, -13.4, -3.6
None, 7.4, None, 2021-01-21 00:00:00, -14.9, 3.4
None, 0.8, None, 2021-01-22 00:00:00, -14.7, 5.1
None, 0.4, None, 2021-01-23 00:00:00, -15.0, -0.5
None, 0.0, None, 2021-01-24 00:00:00, -13.9, -10.5
None, 0.3, None, 2021-01-25 00:00:00, -11.7, 1.9
None, 0.0, None, 2021-01-26 00:00:00, -10.7, -1.8
None, 0.3, None, 2021-01-27 00:00:00, -10.3, -5.6
None, 5.5, None, 2021-01-28 00:00:00, -8.5, -0.1
None, 0.0, None, 2021-01-29 00:00:00, -8.0, -2.9
None, 0.5, None, 2021-01-30 00:00:00, -8.0, -4.0
None, 9.0, None, 2021-01-31 00:00:00, -5.9, 0.0
None, 18.1, None, 2021-02-01 00:00:00, -2.5, 1.1
None, 17.0, None, 2021-02-02 00:00:00, -5.4, -1.1
None, 4.7, None, 2021-02-03 00:00:00, -9.6, -4.0
None, 6.8, None, 2021-02-04 00:00:00, -9.4, -5.9
None, 5.2, None, 2021-02-05 00:00:00, -9.4, -5.5
None, 10.6, None, 2021-02-06 00:00:00, -18.6, -4.2
None, 4.2, None, 2021-02-07 00:00:00, -20.2, -8.4
None, 3.2, None, 2021-02-08 00:00:00, -26.5, -11.4
None, 1.5, None, 2021-02-09 00:00:00, -27.7, -10.2
None, 0.5, None, 2021-02-10 00:00:00, -27.1, -10.9
None, 0.1, None, 2021-02-11 00:00:00, -27.6, -22.7
None, 0.0, None, 2021-02-12 00:00:00, -26.0, -17.2
None, 0.0, None, 2021-02-13 00:00:00, -20.4, -9.6
None, 0.0, None, 2021-02-14 00:00:00, -16.6, -12.5
None, 0.0, None, 2021-02-15 00:00:00, -16.5, -8.1
None, 3.4, None, 2021-02-16 00:00:00, -11.4, -8.0
None, 1.5, None, 2021-02-17 00:00:00, -13.2, -9.0
None, 2.1, None, 2021-02-18 00:00:00, -15.2, -9.6
None, 3.9, None, 2021-02-19 00:00:00, -12.2, -8.3
None, 8.7, None, 2021-02-20 00:00:00, -8.7, -5.5
None, 32.8, None, 2021-02-21 00:00:00, -6.6, -1.9
None, 31.9, None, 2021-02-22 00:00:00, -6.4, 0.2
