WDIR_VECT,time,week_of_year
96.1,2022-06-11 00:00:00,24
97.8,2022-06-11 01:00:00,24
119.4,2022-06-11 02:00:00,24
113.4,2022-06-11 03:00:00,24
133.8,2022-06-11 04:00:00,24
139.7,2022-06-11 05:00:00,24
129.6,2022-06-11 06:00:00,24
98.9,2022-06-11 07:00:00,24
121.9,2022-06-11 08:00:00,24
102.5,2022-06-11 09:00:00,24
96.7,2022-06-11 10:00:00,24
94.9,2022-06-11 11:00:00,24
121.6,2022-06-11 12:00:00,24
182.1,2022-06-11 13:00:00,24
208.7,2022-06-11 14:00:00,24
220.9,2022-06-11 15:00:00,24
221.6,2022-06-11 16:00:00,24
216.6,2022-06-11 17:00:00,24
241.9,2022-06-11 18:00:00,24
203.2,2022-06-11 19:00:00,24
101.6,2022-06-11 20:00:00,24
93.2,2022-06-11 21:00:00,24
86.4,2022-06-11 22:00:00,24
71.2,2022-06-11 23:00:00,24
75.5,2022-06-12 00:00:00,24
72.2,2022-06-12 01:00:00,24
359.6,2022-06-12 02:00:00,24
17.7,2022-06-12 03:00:00,24
83.4,2022-06-12 04:00:00,24
80.3,2022-06-12 05:00:00,24
75.9,2022-06-12 06:00:00,24
86.7,2022-06-12 07:00:00,24
89.6,2022-06-12 08:00:00,24
106.3,2022-06-12 09:00:00,24
146.5,2022-06-12 10:00:00,24
188.8,2022-06-12 11:00:00,24
268.3,2022-06-12 12:00:00,24
267.6,2022-06-12 13:00:00,24
266.6,2022-06-12 14:00:00,24
264.5,2022-06-12 15:00:00,24
271.0,2022-06-12 16:00:00,24
276.2,2022-06-12 17:00:00,24
293.3,2022-06-12 18:00:00,24
264.9,2022-06-12 19:00:00,24
232.3,2022-06-12 20:00:00,24
297.2,2022-06-12 21:00:00,24
194.6,2022-06-12 22:00:00,24
263.6,2022-06-12 23:00:00,24
212.0,2022-06-13 00:00:00,24
88.7,2022-06-13 01:00:00,24
91.4,2022-06-13 02:00:00,24
89.5,2022-06-13 03:00:00,24
