WDIR_VECT,TEMP_MEAN,WSPD_SCLR,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, None, 1.263,92.0,2016-07-08 00:00:00,15.6,28
None, None, 1.747,91.3,2016-07-08 01:00:00,15.68,28
None, None, 1.35,88.7,2016-07-08 02:00:00,16.05,28
None, None, 1.421,88.8,2016-07-08 03:00:00,16.07,28
None, None, 1.82,86.3,2016-07-08 04:00:00,16.21,28
None, None, 2.982,88.7,2016-07-08 05:00:00,15.67,28
None, None, 2.65,89.2,2016-07-08 06:00:00,15.55,28
None, None, 2.023,86.0,2016-07-08 07:00:00,15.87,28
None, None, 1.554,86.3,2016-07-08 08:00:00,15.8,28
None, None, 1.56,86.4,2016-07-08 09:00:00,15.97,28
None, None, 1.506,88.6,2016-07-08 10:00:00,15.64,28
None, None, 3.127,87.2,2016-07-08 11:00:00,15.75,28
None, None, 3.087,85.0,2016-07-08 12:00:00,16.06,28
None, None, 3.136,78.7,2016-07-08 13:00:00,16.96,28
None, None, 2.685,76.4,2016-07-08 14:00:00,17.61,28
None, None, 2.163,71.9,2016-07-08 15:00:00,18.31,28
None, None, 2.165,72.0,2016-07-08 16:00:00,18.55,28
None, None, 1.5,69.33,2016-07-08 17:00:00,18.62,28
None, None, 1.253,75.5,2016-07-08 18:00:00,18.1,28
None, None, 1.699,78.9,2016-07-08 19:00:00,18.17,28
None, None, 0.155,82.3,2016-07-08 20:00:00,17.61,28
None, None, 1.13,84.2,2016-07-08 21:00:00,16.91,28
None, None, 0.954999,84.9,2016-07-08 22:00:00,16.34,28
None, None, 1.258,88.2,2016-07-08 23:00:00,15.54,28
None, None, 0.474999,90.8,2016-07-09 00:00:00,15.4,28
None, None, 0.838998,91.9,2016-07-09 01:00:00,15.29,28
None, None, 3.14,91.6,2016-07-09 02:00:00,15.32,28
None, None, 2.154,85.6,2016-07-09 03:00:00,14.76,28
None, None, 2.682,88.3,2016-07-09 04:00:00,14.79,28
None, None, 1.399,90.0,2016-07-09 05:00:00,14.54,28
None, None, 1.329,90.5,2016-07-09 06:00:00,14.44,28
None, None, 2.124,90.8,2016-07-09 07:00:00,14.29,28
None, None, 2.258,90.4,2016-07-09 08:00:00,14.42,28
None, None, 1.298,87.0,2016-07-09 09:00:00,14.89,28
None, None, 0.674,81.3,2016-07-09 10:00:00,15.78,28
None, None, 0.277,75.8,2016-07-09 11:00:00,16.57,28
None, None, 1.264,73.3,2016-07-09 12:00:00,16.84,28
None, None, 2.861,70.6,2016-07-09 13:00:00,17.02,28
None, None, 2.156,67.13,2016-07-09 14:00:00,17.42,28
None, None, 2.305,62.49,2016-07-09 15:00:00,18.13,28
None, None, 1.579,61.2,2016-07-09 16:00:00,18.65,28
None, None, 2.843,57.63,2016-07-09 17:00:00,18.82,28
None, None, 2.059,56.12,2016-07-09 18:00:00,18.85,28
None, None, 1.105,56.9,2016-07-09 19:00:00,18.83,28
None, None, 0.778998,72.9,2016-07-09 20:00:00,17.43,28
None, None, 1.158,77.7,2016-07-09 21:00:00,16.07,28
None, None, 1.604,81.4,2016-07-09 22:00:00,14.64,28
None, None, 1.023,82.3,2016-07-09 23:00:00,14.1,28
None, None, 1.297,83.2,2016-07-10 00:00:00,13.47,28
None, None, 0.544,84.0,2016-07-10 01:00:00,13.03,28
None, None, 2.405,83.6,2016-07-10 02:00:00,12.92,28
None, None, 1.211,84.4,2016-07-10 03:00:00,12.91,28
None, None, 1.029,85.0,2016-07-10 04:00:00,12.99,28
None, None, 2.183,86.5,2016-07-10 05:00:00,12.55,28
None, None, 1.0,82.3,2016-07-10 06:00:00,13.84,28
None, None, 0.893998,75.8,2016-07-10 07:00:00,15.57,28
None, None, 0.708998,76.8,2016-07-10 08:00:00,15.79,28
None, None, 1.831,76.3,2016-07-10 09:00:00,16.03,28
None, None, 1.986,74.6,2016-07-10 10:00:00,16.51,28
None, None, 3.647,74.1,2016-07-10 11:00:00,18.12,28
None, None, 2.37,69.51,2016-07-10 12:00:00,19.26,28
None, None, 1.546,66.88,2016-07-10 13:00:00,19.26,28
None, None, 0.98,67.58,2016-07-10 14:00:00,19.26,28
None, None, 5.895,71.4,2016-07-10 15:00:00,18.63,28
None, None, 4.102,67.51,2016-07-10 16:00:00,18.83,28
None, None, 1.767,61.43,2016-07-10 17:00:00,18.88,28
None, None, 0.772,60.52,2016-07-10 18:00:00,19.16,28
None, None, 0.206,66.62,2016-07-10 19:00:00,18.91,28
None, None, 0.592998,72.5,2016-07-10 20:00:00,18.3,28
None, None, 1.609,75.1,2016-07-10 21:00:00,17.32,28
None, None, 0.878,75.1,2016-07-10 22:00:00,16.99,28
None, None, 0.546998,79.9,2016-07-10 23:00:00,16.62,28
None, None, 0.23,87.1,2016-07-11 00:00:00,15.65,28
None, None, 0.223,88.3,2016-07-11 01:00:00,15.66,28
None, None, 0.411,86.3,2016-07-11 02:00:00,16.01,28
None, None, 1.019,85.5,2016-07-11 03:00:00,16.04,28
None, None, 1.344,85.7,2016-07-11 04:00:00,15.63,28
None, None, 2.915,85.7,2016-07-11 05:00:00,15.19,28
None, None, 3.152,84.8,2016-07-11 06:00:00,15.0,28
None, None, 3.46,82.2,2016-07-11 07:00:00,15.05,28
None, None, 2.339,76.2,2016-07-11 08:00:00,15.99,28
None, None, 1.36,68.81,2016-07-11 09:00:00,16.97,28
None, None, 1.411,66.45,2016-07-11 10:00:00,17.0,28
None, None, 5.852,68.73,2016-07-11 11:00:00,16.55,28
None, None, 3.052,66.75,2016-07-11 12:00:00,16.66,28
None, None, 3.439,65.02,2016-07-11 13:00:00,16.98,28
None, None, 3.44,65.29,2016-07-11 14:00:00,17.44,28
None, None, 0.925,62.73,2016-07-11 15:00:00,17.94,28
None, None, 1.656,62.0,2016-07-11 16:00:00,18.33,28
None, None, 3.164,59.37,2016-07-11 17:00:00,19.1,28
None, None, 4.013,64.61,2016-07-11 18:00:00,18.63,28
None, None, 2.98,67.54,2016-07-11 19:00:00,18.15,28
None, None, 1.931,66.13,2016-07-11 20:00:00,17.82,28
None, None, 1.361,72.9,2016-07-11 21:00:00,16.93,28
None, None, 1.635,80.1,2016-07-11 22:00:00,15.97,28
None, None, 1.016,82.9,2016-07-11 23:00:00,15.44,28
None, None, 1.678,85.7,2016-07-12 00:00:00,15.04,28
None, None, 1.138,88.0,2016-07-12 01:00:00,14.74,28
None, None, 0.944998,89.7,2016-07-12 02:00:00,14.51,28
None, None, 1.026,89.8,2016-07-12 03:00:00,14.57,28
None, None, 0.226998,88.2,2016-07-12 04:00:00,14.56,28
None, None, 0.787,88.4,2016-07-12 05:00:00,14.38,28
None, None, 0.300998,88.4,2016-07-12 06:00:00,14.38,28
None, None, 0.026,87.5,2016-07-12 07:00:00,15.06,28
None, None, 0.002,86.3,2016-07-12 08:00:00,15.52,28
None, None, 0.430999,86.3,2016-07-12 09:00:00,15.59,28
None, None, 0.068998,84.4,2016-07-12 10:00:00,15.74,28
None, None, None,83.7,2016-07-12 11:00:00,16.08,28
None, None, 0.007,83.5,2016-07-12 12:00:00,16.4,28
None, None, 1.699,80.8,2016-07-12 13:00:00,16.8,28
None, None, 3.162,72.0,2016-07-12 14:00:00,17.58,28
None, None, 2.121,67.6,2016-07-12 15:00:00,18.65,28
None, None, 1.982,64.98,2016-07-12 16:00:00,19.12,28
None, None, 1.29,60.53,2016-07-12 17:00:00,19.67,28
None, None, 1.026,64.67,2016-07-12 18:00:00,19.47,28
None, None, 0.014999,69.48,2016-07-12 19:00:00,19.1,28
None, None, 0.194,75.8,2016-07-12 20:00:00,18.55,28
None, None, 1.254,79.7,2016-07-12 21:00:00,17.15,28
None, None, 1.053,80.0,2016-07-12 22:00:00,16.32,28
None, None, 0.925998,82.3,2016-07-12 23:00:00,15.99,28
None, None, 1.505,87.8,2016-07-13 00:00:00,15.31,28
None, None, 1.236,88.8,2016-07-13 01:00:00,15.4,28
None, None, 1.184,90.0,2016-07-13 02:00:00,15.32,28
None, None, 0.916998,91.9,2016-07-13 03:00:00,15.09,28
None, None, 0.507,93.1,2016-07-13 04:00:00,14.96,28
None, None, 0.141,93.3,2016-07-13 05:00:00,15.01,28
None, None, 0.814998,93.6,2016-07-13 06:00:00,15.06,28
None, None, 0.125,93.4,2016-07-13 07:00:00,15.27,28
None, None, 0.312,90.8,2016-07-13 08:00:00,15.98,28
None, None, 0.231998,85.2,2016-07-13 09:00:00,16.85,28
None, None, 2.093,80.7,2016-07-13 10:00:00,16.92,28
None, None, 2.333,77.9,2016-07-13 11:00:00,17.27,28
None, None, 2.962,71.5,2016-07-13 12:00:00,18.78,28
None, None, 3.368,70.5,2016-07-13 13:00:00,18.94,28
None, None, 4.827,66.86,2016-07-13 14:00:00,18.74,28
None, None, 4.852,65.51,2016-07-13 15:00:00,19.09,28
None, None, 4.25,64.99,2016-07-13 16:00:00,19.4,28
None, None, 4.026,63.02,2016-07-13 17:00:00,19.7,28
None, None, 3.507,57.3,2016-07-13 18:00:00,20.27,28
None, None, 1.908,57.41,2016-07-13 19:00:00,20.3,28
None, None, 1.043,71.2,2016-07-13 20:00:00,18.06,28
None, None, 1.019,77.0,2016-07-13 21:00:00,16.28,28
None, None, 1.203,79.5,2016-07-13 22:00:00,15.6,28
None, None, 1.937,81.8,2016-07-13 23:00:00,14.89,28
None, None, 1.296,82.8,2016-07-14 00:00:00,14.39,28
