WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
216.8, 12.7, 1.033, None, 84.4,2019-08-27 00:00:00, 81.5, 11.98,35
241.8, 12.0, 1.062, None, 87.9,2019-08-27 01:00:00, 84.4, 11.61,35
207.5, 11.6, 1.103, None, 89.6,2019-08-27 02:00:00, 87.9, 11.28,35
226.6, 11.3, 0.772, None, 86.9,2019-08-27 03:00:00, 89.6, 11.31,35
214.9, 11.3, 1.176, None, 82.1,2019-08-27 04:00:00, 86.9, 11.81,35
186.6, 11.8, 1.437, None, 77.6,2019-08-27 05:00:00, 82.1, 12.13,35
179.1, 12.1, 2.413, None, 71.2,2019-08-27 06:00:00, 77.6, 12.99,35
168.8, 13.0, 2.461, None, 64.03,2019-08-27 07:00:00, 71.2, 13.57,35
139.1, 13.6, 3.043, None, 61.0,2019-08-27 08:00:00, 64.0, 14.31,35
145.6, 14.3, 3.546, None, 58.63,2019-08-27 09:00:00, 61.0, 14.83,35
141.2, 14.8, 3.184, None, 58.53,2019-08-27 10:00:00, 58.6, 15.19,35
139.7, 15.2, 2.653, None, 59.79,2019-08-27 11:00:00, 58.5, 15.57,35
138.3, 15.6, None, None, None,2019-08-27 12:00:00, 59.8, None,35
None, None, 1.667, None, 68.74,2019-08-27 13:00:00, None, 15.35,35
248.2, 15.4, 1.847, None, 77.9,2019-08-27 14:00:00, 68.7, 14.71,35
319.2, 14.7, None, None, None,2019-08-27 15:00:00, 77.9, None,35
None, None, 2.86, None, 28.18,2019-08-28 16:00:00, None, 21.17,35
2.7, 21.2, 3.311, None, 28.33,2019-08-28 17:00:00, 28.2, 21.24,35
10.7, 21.2, 3.647, None, 29.9,2019-08-28 18:00:00, 28.3, 20.84,35
358.3, 20.8, 2.41, None, 33.35,2019-08-28 19:00:00, 29.9, 19.45,35
347.8, 19.5, 0.991998, None, 58.06,2019-08-28 20:00:00, 33.4, 16.28,35
299.9, 16.3, 1.072, None, 73.0,2019-08-28 21:00:00, 58.1, 13.37,35
356.9, 13.4, 1.032, None, 79.7,2019-08-28 22:00:00, 73.0, 11.9,35
3.8, 11.9, 1.551, None, 83.9,2019-08-28 23:00:00, 79.7, 10.81,35
358.4, 10.8, 1.266, None, 91.2,2019-08-29 00:00:00, 83.9, 9.54,35
354.4, 9.5, 0.912, None, 93.3,2019-08-29 01:00:00, 91.2, 9.24,35
23.0, 9.2, 1.086, None, 94.4,2019-08-29 02:00:00, 93.3, 8.67,35
3.0, 8.7, 1.154, None, 96.9,2019-08-29 03:00:00, 94.4, 7.88,35
355.7, 7.9, 1.188, None, 97.1,2019-08-29 04:00:00, 96.9, 7.74,35
64.6, 7.7, 1.369, None, 98.1,2019-08-29 05:00:00, 97.1, 6.81,35
16.4, 6.8, 1.571, None, 99.3,2019-08-29 06:00:00, 98.1, 6.344,35
14.2, 6.3, 1.272, None, 99.7,2019-08-29 07:00:00, 99.3, 6.572,35
352.8, 6.6, 0.755999, None, 97.9,2019-08-29 08:00:00, 99.7, 7.59,35
16.6, 7.6, 0.815998, None, 82.1,2019-08-29 09:00:00, 97.9, 10.58,35
266.6, 10.6, 1.419, None, 70.1,2019-08-29 10:00:00, 82.1, 12.64,35
245.5, 12.6, 2.224, None, 57.68,2019-08-29 11:00:00, 70.1, 15.79,35
334.2, 15.8, 3.201, None, 50.99,2019-08-29 12:00:00, 57.7, 18.13,35
348.9, 18.1, 3.004, None, 43.29,2019-08-29 13:00:00, 51.0, 20.09,35
351.5, 20.1, 2.51, None, 36.81,2019-08-29 14:00:00, 43.3, 21.81,35
327.2, 21.8, 2.783, None, 33.74,2019-08-29 15:00:00, 36.8, 22.8,35
339.0, 22.8, 3.984, None, 30.26,2019-08-29 16:00:00, 33.7, 23.37,35
