pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, 15.65, 64.27, None, None, None, None, 28.17, None, 9.86, 299.7, None, None, None, None, None, 9.0, None, None, None, None, None, None,2017-07-23 15:00:00, None, None, 6.615,30
None, None, 16.53, 57.99, None, None, None, None, 33.92, None, 8.92, 302.2, None, None, None, None, None, 8.0, None, None, None, None, None, None,2017-07-23 16:00:00, None, None, 6.522,30
None, None, 16.96, 48.42, None, None, None, None, 48.51, None, 5.402, 291.3, None, None, None, None, None, 6.0, None, None, None, None, None, None,2017-07-23 17:00:00, None, None, 6.353,30
None, None, 15.15, 48.35, None, None, None, None, 31.64, None, 10.5, 276.9, None, None, None, None, None, 4.0, None, None, None, None, None, None,2017-07-23 18:00:00, None, None, 4.405,30
None, None, 16.71, 33.23, None, None, None, None, 37.63, None, 4.64, 207.1, None, None, None, None, None, 0.0, None, None, None, None, None, None,2017-07-24 12:00:00, None, None, 8.28,30
None, None, 18.14, 28.61, None, None, None, None, 28.14, None, 6.788, 234.4, None, None, None, None, None, 0.0, None, None, None, None, None, None,2017-07-24 13:00:00, None, None, 8.95,30
None, None, 18.28, 25.54, None, None, None, None, 21.05, None, 10.2, 244.7, None, None, None, None, None, -2.0, None, None, None, None, None, None,2017-07-24 14:00:00, None, None, 6.791,30
None, None, 18.87, 25.32, None, None, None, None, 20.08, None, 11.0, 255.2, None, None, None, None, None, -1.0, None, None, None, None, None, None,2017-07-24 15:00:00, None, None, 7.68,30
None, None, 20.25, 23.92, None, None, None, None, 41.67, None, 4.456, 248.3, None, None, None, None, None, -1.0, None, None, None, None, None, None,2017-07-24 16:00:00, None, None, 7.67,30
None, None, 18.93, 19.57, None, None, None, None, 39.55, None, 4.711, 157.0, None, None, None, None, None, -5.0, None, None, None, None, None, None,2017-07-25 11:00:00, None, None, 8.59,30
None, None, 19.57, 18.14, None, None, None, None, 26.56, None, 7.06, 243.6, None, None, None, None, None, -5.0, None, None, None, None, None, None,2017-07-25 12:00:00, None, None, 8.59,30
None, None, 20.3, 16.75, None, None, None, None, 14.38, None, 13.31, 261.0, None, None, None, None, None, -6.0, None, None, None, None, None, None,2017-07-25 13:00:00, None, None, 9.14,30
None, None, 16.75, 38.25, None, None, None, None, 21.87, None, 5.364, 276.7, None, None, None, None, None, 2.0, None, None, None, None, None, None,2017-07-26 10:00:00, None, None, 7.18,30
