time,TEMP_MEAN,HUMIDITY,week_of_year
2019-02-26 00:00:00,-10.8, 59.1,9
2019-02-26 01:00:00,-11.0, 58.7,9
2019-02-26 02:00:00,-11.5, 58.3,9
2019-02-26 03:00:00,-12.3, 58.3,9
2019-02-26 04:00:00,-13.9, 67.9,9
2019-02-26 05:00:00,-17.2, 79.7,9
2019-02-26 06:00:00,-19.5, 85.7,9
2019-02-26 07:00:00,-21.1, 87.5,9
2019-02-26 08:00:00,-22.6, 86.8,9
2019-02-26 09:00:00,-21.9, 84.8,9
2019-02-26 10:00:00,-15.9, 70.6,9
2019-02-26 11:00:00,-13.0, 55.3,9
2019-02-26 12:00:00,-10.7, 38.8,9
2019-02-26 13:00:00,-9.3, 36.8,9
2019-02-26 14:00:00,-7.6, 34.0,9
2019-02-26 15:00:00,-5.9, 30.4,9
2019-02-26 16:00:00,-4.9, 26.9,9
2019-02-26 17:00:00,-4.3, 23.6,9
2019-02-26 18:00:00,-5.1, 26.7,9
2019-02-26 19:00:00,-8.6, 36.3,9
2019-02-26 20:00:00,-12.4, 48.3,9
2019-02-26 21:00:00,-14.5, 61.3,9
2019-02-26 22:00:00,-17.3, 72.8,9
2019-02-26 23:00:00,-19.8, 83.2,9
2019-02-27 00:00:00,-21.3, 84.5,9
2019-02-27 01:00:00,-22.8, 84.4,9
2019-02-27 02:00:00,-23.6, 83.2,9
2019-02-27 03:00:00,-23.9, 82.9,9
2019-02-27 04:00:00,-24.4, 82.6,9
2019-02-27 05:00:00,-25.3, 80.1,9
2019-02-27 06:00:00,-25.1, 80.0,9
2019-02-27 07:00:00,-24.3, 80.2,9
2019-02-27 08:00:00,-23.3, 80.8,9
2019-02-27 09:00:00,-21.8, 81.6,9
2019-02-27 10:00:00,-17.9, 78.0,9
2019-02-27 11:00:00,-13.6, 61.7,9
2019-02-27 12:00:00,-11.6, 54.2,9
2019-02-27 13:00:00,-9.3, 45.9,9
2019-02-27 14:00:00,-6.8, 37.6,9
2019-02-27 15:00:00,-5.4, 34.3,9
2019-02-27 16:00:00,-4.7, 32.1,9
2019-02-27 17:00:00,-4.1, 31.2,9
2019-02-27 18:00:00,-4.7, 35.5,9
2019-02-27 19:00:00,-5.7, 42.8,9
2019-02-27 20:00:00,-6.3, 46.5,9
2019-02-27 21:00:00,-6.6, 46.8,9
2019-02-27 22:00:00,-7.1, 51.8,9
2019-02-27 23:00:00,-7.2, 52.3,9
2019-02-28 00:00:00,-7.6, 52.5,9
2019-02-28 01:00:00,-8.7, 56.6,9
2019-02-28 02:00:00,-12.2, 69.3,9
2019-02-28 03:00:00,-14.5, 77.2,9
2019-02-28 04:00:00,-16.2, 82.6,9
2019-02-28 05:00:00,-16.4, 85.5,9
2019-02-28 06:00:00,-16.7, 85.4,9
2019-02-28 07:00:00,-16.5, 85.9,9
2019-02-28 08:00:00,-15.3, 85.8,9
2019-02-28 09:00:00,-13.4, 85.0,9
2019-02-28 10:00:00,-11.2, 77.7,9
2019-02-28 11:00:00,-9.7, 69.0,9
2019-02-28 12:00:00,-8.8, 68.9,9
2019-02-28 13:00:00,-7.5, 73.7,9
2019-02-28 14:00:00,-6.2, 72.4,9
2019-02-28 15:00:00,-5.4, 73.2,9
2019-02-28 16:00:00,-5.2, 77.0,9
2019-02-28 17:00:00,-5.2, 79.5,9
2019-02-28 18:00:00,-5.3, 85.4,9
2019-02-28 19:00:00,-5.8, 94.7,9
