AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
None, 0.0,2022-06-25 00:00:00, 6.7, 23.6,26
None, 0.0,2022-06-26 00:00:00, 8.2, 28.4,26
None, 0.0,2022-06-27 00:00:00, 9.7, 27.8,26
None, 1.2,2022-06-28 00:00:00, 10.7, 19.1,26
None, 1.2,2022-06-29 00:00:00, 10.5, 16.4,26
None, 0.0,2022-06-30 00:00:00, 9.3, 24.5,26
20.8, None,2022-06-30 10:15:00, None, None,26
20.8, None,2022-06-30 10:30:00, None, None,26
20.8, None,2022-06-30 10:45:00, None, None,26
20.8, None,2022-06-30 11:15:00, None, None,26
20.9, None,2022-06-30 11:30:00, None, None,26
20.9, None,2022-06-30 11:45:00, None, None,26
21.3, None,2022-06-30 12:15:00, None, None,26
21.7, None,2022-06-30 12:30:00, None, None,26
22.1, None,2022-06-30 12:45:00, None, None,26
22.8, None,2022-06-30 13:15:00, None, None,26
23.0, None,2022-06-30 13:30:00, None, None,26
23.3, None,2022-06-30 13:45:00, None, None,26
23.5, None,2022-06-30 14:15:00, None, None,26
23.5, None,2022-06-30 14:30:00, None, None,26
23.5, None,2022-06-30 14:45:00, None, None,26
23.6, None,2022-06-30 15:15:00, None, None,26
23.6, None,2022-06-30 15:30:00, None, None,26
23.6, None,2022-06-30 15:45:00, None, None,26
23.6, None,2022-06-30 16:15:00, None, None,26
23.6, None,2022-06-30 16:30:00, None, None,26
23.7, None,2022-06-30 16:45:00, None, None,26
22.7, None,2022-06-30 17:15:00, None, None,26
22.7, None,2022-06-30 17:30:00, None, None,26
22.7, None,2022-06-30 17:45:00, None, None,26
25.4, None,2022-06-30 18:15:00, None, None,26
25.4, None,2022-06-30 18:30:00, None, None,26
25.4, None,2022-06-30 18:45:00, None, None,26
25.4, None,2022-06-30 19:15:00, None, None,26
25.4, None,2022-06-30 19:30:00, None, None,26
25.4, None,2022-06-30 19:45:00, None, None,26
None, 0.0,2022-07-01 00:00:00, 10.0, 24.6,26
18.4, None,2022-07-01 07:45:00, None, None,26
19.1, None,2022-07-01 08:15:00, None, None,26
19.7, None,2022-07-01 08:30:00, None, None,26
20.4, None,2022-07-01 08:45:00, None, None,26
21.3, None,2022-07-01 09:15:00, None, None,26
21.7, None,2022-07-01 09:30:00, None, None,26
22.0, None,2022-07-01 09:45:00, None, None,26
22.7, None,2022-07-01 10:15:00, None, None,26
23.2, None,2022-07-01 10:30:00, None, None,26
23.6, None,2022-07-01 10:45:00, None, None,26
23.7, None,2022-07-01 11:15:00, None, None,26
23.2, None,2022-07-01 11:30:00, None, None,26
22.8, None,2022-07-01 11:45:00, None, None,26
22.6, None,2022-07-01 12:15:00, None, None,26
22.8, None,2022-07-01 12:30:00, None, None,26
23.0, None,2022-07-01 12:45:00, None, None,26
22.9, None,2022-07-01 13:15:00, None, None,26
22.6, None,2022-07-01 13:30:00, None, None,26
22.3, None,2022-07-01 13:45:00, None, None,26
21.9, None,2022-07-01 14:15:00, None, None,26
21.8, None,2022-07-01 14:30:00, None, None,26
21.7, None,2022-07-01 14:45:00, None, None,26
21.2, None,2022-07-01 15:15:00, None, None,26
20.9, None,2022-07-01 15:30:00, None, None,26
20.6, None,2022-07-01 15:45:00, None, None,26
20.3, None,2022-07-01 16:15:00, None, None,26
20.3, None,2022-07-01 16:30:00, None, None,26
20.4, None,2022-07-01 16:45:00, None, None,26
20.6, None,2022-07-01 17:15:00, None, None,26
20.8, None,2022-07-01 17:30:00, None, None,26
21.1, None,2022-07-01 17:45:00, None, None,26
20.6, None,2022-07-01 18:15:00, None, None,26
19.9, None,2022-07-01 18:30:00, None, None,26
19.1, None,2022-07-01 18:45:00, None, None,26
18.0, None,2022-07-01 19:15:00, None, None,26
17.6, None,2022-07-01 19:30:00, None, None,26
17.3, None,2022-07-01 19:45:00, None, None,26
16.7, None,2022-07-01 20:15:00, None, None,26
16.5, None,2022-07-01 20:30:00, None, None,26
16.4, None,2022-07-01 20:45:00, None, None,26
16.1, None,2022-07-01 21:15:00, None, None,26
16.0, None,2022-07-01 21:30:00, None, None,26
15.9, None,2022-07-01 21:45:00, None, None,26
15.7, None,2022-07-01 22:15:00, None, None,26
15.7, None,2022-07-01 22:30:00, None, None,26
15.6, None,2022-07-01 22:45:00, None, None,26
15.5, None,2022-07-01 23:15:00, None, None,26
15.4, None,2022-07-01 23:30:00, None, None,26
15.2, None,2022-07-01 23:45:00, None, None,26
