AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
-4.7, 1.0,0.0,7.4, 0.112,2016-12-09 00:00:00,18.0,90.0,50
-4.7, None,0.0,7.6, None,2016-12-09 00:15:00,349.0,89.0,50
-4.7, None,0.0,11.2, None,2016-12-09 00:30:00,352.0,89.0,50
-4.7, None,0.0,6.6, None,2016-12-09 00:45:00,8.0,89.0,50
-4.6, 1.0,0.0,8.5, 0.147,2016-12-09 01:00:00,33.0,89.0,50
-4.6, None,0.0,5.8, None,2016-12-09 01:15:00,18.0,90.0,50
-4.6, None,0.0,7.2, None,2016-12-09 01:30:00,326.0,89.0,50
-4.5, None,0.0,7.1, None,2016-12-09 01:45:00,9.0,88.0,50
-4.6, 1.0,0.0,8.3, 0.153,2016-12-09 02:00:00,14.0,88.0,50
-4.6, None,0.0,6.1, None,2016-12-09 02:15:00,72.0,88.0,50
-4.6, None,0.0,5.6, None,2016-12-09 02:30:00,346.0,87.0,50
-4.7, None,0.0,5.1, None,2016-12-09 02:45:00,308.0,88.0,50
-4.7, 1.0,0.0,8.5, 0.158,2016-12-09 03:00:00,30.0,88.0,50
-4.8, None,0.0,9.1, None,2016-12-09 03:15:00,48.0,87.0,50
-5.0, None,0.0,8.8, None,2016-12-09 03:30:00,41.0,89.0,50
-5.0, None,0.0,7.0, None,2016-12-09 03:45:00,63.0,90.0,50
-5.0, 1.0,0.0,5.3, 0.164,2016-12-09 04:00:00,20.0,91.0,50
-4.7, None,0.0,9.3, None,2016-12-09 04:15:00,28.0,88.0,50
-4.9, None,0.0,5.8, None,2016-12-09 04:30:00,295.0,91.0,50
-4.9, None,0.0,6.9, None,2016-12-09 04:45:00,283.0,92.0,50
-5.0, 0.0,0.0,6.4, 0.164,2016-12-09 05:00:00,282.0,93.0,50
-4.9, None,0.0,8.0, None,2016-12-09 05:15:00,263.0,93.0,50
-4.8, None,0.0,7.5, None,2016-12-09 05:30:00,307.0,93.0,50
-4.9, None,0.0,10.3, None,2016-12-09 05:45:00,281.0,93.0,50
-4.7, 0.0,0.0,5.8, 0.172,2016-12-09 06:00:00,274.0,93.0,50
-4.8, None,0.0,7.0, None,2016-12-09 06:15:00,265.0,94.0,50
-4.7, None,0.0,4.6, None,2016-12-09 06:30:00,285.0,94.0,50
-4.8, None,0.0,6.0, None,2016-12-09 06:45:00,264.0,94.0,50
-4.8, 1.0,0.0,6.7, 0.181,2016-12-09 07:00:00,278.0,94.0,50
-4.7, None,0.0,3.0, None,2016-12-09 07:15:00,38.0,94.0,50
-4.8, None,0.0,3.0, None,2016-12-09 07:30:00,110.0,95.0,50
-4.8, None,0.0,3.7, None,2016-12-09 07:45:00,264.0,95.0,50
-4.8, 1.0,0.0,0.7, 0.181,2016-12-09 08:00:00,262.0,95.0,50
-4.8, None,0.0,2.7, None,2016-12-09 08:15:00,264.0,95.0,50
-4.7, None,0.0,2.2, None,2016-12-09 08:30:00,246.0,95.0,50
-4.6, None,0.0,2.2, None,2016-12-09 08:45:00,228.0,94.0,50
-4.1, 0.0,0.0,0.1, 0.177,2016-12-09 09:00:00,72.0,94.0,50
-3.8, None,0.0,3.1, None,2016-12-09 09:15:00,268.0,92.0,50
-3.6, None,0.0,3.1, None,2016-12-09 09:30:00,196.0,93.0,50
-3.8, None,0.0,1.0, None,2016-12-09 09:45:00,213.0,94.0,50
-3.3, 1.0,0.0,2.2, 0.196,2016-12-09 10:00:00,201.0,92.0,50
-2.6, None,0.0,2.6, None,2016-12-09 10:15:00,226.0,91.0,50
-2.1, None,0.0,1.4, None,2016-12-09 10:30:00,175.0,90.0,50
-2.0, None,0.0,1.2, None,2016-12-09 10:45:00,232.0,90.0,50
-2.0, 0.0,0.0,1.8, 0.191,2016-12-09 11:00:00,260.0,91.0,50
-2.6, None,0.0,2.9, None,2016-12-09 11:15:00,192.0,93.0,50
-2.3, None,0.0,1.7, None,2016-12-09 11:30:00,123.0,92.0,50
-1.7, None,0.0,0.7, None,2016-12-09 11:45:00,220.0,91.0,50
-1.3, 0.0,0.0,2.3, 0.207,2016-12-09 12:00:00,260.0,90.0,50
-1.2, None,0.0,0.7, None,2016-12-09 12:15:00,219.0,90.0,50
-1.4, None,0.0,4.0, None,2016-12-09 12:30:00,100.0,92.0,50
-0.8, None,0.0,2.2, None,2016-12-09 12:45:00,200.0,92.0,50
-1.0, 1.0,0.0,3.7, 0.21,2016-12-09 13:00:00,261.0,92.0,50
-1.3, None,0.0,2.3, None,2016-12-09 13:15:00,121.0,93.0,50
-1.2, None,0.0,2.5, None,2016-12-09 13:30:00,38.0,94.0,50
-1.1, None,0.0,2.8, None,2016-12-09 13:45:00,195.0,94.0,50
-1.2, 1.0,0.0,0.1, 0.224,2016-12-09 14:00:00,230.0,95.0,50
-1.5, None,0.0,3.2, None,2016-12-09 14:15:00,131.0,96.0,50
-1.8, None,0.0,4.2, None,2016-12-09 14:30:00,92.0,96.0,50
-1.4, None,0.0,2.8, None,2016-12-09 14:45:00,237.0,96.0,50
-1.1, 3.0,0.0,3.6, 0.257,2016-12-09 15:00:00,212.0,95.0,50
-1.1, None,0.0,2.1, None,2016-12-09 15:15:00,122.0,95.0,50
-0.7, None,0.0,2.1, None,2016-12-09 15:30:00,40.0,96.0,50
-0.4, None,0.0,4.9, None,2016-12-09 15:45:00,69.0,97.0,50
-0.4, 0.0,0.0,3.4, 0.26,2016-12-09 16:00:00,103.0,97.0,50
-0.5, None,0.0,3.9, None,2016-12-09 16:15:00,85.0,97.0,50
-0.5, None,0.0,3.5, None,2016-12-09 16:30:00,128.0,98.0,50
-1.0, None,0.0,3.1, None,2016-12-09 16:45:00,259.0,98.0,50
-1.5, 0.0,0.0,1.0, 0.263,2016-12-09 17:00:00,239.0,97.0,50
-1.6, None,0.0,1.8, None,2016-12-09 17:15:00,94.0,98.0,50
-0.7, None,0.0,5.6, None,2016-12-09 17:30:00,133.0,99.0,50
-0.8, None,0.0,1.8, None,2016-12-09 17:45:00,297.0,99.0,50
-1.1, 1.0,0.0,5.0, 0.261,2016-12-09 18:00:00,262.0,98.0,50
-1.3, None,0.0,3.3, None,2016-12-09 18:15:00,236.0,98.0,50
-1.6, None,0.0,2.8, None,2016-12-09 18:30:00,263.0,98.0,50
-1.7, None,0.0,0.0, None,2016-12-09 18:45:00,141.0,98.0,50
-1.7, 4.0,0.0,1.7, 0.304,2016-12-09 19:00:00,136.0,98.0,50
-1.6, None,0.0,1.7, None,2016-12-09 19:15:00,291.0,98.0,50
-1.3, None,0.0,3.5, None,2016-12-09 19:30:00,34.0,98.0,50
-1.0, None,0.0,4.2, None,2016-12-09 19:45:00,346.0,99.0,50
-1.0, 2.0,0.0,0.5, 0.32,2016-12-09 20:00:00,290.0,99.0,50
-0.8, None,0.0,2.2, None,2016-12-09 20:15:00,55.0,99.0,50
-0.5, None,0.0,4.5, None,2016-12-09 20:30:00,74.0,99.0,50
-0.5, None,0.0,5.4, None,2016-12-09 20:45:00,24.0,99.0,50
-0.4, 0.0,0.0,4.3, 0.314,2016-12-09 21:00:00,44.0,99.0,50
-0.4, None,0.0,3.0, None,2016-12-09 21:15:00,27.0,99.0,50
-0.4, None,0.0,1.9, None,2016-12-09 21:30:00,48.0,99.0,50
-0.2, None,0.0,4.6, None,2016-12-09 21:45:00,92.0,99.0,50
-0.1, 1.0,0.0,2.7, 0.279,2016-12-09 22:00:00,297.0,100.0,50
-0.1, None,0.0,2.7, None,2016-12-09 22:15:00,60.0,99.0,50
0.0, None,0.0,2.9, None,2016-12-09 22:30:00,95.0,99.0,50
0.0, None,0.0,5.5, None,2016-12-09 22:45:00,175.0,99.0,50
0.0, 1.0,0.0,2.3, 0.335,2016-12-09 23:00:00,150.0,100.0,50
-0.1, None,0.0,0.1, None,2016-12-09 23:15:00,153.0,100.0,50
