AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
14.5, 0.0,0.0, 3.7, -0.006,2019-06-11 00:00:00, 308.0, -0.3,75.0,24
14.4, None,0.0, 2.8, None,2019-06-11 00:15:00, 307.0, None,74.0,24
14.4, None,0.0, 4.2, None,2019-06-11 00:30:00, 294.0, None,73.0,24
14.6, None,0.0, 3.8, None,2019-06-11 00:45:00, 289.0, None,72.0,24
14.6, 0.0,0.0, 5.5, -0.006,2019-06-11 01:00:00, 283.0, -0.3,69.0,24
14.7, None,0.0, 4.8, None,2019-06-11 01:15:00, 299.0, None,69.0,24
14.9, None,0.0, 5.4, None,2019-06-11 01:30:00, 312.0, None,68.0,24
14.8, None,0.0, 5.4, None,2019-06-11 01:45:00, 323.0, None,69.0,24
14.4, 0.0,0.0, 3.9, -0.006,2019-06-11 02:00:00, 10.0, -0.3,73.0,24
14.0, None,0.0, 3.3, None,2019-06-11 02:15:00, 38.0, None,75.0,24
13.8, None,0.0, 3.5, None,2019-06-11 02:30:00, 35.0, None,76.0,24
13.6, None,0.0, 2.6, None,2019-06-11 02:45:00, 73.0, None,76.0,24
13.6, 1.0,0.0, 4.1, -0.006,2019-06-11 03:00:00, 69.0, -0.3,76.0,24
13.2, None,0.0, 5.6, None,2019-06-11 03:15:00, 70.0, None,78.0,24
12.9, None,0.0, 6.1, None,2019-06-11 03:30:00, 69.0, None,81.0,24
12.5, None,0.0, 6.0, None,2019-06-11 03:45:00, 68.0, None,84.0,24
12.1, 0.0,0.0, 6.2, -0.004,2019-06-11 04:00:00, 84.0, -0.3,87.0,24
11.9, None,0.0, 6.4, None,2019-06-11 04:15:00, 77.0, None,88.0,24
12.2, None,0.0, 4.9, None,2019-06-11 04:30:00, 91.0, None,87.0,24
12.6, None,0.0, 7.6, None,2019-06-11 04:45:00, 69.0, None,87.0,24
13.3, 0.0,0.0, 6.6, -0.004,2019-06-11 05:00:00, 69.0, -0.3,83.0,24
14.1, None,0.0, 5.1, None,2019-06-11 05:15:00, 36.0, None,81.0,24
14.2, None,0.0, 8.1, None,2019-06-11 05:30:00, 52.0, None,79.0,24
14.6, None,0.0, 9.7, None,2019-06-11 05:45:00, 60.0, None,77.0,24
15.1, -1.0,0.0, 10.6, -0.002,2019-06-11 06:00:00, 48.0, -0.3,75.0,24
15.6, None,0.0, 9.3, None,2019-06-11 06:15:00, 55.0, None,72.0,24
15.8, None,0.0, 10.8, None,2019-06-11 06:30:00, 59.0, None,70.0,24
16.2, None,0.0, 11.6, None,2019-06-11 06:45:00, 34.0, None,69.0,24
16.8, 0.0,0.0, 10.5, -0.003,2019-06-11 07:00:00, 57.0, -0.3,68.0,24
16.8, None,0.0, 13.6, None,2019-06-11 07:15:00, 55.0, None,67.0,24
17.5, None,0.0, 11.1, None,2019-06-11 07:30:00, 44.0, None,66.0,24
17.5, None,0.0, 14.0, None,2019-06-11 07:45:00, 47.0, None,65.0,24
18.1, -1.0,0.0, 11.1, -0.003,2019-06-11 08:00:00, 31.0, -0.3,62.0,24
17.8, None,0.0, 13.5, None,2019-06-11 08:15:00, 37.0, None,63.0,24
18.4, None,0.0, 9.6, None,2019-06-11 08:30:00, 38.0, None,64.0,24
18.6, None,0.0, 11.7, None,2019-06-11 08:45:00, 51.0, None,63.0,24
19.4, 0.0,0.0, 11.3, -0.002,2019-06-11 09:00:00, 45.0, -0.3,58.0,24
19.7, None,0.0, 12.6, None,2019-06-11 09:15:00, 55.0, None,59.0,24
19.9, None,0.0, 13.3, None,2019-06-11 09:30:00, 47.0, None,58.0,24
20.8, None,0.0, 11.4, None,2019-06-11 09:45:00, 35.0, None,54.0,24
20.2, 0.0,0.0, 14.4, -0.001,2019-06-11 10:00:00, 60.0, -0.3,55.0,24
21.1, None,0.0, 10.6, None,2019-06-11 10:15:00, 47.0, None,52.0,24
21.3, None,0.0, 10.6, None,2019-06-11 10:30:00, 57.0, None,52.0,24
21.5, None,0.0, 11.8, None,2019-06-11 10:45:00, 60.0, None,50.0,24
21.9, -1.0,0.0, 11.1, 0.0,2019-06-11 11:00:00, 70.0, -0.3,50.0,24
22.2, None,0.0, 10.1, None,2019-06-11 11:15:00, 53.0, None,48.0,24
22.7, None,0.0, 8.8, None,2019-06-11 11:30:00, 47.0, None,44.0,24
22.9, None,0.0, 9.6, None,2019-06-11 11:45:00, 54.0, None,45.0,24
23.5, 0.0,0.0, 8.1, 0.001,2019-06-11 12:00:00, 48.0, -0.3,41.0,24
23.6, None,0.0, 9.5, None,2019-06-11 12:15:00, 45.0, None,42.0,24
24.2, None,0.0, 10.2, None,2019-06-11 12:30:00, 43.0, None,41.0,24
24.3, None,0.0, 9.7, None,2019-06-11 12:45:00, 24.0, None,39.0,24
24.7, -1.0,0.0, 11.4, 0.0,2019-06-11 13:00:00, 34.0, -0.3,38.0,24
25.1, None,0.0, 11.1, None,2019-06-11 13:15:00, 49.0, None,39.0,24
25.4, None,0.0, 9.8, None,2019-06-11 13:30:00, 33.0, None,37.0,24
25.2, None,0.0, 10.3, None,2019-06-11 13:45:00, 17.0, None,37.0,24
25.6, 0.0,0.0, 10.3, -0.005,2019-06-11 14:00:00, 49.0, -0.3,36.0,24
25.7, None,0.0, 12.8, None,2019-06-11 14:15:00, 48.0, None,35.0,24
26.0, None,0.0, 13.1, None,2019-06-11 14:30:00, 53.0, None,34.0,24
26.0, None,0.0, 12.1, None,2019-06-11 14:45:00, 56.0, None,32.0,24
26.1, 0.0,0.0, 10.7, -0.001,2019-06-11 15:00:00, 46.0, -0.3,31.0,24
26.7, None,0.0, 8.5, None,2019-06-11 15:15:00, 27.0, None,32.0,24
26.3, None,0.0, 10.6, None,2019-06-11 15:30:00, 16.0, None,34.0,24
26.7, None,0.0, 9.7, None,2019-06-11 15:45:00, 24.0, None,33.0,24
26.6, 0.0,0.0, 7.0, -0.002,2019-06-11 16:00:00, 27.0, -0.3,32.0,24
26.6, None,0.0, 10.5, None,2019-06-11 16:15:00, 31.0, None,30.0,24
26.5, None,0.0, 10.2, None,2019-06-11 16:30:00, 21.0, None,30.0,24
26.5, None,0.0, 10.0, None,2019-06-11 16:45:00, 35.0, None,30.0,24
26.6, 0.0,0.0, 8.1, -0.007,2019-06-11 17:00:00, 24.0, -0.3,27.0,24
26.2, None,0.0, 9.6, None,2019-06-11 17:15:00, 33.0, None,27.0,24
26.5, None,0.0, 5.7, None,2019-06-11 17:30:00, 29.0, None,29.0,24
26.3, None,0.0, 7.1, None,2019-06-11 17:45:00, 42.0, None,27.0,24
26.1, 0.0,0.0, 5.8, -0.006,2019-06-11 18:00:00, 27.0, -0.3,26.0,24
25.9, None,0.0, 6.1, None,2019-06-11 18:15:00, 32.0, None,27.0,24
25.6, None,0.0, 5.9, None,2019-06-11 18:30:00, 30.0, None,26.0,24
25.3, None,0.0, 7.2, None,2019-06-11 18:45:00, 37.0, None,26.0,24
24.7, 0.0,0.0, 5.7, -0.008,2019-06-11 19:00:00, 34.0, -0.3,29.0,24
24.7, None,0.0, 3.7, None,2019-06-11 19:15:00, 29.0, None,28.0,24
23.9, None,0.0, 3.5, None,2019-06-11 19:30:00, 48.0, None,31.0,24
23.0, None,0.0, 2.1, None,2019-06-11 19:45:00, 27.0, None,31.0,24
22.1, 0.0,0.0, 1.9, -0.009,2019-06-11 20:00:00, 54.0, -0.3,31.0,24
21.5, None,0.0, 1.5, None,2019-06-11 20:15:00, 310.0, None,31.0,24
21.3, None,0.0, 3.2, None,2019-06-11 20:30:00, 337.0, None,32.0,24
21.4, None,0.0, 3.7, None,2019-06-11 20:45:00, 334.0, None,32.0,24
21.3, 1.0,0.0, 3.6, -0.006,2019-06-11 21:00:00, 1.0, -0.3,33.0,24
21.5, None,0.0, 2.1, None,2019-06-11 21:15:00, 9.0, None,34.0,24
21.6, None,0.0, 5.2, None,2019-06-11 21:30:00, 316.0, None,35.0,24
21.2, None,0.0, 3.9, None,2019-06-11 21:45:00, 343.0, None,35.0,24
21.2, 0.0,0.0, 3.0, -0.008,2019-06-11 22:00:00, 34.0, -0.3,35.0,24
21.0, None,0.0, 3.8, None,2019-06-11 22:15:00, 47.0, None,35.0,24
20.9, None,0.0, 3.7, None,2019-06-11 22:30:00, 50.0, None,35.0,24
20.9, None,0.0, 3.3, None,2019-06-11 22:45:00, 48.0, None,35.0,24
20.9, 1.0,0.0, 2.7, -0.007,2019-06-11 23:00:00, 39.0, -0.3,35.0,24
21.1, None,0.0, 2.2, None,2019-06-11 23:15:00, 24.0, None,34.0,24
20.9, None,0.0, 4.7, None,2019-06-11 23:30:00, 59.0, None,36.0,24
20.9, None,0.0, 5.5, None,2019-06-11 23:45:00, 69.0, None,35.0,24
20.6, 0.0,0.0, 6.6, -0.01,2019-06-12 00:00:00, 68.0, -0.3,36.0,24
20.3, None,0.0, 6.7, None,2019-06-12 00:15:00, 71.0, None,35.0,24
20.2, None,0.0, 6.3, None,2019-06-12 00:30:00, 66.0, None,35.0,24
20.2, None,0.0, 2.8, None,2019-06-12 00:45:00, 92.0, None,35.0,24
20.1, 0.0,0.0, 3.3, -0.01,2019-06-12 01:00:00, 100.0, -0.3,35.0,24
19.7, None,0.0, 4.7, None,2019-06-12 01:15:00, 102.0, None,37.0,24
20.4, None,0.0, 4.0, None,2019-06-12 01:30:00, 129.0, None,36.0,24
20.4, None,0.0, 3.7, None,2019-06-12 01:45:00, 105.0, None,37.0,24
20.0, 0.0,0.0, 6.5, -0.009,2019-06-12 02:00:00, 85.0, -0.3,39.0,24
19.7, None,0.0, 7.7, None,2019-06-12 02:15:00, 81.0, None,40.0,24
19.4, None,0.0, 6.8, None,2019-06-12 02:30:00, 74.0, None,39.0,24
19.6, None,0.0, 8.6, None,2019-06-12 02:45:00, 74.0, None,37.0,24
