TempC,time,RH,week_of_year
-21.174,2022-01-01 00:00:00,85.6,1
-20.404,2022-01-01 01:00:00,86.4,1
-19.103,2022-01-01 02:00:00,87.4,1
-13.201,2022-01-01 03:00:00,87.9,1
-12.788,2022-01-01 04:00:00,86.3,1
-12.123,2022-01-01 05:00:00,88.8,1
-11.218,2022-01-01 06:00:00,89.9,1
-10.757,2022-01-01 07:00:00,90.4,1
-10.023,2022-01-01 08:00:00,90.0,1
-9.269,2022-01-01 09:00:00,88.0,1
-8.73,2022-01-01 10:00:00,87.8,1
-8.165,2022-01-01 11:00:00,87.9,1
-8.331,2022-01-01 12:00:00,89.6,1
-5.295,2022-01-01 13:00:00,87.0,1
-5.326,2022-01-01 14:00:00,83.5,1
-4.621,2022-01-01 15:00:00,80.8,1
-4.469,2022-01-01 16:00:00,80.2,1
-4.926,2022-01-01 17:00:00,81.0,1
-4.926,2022-01-01 18:00:00,82.1,1
-4.197,2022-01-01 19:00:00,77.6,1
-4.076,2022-01-01 20:00:00,76.8,1
-5.326,2022-01-01 21:00:00,78.9,1
-6.388,2022-01-01 22:00:00,81.4,1
-6.547,2022-01-01 23:00:00,85.2,1
-4.712,2022-01-02 00:00:00,88.9,1
-5.233,2022-01-02 01:00:00,84.4,1
-2.537,2022-01-02 02:00:00,83.0,1
-2.83,2022-01-02 03:00:00,79.3,1
-2.976,2022-01-02 04:00:00,77.4,1
-4.895,2022-01-02 05:00:00,78.2,1
-8.066,2022-01-02 06:00:00,87.8,1
-9.371,2022-01-02 07:00:00,91.8,1
-9.885,2022-01-02 08:00:00,92.4,1
-10.162,2022-01-02 09:00:00,92.9,1
-6.01,2022-01-02 10:00:00,90.2,1
-6.294,2022-01-02 11:00:00,84.7,1
-5.202,2022-01-02 12:00:00,83.1,1
-5.357,2022-01-02 13:00:00,80.0,1
-5.667,2022-01-02 14:00:00,79.7,1
-5.542,2022-01-02 15:00:00,80.9,1
-5.542,2022-01-02 16:00:00,79.7,1
-5.605,2022-01-02 17:00:00,81.3,1
-8.797,2022-01-02 18:00:00,84.0,1
-10.476,2022-01-02 19:00:00,87.1,1
-11.686,2022-01-02 20:00:00,87.2,1
-12.159,2022-01-02 21:00:00,86.8,1
-11.65,2022-01-02 22:00:00,87.5,1
-12.565,2022-01-02 23:00:00,87.3,1
-14.314,2022-01-03 00:00:00,85.1,1
-15.305,2022-01-03 01:00:00,84.6,1
-16.119,2022-01-03 02:00:00,83.8,1
-17.082,2022-01-03 03:00:00,85.3,1
-17.77,2022-01-03 04:00:00,85.5,1
-17.988,2022-01-03 05:00:00,83.8,1
-18.076,2022-01-03 06:00:00,82.5,1
-17.553,2022-01-03 07:00:00,81.9,1
-17.338,2022-01-03 08:00:00,82.0,1
-15.913,2022-01-03 09:00:00,84.0,1
-16.326,2022-01-03 10:00:00,87.3,1
-16.409,2022-01-03 11:00:00,86.2,1
-16.702,2022-01-03 12:00:00,86.5,1
-16.744,2022-01-03 13:00:00,84.2,1
-17.467,2022-01-03 14:00:00,85.0,1
-19.839,2022-01-03 15:00:00,82.1,1
-20.499,2022-01-03 16:00:00,83.9,1
-20.98,2022-01-03 17:00:00,83.6,1
-21.028,2022-01-03 18:00:00,83.0,1
-21.518,2022-01-03 19:00:00,82.3,1
-21.716,2022-01-03 20:00:00,81.4,1
-21.321,2022-01-03 21:00:00,80.9,1
-21.916,2022-01-03 22:00:00,80.4,1
-22.371,2022-01-03 23:00:00,81.0,1
-22.473,2022-01-04 00:00:00,82.3,1
-22.729,2022-01-04 01:00:00,82.8,1
-22.989,2022-01-04 02:00:00,82.5,1
-23.356,2022-01-04 03:00:00,82.3,1
-23.943,2022-01-04 04:00:00,81.8,1
-24.709,2022-01-04 05:00:00,82.4,1
-24.988,2022-01-04 06:00:00,82.5,1
-24.654,2022-01-04 07:00:00,82.4,1
-25.728,2022-01-04 08:00:00,82.8,1
-24.214,2022-01-04 09:00:00,82.1,1
-23.25,2022-01-04 10:00:00,80.3,1
-22.117,2022-01-04 11:00:00,78.7,1
-21.567,2022-01-04 12:00:00,77.4,1
-21.567,2022-01-04 13:00:00,76.4,1
-21.617,2022-01-04 14:00:00,75.7,1
-22.168,2022-01-04 15:00:00,75.6,1
-22.626,2022-01-04 16:00:00,76.6,1
-23.462,2022-01-04 17:00:00,78.6,1
-23.674,2022-01-04 18:00:00,79.5,1
-23.943,2022-01-04 19:00:00,77.2,1
-24.105,2022-01-04 20:00:00,77.2,1
-24.269,2022-01-04 21:00:00,77.9,1
-24.488,2022-01-04 22:00:00,80.3,1
-24.709,2022-01-04 23:00:00,80.8,1
-25.728,2022-01-05 00:00:00,81.6,1
-27.46,2022-01-05 01:00:00,81.5,1
-29.927,2022-01-05 02:00:00,80.7,1
-26.91,2022-01-05 03:00:00,81.7,1
-26.609,2022-01-05 04:00:00,81.6,1
-26.609,2022-01-05 05:00:00,80.9,1
-26.789,2022-01-05 06:00:00,81.0,1
-26.49,2022-01-05 07:00:00,80.2,1
-26.729,2022-01-05 08:00:00,80.3,1
-26.431,2022-01-05 09:00:00,79.3,1
-25.902,2022-01-05 10:00:00,76.2,1
-25.157,2022-01-05 11:00:00,73.5,1
-24.709,2022-01-05 12:00:00,73.3,1
-24.269,2022-01-05 13:00:00,74.1,1
-24.105,2022-01-05 14:00:00,75.3,1
-24.105,2022-01-05 15:00:00,76.1,1
-24.378,2022-01-05 16:00:00,78.2,1
-24.932,2022-01-05 17:00:00,80.4,1
-25.671,2022-01-05 18:00:00,81.8,1
-26.97,2022-01-05 19:00:00,82.1,1
-28.469,2022-01-05 20:00:00,81.3,1
-28.213,2022-01-05 21:00:00,81.5,1
-28.404,2022-01-05 22:00:00,81.5,1
-29.386,2022-01-05 23:00:00,81.1,1
-30.201,2022-01-06 00:00:00,80.5,1
-28.923,2022-01-06 01:00:00,81.0,1
-27.771,2022-01-06 02:00:00,81.7,1
-27.214,2022-01-06 03:00:00,82.0,1
-26.97,2022-01-06 04:00:00,82.3,1
-26.849,2022-01-06 05:00:00,82.4,1
-26.55,2022-01-06 06:00:00,82.4,1
-25.844,2022-01-06 07:00:00,82.7,1
-25.441,2022-01-06 08:00:00,82.8,1
-24.765,2022-01-06 09:00:00,82.9,1
-24.543,2022-01-06 10:00:00,81.8,1
-23.568,2022-01-06 11:00:00,80.3,1
-22.885,2022-01-06 12:00:00,79.8,1
-22.32,2022-01-06 13:00:00,78.9,1
-22.32,2022-01-06 14:00:00,79.1,1
-22.117,2022-01-06 15:00:00,80.9,1
-22.32,2022-01-06 16:00:00,81.5,1
-22.269,2022-01-06 17:00:00,82.4,1
-22.067,2022-01-06 18:00:00,82.6,1
-21.966,2022-01-06 19:00:00,82.5,1
-22.067,2022-01-06 20:00:00,82.6,1
-22.117,2022-01-06 21:00:00,82.7,1
-22.117,2022-01-06 22:00:00,82.7,1
-22.067,2022-01-06 23:00:00,83.0,1
-22.117,2022-01-07 00:00:00,82.4,1
-22.32,2022-01-07 01:00:00,83.0,1
-22.371,2022-01-07 02:00:00,83.1,1
-22.422,2022-01-07 03:00:00,83.0,1
-22.32,2022-01-07 04:00:00,83.5,1
-22.371,2022-01-07 05:00:00,83.4,1
-22.422,2022-01-07 06:00:00,83.7,1
-22.269,2022-01-07 07:00:00,83.8,1
-22.067,2022-01-07 08:00:00,84.2,1
-21.667,2022-01-07 09:00:00,83.7,1
-20.883,2022-01-07 10:00:00,82.1,1
-20.309,2022-01-07 11:00:00,80.8,1
-19.979,2022-01-07 12:00:00,80.2,1
-19.469,2022-01-07 13:00:00,79.4,1
-18.877,2022-01-07 14:00:00,79.8,1
-18.742,2022-01-07 15:00:00,79.7,1
-21.518,2022-01-07 16:00:00,81.9,1
-23.835,2022-01-07 17:00:00,83.6,1
-23.943,2022-01-07 18:00:00,84.1,1
-24.269,2022-01-07 19:00:00,83.8,1
-22.117,2022-01-07 20:00:00,84.9,1
-22.833,2022-01-07 21:00:00,84.7,1
-23.145,2022-01-07 22:00:00,84.7,1
-23.093,2022-01-07 23:00:00,84.8,1
