station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
0.0, 0.0, -7.0, 0.0, 2018-01-02 00:00:00, 29.0, -1.5
0.0, 0.0, -5.0, 0.0, 2018-01-03 00:00:00, 29.0, 0.5
3.2, 3.2, 0.0, 0.0, 2018-01-05 00:00:00, 27.0, 4.5
0.0, 0.0, 0.0, 0.0, 2018-01-09 00:00:00, 25.0, 4.0
2.0, 2.0, -4.5, 0.0, 2018-01-15 00:00:00, 32.0, 2.5
15.0, 15.0, 0.0, 0.0, 2018-01-16 00:00:00, 31.0, 3.0
15.8, 15.8, 0.5, 0.0, 2018-01-17 00:00:00, 28.0, 4.0
5.0, 4.0, 0.0, 1.0, 2018-01-19 00:00:00, 28.0, 5.0
14.0, 14.0, -0.5, 0.0, 2018-01-23 00:00:00, 30.0, 1.5
0.0, 0.0, 0.0, 0.0, 2018-01-24 00:00:00, 44.0, 1.5
2.0, 2.0, -2.0, 0.0, 2018-01-25 00:00:00, 44.0, 1.0
2.0, 1.0, -3.0, 1.0, 2018-01-26 00:00:00, 46.0, 1.0
