AirTemp,ONE_DAY_PRECIPITATION,time,MIN_TEMP,MAX_TEMP,week_of_year
4.3, None,2021-05-21 00:00:00, None, None,21
3.7, None,2021-05-21 01:00:00, None, None,21
2.8, None,2021-05-21 02:00:00, None, None,21
2.2, None,2021-05-21 03:00:00, None, None,21
1.3, None,2021-05-21 04:00:00, None, None,21
1.7, None,2021-05-21 05:00:00, None, None,21
4.8, None,2021-05-21 06:00:00, None, None,21
9.6, None,2021-05-21 07:00:00, None, None,21
17.1, None,2021-05-21 09:00:00, None, None,21
18.3, None,2021-05-21 10:00:00, None, None,21
20.1, None,2021-05-21 11:00:00, None, None,21
20.1, None,2021-05-21 12:00:00, None, None,21
21.0, None,2021-05-21 13:00:00, None, None,21
21.0, None,2021-05-21 14:00:00, None, None,21
20.7, None,2021-05-21 15:00:00, None, None,21
21.1, None,2021-05-21 16:00:00, None, None,21
19.9, None,2021-05-21 17:00:00, None, None,21
17.2, None,2021-05-21 18:00:00, None, None,21
13.3, None,2021-05-21 19:00:00, None, None,21
10.4, None,2021-05-21 20:00:00, None, None,21
8.3, None,2021-05-21 21:00:00, None, None,21
7.4, None,2021-05-21 22:00:00, None, None,21
6.1, None,2021-05-21 23:00:00, None, None,21
5.2, None,2021-05-22 00:00:00, None, None,21
4.0, None,2021-05-22 01:00:00, None, None,21
2.9, None,2021-05-22 02:00:00, None, None,21
3.0, None,2021-05-22 03:00:00, None, None,21
2.7, None,2021-05-22 04:00:00, None, None,21
3.1, None,2021-05-22 05:00:00, None, None,21
7.2, None,2021-05-22 06:00:00, None, None,21
11.5, None,2021-05-22 07:00:00, None, None,21
14.3, None,2021-05-22 08:00:00, None, None,21
16.9, None,2021-05-22 09:00:00, None, None,21
19.4, None,2021-05-22 10:00:00, None, None,21
21.6, None,2021-05-22 11:00:00, None, None,21
23.3, None,2021-05-22 12:00:00, None, None,21
24.2, None,2021-05-22 13:00:00, None, None,21
25.0, None,2021-05-22 14:00:00, None, None,21
24.7, None,2021-05-22 15:00:00, None, None,21
24.9, None,2021-05-22 16:00:00, None, None,21
23.5, None,2021-05-22 17:00:00, None, None,21
18.7, None,2021-05-22 18:00:00, None, None,21
15.6, None,2021-05-22 19:00:00, None, None,21
12.9, None,2021-05-22 20:00:00, None, None,21
10.8, None,2021-05-22 21:00:00, None, None,21
9.6, None,2021-05-22 22:00:00, None, None,21
7.7, None,2021-05-22 23:00:00, None, None,21
7.3, None,2021-05-23 00:00:00, None, None,21
6.3, None,2021-05-23 01:00:00, None, None,21
5.3, None,2021-05-23 02:00:00, None, None,21
5.7, None,2021-05-23 03:00:00, None, None,21
5.3, None,2021-05-23 04:00:00, None, None,21
5.6, None,2021-05-23 05:00:00, None, None,21
9.1, None,2021-05-23 06:00:00, None, None,21
10.8, None,2021-05-23 07:00:00, None, None,21
13.4, None,2021-05-23 08:00:00, None, None,21
15.5, None,2021-05-23 09:00:00, None, None,21
17.4, None,2021-05-23 10:00:00, None, None,21
17.7, None,2021-05-23 11:00:00, None, None,21
19.6, None,2021-05-23 12:00:00, None, None,21
19.3, None,2021-05-23 13:00:00, None, None,21
19.1, None,2021-05-23 14:00:00, None, None,21
19.0, None,2021-05-23 15:00:00, None, None,21
19.3, None,2021-05-23 16:00:00, None, None,21
17.8, None,2021-05-23 17:00:00, None, None,21
15.6, None,2021-05-23 18:00:00, None, None,21
13.2, None,2021-05-23 19:00:00, None, None,21
12.9, None,2021-05-23 20:00:00, None, None,21
12.1, None,2021-05-23 21:00:00, None, None,21
11.6, None,2021-05-23 22:00:00, None, None,21
10.7, None,2021-05-23 23:00:00, None, None,21
10.9, None,2021-05-24 00:00:00, None, None,21
10.6, None,2021-05-24 01:00:00, None, None,21
10.4, None,2021-05-24 02:00:00, None, None,21
10.2, None,2021-05-24 03:00:00, None, None,21
10.2, None,2021-05-24 04:00:00, None, None,21
10.1, None,2021-05-24 05:00:00, None, None,21
10.6, None,2021-05-24 06:00:00, None, None,21
11.0, None,2021-05-24 07:00:00, None, None,21
11.1, None,2021-05-24 08:00:00, None, None,21
11.6, None,2021-05-24 09:00:00, None, None,21
11.9, None,2021-05-24 10:00:00, None, None,21
12.0, None,2021-05-24 11:00:00, None, None,21
12.7, None,2021-05-24 12:00:00, None, None,21
13.7, None,2021-05-24 13:00:00, None, None,21
14.0, None,2021-05-24 14:00:00, None, None,21
13.8, None,2021-05-24 15:00:00, None, None,21
13.6, None,2021-05-24 16:00:00, None, None,21
13.3, None,2021-05-24 17:00:00, None, None,21
12.8, None,2021-05-24 18:00:00, None, None,21
11.7, None,2021-05-24 19:00:00, None, None,21
11.1, None,2021-05-24 20:00:00, None, None,21
10.4, None,2021-05-24 21:00:00, None, None,21
10.4, None,2021-05-24 22:00:00, None, None,21
10.0, None,2021-05-24 23:00:00, None, None,21
9.7, None,2021-05-25 00:00:00, None, None,21
9.6, None,2021-05-25 01:00:00, None, None,21
9.5, None,2021-05-25 02:00:00, None, None,21
9.5, None,2021-05-25 03:00:00, None, None,21
9.1, None,2021-05-25 04:00:00, None, None,21
9.6, None,2021-05-25 05:00:00, None, None,21
10.1, None,2021-05-25 06:00:00, None, None,21
10.5, None,2021-05-25 07:00:00, None, None,21
11.3, None,2021-05-25 08:00:00, None, None,21
12.0, None,2021-05-25 09:00:00, None, None,21
12.6, None,2021-05-25 10:00:00, None, None,21
13.2, None,2021-05-25 11:00:00, None, None,21
14.8, None,2021-05-25 12:00:00, None, None,21
