pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,time,SNOW_ON_THE_GROUND,week_of_year
2.0, None,618.0, None, None, 13.1,-4.0, None, None, 1.0,-6.0, None,2023-08-27 00:00:00, None,35
2.0, None,618.0, None, None, 12.8,-4.0, None, None, 0.0,-6.0, None,2023-08-27 01:00:00, None,35
2.0, None,618.0, None, None, 12.2,-3.0, None, None, 0.0,-6.0, None,2023-08-27 02:00:00, None,35
2.0, None,618.0, None, None, 12.3,-4.0, None, None, 0.0,-6.0, None,2023-08-27 03:00:00, None,35
1.0, None,618.0, None, None, 11.9,-4.0, None, None, 0.0,-6.0, None,2023-08-27 04:00:00, None,35
1.0, None,618.0, None, None, 11.7,-3.0, None, None, 0.0,-5.0, None,2023-08-27 05:00:00, None,35
1.0, None,618.0, None, None, 11.6,-4.0, None, None, 0.0,-6.0, None,2023-08-27 06:00:00, None,35
1.0, None,618.0, None, None, 12.1,-4.0, None, None, 0.0,-6.0, None,2023-08-27 07:00:00, None,35
1.0, None,618.0, None, None, 14.5,-5.0, None, None, 0.0,-6.0, None,2023-08-27 08:00:00, None,35
2.0, None,618.0, None, None, 16.5,-4.0, None, None, 0.0,-6.0, None,2023-08-27 09:00:00, None,35
2.0, None,618.0, None, None, 18.8,-3.0, None, None, 0.0,-5.0, None,2023-08-27 10:00:00, None,35
2.0, None,618.0, None, None, 19.4,-3.0, None, None, 0.0,-6.0, None,2023-08-27 11:00:00, None,35
2.0, None,618.0, None, None, 20.4,-4.0, None, None, 0.0,-6.0, None,2023-08-27 12:00:00, None,35
1.0, None,617.0, None, None, 21.6,-4.0, None, None, None,-6.0, None,2023-08-27 13:00:00, None,35
2.0, None,618.0, None, None, 22.3,-3.0, None, None, 1.0,-6.0, None,2023-08-27 14:00:00, None,35
1.0, None,617.0, None, None, 23.0,-3.0, None, None, None,-6.0, None,2023-08-27 15:00:00, None,35
1.0, None,617.0, None, None, 23.5,-3.0, None, None, 0.0,-6.0, None,2023-08-27 16:00:00, None,35
1.0, None,617.0, None, None, 22.3,-4.0, None, None, 0.0,-6.0, None,2023-08-27 17:00:00, None,35
2.0, None,618.0, None, None, 21.0,-4.0, None, None, 1.0,-6.0, None,2023-08-27 18:00:00, None,35
2.0, None,618.0, None, None, 18.6,-4.0, None, None, 0.0,-5.0, None,2023-08-27 19:00:00, None,35
1.0, None,618.0, None, None, 17.4,-4.0, None, None, 0.0,-5.0, None,2023-08-27 20:00:00, None,35
2.0, None,619.0, None, None, 16.1,-4.0, None, None, 1.0,-5.0, None,2023-08-27 21:00:00, None,35
2.0, None,619.0, None, None, 15.6,-4.0, None, None, 0.0,-5.0, None,2023-08-27 22:00:00, None,35
2.0, None,619.0, None, None, 15.1,-3.0, None, None, 0.0,-5.0, None,2023-08-27 23:00:00, None,35
1.0, None,619.0, None, None, 15.1,-3.0, None, None, 0.0,-6.0, None,2023-08-28 00:00:00, None,35
1.0, None,619.0, None, None, 15.0,-3.0, None, None, 0.0,-5.0, None,2023-08-28 01:00:00, None,35
1.0, None,619.0, None, None, 14.4,-4.0, None, None, 0.0,-5.0, None,2023-08-28 02:00:00, None,35
1.0, None,619.0, None, None, 13.7,-3.0, None, None, 0.0,-5.0, None,2023-08-28 03:00:00, None,35
2.0, None,620.0, None, None, 13.8,-4.0, None, None, 1.0,-5.0, None,2023-08-28 04:00:00, None,35
1.0, None,619.0, None, None, 13.0,-4.0, None, None, None,-5.0, None,2023-08-28 05:00:00, None,35
2.0, None,620.0, None, None, 12.6,-4.0, None, None, 1.0,-5.0, None,2023-08-28 06:00:00, None,35
2.0, None,620.0, None, None, 13.9,-4.0, None, None, 0.0,-6.0, None,2023-08-28 07:00:00, None,35
2.0, None,620.0, None, None, 16.5,-4.0, None, None, 0.0,-6.0, None,2023-08-28 08:00:00, None,35
1.0, None,619.0, None, None, 18.0,-4.0, None, None, None,-6.0, None,2023-08-28 09:00:00, None,35
1.0, None,619.0, None, None, 20.1,-4.0, None, None, 0.0,-6.0, None,2023-08-28 10:00:00, None,35
1.0, None,619.0, None, None, 20.9,-4.0, None, None, 0.0,-6.0, None,2023-08-28 11:00:00, None,35
