CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,10.4,17.46, None,2017-12-11 10:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,50
None,12.05,17.03, None,2017-12-11 11:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,50
None,11.81,17.16, None,2017-12-11 12:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,50
None,9.82,17.69, None,2017-12-11 13:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
None,9.47,17.74, None,2017-12-11 14:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
None,8.22,18.11, None,2017-12-11 15:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,8.07,18.16, None,2017-12-11 16:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,7.54,18.32, None,2017-12-11 17:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,5.912,18.8, None,2017-12-11 18:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,6.204,18.72, None,2017-12-11 19:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,6.865,18.52, None,2017-12-11 20:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,6.728,18.56, None,2017-12-11 21:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,4.972,19.09, None,2017-12-11 22:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,50
None,5.145,19.03, None,2017-12-11 23:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,50
None,4.072,19.42, None,2017-12-12 00:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,50
None,2.558,20.0, None,2017-12-12 01:00:00, None, None, None, None, None, -18.0, None, None, None, None, None, None,50
None,2.99,29.22, None,2017-12-12 02:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,50
None,3.268,32.04, None,2017-12-12 03:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,50
None,3.086,45.15, None,2017-12-12 04:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,50
None,3.144,45.59, None,2017-12-12 05:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,50
None,3.135,45.9, None,2017-12-12 06:00:00, None, None, None, None, None, -7.0, None, None, None, None, None, None,50
None,2.924,38.37, None,2017-12-12 07:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,50
None,2.323,43.72, None,2017-12-12 08:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,50
None,2.911,41.73, None,2017-12-12 09:00:00, None, None, None, None, None, -9.0, None, None, None, None, None, None,50
None,3.249,43.44, None,2017-12-12 10:00:00, None, None, None, None, None, -8.0, None, None, None, None, None, None,50
None,3.848,35.57, None,2017-12-12 11:00:00, None, None, None, None, None, -10.0, None, None, None, None, None, None,50
None,3.946,31.27, None,2017-12-12 12:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,50
None,3.248,34.36, None,2017-12-12 13:00:00, None, None, None, None, None, -11.0, None, None, None, None, None, None,50
None,3.346,32.1, None,2017-12-12 14:00:00, None, None, None, None, None, -12.0, None, None, None, None, None, None,50
None,2.979,29.55, None,2017-12-12 15:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,50
None,2.623,29.71, None,2017-12-12 16:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,50
None,1.997,31.68, None,2017-12-12 17:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,50
None,2.536,30.06, None,2017-12-12 18:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,50
None,2.372,30.3, None,2017-12-12 19:00:00, None, None, None, None, None, -13.0, None, None, None, None, None, None,50
None,2.372,27.62, None,2017-12-12 20:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
None,2.837,25.21, None,2017-12-12 21:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,2.681,26.81, None,2017-12-12 22:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
None,3.328,24.51, None,2017-12-12 23:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,3.239,24.15, None,2017-12-13 00:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,3.39,20.99, None,2017-12-13 06:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,50
None,2.966,21.67, None,2017-12-13 07:00:00, None, None, None, None, None, -17.0, None, None, None, None, None, None,50
None,3.554,21.67, None,2017-12-13 08:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,4.521,21.02, None,2017-12-13 10:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.363,20.65, None,2017-12-13 11:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,5.368,20.77, None,2017-12-13 12:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,6.019,20.45, None,2017-12-13 13:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,6.641,20.14, None,2017-12-13 14:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,6.036,20.32, None,2017-12-13 15:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,5.94,20.41, None,2017-12-13 16:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,5.065,20.61, None,2017-12-13 17:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,4.988,20.64, None,2017-12-13 18:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.706,20.42, None,2017-12-13 19:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,5.794,20.33, None,2017-12-13 20:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,7.48,19.52, None,2017-12-13 21:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
None,7.48,19.46, None,2017-12-13 22:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
None,5.825,20.02, None,2017-12-13 23:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,5.32,20.11, None,2017-12-14 00:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.699,19.93, None,2017-12-14 01:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.077,20.18, None,2017-12-14 02:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.472,20.06, None,2017-12-14 03:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,4.86,20.31, None,2017-12-14 04:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,4.678,20.36, None,2017-12-14 05:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,4.474,20.42, None,2017-12-14 06:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.609,19.96, None,2017-12-14 07:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.774,19.85, None,2017-12-14 08:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,5.64,19.95, None,2017-12-14 09:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,5.394,20.08, None,2017-12-14 10:00:00, None, None, None, None, None, -16.0, None, None, None, None, None, None,50
None,6.892,19.57, None,2017-12-14 11:00:00, None, None, None, None, None, -15.0, None, None, None, None, None, None,50
None,7.69,19.46, None,2017-12-14 12:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
None,7.22,19.6, None,2017-12-14 13:00:00, None, None, None, None, None, -14.0, None, None, None, None, None, None,50
