CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None,6.305, None, None,2016-09-16 00:00:00, None, None,14.49,9.53,279.4, None, None, None, None, None, None, None,38
None,6.297, None, None,2016-09-16 01:00:00, None, None,14.79,7.86,274.4, None, None, None, None, None, None, None,38
None,6.355, None, None,2016-09-16 02:00:00, None, None,14.68,7.08,288.6, None, None, None, None, None, None, None,38
None,6.354, None, None,2016-09-16 03:00:00, None, None,17.54,6.928,289.9, None, None, None, None, None, None, None,38
None,6.289, None, None,2016-09-16 04:00:00, None, None,48.53,2.631,298.0, None, None, None, None, None, None, None,38
None,6.439, None, None,2016-09-16 05:00:00, None, None,21.04,5.816,301.7, None, None, None, None, None, None, None,38
None,6.663, None, None,2016-09-16 06:00:00, None, None,46.74,4.395,345.1, None, None, None, None, None, None, None,38
None,6.862, None, None,2016-09-16 07:00:00, None, None,10.83,10.03,43.94, None, None, None, None, None, None, None,38
None,7.06, None, None,2016-09-16 08:00:00, None, None,19.26,8.4,41.99, None, None, None, None, None, None, None,38
None,7.18, None, None,2016-09-16 09:00:00, None, None,25.7,5.305,52.53, None, None, None, None, None, None, None,38
None,7.33, None, None,2016-09-16 10:00:00, None, None,16.6,7.4,61.77, None, None, None, None, None, None, None,38
None,8.0, None, None,2016-09-16 11:00:00, None, None,21.24,6.23,72.4, None, None, None, None, None, None, None,38
None,8.47, None, None,2016-09-16 12:00:00, None, None,73.1,0.62,159.3, None, None, None, None, None, None, None,38
None,9.06, None, None,2016-09-16 13:00:00, None, None,24.74,4.619,267.6, None, None, None, None, None, None, None,38
None,8.62, None, None,2016-09-16 14:00:00, None, None,20.91,8.45,270.7, None, None, None, None, None, None, None,38
None,10.84, None, None,2016-09-16 15:00:00, None, None,28.24,8.98,282.8, None, None, None, None, None, None, None,38
None,10.85, None, None,2016-09-16 16:00:00, None, None,26.85,8.09,278.6, None, None, None, None, None, None, None,38
None,9.72, None, None,2016-09-16 17:00:00, None, None,18.6,11.46,279.0, None, None, None, None, None, None, None,38
None,8.81, None, None,2016-09-16 18:00:00, None, None,33.3,6.077,277.9, None, None, None, None, None, None, None,38
None,7.99, None, None,2016-09-16 19:00:00, None, None,33.12,8.13,307.1, None, None, None, None, None, None, None,38
None,7.55, None, None,2016-09-16 20:00:00, None, None,21.26,9.72,297.6, None, None, None, None, None, None, None,38
None,7.08, None, None,2016-09-16 21:00:00, None, None,28.02,9.02,298.4, None, None, None, None, None, None, None,38
None,7.31, None, None,2016-09-16 22:00:00, None, None,21.99,9.69,296.5, None, None, None, None, None, None, None,38
None,6.913, None, None,2016-09-16 23:00:00, None, None,20.17,9.52,290.5, None, None, None, None, None, None, None,38
None,6.567, None, None,2016-09-17 00:00:00, None, None,19.55,8.29,292.1, None, None, None, None, None, None, None,38
None,6.449, None, None,2016-09-17 01:00:00, None, None,18.1,7.83,277.6, None, None, None, None, None, None, None,38
None,6.007, None, None,2016-09-17 02:00:00, None, None,19.05,7.94,279.8, None, None, None, None, None, None, None,38
None,5.749, None, None,2016-09-17 03:00:00, None, None,22.51,7.05,272.3, None, None, None, None, None, None, None,38
None,5.376, None, None,2016-09-17 04:00:00, None, None,20.7,8.06,271.3, None, None, None, None, None, None, None,38
None,5.271, None, None,2016-09-17 05:00:00, None, None,24.99,6.149,266.8, None, None, None, None, None, None, None,38
None,5.039, None, None,2016-09-17 06:00:00, None, None,29.72,5.798,251.3, None, None, None, None, None, None, None,38
None,4.315, None, None,2016-09-17 07:00:00, None, None,28.43,6.598,271.6, None, None, None, None, None, None, None,38
None,4.315, None, None,2016-09-17 08:00:00, None, None,18.12,8.48,283.1, None, None, None, None, None, None, None,38
None,4.676, None, None,2016-09-17 09:00:00, None, None,18.3,7.15,278.8, None, None, None, None, None, None, None,38
None,5.183, None, None,2016-09-17 10:00:00, None, None,17.61,7.45,275.2, None, None, None, None, None, None, None,38
