RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
43.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,22.5, None, None, None, None, None, None, None, None, None,2016-09-20 13:00:00, None,38
40.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,22.73, None, None, None, None, None, None, None, None, None,2016-09-20 14:00:00, None,38
35.29, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,23.49, None, None, None, None, None, None, None, None, None,2016-09-20 15:00:00, None,38
30.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,24.0, None, None, None, None, None, None, None, None, None,2016-09-20 16:00:00, None,38
53.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,20.89, None, None, None, None, None, None, None, None, None,2016-09-20 17:00:00, None,38
54.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,19.3, None, None, None, None, None, None, None, None, None,2016-09-20 18:00:00, None,38
64.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,17.45, None, None, None, None, None, None, None, None, None,2016-09-20 19:00:00, None,38
62.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,18.04, None, None, None, None, None, None, None, None, None,2016-09-20 20:00:00, None,38
64.77, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,17.44, None, None, None, None, None, None, None, None, None,2016-09-20 21:00:00, None,38
68.4, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,17.02, None, None, None, None, None, None, None, None, None,2016-09-20 22:00:00, None,38
70.86, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,16.52, None, None, None, None, None, None, None, None, None,2016-09-20 23:00:00, None,38
71.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,16.28, None, None, None, None, None, None, None, None, None,2016-09-21 00:00:00, None,38
71.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,16.1, None, None, None, None, None, None, None, None, None,2016-09-21 01:00:00, None,38
76.28, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,15.84, None, None, None, None, None, None, None, None, None,2016-09-21 02:00:00, None,38
86.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.96, None, None, None, None, None, None, None, None, None,2016-09-21 03:00:00, None,38
93.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.48, None, None, None, None, None, None, None, None, None,2016-09-21 04:00:00, None,38
94.7, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.23, None, None, None, None, None, None, None, None, None,2016-09-21 05:00:00, None,38
95.1, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.13, None, None, None, None, None, None, None, None, None,2016-09-21 06:00:00, None,38
92.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,14.25, None, None, None, None, None, None, None, None, None,2016-09-21 07:00:00, None,38
