air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,time,dwpt_temp,week_of_year
3.1, 3.135, 65.85, 3.9, 66.0, 1.4,2022-02-05 00:00:00, -2.0,6
3.4, 3.444, 63.27, 3.9, 63.0, 1.4,2022-02-05 01:00:00, -3.0,6
3.1, 3.147, 64.4, 3.9, 64.0, 1.4,2022-02-05 02:00:00, -3.0,6
3.3, 3.325, 62.49, 3.9, 62.0, 1.4,2022-02-05 03:00:00, -3.0,6
3.2, 3.163, 63.24, 3.9, 63.0, 1.4,2022-02-05 04:00:00, -3.0,6
3.4, 3.361, 62.29, 3.9, 62.0, 1.4,2022-02-05 05:00:00, -3.0,6
3.0, 2.981, 63.6, 3.9, 64.0, 1.4,2022-02-05 06:00:00, -3.0,6
2.8, 2.778, 63.3, 3.0, 63.0, 2.4,2022-02-05 07:00:00, -3.0,6
1.1, 1.075, 73.03, 3.0, 73.0, 0.4,2022-02-05 08:00:00, -3.0,6
2.2, 2.169, 67.11, 3.0, 67.0, 0.0,2022-02-05 09:00:00, -3.0,6
4.1, 4.071, 58.55, 4.2, 59.0, 0.0,2022-02-05 10:00:00, -3.0,6
4.6, 4.63, 56.17, 4.7, 56.0, 0.0,2022-02-05 11:00:00, -3.0,6
5.4, 5.359, 53.66, 5.3, 54.0, 0.0,2022-02-05 12:00:00, -3.0,6
6.0, 5.979, 51.74, 6.1, 52.0, 0.0,2022-02-05 13:00:00, -3.0,6
5.2, 5.221, 55.37, 6.4, 55.0, 0.0,2022-02-05 14:00:00, -3.0,6
2.9, 2.905, 70.16, 6.4, 70.0, 0.0,2022-02-05 15:00:00, -2.0,6
1.1, 1.104, 80.8, 6.4, 81.0, 0.0,2022-02-05 16:00:00, -1.0,6
0.4, 0.38, 87.6, 6.4, 88.0, 0.0,2022-02-05 17:00:00, -1.0,6
-0.2, -0.184, 83.5, 6.4, 84.0, -0.4,2022-02-05 18:00:00, -2.0,6
-0.1, -0.148, 79.37, -0.1, 79.0, -0.7,2022-02-05 19:00:00, -3.0,6
-0.8, -0.756, 83.7, -0.1, 84.0, -1.3,2022-02-05 20:00:00, -3.0,6
-0.4, -0.42, 84.1, 0.4, 84.0, -1.3,2022-02-05 21:00:00, -3.0,6
0.9, 0.885, 75.82, 0.5, 76.0, -1.3,2022-02-05 22:00:00, -3.0,6
0.2, 0.188, 83.8, 1.4, 84.0, -1.3,2022-02-05 23:00:00, -2.0,6
1.3, 1.344, 74.51, 2.6, 75.0, -1.3,2022-02-06 00:00:00, -2.0,6
0.2, 0.201, 84.3, 2.6, 84.0, -1.3,2022-02-06 01:00:00, -2.0,6
0.5, 0.497, 81.1, 2.6, 81.0, -1.3,2022-02-06 02:00:00, -2.0,6
0.5, 0.508, 77.49, 2.6, 77.0, -1.3,2022-02-06 03:00:00, -3.0,6
0.0, 0.002, 84.5, 2.6, 85.0, -1.3,2022-02-06 04:00:00, -3.0,6
1.1, 1.133, 76.05, 2.6, 76.0, -1.3,2022-02-06 05:00:00, -2.0,6
