air_temp,min_air_temp_snc_last_reset,time,max_air_temp_snc_last_reset,week_of_year
6.8,5.8,2022-02-05 00:00:00,8.6,6
7.1,5.8,2022-02-05 01:00:00,8.6,6
7.2,5.8,2022-02-05 02:00:00,8.6,6
6.8,5.8,2022-02-05 03:00:00,8.6,6
6.4,5.8,2022-02-05 04:00:00,8.6,6
6.4,5.8,2022-02-05 05:00:00,8.6,6
6.6,5.8,2022-02-05 06:00:00,8.6,6
6.1,6.1,2022-02-05 07:00:00,6.8,6
5.8,5.8,2022-02-05 08:00:00,6.8,6
5.9,5.6,2022-02-05 09:00:00,6.8,6
6.1,5.6,2022-02-05 10:00:00,6.8,6
6.2,5.6,2022-02-05 11:00:00,6.8,6
6.7,5.6,2022-02-05 12:00:00,6.8,6
6.6,5.6,2022-02-05 13:00:00,6.8,6
6.8,5.6,2022-02-05 14:00:00,6.8,6
7.1,5.6,2022-02-05 15:00:00,7.3,6
7.0,5.6,2022-02-05 16:00:00,7.3,6
6.7,5.6,2022-02-05 17:00:00,7.3,6
6.4,5.6,2022-02-05 18:00:00,7.3,6
6.2,6.2,2022-02-05 19:00:00,6.5,6
6.1,5.8,2022-02-05 20:00:00,6.5,6
6.2,5.8,2022-02-05 21:00:00,6.5,6
5.7,5.7,2022-02-05 22:00:00,6.5,6
5.9,5.6,2022-02-05 23:00:00,6.5,6
5.4,5.3,2022-02-06 00:00:00,6.5,6
4.6,4.6,2022-02-06 01:00:00,6.5,6
5.4,4.5,2022-02-06 02:00:00,6.5,6
4.8,4.5,2022-02-06 03:00:00,6.5,6
4.3,4.3,2022-02-06 04:00:00,6.5,6
4.3,3.9,2022-02-06 05:00:00,6.5,6
4.4,3.9,2022-02-06 06:00:00,6.5,6
3.7,3.6,2022-02-06 07:00:00,4.4,6
3.7,3.4,2022-02-06 08:00:00,4.4,6
4.1,3.4,2022-02-06 09:00:00,4.4,6
4.4,3.4,2022-02-06 10:00:00,4.7,6
5.6,3.4,2022-02-06 11:00:00,5.8,6
9.1,3.4,2022-02-06 12:00:00,9.5,6
9.7,3.4,2022-02-06 13:00:00,9.9,6
