AirTemperature,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
-1.7,0.0, 3.8, 0.0,2020-02-19 00:00:00, 289.0,97.0,8
-1.7,0.0, 4.9, None,2020-02-19 00:15:00, 283.0,96.0,8
-1.8,0.0, 3.6, None,2020-02-19 00:30:00, 328.0,95.0,8
-1.5,0.0, 3.0, None,2020-02-19 00:45:00, 356.0,93.0,8
-1.0,0.0, 0.6, 0.006,2020-02-19 01:00:00, 53.0,89.0,8
-0.9,0.0, 2.7, None,2020-02-19 01:15:00, 83.0,91.0,8
-1.1,0.0, 1.1, None,2020-02-19 01:30:00, 272.0,91.0,8
-1.0,0.0, 1.8, None,2020-02-19 01:45:00, 190.0,90.0,8
-1.2,0.0, 0.7, 0.002,2020-02-19 02:00:00, 1.0,92.0,8
-1.1,0.0, 3.3, None,2020-02-19 02:15:00, 359.0,92.0,8
-0.1,0.0, 5.1, None,2020-02-19 02:30:00, 50.0,88.0,8
0.3,0.0, 4.9, None,2020-02-19 02:45:00, 1.0,85.0,8
0.6,0.0, 5.5, 0.002,2020-02-19 03:00:00, 340.0,85.0,8
0.2,0.0, 3.9, None,2020-02-19 03:15:00, 31.0,87.0,8
0.3,0.0, 7.1, None,2020-02-19 03:30:00, 40.0,87.0,8
-0.3,0.0, 4.5, None,2020-02-19 03:45:00, 21.0,89.0,8
-0.5,0.0, 3.9, 0.003,2020-02-19 04:00:00, 68.0,89.0,8
-1.3,0.0, 1.5, None,2020-02-19 04:15:00, 34.0,94.0,8
-1.7,0.0, 1.9, None,2020-02-19 04:30:00, 251.0,96.0,8
-1.9,0.0, 0.0, None,2020-02-19 04:45:00, 145.0,97.0,8
-1.8,0.0, 2.0, 0.004,2020-02-19 05:00:00, 332.0,97.0,8
-2.0,0.0, 6.2, None,2020-02-19 05:15:00, 297.0,97.0,8
-1.6,0.0, 7.4, None,2020-02-19 05:30:00, 297.0,95.0,8
-1.5,0.0, 6.7, None,2020-02-19 05:45:00, 298.0,95.0,8
-1.7,0.0, 4.4, 0.002,2020-02-19 06:00:00, 301.0,96.0,8
-1.8,0.0, 0.2, None,2020-02-19 06:15:00, 116.0,96.0,8
